task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,cy,100,1,4848.9493719384445,30.7875543749833,4795.412777682567,35.28837933400064,4796.398681744391,36.53388870798517,4794.345946818103,103.98192062499584,423.12314156649916,402.171396756049,402.40939255277107,401.88443218872743,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4794.345946818104,4794.345946818104,0.0,1,5.0,True,time_limited_mip_recombination,063fc34667d086fa9bec92bf1a2587e1938725d5d36d68dd074fa1b9152024ca,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,cy,100,2,4850.01620280291,28.459670417010784,4794.220004846885,37.18027870898368,4794.332203231027,36.447579792002216,4793.265372366562,103.47027720799088,423.4101061338207,402.1521851317107,402.4735963088247,402.1866317415031,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4793.265372366562,4793.265372366563,0.0,1,5.0,True,time_limited_mip_recombination,a17d7b0b04567c05a57e07597f80d88ce54b7a1b2d2393a33a207e20dae6f0ff,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,cy,100,3,4848.9493719384445,30.257608332991367,4794.332203231027,35.1544025829935,4794.216481917615,36.461664542002836,4793.265372366562,103.28748233302031,423.12314156649916,402.4735963088247,402.1509480885235,402.1866317415031,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4793.265372361317,4793.265372361317,0.0,1,5.0,True,time_limited_mip_recombination,75ef2cff920f0894f67da0768ddc8c9ee7d8d5ad942e738153fcb677c886910d,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed4,cn-cy-100c-03-V2-LOCATIONS,cy,100,4,4848.9493719384445,34.368921749992296,4794.332203231027,37.23346370802028,4795.412777682567,35.55195191598614,4793.265372366562,108.6320301250089,423.12314156649916,402.4735963088247,402.171396756049,402.1866317415031,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4793.265372366562,4793.265372366562,0.0,1,5.0,True,time_limited_mip_recombination,d5fd7bf2f86fd2982cd1cae8bad0ded0bfb2cca34394114d534c2885fc44468d,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed5,cn-cy-100c-03-V2-LOCATIONS,cy,100,5,4848.9493719384445,32.936926916998345,4794.345946818103,38.98419729201123,4794.345946818103,37.73843237501569,4793.265372366562,111.11753620899981,423.12314156649916,401.88443218872743,401.88443218872743,402.1866317415031,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4793.265372366562,4793.265372366562,0.0,1,5.0,True,time_limited_mip_recombination,f00fc8400884d96956118f91d30d4a70eeeb324b92ab0d52a68297bdaec8aca5,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed1,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,578.370724365676,5.675797250005417,561.6747307384467,6.377906000008807,560.9997483144829,6.101241458003642,560.9997483144829,18.187458458996844,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed2,cn-cy-10c-01-V2-LOCATIONS,cy,10,2,578.370724365676,6.072776000015438,561.6747307384467,6.020901499985484,560.9997483144829,6.336738124984549,560.9997483144829,18.461381542001618,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed3,cn-cy-10c-01-V2-LOCATIONS,cy,10,3,578.370724365676,6.15572691601119,561.6747307384467,6.107266042003175,560.9997483144829,6.427069333993131,560.9997483144829,18.71339945899672,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,6b623ab299a1ff87f2f33d25332970bfdf0340294aba0d7c0027178ca15c5e05,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed4,cn-cy-10c-01-V2-LOCATIONS,cy,10,4,578.370724365676,6.299511582998093,561.6747307384467,6.274003166006878,560.9997483144829,5.944410833995789,560.9997483144829,18.54038604098605,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed5,cn-cy-10c-01-V2-LOCATIONS,cy,10,5,578.370724365676,6.065813042019727,561.6747307384467,5.764520958007779,560.9997483144829,6.569051083992235,560.9997483144829,18.422146666009212,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed1,cn-cy-10c-02-V2-LOCATIONS,cy,10,1,647.2193703672735,6.1387364999973215,647.2193703672735,5.736533458984923,647.2193703672735,6.427771874994505,647.2193703672735,18.336060625006212,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,73d2ccecfdebb6c7af142463d357adb0fc028ebc4419e1725c53687da24b2595,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed2,cn-cy-10c-02-V2-LOCATIONS,cy,10,2,647.2193703672735,6.399221750005381,647.2193703672735,5.786706957995193,647.2193703672735,6.419333832978737,647.2193703672735,18.632279708981514,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,72154df7bbbb8c2a5c8625c2559456d4ea981d2ed84b4391197b4fa697ceaa2e,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed3,cn-cy-10c-02-V2-LOCATIONS,cy,10,3,647.2193703672735,5.848881499987328,647.2193703672735,5.754557582986308,647.2193703672735,6.447482333984226,647.2193703672735,18.082191624998813,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,72154df7bbbb8c2a5c8625c2559456d4ea981d2ed84b4391197b4fa697ceaa2e,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed4,cn-cy-10c-02-V2-LOCATIONS,cy,10,4,647.2193703672735,5.978164458996616,647.2193703672735,5.9051554999896325,647.2193703672735,6.387184250022983,647.2193703672735,18.303880291001406,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,73d2ccecfdebb6c7af142463d357adb0fc028ebc4419e1725c53687da24b2595,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed5,cn-cy-10c-02-V2-LOCATIONS,cy,10,5,647.2193703672735,6.17496062500868,647.2193703672735,5.984445708018029,647.2193703672735,6.0435523750202265,647.2193703672735,18.245489459019154,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,73d2ccecfdebb6c7af142463d357adb0fc028ebc4419e1725c53687da24b2595,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed1,cn-cy-10c-03-V2-LOCATIONS,cy,10,1,672.3824651586395,5.35684258301626,672.3824651586395,5.812865333020454,672.3824651586395,6.145162542001344,672.3824651586395,17.341359416983323,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,02baf1ef06601f5c9abd9748a4527fa195c76657c6d987b4f18fa1848517e7c2,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed2,cn-cy-10c-03-V2-LOCATIONS,cy,10,2,672.3824651586395,5.458326416002819,672.3824651586395,5.756677375000436,672.3824651586395,6.153148416982731,672.3824651586395,17.391661874979036,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed3,cn-cy-10c-03-V2-LOCATIONS,cy,10,3,672.3824651586395,5.884798792016227,672.3824651586395,5.5201723749923985,672.3824651586395,6.1782784999813884,672.3824651586395,17.615572667011293,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed4,cn-cy-10c-03-V2-LOCATIONS,cy,10,4,672.3824651586395,5.27461087499978,672.3824651586395,6.031105250003748,672.3824651586395,5.74099441600265,672.3824651586395,17.075033290981082,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586397,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed5,cn-cy-10c-03-V2-LOCATIONS,cy,10,5,672.3824651586395,5.375367917004041,672.3824651586395,6.0358735829941,672.3824651586395,5.6489446249906905,672.3824651586395,17.082016832981026,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed1,cn-cy-150c-01-V2-LOCATIONS,cy,150,1,7410.763946137751,53.6786516669963,7367.979896406133,62.077259582991246,7382.8546740811,65.17411074999836,7358.322786480808,188.912135999999,620.5641906124292,602.4170311660085,604.9477149585306,600.6677797356148,80,False,True,True,True,1,LIMIT_WITH_INCUMBENT,Time limit reached. (HiGHS Status 13: Time limit reached),True,7358.322786480806,7314.91644356471,0.005898945204720432,14,5.0,False,time_limited_mip_recombination,c9f995ca152be229fc7da16a269085681265f3ff90dd4714909f7032a8a49145,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed2,cn-cy-150c-01-V2-LOCATIONS,cy,150,2,7446.485570227615,50.44091862501227,7368.089738190217,63.56613633301458,7376.3528310172305,67.22919483302394,7368.089738190217,189.14743420801824,635.1253409182241,602.521257224672,604.9181685624334,602.521257224672,80,False,True,True,True,1,LIMIT_WITH_INCUMBENT,Time limit reached. (HiGHS Status 13: Time limit reached),True,7373.8560325832,7320.213579323419,0.007274681390950511,7,5.0,False,best_exact_hgs_parent,f396953d71cba331475f2090f59b5ca20192c59becc35722b7ee26623631ab27,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed3,cn-cy-150c-01-V2-LOCATIONS,cy,150,3,7407.993760273571,55.397327457991196,7376.809670984561,62.05143875000067,7377.789873517043,67.84610087500187,7362.901491786594,193.1326552919927,618.9171673184399,605.1978915300863,604.6911127729085,601.7041364230832,80,False,True,True,True,1,LIMIT_WITH_INCUMBENT,Time limit reached. (HiGHS Status 13: Time limit reached),True,7362.901491786143,7279.8336962705225,0.011281937644865682,13,5.0,False,time_limited_mip_recombination,8bf526f53e8ca0749bef99797a80248781d034a8f2ea21edbc137b2e4bbefe4c,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed4,cn-cy-150c-01-V2-LOCATIONS,cy,150,4,7414.529508156407,54.29849979199935,7390.056120508166,66.89421150000999,7373.4666909782045,67.33239916700404,7373.4666909782045,196.40395658300258,622.3209147753252,606.940259891164,602.9372460900579,602.9372460900579,80,False,True,True,True,1,LIMIT_WITH_INCUMBENT,Time limit reached. (HiGHS Status 13: Time limit reached),True,7374.443449891174,7279.620990887537,0.012858252917382716,7,5.0,False,best_exact_hgs_parent,e346cd05f394b9d0bbf727435fd641c7b5d1ed9a39874713c90938ac0c0c34df,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
