battery_kwh,category,constraint_mechanism,constraint_promotable,constraint_scenario,constraint_source_class,cv_shell_composition,cv_shell_cost,cv_shell_ev_route_share,ev_shell_composition,ev_shell_cost,ev_shell_ev_route_share,free_mixed_composition,free_mixed_cost,free_mixed_ev_route_share,instance,no_feasible_statuses,phase,seed,size,winner_composition,winner_cv_route_count,winner_depot_charging_energy_share,winner_depot_peak_capacity,winner_depot_peak_concurrent_at_one_depot,winner_ev_customer_share,winner_ev_demand_share,winner_ev_distance_share,winner_ev_route_count,winner_ev_route_share,winner_ev_routes_drive_kwh_over_battery,winner_ev_routes_with_public_charge,winner_max_ev_drive_kwh,winner_max_ev_route_distance_m,winner_public_charging_energy_share,winner_public_peak_concurrent_at_one_station,winner_route_count,winner_station_capacity_violation_count,winner_status,winner_total_cost,winner_variant
60.0,threeshift,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,8525.481461998606,0.0,,,,balanced_mixed,7491.753364601365,0.52,e2-threeshift-150c-01,,stage_a,1,150,balanced_mixed,24,0.9733019898629984,10,6,0.4866666666666667,0.5124642419288925,0.30098014312649946,26,0.52,4,4,73.17848782530659,117683.54243397329,0.02669801013700168,1,50,0,OK,7491.753364601365,free_mixed
60.0,threeshift,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,9537.791917774082,0.0,,,,balanced_mixed,9569.855003137112,0.6571428571428571,e2-threeshift-200c-01,,stage_a,1,200,all_cv,64,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,64,0,OK,9537.791917774082,cv_shell
60.0,threeshift,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,2462.8943357576422,0.0,,,,balanced_mixed,2378.5171153836845,0.5,e2-threeshift-50c-01,,stage_a,1,50,balanced_mixed,8,0.9839774899065153,3,3,0.42,0.47020015156243034,0.31161227122192287,8,0.5,1,1,65.82834698286976,104595.7789502712,0.016022510093484647,1,16,0,OK,2378.5171153836845,free_mixed
60.0,threeshift,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,3960.5538278976487,0.0,,,,balanced_mixed,3687.8078670046884,0.48,e2-threeshift-75c-01,,stage_a,1,75,balanced_mixed,13,0.9960535342682221,5,4,0.48,0.46725739602686867,0.28073843232111395,12,0.48,1,1,61.977181783261614,98014.18438033988,0.003946465731777894,1,25,0,OK,3687.8078670046884,free_mixed
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,5826.874187184658,0.0,,,,balanced_mixed,5836.491506220515,0.21212121212121213,e2-vanilla-100c-01,,stage_a,1,100,all_cv,32,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,32,0,OK,5826.874187184658,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,725.5299337929874,0.0,,,,balanced_mixed,710.5876196728672,0.25,e2-vanilla-10c-01,,stage_a,1,10,balanced_mixed,3,1.0,1,1,0.2,0.2616822429906542,0.1351389555837525,1,0.25,0,0,53.56564599179561,85313.61651194919,0.0,0,4,0,OK,710.5876196728672,free_mixed
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,7592.641707650496,0.0,,,,cv_heavy_mixed,7854.752655220634,0.19230769230769232,e2-vanilla-150c-01,,stage_a,1,150,all_cv,50,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,50,0,OK,7592.641707650496,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,1050.287293367975,0.0,,,,cv_heavy_mixed,1062.4634498080238,0.2,e2-vanilla-15c-01,,stage_a,1,15,all_cv,5,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,5,0,OK,1050.287293367975,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,11164.214856565932,0.0,,,,cv_heavy_mixed,11555.940376783858,0.19718309859154928,e2-vanilla-200c-01,,stage_a,1,200,all_cv,67,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,67,0,OK,11164.214856565932,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,1301.9615626919804,0.0,,,,all_cv,1319.356607985134,0.0,e2-vanilla-20c-01,,stage_a,1,20,all_cv,7,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,7,0,OK,1301.9615626919804,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,1213.2666144034245,0.0,,,,cv_heavy_mixed,1182.8743719369245,0.14285714285714285,e2-vanilla-25c-01,,stage_a,1,25,cv_heavy_mixed,6,1.0,1,1,0.08,0.12633282559025133,0.057072402779753326,1,0.14285714285714285,0,0,35.25000598103998,56076.60654567685,0.0,0,7,0,OK,1182.8743719369245,free_mixed
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,2752.305491322416,0.0,,,,cv_heavy_mixed,2779.2426037981304,0.125,e2-vanilla-50c-01,,stage_a,1,50,all_cv,15,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,15,0,OK,2752.305491322416,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_ev_diagnostic,diagnostic_only,all_cv,4668.631771653173,0.0,,,,cv_heavy_mixed,4781.811734547127,0.15384615384615385,e2-vanilla-75c-01,,stage_a,1,75,all_cv,25,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,25,0,OK,4668.631771653173,cv_shell
60.0,multidepot,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,5059.385878752753,0.0,,,,balanced_mixed,5008.360047957507,0.5151515151515151,e2-multidepot-100c-01,,stage_a,1,100,balanced_mixed,16,0.9454200820069054,14,12,0.49,0.5017572259260048,0.3093765454149841,17,0.5151515151515151,4,4,75.14087543721796,119726.74424813189,0.05457991799309456,1,33,0,OK,5008.360047957507,free_mixed
60.0,multidepot,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,629.1244202104523,0.0,,,,balanced_mixed,610.2402905660049,0.5,e2-multidepot-10c-01,,stage_a,1,10,balanced_mixed,2,1.0,2,1,0.4,0.4505378240169282,0.22442757542513536,2,0.5,0,0,53.56564599179561,85313.61651194919,0.0,0,4,0,OK,610.2402905660049,free_mixed
60.0,multidepot,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,7270.566593981815,0.0,,,,balanced_mixed,7516.986957576887,0.49019607843137253,e2-multidepot-150c-01,,stage_a,1,150,all_cv,48,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,48,0,OK,7270.566593981815,cv_shell
60.0,multidepot,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,945.2956479699312,0.0,,,,balanced_mixed,944.0876529824054,0.6,e2-multidepot-15c-01,,stage_a,1,15,balanced_mixed,2,0.9587706290273299,2,2,0.5333333333333333,0.5762570993212356,0.290359813293711,3,0.6,1,1,66.81664113737597,105807.88237941619,0.041229370972670126,1,5,0,OK,944.0876529824054,free_mixed
60.0,multidepot,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,9549.623080396133,0.0,,,,balanced_mixed,9467.417053330499,0.6857142857142857,e2-multidepot-200c-01,,stage_a,1,200,balanced_mixed,22,0.9632772526819466,28,28,0.64,0.6627140974967062,0.49370907226646865,48,0.6857142857142857,10,10,75.84495215306542,120196.9375782414,0.03672274731805343,1,70,0,OK,9467.417053330499,free_mixed
60.0,multidepot,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,1172.824422818402,0.0,,,,balanced_mixed,1154.7263903387893,0.42857142857142855,e2-multidepot-20c-01,,stage_a,1,20,balanced_mixed,4,1.0,3,3,0.3,0.3499252296517838,0.23470351895981736,3,0.42857142857142855,0,0,58.599890436993945,94379.59081866304,0.0,0,7,0,OK,1154.7263903387893,free_mixed
60.0,multidepot,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,1045.8722145551653,0.0,,,,balanced_mixed,1049.9066122975207,0.625,e2-multidepot-25c-01,,stage_a,1,25,all_cv,7,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,7,0,OK,1045.8722145551653,cv_shell
60.0,multidepot,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,2426.9046973084396,0.0,,,,balanced_mixed,2414.169307179227,0.5882352941176471,e2-multidepot-50c-01,,stage_a,1,50,balanced_mixed,7,0.9882712477469824,7,7,0.48,0.5615324742713829,0.4043954158315924,10,0.5882352941176471,1,1,65.44738222686648,104681.1828510456,0.011728752253017597,1,17,0,OK,2414.169307179227,free_mixed
60.0,multidepot,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,4257.4366557039775,0.0,,,,balanced_mixed,4125.281223646191,0.5185185185185185,e2-multidepot-75c-01,,stage_a,1,75,balanced_mixed,13,0.9586667963448124,11,9,0.48,0.48259536971156475,0.36137754967541286,14,0.5185185185185185,3,3,77.85387494469286,123005.04766127604,0.04133320365518753,1,27,0,OK,4125.281223646191,free_mixed
60.0,threeshift,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,5107.53757812103,0.0,,,,balanced_mixed,5120.751001149523,0.375,e2-threeshift-100c-01,,stage_a,1,100,all_cv,31,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,31,0,OK,5107.53757812103,cv_shell
60.0,threeshift,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,8525.481461998606,0.0,,,,balanced_mixed,7491.753364601365,0.52,e2-threeshift-150c-01,,stage_a,1,150,balanced_mixed,24,0.9733019898629984,20,6,0.4866666666666667,0.5124642419288925,0.30098014312649946,26,0.52,4,4,73.17848782530659,117683.54243397329,0.02669801013700168,1,50,0,OK,7491.753364601365,free_mixed
60.0,threeshift,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,9537.791917774082,0.0,,,,balanced_mixed,9569.855003137112,0.6571428571428571,e2-threeshift-200c-01,,stage_a,1,200,all_cv,64,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,64,0,OK,9537.791917774082,cv_shell
60.0,threeshift,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,2462.8943357576422,0.0,,,,balanced_mixed,2378.5171153836845,0.5,e2-threeshift-50c-01,,stage_a,1,50,balanced_mixed,8,0.9839774899065153,7,3,0.42,0.47020015156243034,0.31161227122192287,8,0.5,1,1,65.82834698286976,104595.7789502712,0.016022510093484647,1,16,0,OK,2378.5171153836845,free_mixed
60.0,threeshift,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,3960.5538278976487,0.0,,,,balanced_mixed,3687.8078670046884,0.48,e2-threeshift-75c-01,,stage_a,1,75,balanced_mixed,13,0.9960535342682221,11,4,0.48,0.46725739602686867,0.28073843232111395,12,0.48,1,1,61.977181783261614,98014.18438033988,0.003946465731777894,1,25,0,OK,3687.8078670046884,free_mixed
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,5826.874187184658,0.0,,,,balanced_mixed,5821.704893704078,0.21212121212121213,e2-vanilla-100c-01,,stage_a,1,100,balanced_mixed,26,1.0,14,7,0.19,0.1961490127585252,0.1095762480104836,7,0.21212121212121213,0,0,59.38772057193958,93984.04539744364,0.0,0,33,0,OK,5821.704893704078,free_mixed
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,725.5299337929874,0.0,,,,balanced_mixed,710.5876196728672,0.25,e2-vanilla-10c-01,,stage_a,1,10,balanced_mixed,3,1.0,2,1,0.2,0.2616822429906542,0.1351389555837525,1,0.25,0,0,53.56564599179561,85313.61651194919,0.0,0,4,0,OK,710.5876196728672,free_mixed
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,7592.641707650496,0.0,,,,balanced_mixed,7868.304480007557,0.37735849056603776,e2-vanilla-150c-01,,stage_a,1,150,all_cv,50,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,50,0,OK,7592.641707650496,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,1050.287293367975,0.0,,,,cv_heavy_mixed,1062.4634498080238,0.2,e2-vanilla-15c-01,,stage_a,1,15,all_cv,5,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,5,0,OK,1050.287293367975,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,11164.214856565932,0.0,,,,balanced_mixed,11382.998652999424,0.352112676056338,e2-vanilla-200c-01,,stage_a,1,200,all_cv,67,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,67,0,OK,11164.214856565932,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,1301.9615626919804,0.0,,,,all_cv,1228.1108618138446,0.0,e2-vanilla-20c-01,,stage_a,1,20,all_cv,6,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,6,0,OK,1228.1108618138446,free_mixed
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,1213.2666144034245,0.0,,,,balanced_mixed,1167.269168949961,0.2857142857142857,e2-vanilla-25c-01,,stage_a,1,25,balanced_mixed,5,1.0,3,2,0.2,0.25685453160700683,0.14778620740552695,2,0.2857142857142857,0,0,55.93509819230632,89131.03500989299,0.0,0,7,0,OK,1167.269168949961,free_mixed
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,2752.305491322416,0.0,,,,cv_heavy_mixed,2779.2426037981304,0.125,e2-vanilla-50c-01,,stage_a,1,50,all_cv,15,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,15,0,OK,2752.305491322416,cv_shell
60.0,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,4668.631771653173,0.0,,,,cv_heavy_mixed,4781.811734547127,0.15384615384615385,e2-vanilla-75c-01,,stage_a,1,75,all_cv,25,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,25,0,OK,4668.631771653173,cv_shell
60.0,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,5059.385878752753,0.0,,,,balanced_mixed,4898.276578308123,0.40625,e2-multidepot-100c-01,,stage_a,1,100,balanced_mixed,19,1.0,7,7,0.39,0.4084432043281007,0.227492941502035,13,0.40625,0,0,59.38772057193958,94772.9507842714,0.0,0,32,0,OK,4898.276578308123,free_mixed
60.0,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,629.1244202104523,0.0,,,,balanced_mixed,610.2402905660049,0.5,e2-multidepot-10c-01,,stage_a,1,10,balanced_mixed,2,1.0,1,1,0.4,0.4505378240169282,0.22442757542513536,2,0.5,0,0,53.56564599179561,85313.61651194919,0.0,0,4,0,OK,610.2402905660049,free_mixed
60.0,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,7270.566593981815,0.0,,,,balanced_mixed,7260.320063976197,0.3673469387755102,e2-multidepot-150c-01,,stage_a,1,150,balanced_mixed,31,1.0,10,10,0.32666666666666666,0.358061913457047,0.1685203954144501,18,0.3673469387755102,0,0,55.35462728217601,87584.96846129687,0.0,0,49,0,OK,7260.320063976197,free_mixed
60.0,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,945.2956479699312,0.0,,,,cv_heavy_mixed,969.5577512565146,0.2,e2-multidepot-15c-01,,stage_a,1,15,all_cv,5,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,5,0,OK,945.2956479699312,cv_shell
60.0,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,9549.623080396133,0.0,,,,balanced_mixed,9605.490035965966,0.391304347826087,e2-multidepot-200c-01,,stage_a,1,200,all_cv,66,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,66,0,OK,9549.623080396133,cv_shell
60.0,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,1172.824422818402,0.0,,,,cv_heavy_mixed,1179.9656937590055,0.14285714285714285,e2-multidepot-20c-01,,stage_a,1,20,all_cv,7,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,7,0,OK,1172.824422818402,cv_shell
60.0,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,1045.8722145551653,0.0,,,,balanced_mixed,1031.641418879879,0.2857142857142857,e2-multidepot-25c-01,,stage_a,1,25,balanced_mixed,5,1.0,1,1,0.24,0.2757044935262757,0.19100597818202308,2,0.2857142857142857,0,0,57.912671768837555,91687.63435674008,0.0,0,7,0,OK,1031.641418879879,free_mixed
60.0,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,2426.9046973084396,0.0,,,,balanced_mixed,2433.988310575582,0.25,e2-multidepot-50c-01,,stage_a,1,50,all_cv,16,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,16,0,OK,2426.9046973084396,cv_shell
60.0,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,4257.4366557039775,0.0,,,,balanced_mixed,4151.857930656373,0.3333333333333333,e2-multidepot-75c-01,,stage_a,1,75,balanced_mixed,18,1.0,5,5,0.30666666666666664,0.2995183624322697,0.22961221477440522,9,0.3333333333333333,0,0,59.9871705623751,96237.45106227518,0.0,0,27,0,OK,4151.857930656373,free_mixed
60.0,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,5107.53757812103,0.0,,,,balanced_mixed,4904.490207062565,0.3,e2-threeshift-100c-01,,stage_a,1,100,balanced_mixed,21,1.0,7,3,0.29,0.2884338109398937,0.16287572285084234,9,0.3,0,0,58.99997399622521,94258.05580880285,0.0,0,30,0,OK,4904.490207062565,free_mixed
60.0,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,8525.481461998606,0.0,,,,balanced_mixed,7532.17826549587,0.49019607843137253,e2-threeshift-150c-01,,stage_a,1,150,balanced_mixed,26,1.0,10,6,0.4533333333333333,0.47705142116314136,0.25511241593101336,25,0.49019607843137253,0,0,58.78151163584154,93315.39472072147,0.0,0,51,0,OK,7532.17826549587,free_mixed
60.0,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,9537.791917774082,0.0,,,,balanced_mixed,9517.164973316765,0.5588235294117647,e2-threeshift-200c-01,,stage_a,1,200,balanced_mixed,30,1.0,14,13,0.48,0.5388483781745034,0.3399915673778165,38,0.5588235294117647,0,0,58.41803250831516,95302.66709984773,0.0,0,68,0,OK,9517.164973316765,free_mixed
60.0,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,2462.8943357576422,0.0,,,,balanced_mixed,2397.1233905672175,0.375,e2-threeshift-50c-01,,stage_a,1,50,balanced_mixed,10,1.0,3,3,0.34,0.36236794008826284,0.21161317294631465,6,0.375,0,0,57.665439239755905,91282.8270410434,0.0,0,16,0,OK,2397.1233905672175,free_mixed
60.0,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,3960.5538278976487,0.0,,,,balanced_mixed,3794.9030490598175,0.5769230769230769,e2-threeshift-75c-01,,stage_a,1,75,balanced_mixed,11,1.0,5,4,0.5066666666666667,0.5236529941403458,0.33772374221560775,15,0.5769230769230769,0,0,59.35981308164521,96265.81403816,0.0,0,26,0,OK,3794.9030490598175,free_mixed
60.0,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,5826.874187184658,0.0,,,,balanced_mixed,5877.228311116797,0.21212121212121213,e2-vanilla-100c-01,,stage_a,1,100,all_cv,32,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,32,0,OK,5826.874187184658,cv_shell
60.0,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,725.5299337929874,0.0,,,,balanced_mixed,710.5876196728672,0.25,e2-vanilla-10c-01,,stage_a,1,10,balanced_mixed,3,1.0,1,1,0.2,0.2616822429906542,0.1351389555837525,1,0.25,0,0,53.56564599179561,85313.61651194919,0.0,0,4,0,OK,710.5876196728672,free_mixed
60.0,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,7592.641707650496,0.0,,,,cv_heavy_mixed,7792.2744894060625,0.19607843137254902,e2-vanilla-150c-01,,stage_a,1,150,all_cv,50,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,50,0,OK,7592.641707650496,cv_shell
60.0,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,1050.287293367975,0.0,,,,all_cv,1049.6937472090083,0.0,e2-vanilla-15c-01,,stage_a,1,15,all_cv,5,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,5,0,OK,1049.6937472090083,free_mixed
