all_cv_count,all_ev_count,balanced_count,battery_kwh,category,constraint_scenario,cv_heavy_count,ev_heavy_count,expected_winner_rows,fake_balance_flag,max_depot_peak_concurrent,mean_depot_charging_energy_share,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,mean_public_charging_energy_share,missing_or_infeasible_winner_rows,phase,public_charge_route_total,route_share_in_practical_band,size,winner_count
1,0,0,60.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
1,0,0,60.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,75,1
1,0,0,60.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
1,0,0,60.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
1,0,0,60.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,60.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,1,1.0,0.4,0.4505378240169282,0.22442757542513536,0.5,0.0,0,stage_a,0,True,10,1
0,0,1,60.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,2,0.9587706290273299,0.5333333333333333,0.5762570993212356,0.290359813293711,0.6,0.041229370972670126,0,stage_a,1,True,15,1
0,0,1,60.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,3,1.0,0.3,0.3499252296517838,0.23470351895981736,0.42857142857142855,0.0,0,stage_a,0,True,20,1
1,0,0,60.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,25,1
0,0,1,60.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,7,0.9882712477469824,0.48,0.5615324742713829,0.4043954158315924,0.5882352941176471,0.011728752253017597,0,stage_a,1,True,50,1
0,0,1,60.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,9,0.9586667963448124,0.48,0.48259536971156475,0.36137754967541286,0.5185185185185185,0.04133320365518753,0,stage_a,3,True,75,1
0,0,1,60.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,12,0.9454200820069054,0.49,0.5017572259260048,0.3093765454149841,0.5151515151515151,0.05457991799309456,0,stage_a,4,True,100,1
1,0,0,60.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
0,0,1,60.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,28,0.9632772526819466,0.64,0.6627140974967062,0.49370907226646865,0.6857142857142857,0.03672274731805343,0,stage_a,10,True,200,1
0,0,1,60.0,threeshift,depot_chargers_manifest_total_diagnostic,0,0,1,False,3,0.9839774899065153,0.42,0.47020015156243034,0.31161227122192287,0.5,0.016022510093484647,0,stage_a,1,True,50,1
0,0,1,60.0,threeshift,depot_chargers_manifest_total_diagnostic,0,0,1,False,4,0.9960535342682221,0.48,0.46725739602686867,0.28073843232111395,0.48,0.003946465731777894,0,stage_a,1,True,75,1
1,0,0,60.0,threeshift,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
0,0,1,60.0,threeshift,depot_chargers_manifest_total_diagnostic,0,0,1,False,6,0.9733019898629984,0.4866666666666667,0.5124642419288925,0.30098014312649946,0.52,0.02669801013700168,0,stage_a,4,True,150,1
1,0,0,60.0,threeshift,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,60.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.1351389555837525,0.25,0.0,0,stage_a,0,True,10,1
1,0,0,60.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
1,0,0,60.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,20,1
0,0,1,60.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,True,2,1.0,0.2,0.25685453160700683,0.14778620740552695,0.2857142857142857,0.0,0,stage_a,0,True,25,1
1,0,0,60.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
1,0,0,60.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,75,1
0,0,1,60.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,True,7,1.0,0.19,0.1961490127585252,0.1095762480104836,0.21212121212121213,0.0,0,stage_a,0,True,100,1
1,0,0,60.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
1,0,0,60.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,60.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,1,1.0,0.4,0.4505378240169282,0.22442757542513536,0.5,0.0,0,stage_a,0,True,10,1
1,0,0,60.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
1,0,0,60.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,20,1
0,0,1,60.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,True,1,1.0,0.24,0.2757044935262757,0.19100597818202308,0.2857142857142857,0.0,0,stage_a,0,True,25,1
1,0,0,60.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
0,0,1,60.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,5,1.0,0.30666666666666664,0.2995183624322697,0.22961221477440522,0.3333333333333333,0.0,0,stage_a,0,True,75,1
0,0,1,60.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,7,1.0,0.39,0.4084432043281007,0.227492941502035,0.40625,0.0,0,stage_a,0,True,100,1
0,0,1,60.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,True,10,1.0,0.32666666666666666,0.358061913457047,0.1685203954144501,0.3673469387755102,0.0,0,stage_a,0,True,150,1
1,0,0,60.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,60.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,False,3,1.0,0.34,0.36236794008826284,0.21161317294631465,0.375,0.0,0,stage_a,0,True,50,1
0,0,1,60.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,False,4,1.0,0.5066666666666667,0.5236529941403458,0.33772374221560775,0.5769230769230769,0.0,0,stage_a,0,True,75,1
0,0,1,60.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,True,3,1.0,0.29,0.2884338109398937,0.16287572285084234,0.3,0.0,0,stage_a,0,True,100,1
0,0,1,60.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,False,6,1.0,0.4533333333333333,0.47705142116314136,0.25511241593101336,0.49019607843137253,0.0,0,stage_a,0,True,150,1
0,0,1,60.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,False,13,1.0,0.48,0.5388483781745034,0.3399915673778165,0.5588235294117647,0.0,0,stage_a,0,True,200,1
0,0,1,60.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.1351389555837525,0.25,0.0,0,stage_a,0,True,10,1
1,0,0,60.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
1,0,0,60.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,20,1
0,0,0,60.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,0,1,False,1,1.0,0.12,0.14594440213252094,0.061873553973929345,0.14285714285714285,0.0,0,stage_a,0,False,25,1
1,0,0,60.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
1,0,0,60.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,75,1
1,0,0,60.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
1,0,0,60.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
0,0,1,60.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,True,14,1.0,0.155,0.18190052700922266,0.09530070947339164,0.20588235294117646,0.0,0,stage_a,0,True,200,1
0,0,1,60.0,multidepot,goeke_ev_cap_only,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.17736553340860614,0.25,0.0,0,stage_a,0,True,10,1
1,0,0,60.0,multidepot,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
0,0,0,60.0,multidepot,goeke_ev_cap_only,1,0,1,False,1,0.8859500829485073,0.15,0.16599017303994873,0.1074902756296248,0.16666666666666666,0.11404991705149273,0,stage_a,1,False,20,1
0,0,0,60.0,multidepot,goeke_ev_cap_only,1,0,1,False,1,1.0,0.2,0.13556740289413557,0.09528425320278612,0.14285714285714285,0.0,0,stage_a,0,False,25,1
0,0,0,60.0,multidepot,goeke_ev_cap_only,1,0,1,False,2,1.0,0.14,0.18355962985384416,0.09996120285459544,0.1875,0.0,0,stage_a,0,False,50,1
0,0,0,60.0,multidepot,goeke_ev_cap_only,1,0,1,False,3,1.0,0.18666666666666668,0.1681352963712988,0.1358226719376514,0.19230769230769232,0.0,0,stage_a,0,False,75,1
0,0,1,60.0,multidepot,goeke_ev_cap_only,0,0,1,True,5,1.0,0.23,0.20873714030117788,0.12705381717930742,0.21875,0.0,0,stage_a,0,True,100,1
0,0,1,60.0,multidepot,goeke_ev_cap_only,0,0,1,True,6,0.9470489334631106,0.19333333333333333,0.19755969821790026,0.10501420558525323,0.20833333333333334,0.05295106653688933,0,stage_a,2,True,150,1
1,0,0,60.0,multidepot,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,0,60.0,threeshift,goeke_ev_cap_only,1,0,1,False,1,0.9639405222111009,0.16,0.194936031738956,0.13832216553746465,0.1875,0.03605947778889894,0,stage_a,1,False,50,1
0,0,1,60.0,threeshift,goeke_ev_cap_only,0,0,1,True,2,1.0,0.18666666666666668,0.19968557953408603,0.10947398507626085,0.20833333333333334,0.0,0,stage_a,0,True,75,1
0,0,1,60.0,threeshift,goeke_ev_cap_only,0,0,1,True,2,1.0,0.22,0.2054158781652699,0.13611632347481048,0.22580645161290322,0.0,0,stage_a,0,True,100,1
0,0,0,60.0,threeshift,goeke_ev_cap_only,1,0,1,True,3,1.0,0.16,0.1763031438918873,0.1153838781040291,0.2,0.0,0,stage_a,0,True,150,1
0,0,1,60.0,threeshift,goeke_ev_cap_only,0,0,1,True,4,1.0,0.175,0.2078254310109215,0.11736032138800387,0.21875,0.0,0,stage_a,0,True,200,1
0,0,1,60.0,vanilla,goeke_ev_cap_only,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.1351389555837525,0.25,0.0,0,stage_a,0,True,10,1
1,0,0,60.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
1,0,0,60.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,20,1
0,0,0,60.0,vanilla,goeke_ev_cap_only,1,0,1,False,1,1.0,0.12,0.1507044935262757,0.08226872668152034,0.14285714285714285,0.0,0,stage_a,0,False,25,1
1,0,0,60.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
1,0,0,60.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,75,1
1,0,0,60.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
0,0,1,60.0,vanilla,goeke_ev_cap_only,0,0,1,True,10,0.9832123270250054,0.17333333333333334,0.21230908601922233,0.11515231936953955,0.20833333333333334,0.016787672974994634,0,stage_a,1,True,150,1
1,0,0,60.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,0,60.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,10,0
0,0,0,60.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,15,0
0,0,0,60.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,20,0
0,0,0,60.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,25,0
0,0,0,60.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,50,0
0,0,0,60.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,75,0
0,0,0,60.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,100,0
0,0,0,60.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,150,0
0,0,0,60.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,200,0
0,0,0,60.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,50,0
0,0,0,60.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,75,0
0,0,0,60.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,100,0
0,0,0,60.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,150,0
0,0,0,60.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,200,0
0,0,0,60.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,10,0
0,0,0,60.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,15,0
0,0,0,60.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,20,0
0,0,0,60.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,25,0
0,0,0,60.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,50,0
0,0,0,60.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,75,0
0,0,0,60.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,100,0
0,0,0,60.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,150,0
0,0,0,60.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,200,0
0,0,1,60.0,multidepot,public_charging_disabled_diagnostic,0,0,1,False,1,1.0,0.4,0.4505378240169282,0.22442757542513536,0.5,0.0,0,stage_a,0,True,10,1
1,0,0,60.0,multidepot,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
0,0,1,60.0,multidepot,public_charging_disabled_diagnostic,0,0,1,True,2,1.0,0.25,0.3053834650715659,0.14722647987176898,0.2857142857142857,0.0,0,stage_a,0,True,20,1
0,0,1,60.0,multidepot,public_charging_disabled_diagnostic,0,0,1,False,4,1.0,0.64,0.7038271134805788,0.45099383343866245,0.75,0.0,0,stage_a,0,True,25,1
1,0,0,60.0,multidepot,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
0,0,1,60.0,multidepot,public_charging_disabled_diagnostic,0,0,1,False,8,1.0,0.41333333333333333,0.3993213288818346,0.2881422911314639,0.4444444444444444,0.0,0,stage_a,0,True,75,1
0,0,1,60.0,multidepot,public_charging_disabled_diagnostic,0,0,1,False,8,1.0,0.42,0.43845449317344354,0.24543631126266277,0.4375,0.0,0,stage_a,0,True,100,1
0,0,1,60.0,multidepot,public_charging_disabled_diagnostic,0,0,1,True,11,1.0,0.36,0.38004444633176215,0.18161091459333115,0.3877551020408163,0.0,0,stage_a,0,True,150,1
1,0,0,60.0,multidepot,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,60.0,threeshift,public_charging_disabled_diagnostic,0,0,1,False,3,1.0,0.34,0.36236794008826284,0.21161317294631465,0.375,0.0,0,stage_a,0,True,50,1
0,0,1,60.0,threeshift,public_charging_disabled_diagnostic,0,0,1,False,4,1.0,0.5066666666666667,0.5236529941403458,0.33772374221560775,0.5769230769230769,0.0,0,stage_a,0,True,75,1
0,0,1,60.0,threeshift,public_charging_disabled_diagnostic,0,0,1,True,3,1.0,0.29,0.2884338109398937,0.16287572285084234,0.3,0.0,0,stage_a,0,True,100,1
0,0,1,60.0,threeshift,public_charging_disabled_diagnostic,0,0,1,False,6,1.0,0.4533333333333333,0.47705142116314136,0.25511241593101336,0.49019607843137253,0.0,0,stage_a,0,True,150,1
0,0,1,60.0,threeshift,public_charging_disabled_diagnostic,0,0,1,False,13,1.0,0.48,0.5388483781745034,0.3399915673778165,0.5588235294117647,0.0,0,stage_a,0,True,200,1
0,0,1,60.0,vanilla,public_charging_disabled_diagnostic,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.1351389555837525,0.25,0.0,0,stage_a,0,True,10,1
1,0,0,60.0,vanilla,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
1,0,0,60.0,vanilla,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,20,1
0,0,1,60.0,vanilla,public_charging_disabled_diagnostic,0,0,1,True,2,1.0,0.2,0.2722772277227723,0.11662481698655558,0.2857142857142857,0.0,0,stage_a,0,True,25,1
1,0,0,60.0,vanilla,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
1,0,0,60.0,vanilla,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,75,1
1,0,0,60.0,vanilla,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
1,0,0,60.0,vanilla,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
0,0,1,60.0,vanilla,public_charging_disabled_diagnostic,0,0,1,True,19,1.0,0.23,0.2522233201581028,0.12736295596152347,0.27941176470588236,0.0,0,stage_a,0,True,200,1
0,0,1,60.0,multidepot,unbounded_reference,0,0,1,False,1,1.0,0.4,0.4505378240169282,0.22442757542513536,0.5,0.0,0,stage_a,0,True,10,1
0,0,1,60.0,multidepot,unbounded_reference,0,0,1,False,2,0.9587706290273299,0.5333333333333333,0.5762570993212356,0.290359813293711,0.6,0.041229370972670126,0,stage_a,1,True,15,1
0,0,1,60.0,multidepot,unbounded_reference,0,0,1,False,4,0.9864094779220336,0.45,0.5019226660969878,0.3361048273670803,0.5714285714285714,0.013590522077966375,0,stage_a,1,True,20,1
0,0,1,60.0,multidepot,unbounded_reference,0,0,1,False,4,1.0,0.64,0.7038271134805788,0.45099383343866245,0.75,0.0,0,stage_a,0,True,25,1
0,0,1,60.0,multidepot,unbounded_reference,0,0,1,False,7,0.9882712477469824,0.48,0.5615324742713829,0.4043954158315924,0.5882352941176471,0.011728752253017597,0,stage_a,1,True,50,1
0,0,1,60.0,multidepot,unbounded_reference,0,0,1,False,9,0.9586667963448124,0.48,0.48259536971156475,0.36137754967541286,0.5185185185185185,0.04133320365518753,0,stage_a,3,True,75,1
0,0,1,60.0,multidepot,unbounded_reference,0,0,1,False,12,0.9454200820069054,0.49,0.5017572259260048,0.3093765454149841,0.5151515151515151,0.05457991799309456,0,stage_a,4,True,100,1
1,0,0,60.0,multidepot,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
0,0,1,60.0,multidepot,unbounded_reference,0,0,1,False,29,0.9639628485847239,0.66,0.6778656126482213,0.5030166592566128,0.7,0.03603715141527615,0,stage_a,10,True,200,1
0,0,1,60.0,threeshift,unbounded_reference,0,0,1,False,3,0.9839774899065153,0.42,0.47020015156243034,0.31161227122192287,0.5,0.016022510093484647,0,stage_a,1,True,50,1
0,0,1,60.0,threeshift,unbounded_reference,0,0,1,False,4,0.9960535342682221,0.48,0.46725739602686867,0.28073843232111395,0.48,0.003946465731777894,0,stage_a,1,True,75,1
1,0,0,60.0,threeshift,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
0,0,1,60.0,threeshift,unbounded_reference,0,0,1,False,6,0.9733019898629984,0.4866666666666667,0.5124642419288925,0.30098014312649946,0.52,0.02669801013700168,0,stage_a,4,True,150,1
1,0,0,60.0,threeshift,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,60.0,vanilla,unbounded_reference,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.1351389555837525,0.25,0.0,0,stage_a,0,True,10,1
1,0,0,60.0,vanilla,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
1,0,0,60.0,vanilla,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,20,1
0,0,1,60.0,vanilla,unbounded_reference,0,0,1,True,2,1.0,0.2,0.25685453160700683,0.14778620740552695,0.2857142857142857,0.0,0,stage_a,0,True,25,1
1,0,0,60.0,vanilla,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
1,0,0,60.0,vanilla,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,75,1
0,0,1,60.0,vanilla,unbounded_reference,0,0,1,True,7,1.0,0.19,0.1961490127585252,0.1095762480104836,0.21212121212121213,0.0,0,stage_a,0,True,100,1
1,0,0,60.0,vanilla,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
