battery_kwh,category,constraint_scenario,cv_over_manifest,depot_charging_energy_share,depot_peak_capacity,depot_peak_concurrent,ev_over_manifest,fake_balance,in_practical_band,instance,manifest_num_cv,manifest_num_ev,public_charging_energy_share,size,source_artifact,winner_composition,winner_cv_route_count,winner_ev_customer_share,winner_ev_demand_share,winner_ev_distance_share,winner_ev_route_count,winner_ev_route_share
194.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
194.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
194.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
194.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
194.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,2,0.92,0.9292376317923763,0.9106642510360613,29,0.9354838709677419
194.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,3,0.9133333333333333,0.93395149584995,0.89085846720192,51,0.9444444444444444
194.0,threeshift,unbounded_reference,True,,,,False,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_cv,64,0.0,0.0,0.0,0,0.0
194.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.92,0.9333571078322115,0.8693577270880778,16,0.9411764705882353
194.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,2,0.8933333333333333,0.9259682721166214,0.8768674914397804,22,0.9166666666666666
194.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
194.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
194.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
194.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
194.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
194.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
194.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
194.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
194.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
200.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
200.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
200.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
200.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
200.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
200.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
200.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
200.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
200.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
200.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,2,0.92,0.9292376317923763,0.9106642510360613,29,0.9354838709677419
200.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,3,0.9133333333333333,0.93395149584995,0.89085846720192,51,0.9444444444444444
200.0,threeshift,unbounded_reference,True,,,,False,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_cv,64,0.0,0.0,0.0,0,0.0
200.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.92,0.9333571078322115,0.8693577270880778,16,0.9411764705882353
200.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,2,0.8933333333333333,0.9259682721166214,0.8768674914397804,22,0.9166666666666666
200.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
200.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
200.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
200.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
200.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
200.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
200.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
200.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
200.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
210.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
210.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
210.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
210.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
210.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
210.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
210.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
210.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
210.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
210.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,2,0.92,0.9292376317923763,0.9106642510360613,29,0.9354838709677419
210.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,3,0.9133333333333333,0.93395149584995,0.89085846720192,51,0.9444444444444444
210.0,threeshift,unbounded_reference,True,,,,False,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_cv,64,0.0,0.0,0.0,0,0.0
210.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.92,0.9333571078322115,0.8693577270880778,16,0.9411764705882353
210.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,2,0.8933333333333333,0.9259682721166214,0.8768674914397804,22,0.9166666666666666
210.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
210.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
210.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
210.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
210.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
210.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
210.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
210.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
210.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
240.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
240.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
240.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
240.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
240.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
240.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
240.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
240.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
240.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
240.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,2,0.92,0.9292376317923763,0.9106642510360613,29,0.9354838709677419
240.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,4,0.88,0.9131519242422107,0.869490817000958,47,0.9215686274509803
240.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_ev,0,1.0,1.0,1.0,70,1.0
240.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.92,0.9333571078322115,0.8693577270880778,16,0.9411764705882353
240.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,2,0.8933333333333333,0.9259682721166214,0.8768674914397804,22,0.9166666666666666
240.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
240.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
240.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
240.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
240.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
240.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
240.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
240.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
240.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
280.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
280.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
280.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
280.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
280.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
280.0,multidepot,unbounded_reference,,1.0,200,24,,,True,e2-multidepot-200c-01,,,0.0,200,09o_pilot,balanced_mixed,28,,,,47,0.6266666666666667
280.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
280.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
280.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
280.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
280.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,2,0.92,0.9292376317923763,0.9106642510360613,29,0.9354838709677419
280.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,4,0.88,0.9131519242422107,0.869490817000958,47,0.9215686274509803
280.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_ev,0,1.0,1.0,1.0,70,1.0
280.0,threeshift,unbounded_reference,,1.0,91,15,,,True,e2-threeshift-200c-01,,,0.0,200,09o_pilot,balanced_mixed,22,,,,47,0.6811594202898551
280.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.92,0.9333571078322115,0.8693577270880778,16,0.9411764705882353
280.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,2,0.8933333333333333,0.9259682721166214,0.8768674914397804,22,0.9166666666666666
280.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
280.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
280.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
280.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
280.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
280.0,vanilla,unbounded_reference,,1.0,200,62,,,False,e2-vanilla-200c-01,,,0.0,200,09o_pilot,ev_heavy_mixed,12,,,,63,0.84
280.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
280.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
280.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
280.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
282.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
282.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
282.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
282.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
282.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
282.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
282.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
282.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
282.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
282.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,2,0.92,0.9292376317923763,0.9106642510360613,29,0.9354838709677419
282.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,4,0.88,0.9131519242422107,0.869490817000958,47,0.9215686274509803
282.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_ev,0,1.0,1.0,1.0,70,1.0
282.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.92,0.9333571078322115,0.8693577270880778,16,0.9411764705882353
282.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,2,0.8933333333333333,0.9259682721166214,0.8768674914397804,22,0.9166666666666666
282.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
282.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
282.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
282.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
282.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
282.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
282.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
282.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
282.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
291.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
291.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
291.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
291.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
291.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
291.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
