all_cv_winner_count,all_ev_winner_count,balanced_winner_count,battery_kwh,constraint_mechanism,constraint_scenario,constraint_source_class,cv_heavy_winner_count,ev_heavy_winner_count,expected_winner_rows,fake_balance_bucket_count,instance_majority_fail_count,instance_majority_pass_count,max_ev_route_share,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,min_ev_route_share,phase,promotable,raw_cap_violation_rows,raw_init_infeasible_rows,raw_ok_rows,raw_rows,raw_timeout_error_rows,scale_bucket_count,scale_bucket_fail_count,scale_bucket_pass_count,scenario_stage_status,total_instances,winner_count
10,0,8,89.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,5,0,23,9,12,11,0.25,0.10710144927536232,0.11858092512423918,0.09603416075897597,0.11875996248418848,0.0,stage_a,False,0,23,46,69,0,23,12,11,fail_fake_balance,23,23
0,0,0,89.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
5,0,16,89.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,1,1,23,2,6,17,0.8571428571428571,0.4132608695652174,0.43816910748578053,0.33015304164250836,0.4537456341612352,0.0,stage_a,False,0,22,47,69,0,23,6,17,fail_fake_balance,23,23
3,1,16,89.0,none,unbounded_reference,reference_only,1,2,23,1,6,17,1.0,0.5144927536231885,0.5563744826851514,0.44680297512872635,0.5695699270891087,0.0,stage_a,False,0,22,47,69,0,23,6,17,fail_fake_balance,23,23
5,0,8,100.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,5,23,4,13,10,0.8888888888888888,0.3199275362318841,0.3413369384323626,0.2939338927431639,0.3426356034294441,0.0,stage_a,False,0,23,46,69,0,23,13,10,fail_fake_balance,23,23
7,0,8,100.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,1,7,23,1,13,10,0.9375,0.44224637681159423,0.4659227719595365,0.39245517893930565,0.4675623069558227,0.0,stage_a,False,0,23,46,69,0,23,13,10,fail_fake_balance,23,23
8,0,9,100.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,6,0,23,4,11,12,0.7843137254901961,0.23478260869565218,0.2556253521546151,0.2080533053187691,0.25896655206118124,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
9,0,8,100.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,6,0,23,9,12,11,0.25,0.11840579710144929,0.1271111445424065,0.10814550696685356,0.12641670021330007,0.0,stage_a,False,0,23,46,69,0,23,12,11,fail_fake_balance,23,23
0,0,0,100.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
3,1,14,100.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,1,4,23,1,8,15,1.0,0.5589130434782609,0.5872177837786045,0.4787224021401495,0.5966705798130316,0.0,stage_a,False,0,22,47,69,0,23,8,15,fail_fake_balance,23,23
4,1,8,100.0,none,unbounded_reference,reference_only,1,9,23,1,14,9,1.0,0.5814492753623188,0.6134725041400647,0.5231018282008179,0.620293891385717,0.0,stage_a,False,0,22,47,69,0,23,14,9,fail_fake_balance,23,23
4,0,11,113.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,4,4,23,4,10,13,0.8970588235294118,0.33753623188405796,0.3624880969925319,0.3273981986501661,0.3623268989273193,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
3,1,12,113.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,7,23,0,10,13,1.0,0.5428985507246377,0.5821987881824147,0.5210342363654992,0.5891083702788249,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail,23,23
6,0,10,113.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,4,3,23,4,11,12,0.84,0.2718840579710145,0.29573468645513196,0.25301395854173964,0.2934748515341082,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
5,0,11,113.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,7,0,23,8,10,13,0.25,0.15442028985507247,0.15962705782707423,0.14108392414500615,0.15938940529043916,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
0,0,0,113.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
3,2,7,113.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,1,10,23,1,15,8,1.0,0.6003623188405797,0.6318258511844864,0.5461435581183709,0.6406061962006191,0.0,stage_a,False,0,18,51,69,0,23,15,8,fail_fake_balance,23,23
1,2,8,113.0,none,unbounded_reference,reference_only,0,12,23,0,14,9,1.0,0.7377536231884058,0.7687354588544434,0.6985133606395506,0.7774866685772601,0.0,stage_a,False,0,17,52,69,0,23,14,9,fail,23,23
4,0,8,123.9,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,6,5,23,2,14,9,0.9354838709677419,0.34659420289855075,0.36700096926697967,0.346922729848953,0.3678108379528032,0.0,stage_a,False,0,23,46,69,0,23,14,9,fail_fake_balance,23,23
3,2,12,123.9,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,6,23,1,10,13,1.0,0.556231884057971,0.5855352629857044,0.5532898101692099,0.5959211464048111,0.0,stage_a,False,0,22,47,69,0,23,10,13,fail_fake_balance,23,23
5,0,9,123.9,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,3,13,10,0.8732394366197183,0.2997101449275362,0.32285040053774344,0.2897168022833134,0.3248539048154516,0.0,stage_a,False,0,23,46,69,0,23,13,10,fail_fake_balance,23,23
7,0,10,123.9,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,6,0,23,8,12,11,0.25,0.13318840579710145,0.14099860578923068,0.13672141950537342,0.1413846515166551,0.0,stage_a,False,0,23,46,69,0,23,12,11,fail_fake_balance,23,23
0,0,0,123.9,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
1,2,6,123.9,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,1,13,23,1,16,7,1.0,0.7317391304347826,0.7598845782888992,0.6815213796870097,0.7676901839774719,0.0,stage_a,False,0,9,60,69,0,23,16,7,fail_fake_balance,23,23
1,7,5,123.9,none,unbounded_reference,reference_only,0,10,23,0,18,5,1.0,0.8118115942028986,0.8309784207816995,0.7628440923038733,0.8392723092508589,0.0,stage_a,False,0,6,63,69,0,23,18,5,fail,23,23
3,0,12,140.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,3,23,5,9,14,0.96,0.3357246376811594,0.36120776108942904,0.3504167292404888,0.36577467062941876,0.0,stage_a,False,0,23,46,69,0,23,9,14,fail_fake_balance,23,23
4,1,13,140.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,10,13,1.0,0.5158695652173914,0.5399576596353287,0.5147063963688344,0.549778528164078,0.0,stage_a,False,0,21,48,69,0,23,10,13,fail,23,23
3,0,11,140.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.927536231884058,0.34500000000000003,0.3693742895246332,0.3542459769048728,0.37386599355769823,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,11,140.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,7,0,23,8,11,12,0.25,0.14971014492753623,0.1571888513472501,0.15020049120580384,0.15938895670102857,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,140.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,5,4,140.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,12,23,0,19,4,1.0,0.7623188405797102,0.7809813489157903,0.7254118997815865,0.7891903197210103,0.0,stage_a,False,0,1,68,69,0,23,19,4,fail,23,23
2,6,5,140.0,none,unbounded_reference,reference_only,0,10,23,0,18,5,1.0,0.7530434782608696,0.7712576313746962,0.720950068529983,0.7796794501557929,0.0,stage_a,False,0,0,69,69,0,23,18,5,fail,23,23
3,0,12,141.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,3,23,5,9,14,0.9375,0.3322463768115942,0.35794673617813166,0.35042262693756576,0.36268288318980524,0.0,stage_a,False,0,23,46,69,0,23,9,14,fail_fake_balance,23,23
4,2,13,141.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,4,23,0,10,13,1.0,0.5181884057971015,0.5419361473101707,0.5180403498476533,0.5515176585988606,0.0,stage_a,False,0,21,48,69,0,23,10,13,fail,23,23
3,0,11,141.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.927536231884058,0.34442028985507245,0.3696365137076681,0.35838600976312657,0.37386599355769823,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,11,141.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,7,0,23,7,11,12,0.25,0.15144927536231884,0.1582563896089896,0.15110074736309728,0.15938895670102857,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,141.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,141.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7652173913043478,0.7829474089042326,0.728914029457725,0.7908625605236859,0.0,stage_a,False,0,1,68,69,0,23,19,4,fail,23,23
2,6,5,141.0,none,unbounded_reference,reference_only,0,10,23,0,18,5,1.0,0.7530434782608696,0.7712576313746962,0.720950068529983,0.7796794501557929,0.0,stage_a,False,0,0,69,69,0,23,18,5,fail,23,23
3,0,11,150.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.35079710144927534,0.374590888590525,0.3654637861392142,0.37767111556934196,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,150.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5355797101449276,0.5578936364854848,0.5344843129867896,0.5666297606674844,0.0,stage_a,False,0,20,49,69,0,23,11,12,fail,23,23
3,0,11,150.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.927536231884058,0.3481884057971014,0.3721526667768642,0.3590786476225455,0.37527045723837676,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,150.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,8,11,12,0.25,0.1491304347826087,0.15719755072772992,0.15176345931927607,0.15902663786044885,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,150.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,150.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7655072463768116,0.7831544978403531,0.729471214932735,0.7907805879353194,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,150.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7704347826086956,0.7872151205500104,0.7373940316691193,0.7947915522244167,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
3,0,11,176.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.3617503893477853,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,176.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5344202898550724,0.5568863755062484,0.5327563363932522,0.5658246076884185,0.0,stage_a,False,0,19,50,69,0,23,11,12,fail,23,23
3,0,11,176.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3510869565217391,0.37444874470537726,0.365312617902914,0.37767111556934196,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,176.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,7,11,12,0.25,0.15260869565217391,0.1584756669876448,0.15334513469485006,0.15921149441176502,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,176.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,176.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7695652173913043,0.7864075962369729,0.7361334679735831,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,176.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
3,0,11,180.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.3617503893477853,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,180.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5344202898550724,0.5568863755062484,0.5327563363932522,0.5658246076884185,0.0,stage_a,False,0,18,51,69,0,23,11,12,fail,23,23
3,0,11,180.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.34992753623188405,0.3733740879185275,0.36367342526459134,0.37686596259027594,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,180.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,7,11,12,0.25,0.15260869565217391,0.1584756669876448,0.15334513469485006,0.15921149441176502,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,180.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,180.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,180.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
3,0,11,194.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,194.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5344202898550724,0.5568863755062484,0.5327563363932522,0.5658246076884185,0.0,stage_a,False,0,18,51,69,0,23,11,12,fail,23,23
3,0,11,194.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,194.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,7,11,12,0.25,0.15260869565217391,0.1584756669876448,0.15327381318944458,0.15921149441176502,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,194.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,194.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,194.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
3,0,11,200.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,200.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5344202898550724,0.5568863755062484,0.5327563363932522,0.5658246076884185,0.0,stage_a,False,0,18,51,69,0,23,11,12,fail,23,23
3,0,11,200.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,200.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,7,11,12,0.25,0.15260869565217391,0.1584756669876448,0.15327381318944458,0.15921149441176502,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,200.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,200.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,200.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
3,0,11,210.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,210.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5344202898550724,0.5568863755062484,0.5327563363932522,0.5658246076884185,0.0,stage_a,False,0,18,51,69,0,23,11,12,fail,23,23
3,0,11,210.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,210.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,7,11,12,0.25,0.15260869565217391,0.1584756669876448,0.15327381318944458,0.15921149441176502,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,210.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,210.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,210.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
