battery_kwh,category,instance,manifest_num_cv,manifest_num_ev,raw_num_cv,raw_num_ev,size,winner_composition,winner_cv_over_manifest,winner_cv_route_count,winner_ev_over_manifest,winner_ev_route_count,winner_ev_route_share,winner_route_count,winner_total_over_manifest_sum
113.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,30,True,41,0.5774647887323944,71,True
113.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,balanced_mixed,True,9,True,17,0.6538461538461539,26,True
123.9,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,3,True,30,0.9090909090909091,33,True
123.9,multidepot,e2-multidepot-150c-01,10,10,10,10,150,ev_heavy_mixed,False,9,True,46,0.8363636363636363,55,True
123.9,multidepot,e2-multidepot-200c-01,14,14,14,14,200,ev_heavy_mixed,False,1,True,73,0.9864864864864865,74,True
123.9,multidepot,e2-multidepot-75c-01,6,5,6,5,75,all_ev,False,0,True,26,1.0,26,True
123.9,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,31,0.9393939393939394,33,True
123.9,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,5,True,47,0.9038461538461539,52,True
123.9,threeshift,e2-threeshift-200c-01,14,14,14,14,200,balanced_mixed,True,19,True,52,0.7323943661971831,71,True
123.9,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,25,0.9615384615384616,26,True
123.9,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,5,True,29,0.8529411764705882,34,True
123.9,vanilla,e2-vanilla-150c-01,10,10,10,10,150,balanced_mixed,True,11,True,42,0.7924528301886793,53,True
123.9,vanilla,e2-vanilla-200c-01,14,14,14,14,200,ev_heavy_mixed,False,1,True,72,0.9863013698630136,73,True
123.9,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,5,True,22,0.8148148148148148,27,True
140.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
140.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
140.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
140.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
140.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,32,0.9696969696969697,33,True
140.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,5,True,48,0.9056603773584906,53,True
140.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_ev,False,0,True,73,1.0,73,True
140.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
140.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
140.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
140.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
140.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
141.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
141.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
141.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
141.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
141.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,32,0.9696969696969697,33,True
141.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,5,True,47,0.9038461538461539,52,True
141.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_ev,False,0,True,73,1.0,73,True
141.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
141.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
141.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
141.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
141.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
150.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
150.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
150.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
150.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
150.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,3,True,29,0.90625,32,True
150.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,2,True,51,0.9622641509433962,53,True
150.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_cv,True,64,False,0,0.0,64,True
150.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,3,True,22,0.88,25,True
150.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
150.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
150.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
150.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
176.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
176.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
176.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
176.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
176.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,29,0.9354838709677419,31,True
176.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,3,True,51,0.9444444444444444,54,True
176.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_ev,False,0,True,73,1.0,73,True
176.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,23,0.9583333333333334,24,True
176.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
176.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
176.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
176.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
180.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
180.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
180.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
180.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
180.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,29,0.9354838709677419,31,True
180.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,3,True,51,0.9444444444444444,54,True
180.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_ev,False,0,True,73,1.0,73,True
180.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,23,0.9583333333333334,24,True
180.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
180.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
180.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
180.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
194.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
194.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
194.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
194.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
194.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,29,0.9354838709677419,31,True
194.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,3,True,51,0.9444444444444444,54,True
194.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_cv,True,64,False,0,0.0,64,True
194.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,2,True,22,0.9166666666666666,24,True
194.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
194.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
194.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
194.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
200.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
200.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
200.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
200.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
200.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,29,0.9354838709677419,31,True
200.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,3,True,51,0.9444444444444444,54,True
200.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_cv,True,64,False,0,0.0,64,True
200.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,2,True,22,0.9166666666666666,24,True
200.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
200.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
200.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
200.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
210.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
210.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
210.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
210.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
210.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,29,0.9354838709677419,31,True
210.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,3,True,51,0.9444444444444444,54,True
210.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_cv,True,64,False,0,0.0,64,True
210.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,2,True,22,0.9166666666666666,24,True
210.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
210.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
210.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
210.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
240.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
240.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
240.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
240.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
240.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,29,0.9354838709677419,31,True
240.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,4,True,47,0.9215686274509803,51,True
240.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_ev,False,0,True,70,1.0,70,True
240.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,2,True,22,0.9166666666666666,24,True
240.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
240.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
240.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
240.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
280.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
280.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
280.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
280.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
280.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,29,0.9354838709677419,31,True
280.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,4,True,47,0.9215686274509803,51,True
280.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_ev,False,0,True,70,1.0,70,True
280.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,2,True,22,0.9166666666666666,24,True
280.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
280.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
280.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
280.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
282.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
282.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
282.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
282.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
282.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,29,0.9354838709677419,31,True
282.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,4,True,47,0.9215686274509803,51,True
282.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_ev,False,0,True,70,1.0,70,True
282.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,2,True,22,0.9166666666666666,24,True
282.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
282.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
282.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
282.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
291.0,multidepot,e2-multidepot-100c-01,7,7,7,7,100,ev_heavy_mixed,False,1,True,34,0.9714285714285714,35,True
291.0,multidepot,e2-multidepot-150c-01,10,10,10,10,150,all_cv,True,48,False,0,0.0,48,True
291.0,multidepot,e2-multidepot-200c-01,14,14,14,14,200,balanced_mixed,True,15,True,59,0.7972972972972973,74,True
291.0,multidepot,e2-multidepot-75c-01,6,5,6,5,75,ev_heavy_mixed,False,1,True,27,0.9642857142857143,28,True
291.0,threeshift,e2-threeshift-100c-01,7,7,7,7,100,ev_heavy_mixed,False,2,True,29,0.9354838709677419,31,True
291.0,threeshift,e2-threeshift-150c-01,10,10,10,10,150,ev_heavy_mixed,False,4,True,47,0.9215686274509803,51,True
291.0,threeshift,e2-threeshift-200c-01,14,14,14,14,200,all_ev,False,0,True,70,1.0,70,True
291.0,threeshift,e2-threeshift-75c-01,6,5,6,5,75,ev_heavy_mixed,False,2,True,22,0.9166666666666666,24,True
291.0,vanilla,e2-vanilla-100c-01,7,7,7,7,100,ev_heavy_mixed,False,4,True,28,0.875,32,True
291.0,vanilla,e2-vanilla-150c-01,10,10,10,10,150,ev_heavy_mixed,False,1,True,53,0.9814814814814815,54,True
291.0,vanilla,e2-vanilla-200c-01,14,14,14,14,200,balanced_mixed,True,23,True,49,0.6805555555555556,72,True
291.0,vanilla,e2-vanilla-75c-01,6,5,6,5,75,ev_heavy_mixed,False,4,True,22,0.8461538461538461,26,True
