instance_id,route_index,depot_id,customers,distance_m,load_kg,ev_feasible,best_delta
cn-cy-75c-03-V2-LOCATIONS,11,D_chongqing,4,111791.439,971.0,True,-104.50276927364484
cn-jjj-100c-01-V2-LOCATIONS,2,D_tianjin,3,58481.712,973.0,True,-53.11464765754772
cn-jjj-100c-01-V2-LOCATIONS,3,D_tianjin,4,64880.172,972.0,True,-58.519886438020876
cn-jjj-100c-01-V2-LOCATIONS,6,D_beijing,4,73084.364,973.0,True,-64.59613379001712
cn-jjj-100c-01-V2-LOCATIONS,13,D_beijing,4,92190.654,973.0,True,-78.57793458992455
cn-jjj-100c-02-V2-LOCATIONS,16,D_beijing,5,88491.757,972.0,True,-78.75959733828404
cn-jjj-100c-03-V2-LOCATIONS,14,D_tianjin,4,52209.844,972.0,True,-47.01339704459406
cn-jjj-10c-02-V2-LOCATIONS,0,D_beijing,4,104637.308,973.0,True,-90.40382926889356
cn-jjj-10c-03-V2-LOCATIONS,1,D_beijing,4,92849.022,903.0,True,-78.1912552038707
cn-jjj-150c-01-V2-LOCATIONS,14,D_beijing,6,104359.239,973.0,True,-90.70014906319739
cn-jjj-150c-01-V2-LOCATIONS,17,D_shijiazhuang,5,65036.041,972.0,True,-56.38694727990969
cn-jjj-150c-02-V2-LOCATIONS,22,D_shijiazhuang,5,72470.879,973.0,True,-62.648199701154226
cn-jjj-150c-03-V2-LOCATIONS,21,D_beijing,4,97973.346,972.0,True,-83.94521183389134
cn-jjj-150c-03-V2-LOCATIONS,24,D_tianjin,4,61641.009,973.0,True,-56.65699143132679
cn-jjj-15c-01-V2-LOCATIONS,2,D_beijing,5,107641.671,972.0,True,-93.92124800894806
cn-jjj-200c-01-V2-LOCATIONS,32,D_shijiazhuang,6,79561.795,973.0,True,-67.28206541139116
cn-jjj-200c-02-V2-LOCATIONS,21,D_beijing,5,84742.601,972.0,True,-72.96945535047598
cn-jjj-200c-02-V2-LOCATIONS,32,D_tianjin,4,65313.821,973.0,True,-62.047414856158866
cn-jjj-200c-02-V2-LOCATIONS,33,D_tianjin,5,53649.528,973.0,True,-48.25998756360423
cn-jjj-200c-03-V2-LOCATIONS,26,D_shijiazhuang,3,59468.155,973.0,True,-47.27588105116047
cn-jjj-200c-03-V2-LOCATIONS,27,D_tianjin,5,52795.493,972.0,True,-47.629805706454135
cn-jjj-20c-02-V2-LOCATIONS,3,D_beijing,5,92934.553,972.0,True,-81.46711651769238
cn-jjj-20c-03-V2-LOCATIONS,3,D_beijing,4,91764.734,972.0,True,-78.66381478943686
cn-jjj-25c-01-V2-LOCATIONS,3,D_beijing,4,92263.42,973.0,True,-79.10200274924387
cn-jjj-25c-02-V2-LOCATIONS,3,D_beijing,5,92826.474,972.0,True,-80.06168028882257
cn-jjj-25c-02-V2-LOCATIONS,4,D_beijing,3,92977.565,973.0,True,-79.12237034035365
cn-jjj-25c-03-V2-LOCATIONS,3,D_beijing,4,109161.568,973.0,True,-91.90549574055422
cn-jjj-25c-03-V2-LOCATIONS,4,D_beijing,4,85936.006,973.0,True,-71.60821199553584
cn-jjj-50c-02-V2-LOCATIONS,8,D_tianjin,4,55339.094,903.0,True,-50.16641689793232
cn-jjj-50c-03-V2-LOCATIONS,6,D_beijing,3,92624.32,973.0,True,-78.29181042029222
cn-jjj-50c-03-V2-LOCATIONS,8,D_tianjin,3,35330.671,972.0,True,-32.18910375788573
cn-jjj-50c-03-V2-LOCATIONS,9,D_tianjin,4,59229.776,972.0,True,-53.594885128497936
cn-jjj-75c-01-V2-LOCATIONS,11,D_tianjin,3,42139.995,972.0,True,-37.76356211911161
cn-jjj-75c-01-V2-LOCATIONS,12,D_tianjin,5,58818.0,972.0,True,-53.14475241102855
cn-jjj-75c-03-V2-LOCATIONS,8,D_beijing,5,77194.635,972.0,True,-66.34999782930709
cn-jjj-75c-03-V2-LOCATIONS,9,D_beijing,4,87993.814,972.0,True,-76.51256935705578
cn-prd-100c-01-V2-LOCATIONS,6,D_guangzhou,6,95696.593,972.0,True,-95.0909401856361
cn-prd-100c-02-V2-LOCATIONS,7,D_guangzhou,5,74382.856,971.0,True,-73.27147607336974
cn-prd-100c-02-V2-LOCATIONS,17,D_shenzhen,5,64965.921,973.0,True,-65.35433551234019
cn-prd-10c-02-V2-LOCATIONS,1,D_shenzhen,4,60471.573,972.0,True,-58.97623958908815
cn-prd-10c-03-V2-LOCATIONS,1,D_shenzhen,4,63334.613,973.0,True,-61.87310068303623
cn-prd-150c-01-V2-LOCATIONS,17,D_shenzhen,3,59255.289,903.0,True,-58.26331242507695
cn-prd-150c-01-V2-LOCATIONS,19,D_dongguan,5,76688.743,972.0,True,-72.1861278417955
cn-prd-150c-03-V2-LOCATIONS,22,D_guangzhou,5,140863.325,973.0,True,-136.27154980771138
cn-prd-15c-01-V2-LOCATIONS,1,D_shenzhen,4,64894.881,972.0,True,-66.25220415624358
cn-prd-15c-02-V2-LOCATIONS,2,D_shenzhen,5,59510.25,903.0,True,-59.60479021126332
cn-prd-15c-03-V2-LOCATIONS,2,D_shenzhen,4,66860.608,972.0,True,-66.29314711832467
cn-prd-200c-01-V2-LOCATIONS,26,D_dongguan,5,72193.042,972.0,True,-68.86031513051785
cn-prd-200c-02-V2-LOCATIONS,33,D_shenzhen,5,60191.672,972.0,True,-62.86113954135544
cn-prd-200c-03-V2-LOCATIONS,3,D_dongguan,4,68610.201,973.0,True,-64.89264656563682
cn-prd-200c-03-V2-LOCATIONS,4,D_dongguan,4,65739.507,972.0,True,-62.48145576477691
cn-prd-200c-03-V2-LOCATIONS,21,D_guangzhou,4,72600.681,972.0,True,-69.76180494501205
cn-prd-20c-01-V2-LOCATIONS,2,D_shenzhen,3,54052.865,973.0,True,-53.090778768841574
cn-prd-20c-01-V2-LOCATIONS,3,D_shenzhen,5,65972.009,972.0,True,-65.25215341762123
cn-prd-20c-02-V2-LOCATIONS,3,D_shenzhen,5,62861.725,972.0,True,-62.52145463794841
cn-prd-20c-03-V2-LOCATIONS,1,D_shenzhen,3,61711.345,903.0,True,-62.7220300430547
cn-prd-25c-02-V2-LOCATIONS,3,D_shenzhen,3,54136.673,903.0,True,-52.425552835360804
cn-prd-25c-02-V2-LOCATIONS,4,D_shenzhen,4,62334.816,973.0,True,-61.41907984467775
cn-prd-50c-01-V2-LOCATIONS,0,D_guangzhou,4,60557.275,972.0,True,-57.65341313397448
cn-prd-50c-01-V2-LOCATIONS,3,D_guangzhou,5,88540.99,972.0,True,-86.97368234202168
cn-prd-50c-01-V2-LOCATIONS,7,D_shenzhen,5,64477.699,972.0,True,-63.26574614293759
cn-prd-50c-01-V2-LOCATIONS,8,D_shenzhen,4,63618.852,972.0,True,-63.47518833793811
cn-prd-50c-02-V2-LOCATIONS,3,D_guangzhou,4,81149.578,973.0,True,-80.4556798561016
cn-prd-50c-02-V2-LOCATIONS,8,D_shenzhen,4,64852.978,973.0,True,-67.71469134467634
cn-prd-50c-03-V2-LOCATIONS,8,D_shenzhen,5,63959.436,973.0,True,-62.53970757005027
cn-prd-75c-01-V2-LOCATIONS,12,D_shenzhen,4,67457.458,973.0,True,-66.68006867604299
cn-prd-75c-02-V2-LOCATIONS,5,D_guangzhou,5,84661.978,972.0,True,-81.21269705919212
cn-prd-75c-03-V2-LOCATIONS,13,D_shenzhen,4,67623.121,972.0,True,-68.48996358015165
cn-cy-100c-01-V2-LOCATIONS,0,D_chengdu,6,57826.6,1597.0,False,
cn-cy-100c-01-V2-LOCATIONS,1,D_chengdu,6,56666.643,1667.0,False,
cn-cy-100c-01-V2-LOCATIONS,2,D_chengdu,7,69991.153,1667.0,False,
cn-cy-100c-01-V2-LOCATIONS,3,D_chengdu,5,62376.812,1667.0,False,
cn-cy-100c-01-V2-LOCATIONS,4,D_chengdu,5,56214.648,1735.0,False,
cn-cy-100c-01-V2-LOCATIONS,5,D_chengdu,5,53230.36,1735.0,False,
cn-cy-100c-01-V2-LOCATIONS,8,D_chongqing,6,83227.564,1668.0,False,
cn-cy-100c-01-V2-LOCATIONS,9,D_chongqing,6,96536.756,1597.0,False,
cn-cy-100c-01-V2-LOCATIONS,10,D_chongqing,6,94838.631,1735.0,False,
cn-cy-100c-01-V2-LOCATIONS,11,D_chongqing,8,67768.835,1667.0,False,
cn-cy-100c-01-V2-LOCATIONS,12,D_chongqing,7,83704.468,1667.0,False,
cn-cy-100c-01-V2-LOCATIONS,13,D_chongqing,5,78055.431,1667.0,False,
cn-cy-100c-01-V2-LOCATIONS,14,D_chongqing,6,80479.301,1667.0,False,
cn-cy-100c-01-V2-LOCATIONS,15,D_chongqing,6,96854.261,1667.0,False,
cn-cy-100c-02-V2-LOCATIONS,0,D_chengdu,5,59489.645,1668.0,False,
cn-cy-100c-02-V2-LOCATIONS,1,D_chengdu,8,61907.949,1668.0,False,
cn-cy-100c-02-V2-LOCATIONS,2,D_chengdu,6,55375.684,1735.0,False,
cn-cy-100c-02-V2-LOCATIONS,3,D_chengdu,7,68929.21,1735.0,False,
cn-cy-100c-02-V2-LOCATIONS,4,D_chengdu,5,51592.916,1668.0,False,
cn-cy-100c-02-V2-LOCATIONS,5,D_chengdu,6,71069.715,1735.0,False,
cn-cy-100c-02-V2-LOCATIONS,6,D_chengdu,5,60503.666,1668.0,False,
cn-cy-100c-02-V2-LOCATIONS,7,D_chongqing,6,78392.886,1667.0,False,
cn-cy-100c-02-V2-LOCATIONS,8,D_chongqing,7,119867.6,1735.0,False,
cn-cy-100c-02-V2-LOCATIONS,9,D_chongqing,6,97652.421,1667.0,False,
cn-cy-100c-02-V2-LOCATIONS,10,D_chongqing,7,89659.223,1735.0,False,
cn-cy-100c-02-V2-LOCATIONS,11,D_chongqing,6,63195.424,1457.0,False,
cn-cy-100c-02-V2-LOCATIONS,12,D_chongqing,6,76958.177,1735.0,False,
cn-cy-100c-02-V2-LOCATIONS,13,D_chongqing,6,77195.407,1667.0,False,
cn-cy-100c-02-V2-LOCATIONS,14,D_chongqing,7,83335.0,1735.0,False,
cn-cy-100c-02-V2-LOCATIONS,15,D_chongqing,7,103022.218,1666.0,False,
cn-cy-100c-03-V2-LOCATIONS,0,D_chengdu,8,61006.973,1735.0,False,
cn-cy-100c-03-V2-LOCATIONS,1,D_chengdu,8,60742.566,1667.0,False,
cn-cy-100c-03-V2-LOCATIONS,2,D_chengdu,6,56634.931,1667.0,False,
cn-cy-100c-03-V2-LOCATIONS,3,D_chengdu,5,65700.939,1668.0,False,
cn-cy-100c-03-V2-LOCATIONS,4,D_chengdu,5,55887.223,1667.0,False,
cn-cy-100c-03-V2-LOCATIONS,5,D_chengdu,5,53600.31,1668.0,False,
cn-cy-100c-03-V2-LOCATIONS,7,D_chongqing,5,76020.204,1667.0,False,
cn-cy-100c-03-V2-LOCATIONS,8,D_chongqing,6,81058.363,1597.0,False,
cn-cy-100c-03-V2-LOCATIONS,9,D_chongqing,6,97783.943,1668.0,False,
cn-cy-100c-03-V2-LOCATIONS,10,D_chongqing,5,87178.115,1666.0,False,
cn-cy-100c-03-V2-LOCATIONS,11,D_chongqing,8,77037.473,1528.0,False,
cn-cy-100c-03-V2-LOCATIONS,12,D_chongqing,7,88935.076,1735.0,False,
cn-cy-100c-03-V2-LOCATIONS,13,D_chongqing,8,73127.896,1667.0,False,
cn-cy-100c-03-V2-LOCATIONS,14,D_chongqing,7,84739.157,1667.0,False,
cn-cy-100c-03-V2-LOCATIONS,15,D_chongqing,6,105620.417,1667.0,False,
cn-cy-10c-01-V2-LOCATIONS,0,D_chongqing,6,79479.665,1388.0,False,
cn-cy-10c-02-V2-LOCATIONS,0,D_chongqing,6,92405.051,1598.0,False,
cn-cy-10c-02-V2-LOCATIONS,1,D_chongqing,4,81180.4,1181.0,False,
cn-cy-10c-03-V2-LOCATIONS,0,D_chongqing,5,88135.892,1111.0,False,
cn-cy-10c-03-V2-LOCATIONS,1,D_chongqing,5,99345.054,1598.0,False,
cn-cy-150c-01-V2-LOCATIONS,0,D_chengdu,6,60148.653,1598.0,False,
cn-cy-150c-01-V2-LOCATIONS,1,D_chengdu,6,58636.027,1668.0,False,
cn-cy-150c-01-V2-LOCATIONS,2,D_chengdu,6,55790.35,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,3,D_chengdu,7,64879.314,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,4,D_chengdu,6,58325.497,1735.0,False,
cn-cy-150c-01-V2-LOCATIONS,5,D_chengdu,7,56759.458,1735.0,False,
cn-cy-150c-01-V2-LOCATIONS,6,D_chengdu,6,54016.427,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,7,D_chengdu,5,57325.612,1668.0,False,
cn-cy-150c-01-V2-LOCATIONS,8,D_chengdu,6,59194.515,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,11,D_chongqing,7,103109.202,1598.0,False,
cn-cy-150c-01-V2-LOCATIONS,12,D_chongqing,8,68169.349,1735.0,False,
cn-cy-150c-01-V2-LOCATIONS,13,D_chongqing,6,86493.685,1668.0,False,
cn-cy-150c-01-V2-LOCATIONS,14,D_chongqing,6,62314.65,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,15,D_chongqing,6,68537.418,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,16,D_chongqing,6,100964.942,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,17,D_chongqing,6,70847.213,1666.0,False,
cn-cy-150c-01-V2-LOCATIONS,18,D_chongqing,6,76596.657,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,19,D_chongqing,5,83799.964,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,20,D_chongqing,7,73631.902,1735.0,False,
cn-cy-150c-01-V2-LOCATIONS,21,D_chongqing,5,71693.354,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,22,D_chongqing,6,86807.405,1666.0,False,
cn-cy-150c-01-V2-LOCATIONS,23,D_chongqing,6,98646.948,1667.0,False,
cn-cy-150c-01-V2-LOCATIONS,24,D_chongqing,7,99627.309,1668.0,False,
cn-cy-150c-02-V2-LOCATIONS,0,D_chongqing,6,86461.323,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,1,D_chongqing,5,77290.915,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,2,D_chongqing,6,74936.575,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,3,D_chengdu,5,59904.112,1598.0,False,
cn-cy-150c-02-V2-LOCATIONS,4,D_chengdu,5,53822.032,1527.0,False,
cn-cy-150c-02-V2-LOCATIONS,5,D_chengdu,5,57870.591,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,6,D_chongqing,6,63084.822,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,7,D_chongqing,5,68620.018,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,8,D_chongqing,6,86617.255,1666.0,False,
cn-cy-150c-02-V2-LOCATIONS,9,D_chongqing,5,102793.907,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,10,D_chongqing,7,74091.812,1666.0,False,
cn-cy-150c-02-V2-LOCATIONS,11,D_chongqing,8,73116.985,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,12,D_chongqing,5,89841.406,1666.0,False,
cn-cy-150c-02-V2-LOCATIONS,13,D_chongqing,6,100957.181,1735.0,False,
cn-cy-150c-02-V2-LOCATIONS,14,D_chongqing,7,103475.022,1597.0,False,
cn-cy-150c-02-V2-LOCATIONS,15,D_chengdu,7,51923.82,1735.0,False,
cn-cy-150c-02-V2-LOCATIONS,16,D_chongqing,5,76334.485,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,17,D_chongqing,6,81045.34,1735.0,False,
cn-cy-150c-02-V2-LOCATIONS,19,D_chengdu,7,61799.595,1598.0,False,
cn-cy-150c-02-V2-LOCATIONS,20,D_chengdu,6,56667.761,1666.0,False,
cn-cy-150c-02-V2-LOCATIONS,21,D_chengdu,5,49699.991,1597.0,False,
cn-cy-150c-02-V2-LOCATIONS,22,D_chengdu,7,60551.756,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,23,D_chengdu,6,55157.472,1667.0,False,
cn-cy-150c-02-V2-LOCATIONS,25,D_chengdu,5,56657.852,1666.0,False,
cn-cy-150c-03-V2-LOCATIONS,0,D_chongqing,5,76377.59,1667.0,False,
cn-cy-150c-03-V2-LOCATIONS,1,D_chengdu,7,60626.233,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,2,D_chengdu,7,59482.9,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,3,D_chengdu,5,56241.533,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,4,D_chengdu,6,57774.315,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,5,D_chengdu,5,58582.416,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,6,D_chengdu,6,67765.559,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,7,D_chengdu,7,56921.784,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,8,D_chengdu,7,67258.595,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,9,D_chengdu,7,91269.272,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,10,D_chengdu,6,53413.905,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,11,D_chongqing,5,86513.028,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,12,D_chongqing,8,95819.291,1667.0,False,
cn-cy-150c-03-V2-LOCATIONS,13,D_chongqing,6,83161.008,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,14,D_chongqing,8,102169.928,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,15,D_chongqing,6,82215.637,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,16,D_chongqing,6,87046.314,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,17,D_chongqing,6,94744.096,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,18,D_chongqing,5,71796.612,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,19,D_chongqing,6,82583.092,1735.0,False,
cn-cy-150c-03-V2-LOCATIONS,20,D_chongqing,5,73475.108,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,21,D_chongqing,8,79075.312,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,22,D_chongqing,5,83905.364,1668.0,False,
cn-cy-150c-03-V2-LOCATIONS,23,D_chongqing,8,88846.621,1735.0,False,
cn-cy-15c-01-V2-LOCATIONS,0,D_chongqing,4,68754.118,1180.0,False,
cn-cy-15c-01-V2-LOCATIONS,1,D_chongqing,7,101289.983,1597.0,False,
cn-cy-15c-02-V2-LOCATIONS,0,D_chongqing,5,74869.861,1111.0,False,
cn-cy-15c-02-V2-LOCATIONS,1,D_chongqing,6,101498.405,1667.0,False,
cn-cy-15c-03-V2-LOCATIONS,0,D_chongqing,4,82511.275,1111.0,False,
cn-cy-15c-03-V2-LOCATIONS,2,D_chongqing,6,109726.886,1528.0,False,
cn-cy-200c-01-V2-LOCATIONS,0,D_chengdu,6,53351.13,1666.0,False,
cn-cy-200c-01-V2-LOCATIONS,1,D_chengdu,8,57414.786,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,2,D_chengdu,6,57597.334,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,3,D_chengdu,6,60251.071,1668.0,False,
cn-cy-200c-01-V2-LOCATIONS,4,D_chengdu,6,65987.429,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,5,D_chengdu,7,54966.251,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,6,D_chengdu,7,55549.044,1668.0,False,
cn-cy-200c-01-V2-LOCATIONS,7,D_chengdu,7,62395.053,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,8,D_chengdu,6,70712.389,1666.0,False,
cn-cy-200c-01-V2-LOCATIONS,9,D_chengdu,6,46479.806,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,10,D_chengdu,6,56362.501,1528.0,False,
cn-cy-200c-01-V2-LOCATIONS,11,D_chengdu,8,59512.585,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,12,D_chengdu,5,52199.371,1598.0,False,
cn-cy-200c-01-V2-LOCATIONS,13,D_chongqing,6,72202.853,1666.0,False,
cn-cy-200c-01-V2-LOCATIONS,14,D_chongqing,5,74020.025,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,15,D_chongqing,8,113773.294,1668.0,False,
cn-cy-200c-01-V2-LOCATIONS,16,D_chongqing,5,70405.807,1668.0,False,
cn-cy-200c-01-V2-LOCATIONS,17,D_chongqing,8,94463.09,1668.0,False,
cn-cy-200c-01-V2-LOCATIONS,18,D_chongqing,6,80706.677,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,19,D_chongqing,5,61203.683,1666.0,False,
cn-cy-200c-01-V2-LOCATIONS,20,D_chongqing,5,68342.1,1598.0,False,
cn-cy-200c-01-V2-LOCATIONS,21,D_chongqing,6,80456.756,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,22,D_chongqing,7,69390.095,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,23,D_chongqing,6,76607.115,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,24,D_chongqing,6,75735.164,1668.0,False,
cn-cy-200c-01-V2-LOCATIONS,25,D_chongqing,6,71334.437,1735.0,False,
cn-cy-200c-01-V2-LOCATIONS,26,D_chongqing,7,85299.761,1666.0,False,
cn-cy-200c-01-V2-LOCATIONS,27,D_chongqing,5,72060.534,1668.0,False,
cn-cy-200c-01-V2-LOCATIONS,28,D_chongqing,7,96769.514,1668.0,False,
cn-cy-200c-01-V2-LOCATIONS,29,D_chongqing,6,85796.914,1666.0,False,
cn-cy-200c-01-V2-LOCATIONS,30,D_chongqing,5,87569.195,1667.0,False,
cn-cy-200c-01-V2-LOCATIONS,31,D_chongqing,7,107441.706,1735.0,False,
cn-cy-200c-02-V2-LOCATIONS,0,D_chengdu,6,57643.343,1598.0,False,
cn-cy-200c-02-V2-LOCATIONS,1,D_chengdu,6,54525.001,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,2,D_chengdu,6,54362.819,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,3,D_chengdu,5,50296.901,1668.0,False,
cn-cy-200c-02-V2-LOCATIONS,4,D_chengdu,7,62845.97,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,5,D_chengdu,7,66951.609,1598.0,False,
cn-cy-200c-02-V2-LOCATIONS,6,D_chengdu,6,54666.939,1735.0,False,
cn-cy-200c-02-V2-LOCATIONS,7,D_chengdu,8,64733.331,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,8,D_chengdu,7,58683.332,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,9,D_chengdu,5,52144.713,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,10,D_chengdu,7,62672.713,1666.0,False,
cn-cy-200c-02-V2-LOCATIONS,11,D_chengdu,7,56621.762,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,12,D_chengdu,7,56031.838,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,13,D_chongqing,6,104425.064,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,14,D_chongqing,7,69646.711,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,15,D_chongqing,6,68908.441,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,16,D_chongqing,6,112140.421,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,17,D_chongqing,6,79137.531,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,18,D_chongqing,6,91698.883,1666.0,False,
cn-cy-200c-02-V2-LOCATIONS,19,D_chongqing,5,74048.472,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,20,D_chongqing,7,62686.085,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,21,D_chongqing,7,76755.223,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,22,D_chongqing,5,73738.274,1666.0,False,
cn-cy-200c-02-V2-LOCATIONS,23,D_chongqing,5,71339.672,1597.0,False,
cn-cy-200c-02-V2-LOCATIONS,24,D_chongqing,6,92846.054,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,25,D_chongqing,6,71055.094,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,26,D_chongqing,6,74076.311,1735.0,False,
cn-cy-200c-02-V2-LOCATIONS,27,D_chongqing,7,69311.045,1735.0,False,
cn-cy-200c-02-V2-LOCATIONS,28,D_chongqing,6,71661.046,1668.0,False,
cn-cy-200c-02-V2-LOCATIONS,29,D_chongqing,6,80670.494,1667.0,False,
