elapsed_seconds,active_worker_count,total_worker_pcpu,total_worker_rss_bytes,total_worker_rss_mb,system_memory_total_bytes,system_memory_available_bytes,system_memory_used_bytes,system_memory_total_mb,system_memory_available_mb,system_memory_used_mb,system_memory_percent,probe_error
1731.4839999999385,0,0.0,0,0.0,17024741376,2711244800,14313496576,16236.05859375,2585.64453125,13650.4140625,84.1,
1792.7339999999385,0,0.0,0,0.0,17024741376,2692616192,14332125184,16236.05859375,2567.87890625,13668.1796875,84.2,
1855.9220000000205,2,0.0,42295296,40.3359375,17024741376,2595540992,14429200384,16236.05859375,2475.30078125,13760.7578125,84.8,
1915.280999999959,0,0.0,0,0.0,17024741376,2652307456,14372433920,16236.05859375,2529.4375,13706.62109375,84.4,
1976.530999999959,1,0.0,4198400,4.00390625,17024741376,2649456640,14375284736,16236.05859375,2526.71875,13709.33984375,84.4,
2040.5620000001509,0,0.0,0,0.0,17024741376,2603765760,14420975616,16236.05859375,2483.14453125,13752.9140625,84.7,
2097.7970000000205,0,0.0,0,0.0,17024741376,2630111232,14394630144,16236.05859375,2508.26953125,13727.7890625,84.6,
2158.155999999959,0,0.0,0,0.0,17024741376,2589577216,14435164160,16236.05859375,2469.61328125,13766.4453125,84.8,
2217.8279999999795,0,0.0,0,0.0,17024741376,2617319424,14407421952,16236.05859375,2496.0703125,13739.98828125,84.6,
2279.9220000000205,0,0.0,0,0.0,17024741376,2661777408,14362963968,16236.05859375,2538.46875,13697.58984375,84.4,
2342.812000000151,1,0.0,4206592,4.01171875,17024741376,2601291776,14423449600,16236.05859375,2480.78515625,13755.2734375,84.7,
2403.687000000151,0,0.0,0,0.0,17024741376,2625343488,14399397888,16236.05859375,2503.72265625,13732.3359375,84.6,
2466.6089999999385,0,0.0,0,0.0,17024741376,2611286016,14413455360,16236.05859375,2490.31640625,13745.7421875,84.7,
2526.3279999999795,0,0.0,0,0.0,17024741376,2575069184,14449672192,16236.05859375,2455.77734375,13780.28125,84.9,
2587.8279999999795,0,0.0,0,0.0,17024741376,2578817024,14445924352,16236.05859375,2459.3515625,13776.70703125,84.9,
2648.655999999959,0,0.0,0,0.0,17024741376,2560495616,14464245760,16236.05859375,2441.87890625,13794.1796875,85.0,
2710.3589999999385,0,0.0,0,0.0,17024741376,2570825728,14453915648,16236.05859375,2451.73046875,13784.328125,84.9,
2772.719000000041,0,0.0,0,0.0,17024741376,2502422528,14522318848,16236.05859375,2386.49609375,13849.5625,85.3,
2833.0779999999795,0,0.0,0,0.0,17024741376,2491342848,14533398528,16236.05859375,2375.9296875,13860.12890625,85.4,
