episode_index,bundle,seed,policy_version,curriculum_phase,meta_mode,candidate_generator_mode,search_control_mode,accepted_for_update,candidate_generator_unique_count,candidate_generator_nondefault_count,search_control_unique_count,search_control_noncontinue_count,block_steps,reward_sum,reward_finite,best_obj,actual_evals,candidate_scores,repair_delta_count,violation_count,feasible,wall_time_seconds,worker_python_executable,worker_python_version,worker_numpy_version,pid,mask_invalid_rate_head_0,mask_invalid_rate_head_1,mask_invalid_rate_head_2,mask_invalid_rate_head_3,mask_invalid_rate_head_4,mask_invalid_rate_head_5,mask_invalid_rate_head_6
21,models/data_bundle/generated_instances/E-UK25_15__curric_d2_s3_seed2315_24h,3222,1,route,0,0,0,1,0,0,0,0,4,36.551640020391744,1,484.9174762638759,120,120,34232,0,1,4.187000000150874,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,100508,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0
22,models/data_bundle/generated_instances/E-UK25_16__curric_d2_s3_seed2316_24h,3223,1,route,0,0,0,1,0,0,0,0,4,25.131328551491602,1,594.5712024111563,120,120,22516,0,1,3.25,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,233528,0.32142857142857145,0.0,0.1,0.0,0.0,0.0,0.0
13,models/data_bundle/generated_instances/E-UK50_13__curric_d2_s3_seed2353_24h,3214,0,route,0,0,0,1,0,0,0,0,4,36.444879651669524,1,1168.907922779649,120,120,63542,0,1,19.70299999997951,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237808,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0
19,models/data_bundle/generated_instances/E-UK50_14__curric_d2_s3_seed2354_24h,3220,1,route,0,0,0,1,0,0,0,0,4,33.552618875077144,1,965.1876883899454,120,120,53060,0,1,9.516000000061467,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,235544,0.35714285714285715,0.0,0.2,0.0,0.0,0.0,0.0
18,models/data_bundle/generated_instances/E-UK50_13__curric_d2_s3_seed2353_24h,3219,1,route,0,0,0,1,0,0,0,0,4,40.8410519016922,1,1102.4423850089102,120,120,44507,0,1,11.905999999959022,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,229792,0.25,0.0,0.0,0.0,0.0,0.0,0.0
27,models/data_bundle/generated_instances/E-UK25_16__curric_d2_s3_seed2316_24h,3228,1,route,0,0,0,1,0,0,0,0,4,13.44050414555179,1,643.6878036923795,120,120,12274,0,1,3.172000000020489,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,235544,0.25,0.0,0.0,0.0,0.0,0.0,0.0
25,models/data_bundle/generated_instances/E-UK25_14__curric_d2_s3_seed2314_24h,3226,1,route,0,0,0,1,0,0,0,0,4,24.21533406857197,1,577.9676032657176,120,120,27612,0,1,6.0310000001918525,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,233528,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
24,models/data_bundle/generated_instances/E-UK50_14__curric_d2_s3_seed2354_24h,3225,1,route,0,0,0,1,0,0,0,0,4,31.3007863273283,1,990.9058459977576,120,120,50375,0,1,6.969000000040978,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,100508,0.35714285714285715,0.0,0.1,0.0,0.0,0.0,0.0
26,models/data_bundle/generated_instances/E-UK25_15__curric_d2_s3_seed2315_24h,3227,1,route,0,0,0,1,0,0,0,0,4,36.78624823023924,1,484.3486643797892,120,120,21955,0,1,5.0939999998081475,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237808,0.2857142857142857,0.0,0.1,0.0,0.0,0.0,0.0
31,models/data_bundle/generated_instances/E-UK25_15__curric_d2_s3_seed2315_24h,3232,2,route,0,0,0,1,0,0,0,0,4,34.16768132083441,1,497.1498336950046,120,120,12386,0,1,2.452999999979511,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,100508,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0
32,models/data_bundle/generated_instances/E-UK25_16__curric_d2_s3_seed2316_24h,3233,2,route,0,0,0,1,0,0,0,0,4,21.387059999525555,1,615.3902710622347,120,120,29504,0,1,3.468000000109896,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237808,0.35714285714285715,0.0,0.2,0.0,0.0,0.0,0.0
30,models/data_bundle/generated_instances/E-UK25_14__curric_d2_s3_seed2314_24h,3231,2,route,0,0,0,1,0,0,0,0,4,22.973078733788554,1,583.8260709716955,120,120,21190,0,1,6.234999999869615,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,233528,0.25,0.0,0.0,0.0,0.0,0.0,0.0
23,models/data_bundle/generated_instances/E-UK50_13__curric_d2_s3_seed2353_24h,3224,1,route,0,0,0,1,0,0,0,0,4,39.40897197612245,1,1121.9749198243164,120,120,117034,0,1,16.875,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237120,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0
35,models/data_bundle/generated_instances/E-UK25_14__curric_d2_s3_seed2314_24h,3236,2,route,0,0,0,1,0,0,0,0,4,20.73489258652795,1,593.6121640220856,120,120,22993,0,1,3.718000000109896,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,233528,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0
29,models/data_bundle/generated_instances/E-UK50_14__curric_d2_s3_seed2354_24h,3230,1,route,0,0,0,1,0,0,0,0,4,30.929766358334533,1,992.3767026943915,120,120,59034,0,1,12.125,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,235544,0.25,0.0,0.0,0.0,0.0,0.0,0.0
28,models/data_bundle/generated_instances/E-UK50_13__curric_d2_s3_seed2353_24h,3229,1,route,0,0,0,1,0,0,0,0,4,43.992551477909856,1,1052.8787194028566,120,120,69957,0,1,13.390999999828637,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,229792,0.25,0.0,0.1,0.0,0.0,0.0,0.0
34,models/data_bundle/generated_instances/E-UK50_14__curric_d2_s3_seed2354_24h,3235,2,route,0,0,0,1,0,0,0,0,4,32.03847144052221,1,986.7150965287104,120,120,46254,0,1,8.922000000020489,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237808,0.35714285714285715,0.0,0.1,0.0,0.0,0.0,0.0
33,models/data_bundle/generated_instances/E-UK50_13__curric_d2_s3_seed2353_24h,3234,2,route,0,0,0,1,0,0,0,0,4,41.3935944893917,1,1075.0900825744075,120,120,50295,0,1,7.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,100508,0.25,0.0,0.0,0.0,0.0,0.0,0.0
40,models/data_bundle/generated_instances/E-UK25_14__curric_d2_s3_seed2314_24h,3241,2,route,0,0,0,1,0,0,0,0,4,14.08084285160377,1,612.965054488916,120,120,11990,0,1,2.202999999979511,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,235544,0.35714285714285715,0.0,0.2,0.0,0.0,0.0,0.0
37,models/data_bundle/generated_instances/E-UK25_16__curric_d2_s3_seed2316_24h,3238,2,route,0,0,0,1,0,0,0,0,4,24.951077813849206,1,595.994960263983,120,120,28325,0,1,3.531999999890104,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,233528,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0
41,models/data_bundle/generated_instances/E-UK25_15__curric_d2_s3_seed2315_24h,3242,2,route,0,0,0,1,0,0,0,0,4,34.723891470942945,1,493.30517615625723,120,120,29499,0,1,3.843000000109896,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237808,0.35714285714285715,0.0,0.1,0.0,0.0,0.0,0.0
36,models/data_bundle/generated_instances/E-UK25_15__curric_d2_s3_seed2315_24h,3237,2,route,0,0,0,1,0,0,0,0,4,34.493831624677696,1,493.90357330382255,120,120,33142,0,1,4.187999999849126,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237120,0.35714285714285715,0.0,0.1,0.0,0.0,0.0,0.0
45,models/data_bundle/generated_instances/E-UK25_14__curric_d2_s3_seed2314_24h,3246,3,route,0,0,0,1,0,0,0,0,4,17.362607982452474,1,603.6988061096048,120,120,7086,0,1,1.953999999910593,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237120,0.35714285714285715,0.0,0.1,0.0,0.0,0.0,0.0
42,models/data_bundle/generated_instances/E-UK25_16__curric_d2_s3_seed2316_24h,3243,3,route,0,0,0,1,0,0,0,0,4,28.003077370656538,1,575.6432777939835,120,120,13197,0,1,4.5310000001918525,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,235544,0.25,0.0,0.0,0.0,0.0,0.0,0.0
43,models/data_bundle/generated_instances/E-UK50_13__curric_d2_s3_seed2353_24h,3244,3,route,0,0,0,1,0,0,0,0,4,30.222591997205342,1,1220.7739955932943,120,120,33689,0,1,5.75,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,233528,0.35714285714285715,0.0,0.2,0.0,0.0,0.0,0.0
47,models/data_bundle/generated_instances/E-UK25_16__curric_d2_s3_seed2316_24h,3248,3,route,0,0,0,1,0,0,0,0,4,29.49302716074864,1,571.438105553721,120,120,21528,0,1,4.0939999998081475,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,235544,0.2857142857142857,0.0,0.1,0.0,0.0,0.0,0.0
46,models/data_bundle/generated_instances/E-UK25_15__curric_d2_s3_seed2315_24h,3247,3,route,0,0,0,1,0,0,0,0,4,18.00090261365708,1,570.9277074763423,120,120,28234,0,1,5.6100000001024455,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237120,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
38,models/data_bundle/generated_instances/E-UK50_13__curric_d2_s3_seed2353_24h,3239,2,route,0,0,0,1,0,0,0,0,4,39.60131021747336,1,1111.8122254982247,120,120,59159,0,1,12.140999999828637,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,229792,0.2857142857142857,0.0,0.1,0.0,0.0,0.0,0.0
39,models/data_bundle/generated_instances/E-UK50_14__curric_d2_s3_seed2354_24h,3240,2,route,0,0,0,1,0,0,0,0,4,30.096634842190834,1,1005.0766481617007,120,120,87060,0,1,14.702999999979511,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,100508,0.25,0.0,0.1,0.0,0.0,0.0,0.0
51,models/data_bundle/generated_instances/E-UK25_15__curric_d2_s3_seed2315_24h,3252,3,route,0,0,0,1,0,0,0,0,4,36.77872060820001,1,484.3565285871874,120,120,21166,0,1,4.405999999959022,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,229792,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0
50,models/data_bundle/generated_instances/E-UK25_14__curric_d2_s3_seed2314_24h,3251,3,route,0,0,0,1,0,0,0,0,4,26.42058435410608,1,563.2330382408339,120,120,13856,0,1,4.844000000040978,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237120,0.25,0.0,0.0,0.0,0.0,0.0,0.0
52,models/data_bundle/generated_instances/E-UK25_16__curric_d2_s3_seed2316_24h,3253,3,route,0,0,0,1,0,0,0,0,4,25.67379738268039,1,595.6510392500138,120,120,14156,0,1,3.047000000020489,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,100508,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
48,models/data_bundle/generated_instances/E-UK50_13__curric_d2_s3_seed2353_24h,3249,3,route,0,0,0,1,0,0,0,0,4,43.304257516385775,1,1087.1840889833848,120,120,36459,0,1,11.031000000191852,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,233528,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
55,models/data_bundle/generated_instances/E-UK25_14__curric_d2_s3_seed2314_24h,3256,4,route,0,0,0,1,0,0,0,0,4,17.205614176115134,1,604.4040933665557,120,120,19954,0,1,3.593000000109896,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,100508,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0
49,models/data_bundle/generated_instances/E-UK50_14__curric_d2_s3_seed2354_24h,3250,3,route,0,0,0,1,0,0,0,0,4,36.362722319250466,1,947.4317759483141,120,120,65609,0,1,12.077999999979511,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,235544,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
56,models/data_bundle/generated_instances/E-UK25_15__curric_d2_s3_seed2315_24h,3257,4,route,0,0,0,1,0,0,0,0,4,30.096228475419736,1,524.8173217691515,120,120,8629,0,1,2.75,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,233528,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
53,models/data_bundle/generated_instances/E-UK50_13__curric_d2_s3_seed2353_24h,3254,3,route,0,0,0,1,0,0,0,0,4,43.0540000177726,1,1092.5915413875136,120,120,23166,0,1,6.608999999938533,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,229792,0.25,0.0,0.0,0.0,0.0,0.0,0.0
57,models/data_bundle/generated_instances/E-UK25_16__curric_d2_s3_seed2316_24h,3258,4,route,0,0,0,1,0,0,0,0,4,25.82626051258117,1,592.74040968305,120,120,20316,0,1,2.8129999998491257,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,100508,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0
44,models/data_bundle/generated_instances/E-UK50_14__curric_d2_s3_seed2354_24h,3245,3,route,0,0,0,1,0,0,0,0,4,33.57678430324927,1,972.4191824963319,120,120,113955,0,1,21.469000000040978,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,237808,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0
61,models/data_bundle/generated_instances/E-UK25_15__curric_d2_s3_seed2315_24h,3262,4,route,0,0,0,1,0,0,0,0,4,20.699423678805527,1,563.1807976439922,120,120,6895,0,1,2.780999999959022,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,100508,0.25,0.0,0.0,0.0,0.0,0.0,0.0
60,models/data_bundle/generated_instances/E-UK25_14__curric_d2_s3_seed2314_24h,3261,4,route,0,0,0,1,0,0,0,0,4,24.506051731269356,1,575.3841866819963,120,120,15730,0,1,5.125,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,229792,0.25,0.0,0.0,0.0,0.0,0.0,0.0
