schema,run_id,phase,budget,category,instance,profile,algorithm,seed,status,failure_reason,eval_budget,actual_evals,runtime_cap_seconds,elapsed_seconds,evals_per_second,best_cost,best_signature,feasible,violation_count,route_count,cv_route_count,ev_route_count,charging_action_count,E_total,cost_fix,cost_km,cost_carbon,cost_fuel,cost_elec,cost_occ,cost_transship,checkpoint_path,head,common_flip_preprocess
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__A13_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-150c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,1,OK,,16000,16000,3600.0,1694.096046999999,9.444564803505966,3521.1139602678973,f36a60768c4dfbfbc7a0222efe034249cdbd1f838bd42a87c33d2490cffb4430,True,0,20,12,8,9,1222.2729077398633,1600.0,1089.988882519477,61.52921817562472,665.2469030071627,99.30159298384157,5.047363581790776,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__A13_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__LNS_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-150c-01,LNS_NO_COMMON_FLIP,LNS,2,OK,,16000,16000,3600.0,1691.0099573339976,9.461801112018685,3383.1210530865765,c8f81812aebdc9ed7d6ca2746c147f8a8d7790451109028e34f0c390c6afc806,True,0,20,12,8,10,1105.8668853331606,1600.0,995.9621831770379,55.669339007671304,602.0829903484454,110.25729225217367,19.149248301248626,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__LNS_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__A13_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-150c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,2,OK,,16000,16000,3600.0,1697.9024427499971,9.423391781390302,3383.1210530865765,c8f81812aebdc9ed7d6ca2746c147f8a8d7790451109028e34f0c390c6afc806,True,0,20,12,8,10,1105.8668853331606,1600.0,995.9621831770379,55.669339007671304,602.0829903484454,110.25729225217367,19.149248301248626,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__A13_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__LNS_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-150c-01,LNS_NO_COMMON_FLIP,LNS,3,OK,,16000,16000,3600.0,1801.1805597909988,8.883062721846894,3549.3256372673836,5610f7db19dc6658eed45897fa0744b96bea53c5ba46ce9845d281c4cde28019,True,0,21,11,10,12,1066.0171037007783,1680.0,1059.3598455956592,53.66330100029718,573.5250747694203,155.20976392810087,27.567651973906457,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__LNS_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__A13_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-150c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,3,OK,,16000,16000,3600.0,1799.973365208003,8.889020402360535,3549.3256372673836,5610f7db19dc6658eed45897fa0744b96bea53c5ba46ce9845d281c4cde28019,True,0,21,11,10,12,1066.0171037007783,1680.0,1059.3598455956592,53.66330100029718,573.5250747694203,155.20976392810087,27.567651973906457,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__A13_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__LNS_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-15c-01,LNS_NO_COMMON_FLIP,LNS,1,OK,,16000,16000,3600.0,47.01959441699728,340.28358719950705,621.371321439464,38dc01d650f6effda6eea13731fd4666a96256b68521f1f276a6448fd8e49b6e,True,0,2,2,0,0,355.7956756315862,160.0,245.1227672247827,17.910754311294053,198.33779990338735,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__LNS_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__A13_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-15c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,1,OK,,16000,16000,3600.0,48.92226320799091,327.04941997065816,621.371321439464,38dc01d650f6effda6eea13731fd4666a96256b68521f1f276a6448fd8e49b6e,True,0,2,2,0,0,355.7956756315862,160.0,245.1227672247827,17.910754311294053,198.33779990338735,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__A13_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__LNS_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-15c-01,LNS_NO_COMMON_FLIP,LNS,2,OK,,16000,16000,3600.0,48.920540040999185,327.0606958677184,622.2834651918408,dda222afdf41251e16730b44b562c2c951ac05f3632eea77233de00d8b88d2f3,True,0,2,2,0,0,357.2964338855713,160.0,245.1227672247827,17.986302481799658,199.17439548525851,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__LNS_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__A13_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-15c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,2,OK,,16000,16000,3600.0,47.33348370800377,338.02702817522777,622.2834651918408,dda222afdf41251e16730b44b562c2c951ac05f3632eea77233de00d8b88d2f3,True,0,2,2,0,0,357.2964338855713,160.0,245.1227672247827,17.986302481799658,199.17439548525851,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__A13_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__LNS_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-15c-01,LNS_NO_COMMON_FLIP,LNS,3,OK,,16000,16000,3600.0,50.18884420799441,318.7958758359189,621.371321439464,38dc01d650f6effda6eea13731fd4666a96256b68521f1f276a6448fd8e49b6e,True,0,2,2,0,0,355.7956756315862,160.0,245.1227672247827,17.910754311294053,198.33779990338735,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__LNS_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__A13_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-15c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,3,OK,,16000,16000,3600.0,48.42134737499873,330.4327265905339,621.371321439464,38dc01d650f6effda6eea13731fd4666a96256b68521f1f276a6448fd8e49b6e,True,0,2,2,0,0,355.7956756315862,160.0,245.1227672247827,17.910754311294053,198.33779990338735,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-15c-01__A13_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__LNS_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-20c-01,LNS_NO_COMMON_FLIP,LNS,1,OK,,16000,16000,3600.0,161.95222383301007,98.79456056198475,700.4933751651098,1e74f4726f46759aaff81def478a0dfa87dcc96562c97e10cc387ee2db1324ae,True,0,3,2,1,1,316.78279010883216,240.0,256.2597294840396,15.946845654078611,173.98869661797863,14.29810340901287,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__LNS_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__A13_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-20c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,1,OK,,16000,16000,3600.0,161.56389658300031,99.03202243173288,700.4933751651098,1e74f4726f46759aaff81def478a0dfa87dcc96562c97e10cc387ee2db1324ae,True,0,3,2,1,1,316.78279010883216,240.0,256.2597294840396,15.946845654078611,173.98869661797863,14.29810340901287,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__A13_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__LNS_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-20c-01,LNS_NO_COMMON_FLIP,LNS,2,OK,,16000,16000,3600.0,130.38854187499965,122.71016120522799,705.750850756463,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100,True,0,3,3,0,0,355.5923948572311,240.0,249.6258482782549,17.900521157113015,198.2244813210952,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__LNS_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__A13_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-20c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,2,OK,,16000,16000,3600.0,128.6012463329971,124.41558230518055,705.750850756463,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100,True,0,3,3,0,0,355.5923948572311,240.0,249.6258482782549,17.900521157113015,198.2244813210952,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__A13_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__LNS_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-20c-01,LNS_NO_COMMON_FLIP,LNS,3,OK,,16000,16000,3600.0,130.9791067079932,122.15688075475903,705.750850756463,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100,True,0,3,3,0,0,355.5923948572311,240.0,249.6258482782549,17.900521157113015,198.2244813210952,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__LNS_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__A13_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-20c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,3,OK,,16000,16000,3600.0,131.869119415991,121.33242219383737,705.750850756463,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100,True,0,3,3,0,0,355.5923948572311,240.0,249.6258482782549,17.900521157113015,198.2244813210952,0.0,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-20c-01__A13_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-50c-01__LNS_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-50c-01,LNS_NO_COMMON_FLIP,LNS,1,OK,,16000,16000,3600.0,612.2347114160075,26.133767640609918,1224.9465153636193,aca987c2fefee334af2b5f7fa4e37b26da5a79cbc6cb56510ab641cdd75b3493,True,0,7,4,3,3,402.1521573890635,560.0,387.58944646635007,20.244339602965457,216.582790264691,40.529939029612734,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-50c-01__LNS_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
