E_cv_direct,E_ev_indirect,E_total,algorithm,avg_ev_route_distance_m,avg_ev_route_drive_kwh,avg_ev_route_drive_kwh_over_battery,battery_kwh,carbon_price,carbon_quota_kg,charge_action_count,checkpoint_best_cost,checkpoint_cost_diff,checkpoint_eval,checkpoint_operator,checkpoint_path,checkpoint_time_seconds,cost_carbon,cost_elec,cost_fix,cost_fuel,cost_km,cost_occ,cost_transship,csv_best_cost,csv_cost_diff,cv_route_count,depot_charge_action_count,depot_charge_cost,depot_charge_kwh,electric_kwh,error,ev_public_charge_detour_m,ev_route_count,ev_routes_drive_kwh_gt_battery,ev_routes_with_public_charge,fuel_liters,instance,max_ev_route_distance_m,max_ev_route_drive_kwh,max_ev_route_drive_kwh_over_battery,phase,public_charge_action_count,public_charge_cost,public_charge_kwh,public_occupancy_cost,role,route_count,seed,status,total_cost,violation_count
2721.2065259161886,0.0,2721.2065259161886,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,7459.639441382174,0.0,2850,lns_random_customer_removal_regret2_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-150c-01__LNS__seed3.json,167.09374295797898,136.98553651462095,0.0,3840.0,1516.9327577545257,1965.721147113027,0.0,0.0,7459.639441382174,0.0,48,0,0.0,0.0,0.0,,0.0,0,0,0,1058.4974933741719,e2-threeshift-150c-01,0.0,0.0,0.0,reference_audit,0,0.0,0.0,0.0,allcv,48,3,OK,7459.639441382174,0
2714.596951323147,0.0,2714.596951323147,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,7449.754118413921,0.0,5997,lns_random_customer_removal_regret3_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-150c-01__LNS__seed4.json,353.12041208401206,136.65281052960722,0.0,3840.0,1513.248259676369,1959.8530482079443,0.0,0.0,7449.754118413921,0.0,48,0,0.0,0.0,0.0,,0.0,0,0,0,1055.9264947849897,e2-threeshift-150c-01,0.0,0.0,0.0,reference_audit,0,0.0,0.0,0.0,allcv,48,4,OK,7449.754118413921,0
2710.6141295334246,0.0,2710.6141295334246,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,7445.310470539248,0.0,886,lns_random_customer_removal_regret2_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-150c-01__LNS__seed5.json,54.14999054200598,136.4523152807126,0.0,3840.0,1511.0280412609015,1957.8301139976336,0.0,0.0,7445.310470539248,0.0,48,0,0.0,0.0,0.0,,0.0,0,0,0,1054.3772529906507,e2-threeshift-150c-01,0.0,0.0,0.0,reference_audit,0,0.0,0.0,0.0,allcv,48,5,OK,7445.310470539248,0
1381.3505960509956,159.05315602312865,1540.4037520741242,alns_e2_throughput,80996.43176297548,51.19085403702933,0.6398856754628667,80.0,0.05034,0.0,45,7636.9376665666,0.0,2743,route_segment_removal+regret3_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-150c-01__alns_e2_throughput__seed1.json,137.85925708300783,77.54392487941142,409.22155781487567,4240.0,770.0319505841256,2109.1959974716783,30.944235816508534,0.0,7636.9376665666,0.0,14,39,358.4730110758017,1934.5548358111264,0.0,,15069.386027964385,39,6,6,537.3190639760837,e2-threeshift-150c-01,152527.18871509223,99.77724980861315,1.2472156226076643,reference_audit,6,50.748546739074,61.88847163301707,30.944235816508534,mixed,53,1,OK,7636.9376665666,0
1385.765958564771,139.810340147239,1525.57629871201,alns_e2_throughput,81622.26747309242,51.53635951693401,0.6442044939616751,80.0,0.05034,0.0,41,7256.330133131847,0.0,3894,route_segment_removal+regret2_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-150c-01__alns_e2_throughput__seed2.json,327.4809397920035,76.79751087716258,371.8020956461558,4000.0,772.4932882190014,2005.6460646073617,29.591173782165058,0.0,7256.330133131847,0.0,15,35,323.27257064340523,1744.5902355283606,0.0,,7905.335561355198,35,6,6,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,1.200291432871641,reference_audit,6,48.52952500275069,59.182347564330115,29.591173782165058,mixed,50,2,OK,7256.330133131847,0
1408.1393737280484,157.69753256408205,1565.8369062921306,alns_e2_throughput,77769.6870309603,49.04783460693788,0.6130979325867235,80.0,0.05034,0.0,46,7711.283491517942,0.0,1393,route_segment_removal+regret2_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-150c-01__alns_e2_throughput__seed3.json,113.89528304201667,78.82422986274585,393.99474341323474,4320.0,784.9653170932489,2109.5097625898575,23.989438558855348,0.0,7711.283491517942,0.0,14,40,354.6520641767119,1913.934507159805,0.0,,8418.628567445761,40,6,6,547.7393881049815,e2-threeshift-150c-01,147200.09082700266,93.61632473963265,1.1702040592454082,reference_audit,6,39.34267923652277,47.978877117710695,23.989438558855348,mixed,54,3,OK,7711.283491517942,0
1418.172027602218,168.08687909640747,1586.2589066986254,alns_e2_throughput,84203.80645573056,53.05215679884506,0.6631519599855633,80.0,0.05034,0.0,42,7589.467151117784,0.0,5973,route_segment_removal+greedy_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-150c-01__alns_e2_throughput__seed4.json,109.40547141598654,79.85227336320881,405.7741861023119,4160.0,790.5580059112418,2120.162082405785,33.12060333523739,0.0,7589.467151117784,0.0,15,37,351.45639663252257,1896.688594886792,0.0,,6251.389771760005,37,5,5,551.6418993170342,e2-threeshift-150c-01,150364.09664136308,96.42730545484805,1.2053413181856008,reference_audit,5,54.31778946978932,66.24120667047478,33.12060333523739,mixed,52,4,OK,7589.467151117784,0
1275.2754457884357,168.01085008614325,1443.286295874579,alns_e2_throughput,78562.52027414768,49.44871050284554,0.6181088812855693,80.0,0.05034,0.0,46,7580.914893275386,0.0,4829,route_segment_removal+regret2_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-150c-01__alns_e2_throughput__seed5.json,191.6221491250035,72.65503213432632,403.59519025948333,4320.0,710.9005069819775,2051.77070088068,21.993463018918288,0.0,7580.914893275386,0.0,13,41,367.5259109084573,1983.4102045788309,0.0,,8064.5492504109425,41,5,5,496.05785149813516,e2-threeshift-150c-01,146345.15406498246,91.94691995441802,1.1493364994302253,reference_audit,5,36.06927935102599,43.986926037836575,21.993463018918288,mixed,54,5,OK,7580.914893275386,0
3021.7224013441783,0.0,3021.7224013441783,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,8979.132837679645,0.0,9547,lns_random_customer_removal_greedy_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__LNS__seed1.json,889.8337116670155,152.11350568366595,0.0,4960.0,1684.4549106379839,2182.5644213579935,0.0,0.0,8979.132837679645,0.0,62,0,0.0,0.0,0.0,,0.0,0,0,0,1175.3924434010075,e2-threeshift-200c-01,0.0,0.0,0.0,reference_audit,0,0.0,0.0,0.0,allcv,62,1,OK,8979.132837679645,0
3024.9860024175373,0.0,3024.9860024175373,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,8982.893040950465,0.0,852,lns_random_customer_removal_regret3_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__LNS__seed2.json,82.98970737500349,152.27779536169885,0.0,4960.0,1686.2742004747795,2184.3410451139866,0.0,0.0,8982.893040950465,0.0,62,0,0.0,0.0,0.0,,0.0,0,0,0,1176.6619220394805,e2-threeshift-200c-01,0.0,0.0,0.0,reference_audit,0,0.0,0.0,0.0,allcv,62,2,OK,8982.893040950465,0
2995.4488675161683,0.0,2995.4488675161683,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,9023.865534400882,0.0,7954,lns_shaw_related_removal_greedy_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__LNS__seed3.json,768.5160779580183,150.79089599076391,0.0,5040.0,1669.8087660891938,2163.265872320924,0.0,0.0,9023.865534400882,0.0,63,0,0.0,0.0,0.0,,0.0,0,0,0,1165.172539312814,e2-threeshift-200c-01,0.0,0.0,0.0,reference_audit,0,0.0,0.0,0.0,allcv,63,3,OK,9023.865534400882,0
3027.8693059795633,0.0,3027.8693059795633,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,8987.12889058315,0.0,6904,lns_shaw_related_removal_greedy_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__LNS__seed4.json,651.592925667006,152.42294086301123,0.0,4960.0,1687.8814939977565,2186.824455722382,0.0,0.0,8987.12889058315,0.0,62,0,0.0,0.0,0.0,,0.0,0,0,0,1177.7834721915822,e2-threeshift-200c-01,0.0,0.0,0.0,reference_audit,0,0.0,0.0,0.0,allcv,62,4,OK,8987.12889058315,0
3028.3633990875564,0.0,3028.3633990875564,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,8985.990256279352,0.0,2965,lns_shaw_related_removal_regret3_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__LNS__seed5.json,277.0076268329867,152.4478135100676,0.0,4960.0,1688.1569255071834,2185.385517262102,0.0,0.0,8985.990256279352,0.0,62,0,0.0,0.0,0.0,,0.0,0,0,0,1177.975664996988,e2-threeshift-200c-01,0.0,0.0,0.0,reference_audit,0,0.0,0.0,0.0,allcv,62,5,OK,8985.990256279352,0
1110.9073523857696,190.04764429439314,1300.9549966801628,alns_e2_throughput,74922.62852853976,47.08185322290455,0.5885231652863069,80.0,0.05034,0.0,63,9164.523153423472,0.0,2252,route_segment_removal+regret2_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,279.17222408298403,65.4900745328794,532.7205434488257,5600.0,619.2737440598901,2327.336807311432,19.70198407044332,0.0,9164.523153423472,0.0,12,58,500.4092895732987,2700.5358314802943,0.0,,7304.5729139290925,58,5,5,432.12179475255743,e2-threeshift-200c-01,155274.45852492482,97.3239200489776,1.21654900061222,reference_audit,5,32.31125387552704,39.40396814088664,19.70198407044332,mixed,70,1,OK,9164.523153423472,0
1146.7539254151363,192.10416781115143,1338.8580932262878,alns_e2_throughput,75124.26626527839,47.265626372801265,0.5908203296600159,80.0,0.05034,0.0,64,9317.960096575536,0.0,3381,route_segment_removal+regret2_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__alns_e2_throughput__seed2.json,112.37600054198992,67.39811641301134,543.6555123852585,5680.0,639.2563658725356,2360.705661647307,26.94444025742382,0.0,9317.960096575536,0.0,13,58,499.4666303630835,2695.448625812647,0.0,,12768.972972432879,58,6,6,446.06542870179027,e2-threeshift-200c-01,152449.08173712154,96.87020323755364,1.2108775404694205,reference_audit,6,44.188882022175065,53.88888051484764,26.94444025742382,mixed,71,2,OK,9317.960096575536,0
1111.7636112345049,192.4118126560142,1304.1754238905191,alns_e2_throughput,73201.05634836195,46.028580536723716,0.5753572567090465,80.0,0.05034,0.0,67,9478.381062979111,0.0,3522,route_segment_removal+greedy_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__alns_e2_throughput__seed3.json,192.47049962499295,65.65219083864874,553.9907548639909,5840.0,619.7510643530737,2372.426551518607,26.560501404791108,0.0,9478.381062979111,0.0,12,61,510.43153256013363,2754.622409930566,0.0,,12990.757604299084,61,6,6,432.45486313102623,e2-threeshift-200c-01,161718.35693132653,101.566734918905,1.2695841864863124,reference_audit,6,43.55922230385741,53.121002809582215,26.560501404791108,mixed,73,3,OK,9478.381062979111,0
978.7477694907411,219.63866324561127,1198.3864327363524,alns_e2_throughput,78277.91190630282,49.22261606418006,0.6152827008022508,80.0,0.05034,0.0,69,9454.593470360065,0.0,7054,vehicle_type_swap+greedy_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__alns_e2_throughput__seed4.json,343.80757516698213,60.326773023947986,630.5983393139387,5760.0,545.6015701049398,2410.2728345915684,47.79395332566964,0.0,9454.593470360065,0.0,10,62,552.2162558598407,2980.1201071766895,0.0,,13519.799340292724,62,7,7,380.71423494867054,e2-threeshift-200c-01,164956.88135185203,104.26860106277455,1.303357513284682,reference_audit,7,78.38208345409821,95.58790665133928,47.79395332566964,mixed,72,4,OK,9454.593470360065,0
1203.729306139963,193.05400660083635,1396.7833127407994,alns_e2_throughput,76885.92300633778,48.421785630328365,0.6052723203791046,80.0,0.05034,0.0,60,9093.841324328952,0.0,2572,route_segment_removal+regret3_insert_repair,baselines/e2_alns/checkpoints/e2-threeshift-200c-01__alns_e2_throughput__seed5.json,201.99475066701416,70.31407196337184,527.8404753790986,5440.0,671.0172118737138,2357.609657181772,27.059907930996374,0.0,9093.841324328952,0.0,13,55,483.46222637226447,2609.0783938060686,0.0,,16961.300027466976,55,5,5,468.2277662924526,e2-threeshift-200c-01,153518.26983322966,98.2756310412746,1.2284453880159325,reference_audit,5,44.378249006834054,54.11981586199275,27.059907930996374,mixed,68,5,OK,9093.841324328952,0
