category,instance,seed,trace_source,update_index,eval,time_seconds,best_cost,best_cost_before,current_cost,operator,channel,operator_family,route_count,signature
multidepot,e2-multidepot-100c-01,1,probe,75,14137,776.0737709169916,2475.5692799911953,2476.530320335886,2476.530320335886,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,a483208e5201eafd91f6f7219eddd55ef9b9dab1271818cc39b854e4d8eb656d
multidepot,e2-multidepot-100c-01,1,probe,76,14329,785.8290259999922,2475.1791316884237,2475.5692799911953,2475.5692799911953,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,4315af1bba8687e7f00b6424fbedcabc03225c9dbc172ad3b3990b9fa9cde0b3
multidepot,e2-multidepot-100c-01,1,probe,77,14355,787.1621428749932,2473.7128797040077,2475.1791316884237,2475.1791316884237,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,e2602a718e21859e80827ec42e82633539d196f14e18b20cd8b7025f3b7e6cac
multidepot,e2-multidepot-100c-01,1,probe,78,14633,802.5926229589968,2473.2265053680085,2473.7128797040077,2473.7128797040077,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,1bf5db8e0907e5044872ded57d3230e95e117b42e87069b59264c4078a4bce21
multidepot,e2-multidepot-100c-01,1,probe,79,14760,809.6414002089878,2472.3516539571397,2473.2265053680085,2473.2265053680085,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,c4cf59014233d23589aa562df99120b1b34df68d645fc6c1700c898de13499ae
multidepot,e2-multidepot-100c-01,1,probe,80,14770,810.2823857920012,2471.51774336129,2472.3516539571397,2472.3516539571397,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,a3fec0beb4ef8f0321df34aba0cb4252e3848949d18ddf83f6ed1689ded8b017
multidepot,e2-multidepot-100c-01,1,probe,81,14827,813.0784336669894,2470.345558303238,2471.51774336129,2471.51774336129,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,9f805bd80162c9ebd2cb9d0d617a6570a964bcfaa064eca48d0d4e17be4829e9
multidepot,e2-multidepot-100c-01,2,probe,0,0,0.0,3960.9142264324673,UNKNOWN,3960.9142264324673,shared_warm_start,shared_warm_start,shared_warm_start,15,f505d872773cbf08e60325ea8b33e2a3a663600f94a3dd2d9674b7d98218c855
multidepot,e2-multidepot-100c-01,2,probe,1,1,0.019275124999694526,3543.444585578738,3960.9142264324673,3960.9142264324673,lns_scan_initial,native_lns_scan_initial,lns_scan_initial,14,6d9f897edb3e06c84bee74b002ff14c70733065d280795b9acd051a236847a34
multidepot,e2-multidepot-100c-01,2,probe,2,2,0.07961174999945797,3255.1948346435574,3543.444585578738,3543.444585578738,lns_worst_customer_removal_greedy_insert_repair,native_lns_worst_customer_removal_greedy_insert_repair,lns_destroy_repair,15,fcf75f2c19afd40c92dc1d5e6eb52a1e058deb2bc80299022565397bf5d99068
multidepot,e2-multidepot-100c-01,2,probe,3,3,0.09107537500676699,3245.804408011244,3255.1948346435574,3255.1948346435574,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,15,6c549ef5910e9340500aaf59cb7b91dddef102fa81e5ea60f86561456e361bc9
multidepot,e2-multidepot-100c-01,2,probe,4,8,0.28540137500385754,3177.490228050762,3245.804408011244,3298.776642546032,lns_shaw_related_removal_regret2_insert_repair,native_lns_shaw_related_removal_regret2_insert_repair,lns_destroy_repair,16,7a1f664e1a52f12b2716c0f66fb41f71f18ab93e9770a737d1134669e1f84909
multidepot,e2-multidepot-100c-01,2,probe,5,10,0.37367929200991057,3177.483242545217,3177.490228050762,3177.490228050762,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,16,f3b08dc7d8af524d2e7d050a09ede042d0c41cf6629ae4033505040f607f2f3c
