instance_id,sample_role,seed,arm,hard_home_depot_lock,total_cost_cny,vehicle_count,route_count,cross_site_service_count,distance_total_m,carbon_emissions_kg,time_window_satisfied_customer_count,wallclock_seconds,complete_candidate_budget_cap,complete_candidate_evaluations_consumed,termination_reason,feasible_candidates,infeasible_candidates,constraint_filtered_candidates,error_candidates,violation_count,solution_sha256,status
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,JOINT,False,4739.880513734355,18,18,0,1149461.612759485,311.13490637050546,100,111.999537124997,400,347,CANDIDATES_EXHAUSTED,145,202,0,0,0,4918a2e13644b7c747fb1488506ae67ef07a09cfcd4d759604348db6563c1c2a,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,ZONE,True,4740.209563733534,18,18,0,1148335.2699446229,311.5775553247102,100,114.94732179201674,400,361,CANDIDATES_EXHAUSTED,150,211,0,0,0,c8e7df3cbd42cf3c1b15df9d314f14bc80e95427b0f0a94efe5adba160eb5218,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,JOINT,False,2289.318598837748,8,8,3,753734.754237956,157.1516250013227,50,54.46728379104752,400,331,CANDIDATES_EXHAUSTED,147,184,0,0,0,159dc8289888437ac1e1e3e7264d06641d933941b307ca488ee526e0dacf3985,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,54.505447625007946,400,376,CANDIDATES_EXHAUSTED,156,220,0,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,JOINT,False,2288.011934963608,8,8,4,753368.416620794,156.6209733022701,50,50.966670709021855,400,298,CANDIDATES_EXHAUSTED,99,199,0,0,0,5b31423d4edeb8568a6e6485df9bcdabcd375fe444feabbd8f363f652091d0df,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,53.92224183300277,400,326,CANDIDATES_EXHAUSTED,149,177,0,0,0,e95ab508d344fd37d7dd5f07fc8582764d99812a0b7fc7057c622380fa545a1f,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,JOINT,False,2288.011934963608,8,8,4,753368.416620794,156.6209733022701,50,52.90319266601,400,333,CANDIDATES_EXHAUSTED,132,201,0,0,0,5b31423d4edeb8568a6e6485df9bcdabcd375fe444feabbd8f363f652091d0df,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,54.21520266600419,400,325,CANDIDATES_EXHAUSTED,137,186,2,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,JOINT,False,2288.011934963608,8,8,4,753368.416620794,156.6209733022701,50,53.80086554196896,400,320,CANDIDATES_EXHAUSTED,133,187,0,0,0,8d22c7d6dcdee06c2b780447228695e5482a4f936515cc8f963485a60026515a,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,54.04996979201678,400,311,CANDIDATES_EXHAUSTED,126,185,0,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,JOINT,False,2288.888404443811,8,8,4,750114.028726441,157.1595475880801,50,54.68750183301745,400,310,CANDIDATES_EXHAUSTED,137,173,0,0,0,49dc7da8c1bf85e68c38e8cbdef42893daaf56f6ca10fbcfca301a0c369451e9,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,53.18888845900074,400,288,CANDIDATES_EXHAUSTED,118,169,1,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,JOINT,False,2288.0228281390537,8,8,1,766219.70234956,158.4879339081723,50,53.48289558303077,400,376,CANDIDATES_EXHAUSTED,159,217,0,0,0,a016adc55ca2a042edcb391f86d9e3dc4ad6c18ec3ec0e9e155ab578b984f695,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,54.59898579196306,400,377,CANDIDATES_EXHAUSTED,168,208,1,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,JOINT,False,2288.011934963608,8,8,4,753368.416620794,156.6209733022701,50,52.90105270798085,400,314,CANDIDATES_EXHAUSTED,119,195,0,0,0,8d22c7d6dcdee06c2b780447228695e5482a4f936515cc8f963485a60026515a,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,54.49535475001903,400,366,CANDIDATES_EXHAUSTED,157,206,3,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,JOINT,False,2288.011934963608,8,8,4,753368.416620794,156.6209733022701,50,52.92376879201038,400,363,CANDIDATES_EXHAUSTED,143,220,0,0,0,8d22c7d6dcdee06c2b780447228695e5482a4f936515cc8f963485a60026515a,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,53.70268283301266,400,322,CANDIDATES_EXHAUSTED,130,192,0,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,JOINT,False,2288.011934963608,8,8,4,753368.416620794,156.6209733022701,50,55.431025374971796,400,364,CANDIDATES_EXHAUSTED,148,216,0,0,0,97331f7596a2cdb3469b2a30709ddc7d43231be4e43d4de69f9ef774234672e4,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,54.43747937498847,400,355,CANDIDATES_EXHAUSTED,153,202,0,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,JOINT,False,2288.011934963608,8,8,4,753368.416620794,156.6209733022701,50,53.843862832989544,400,339,CANDIDATES_EXHAUSTED,156,183,0,0,0,0180b673c55b3afabfeacecb245ccb42b869169b24cea43ba1b28e637f14abd3,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,ZONE,True,2341.446789956353,9,9,0,589183.303400264,150.81431306674284,50,53.33894787495956,400,323,CANDIDATES_EXHAUSTED,111,211,1,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
