algorithm,candidate,closure_accepted_flips,closure_attempts,instance,joint_cost,joint_ev_routes,joint_routes,repack_cost,repack_ev_routes,repack_feasible,repack_routes,run_id,scale,seed
ALNS_T3,trial2:double_bridge_order,11,192,L-main-threeshift-50c-01,2665.0296449708326,12,16,2954.630347265376,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial2:depot_group_shuffle_order,12,221,L-main-threeshift-50c-01,3084.1486106949283,12,17,3412.808422720116,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial3:current_order,10,165,L-main-threeshift-50c-01,2537.7945856212655,11,15,2810.1839824824715,1,True,15,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial3:two_opt_order,10,187,L-main-threeshift-50c-01,3423.941624360518,11,17,3789.372416211655,1,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial3:double_bridge_order,11,192,L-main-threeshift-50c-01,2665.0296449708326,12,16,2954.630347265376,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial3:depot_group_shuffle_order,11,192,L-main-threeshift-50c-01,2776.289925447367,12,16,3101.9217242054406,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial4:current_order,10,165,L-main-threeshift-50c-01,2537.7945856212655,11,15,2810.1839824824715,1,True,15,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial4:two_opt_order,11,192,L-main-threeshift-50c-01,2782.686338642381,12,16,3116.038562703949,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial4:double_bridge_order,11,192,L-main-threeshift-50c-01,2665.0296449708326,12,16,2954.630347265376,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial4:depot_group_shuffle_order,12,221,L-main-threeshift-50c-01,3084.1486106949283,12,17,3412.808422720116,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
LNS,trial1:current_order,11,192,L-main-threeshift-50c-01,2771.8311019118337,12,16,3107.057050904123,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial1:two_opt_order,10,187,L-main-threeshift-50c-01,3300.64188704051,11,17,3628.309749907003,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial1:double_bridge_order,13,238,L-main-threeshift-50c-01,2899.835543346227,14,17,3296.869071044909,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial1:depot_group_shuffle_order,16,323,L-main-threeshift-50c-01,3183.0506849878675,16,19,3642.6730152628606,0,True,19,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial2:current_order,11,192,L-main-threeshift-50c-01,2771.8311019118337,12,16,3107.057050904123,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial2:two_opt_order,9,160,L-main-threeshift-50c-01,3495.060227396213,10,16,3886.5122611379784,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial2:double_bridge_order,13,238,L-main-threeshift-50c-01,2899.835543346227,14,17,3296.869071044909,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial2:depot_group_shuffle_order,16,323,L-main-threeshift-50c-01,3183.0506849878675,16,19,3642.6730152628606,0,True,19,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial3:current_order,11,192,L-main-threeshift-50c-01,2771.8311019118337,12,16,3107.057050904123,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial3:two_opt_order,7,128,L-main-threeshift-50c-01,3587.8225156584595,8,16,3864.810708512929,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial3:double_bridge_order,13,238,L-main-threeshift-50c-01,2899.835543346227,14,17,3296.869071044909,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial3:depot_group_shuffle_order,13,266,L-main-threeshift-50c-01,3179.078055468202,14,19,3512.151100608283,1,True,19,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial4:current_order,11,192,L-main-threeshift-50c-01,2771.8311019118337,12,16,3107.057050904123,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial4:two_opt_order,11,192,L-main-threeshift-50c-01,2783.9242274018,12,16,3123.6887400795586,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial4:double_bridge_order,13,238,L-main-threeshift-50c-01,2899.835543346227,14,17,3296.869071044909,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
LNS,trial4:depot_group_shuffle_order,16,323,L-main-threeshift-50c-01,3183.0506849878675,16,19,3642.6730152628606,0,True,19,medium__L-main-threeshift-50c-01__LNS__seed3,medium,3
SA,trial1:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial1:two_opt_order,9,160,L-main-threeshift-50c-01,3867.6897972880706,9,16,4267.91784436333,0,True,16,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial1:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial1:depot_group_shuffle_order,8,135,L-main-threeshift-50c-01,3614.5566726071356,8,15,3975.5331396697884,0,True,15,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial2:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial2:two_opt_order,6,112,L-main-threeshift-50c-01,4555.159369343331,6,16,4862.692645566703,0,True,16,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial2:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial2:depot_group_shuffle_order,8,135,L-main-threeshift-50c-01,3614.5566726071356,8,15,3975.5331396697884,0,True,15,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial3:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial3:two_opt_order,11,192,L-main-threeshift-50c-01,4221.605315180869,11,16,4801.730723030655,0,True,16,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial3:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial3:depot_group_shuffle_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial4:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial4:two_opt_order,8,135,L-main-threeshift-50c-01,3757.8214338572775,8,15,4116.796577039634,0,True,15,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial4:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
SA,trial4:depot_group_shuffle_order,8,135,L-main-threeshift-50c-01,3614.5566726071356,8,15,3975.5331396697884,0,True,15,medium__L-main-threeshift-50c-01__SA__seed3,medium,3
