HGS-E_cost,HGS-E_cpu_seconds,HGS-E_curve_points,HGS-E_emissions_kg,HGS-E_strict_decreases,HGS-F_cost,HGS-F_cpu_seconds,HGS-F_curve_points,HGS-F_emissions_kg,HGS-F_strict_decreases,HGS-M_cost,HGS-M_cpu_seconds,HGS-M_curve_points,HGS-M_emissions_kg,HGS-M_strict_decreases,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,MV-HGS-SP_curve_points,MV-HGS-SP_emissions_kg,MV-HGS-SP_strict_decreases,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,all_independently_feasible,base_mip_dual_bound,base_mip_gap,base_mip_incumbent_available,base_mip_objective,base_mip_status,base_route_pool_size,base_source,best_current_single_view_cost,budget_padding_rechecks,budget_padding_reference_arm,complete_candidate_attempts,expanded_mip_dual_bound,expanded_mip_gap,expanded_mip_incumbent_available,expanded_mip_objective,expanded_mip_status,expanded_route_pool_size,historical_archive_selection_complete,historical_capacity_exhausted_stage_count,historical_diversity_selected_count,historical_population_candidate_references,historical_population_snapshot_count,historical_quality_selected_count,historical_selected_count,history_archive_ledger_complete,improvement_over_protected_stage_1,input_manifest_sha256,instance_id,mip_time_limit_seconds_per_stage,protected_stage_1_cost,region,responsibility_map_sha256,route_fusion_incremental_improvement,search_complete_candidate_attempts,seed,selected_source,stage_1_iterations_per_view,stage_2_iterations_per_view,status,task_id,tier,total_iterations_per_view,trajectory_sha256,wallclock_safety_triggered,warm_route_types_preserved,witness_sha256
4793.265372366562,135.9772149590135,9,402.1866317415031,8,4848.9493719384445,133.1884390010091,9,423.12314156649916,8,4794.332203231027,136.3473232090182,17,402.4735963088247,16,4793.265372366562,407.78304654199746,18,402.1866317415031,17,True,True,True,True,4794.345946818104,0.0,True,4794.345946818104,OPTIMAL,95,stage_1_base_pool_mip,4793.265372366562,0,HGS-F,280,4793.265372366557,0.0,True,4793.265372366556,OPTIMAL,223,True,0,72,5230,120,72,144,True,1.080574451540997,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,cn-cy-100c-03-V2-LOCATIONS,30.0,4794.345946818103,cy,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,0.0,280,1,two_stage_best_parent,5000,20000,PASS,D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed1,100,25000,4b091575b56a3a41649bbc69653374fb26862f78cafa1f84bc0d6f3f0ba3b42e,False,True,3662f81b957a6e8676ebecb71028e5956cf811a8965c8147d8196de799872832
4793.265372366562,140.78510633297265,13,402.1866317415031,12,4850.01620280291,129.54216674997588,12,423.4101061338207,11,4794.332203231027,138.67556770899682,12,402.4735963088247,11,4793.265372366562,411.24743025001953,19,402.1866317415031,18,True,True,True,True,4793.265372366562,0.0,True,4793.265372366562,OPTIMAL,94,stage_1_base_pool_mip,4793.265372366562,0,HGS-F,280,4793.265372366562,0.0,True,4793.265372366562,OPTIMAL,278,True,0,72,5341,120,72,144,True,0.0,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,cn-cy-100c-03-V2-LOCATIONS,30.0,4793.265372366562,cy,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,0.0,280,2,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed2,100,25000,6cd8076b37eff4446d6fbe2e78ea5f0496ba752bee650a7a1a9b680bf83ab05d,False,True,5fe50399ac92ab1968dbfc08aab136005beb01181c5ff4b247ff6a02ce19a7a8
4793.265372366562,139.80197533400496,13,402.1866317415031,12,4848.9493719384445,140.80676599999424,10,423.12314156649916,9,4793.265372366562,141.8418830409937,10,402.1866317415031,9,4793.265372366562,425.14160870801425,22,402.1866317415031,21,True,True,True,True,4793.265372366562,0.0,True,4793.265372366562,OPTIMAL,104,stage_1_base_pool_mip,4793.265372366562,0,HGS-F,280,4793.265372366565,0.0,True,4793.265372366565,OPTIMAL,227,True,0,72,5332,120,72,144,True,0.0,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,cn-cy-100c-03-V2-LOCATIONS,30.0,4793.265372366562,cy,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,0.0,280,3,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed3,100,25000,605191a9a337271e9e094e79f04f8326242a53e4bd7d5577697121f7eac04bcf,False,True,0fc8bde7a9eeeff475c35c93344fba75221e4152216ac09d318375a3e51b4e71
4793.265372366562,143.58485391701106,14,402.1866317415031,13,4848.9493719384445,143.07973783297348,5,423.12314156649916,4,4793.265372366562,143.92886283202097,14,402.1866317415031,13,4793.265372366562,432.8720886670053,14,402.1866317415031,13,True,True,True,True,4793.265372366562,0.0,True,4793.265372366562,OPTIMAL,103,stage_1_base_pool_mip,4793.265372366562,0,HGS-F,280,4793.265372366562,0.0,True,4793.265372366562,OPTIMAL,236,True,0,72,5252,120,72,144,True,0.0,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,cn-cy-100c-03-V2-LOCATIONS,30.0,4793.265372366562,cy,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,0.0,280,4,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed4,100,25000,0a19285e7d755a141a066de31539a7588df22057e8a6baedfe0ef683318ce933,False,True,082a3c12e475b33869baa88085c7b4a7b3f79751879a3af09f83b01ce75a6175
4793.265372366562,142.04918312496739,14,402.1866317415031,13,4848.9493719384445,138.93363783298992,9,423.12314156649916,8,4794.216481917615,146.51564679201692,14,402.1509480885235,13,4793.265372366562,430.5804662500159,15,402.1866317415031,14,True,True,True,True,4794.345946818104,0.0,True,4794.345946818104,OPTIMAL,85,stage_1_parent,4793.265372366562,0,HGS-F,280,4793.26537236662,0.0,True,4793.26537236662,OPTIMAL,287,True,0,72,5525,120,72,144,True,1.080574451540997,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,cn-cy-100c-03-V2-LOCATIONS,30.0,4794.345946818103,cy,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,0.0,280,5,two_stage_best_parent,5000,20000,PASS,D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed5,100,25000,84151d29393e78ec791542fb43567c6c285b7702b1a604abe2c1f5e0522c0dfb,False,True,9a7295286432f760ebcf9e84bca8378375f7ed6bdcc7d224af7ec16503e69d7d
561.6747307384467,24.718751582986442,2,41.35334959703107,1,578.370724365676,23.820096083014505,2,45.14606675351621,1,560.9997483144829,24.15759658301249,2,40.87719489168091,1,560.9997483144829,72.79915620799875,4,40.87719489168091,3,True,True,True,True,560.999748314483,0.0,True,560.999748314483,OPTIMAL,24,stage_1_parent,560.9997483144829,4,HGS-F,280,560.999748314483,0.0,True,560.999748314483,OPTIMAL,24,True,1,60,5073,120,80,140,True,0.0,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,cn-cy-10c-01-V2-LOCATIONS,30.0,560.9997483144829,cy,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,0.0,276,1,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed1,10,25000,be736e046a6ac11500cd860223865a3bea66abad3d942d30d94ac1360e34a53f,False,True,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f
561.6747307384467,24.484366291988408,2,41.35334959703107,1,578.370724365676,24.688761375000468,2,45.14606675351621,1,560.9997483144829,24.191426625999156,2,40.87719489168091,1,560.9997483144829,73.45751566698891,4,40.87719489168091,3,True,True,True,True,560.999748314483,0.0,True,560.999748314483,OPTIMAL,24,stage_1_parent,560.9997483144829,4,HGS-F,280,560.999748314483,0.0,True,560.999748314483,OPTIMAL,24,True,1,60,5390,120,80,140,True,0.0,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,cn-cy-10c-01-V2-LOCATIONS,30.0,560.9997483144829,cy,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,0.0,276,2,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed2,10,25000,31d5c252b4e45e60f4ff7ec95eb978bd4e4a2dfb73dba777c8c0911cf67a13c7,False,True,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f
561.6747307384467,24.08107283298159,2,41.35334959703107,1,578.370724365676,23.15476904102252,2,45.14606675351621,1,560.9997483144829,24.67951970800641,2,40.87719489168091,1,560.9997483144829,72.00263762500254,4,40.87719489168091,3,True,True,True,True,560.999748314483,0.0,True,560.999748314483,OPTIMAL,24,stage_1_parent,560.9997483144829,4,HGS-F,280,560.999748314483,0.0,True,560.999748314483,OPTIMAL,24,True,1,60,5121,120,80,140,True,0.0,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,cn-cy-10c-01-V2-LOCATIONS,30.0,560.9997483144829,cy,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,0.0,276,3,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed3,10,25000,145ff9f65a68685c38f5ba500d00b31abaed97b3fcc82ac4e351fb346377fb57,False,True,6b623ab299a1ff87f2f33d25332970bfdf0340294aba0d7c0027178ca15c5e05
561.6747307384467,24.574177749018418,2,41.35334959703107,1,578.370724365676,23.933890832006,2,45.14606675351621,1,560.9997483144829,23.48795604199404,2,40.87719489168091,1,560.9997483144829,72.07501795800636,4,40.87719489168091,3,True,True,True,True,560.999748314483,0.0,True,560.999748314483,OPTIMAL,24,stage_1_parent,560.9997483144829,4,HGS-F,280,560.999748314483,0.0,True,560.999748314483,OPTIMAL,27,True,1,60,5149,120,80,140,True,0.0,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,cn-cy-10c-01-V2-LOCATIONS,30.0,560.9997483144829,cy,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,0.0,276,4,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed4,10,25000,488bb05713082bdf421ff0bf0dddcd228bc6ad1ab77d668ba3f941997551ca24,False,True,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f
561.6747307384467,25.08521520899376,2,41.35334959703107,1,578.370724365676,22.88162470801035,2,45.14606675351621,1,560.9997483144829,22.946906290977495,2,40.87719489168091,1,560.9997483144829,71.03755108299083,4,40.87719489168091,3,True,True,True,True,560.999748314483,0.0,True,560.999748314483,OPTIMAL,24,stage_1_parent,560.9997483144829,4,HGS-F,280,560.999748314483,0.0,True,560.999748314483,OPTIMAL,24,True,1,60,5395,120,80,140,True,0.0,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,cn-cy-10c-01-V2-LOCATIONS,30.0,560.9997483144829,cy,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,0.0,276,5,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed5,10,25000,df7c938d527b49f7e35b15015f270b71997aa0587f89323e2664e2cdbd678d48,False,True,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f
647.2193703672735,23.895085958007257,2,60.333917548725715,1,647.2193703672735,23.420684459008044,2,60.333917548725715,1,647.2193703672735,23.587021042010747,2,60.333917548725715,1,647.2193703672735,70.96258416699129,2,60.333917548725715,1,True,True,True,True,647.2193703672738,0.0,True,647.2193703672738,OPTIMAL,27,stage_1_parent,647.2193703672735,5,HGS-F,280,647.2193703672738,0.0,True,647.2193703672738,OPTIMAL,33,True,1,60,5344,120,79,139,True,0.0,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,cn-cy-10c-02-V2-LOCATIONS,30.0,647.2193703672735,cy,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,0.0,275,1,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed1,10,25000,5752d18a60f25bba97a6921c04c3cac2aef38c7b759f856d1a3714e968553d2f,False,True,73d2ccecfdebb6c7af142463d357adb0fc028ebc4419e1725c53687da24b2595
647.2193703672735,23.024783708999166,2,60.333917548725715,1,647.2193703672735,24.581903373997193,2,60.333917548725715,1,647.2193703672735,23.496004790998995,2,60.333917548725715,1,647.2193703672735,71.1607581670105,2,60.333917548725715,1,True,True,True,True,647.2193703672738,0.0,True,647.2193703672738,OPTIMAL,30,stage_1_parent,647.2193703672735,5,HGS-F,280,647.2193703672738,0.0,True,647.2193703672738,OPTIMAL,30,True,1,60,5168,120,79,139,True,0.0,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,cn-cy-10c-02-V2-LOCATIONS,30.0,647.2193703672735,cy,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,0.0,275,2,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed2,10,25000,c6ca6a00c150fb0b5e7c63db584e182bb7d1c651edafcdd7a4d64549979a8081,False,True,72154df7bbbb8c2a5c8625c2559456d4ea981d2ed84b4391197b4fa697ceaa2e
647.2193703672735,24.24349187500775,2,60.333917548725715,1,647.2193703672735,23.83887620799942,2,60.333917548725715,1,647.2193703672735,24.870480999030406,2,60.333917548725715,1,647.2193703672735,73.01192245798302,2,60.333917548725715,1,True,True,True,True,647.2193703672738,0.0,True,647.2193703672738,OPTIMAL,30,stage_1_parent,647.2193703672735,5,HGS-F,280,647.2193703672738,0.0,True,647.2193703672738,OPTIMAL,33,True,1,60,4978,120,79,139,True,0.0,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,cn-cy-10c-02-V2-LOCATIONS,30.0,647.2193703672735,cy,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,0.0,275,3,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed3,10,25000,4ed758b78c2f1d260a6b93a498d9f906ce5facf4fff05b06a4456294585a5d86,False,True,72154df7bbbb8c2a5c8625c2559456d4ea981d2ed84b4391197b4fa697ceaa2e
