task_id,instance_id,seed,arm,status,recorded_cost,replayed_cost,cost_equal,recorded_emissions_kg,replayed_emissions_kg,emissions_equal,direct_violation_count,exact_violation_count,all_charge_day_offsets_zero,all_charging_within_registered_day,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,input_file_manifest_sha256,path_identity_sha256,settlement_trace_sha256
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed3,cn-cy-100c-01-V2-LOCATIONS,3,HGS-M,PASS,5173.898398604519,5173.898398604519,True,394.0920484921447,394.0920484921447,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,ad53832df2261a79543aebbf74021f6ddb648cea105f055fcaf8665ab3d3c837
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed3,cn-cy-100c-01-V2-LOCATIONS,3,MV-HGS-SP,PASS,5173.897533382516,5173.897533382516,True,394.0917438867645,394.0917438867645,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,cea350afecef43406f494359fa9dd60cc573748be6c04966571fd8edd1b7b8d3
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,HGS-F,PASS,5285.201519052848,5285.201519052848,True,430.7372877216446,430.7372877216446,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,a2aa0dc3be147126adb8185f5e448b52daf6a5eee318713bf39c2d88191c2dc2
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,HGS-E,PASS,5176.15253750226,5176.15253750226,True,397.4727404486562,397.4727404486562,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,84e481615cbe50c11dea97db2cc4e045b6d90403ea1871b2afac45a4feb336c3
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,HGS-M,PASS,5177.534147483097,5177.534147483097,True,394.89871657331764,394.89871657331764,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,9a3de67047c331bad30797b6c219cfd95c3fd311fa154e90a6c52fb5bd63c766
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,MV-HGS-SP,PASS,5174.298709932326,5174.298709932326,True,394.3370313548324,394.3370313548324,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,fa8f56647b57ebfd617502b4785e56ff17cdacaa960829514ad5291cda15285d
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,HGS-F,PASS,5285.201519052848,5285.201519052848,True,430.7372877216446,430.7372877216446,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,a2aa0dc3be147126adb8185f5e448b52daf6a5eee318713bf39c2d88191c2dc2
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,HGS-E,PASS,5176.15253750226,5176.15253750226,True,397.4727404486562,397.4727404486562,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,84e481615cbe50c11dea97db2cc4e045b6d90403ea1871b2afac45a4feb336c3
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,HGS-M,PASS,5177.781058117841,5177.781058117841,True,395.8047574765126,395.8047574765126,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,c3c8cced22556f02dbb6434ebe41328730b94fa5cdf23874387fd2123236e5cc
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,MV-HGS-SP,PASS,5174.298709932326,5174.298709932326,True,394.3370313548324,394.3370313548324,True,0,0,True,True,True,True,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,c634cecb9779015bbf40786e80e22cbc14aa08cd0ee631ae8df5f9466cc82811
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,HGS-F,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,HGS-E,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,HGS-M,PASS,4941.406590347537,4941.406590347537,True,441.30521145716716,441.30521145716716,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,MV-HGS-SP,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,HGS-F,PASS,4950.84364040729,4950.84364040729,True,443.27302268902446,443.27302268902446,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,HGS-E,PASS,4923.260904831302,4923.260904831302,True,438.2260924697423,438.2260924697423,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,HGS-M,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,MV-HGS-SP,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,HGS-F,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,HGS-E,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,HGS-M,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,MV-HGS-SP,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,HGS-F,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,HGS-E,PASS,4915.886988646323,4915.886988646323,True,436.73757353411264,436.73757353411264,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,HGS-M,PASS,4915.840966647817,4915.840966647817,True,436.7093866367605,436.7093866367605,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,MV-HGS-SP,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,HGS-F,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,HGS-E,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,HGS-M,PASS,5017.52204084595,5017.52204084595,True,404.06316366040664,404.06316366040664,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,f0681b23fc55bf72548a77412677552463d973bbb20868c1a8639b250fff0e97
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,MV-HGS-SP,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,True,True,True,True,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,HGS-F,PASS,4848.9493719384445,4848.9493719384445,True,423.12314156649916,423.12314156649916,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,HGS-E,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,HGS-M,PASS,4794.332203231027,4794.332203231027,True,402.4735963088247,402.4735963088247,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,MV-HGS-SP,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,HGS-F,PASS,4850.01620280291,4850.01620280291,True,423.4101061338207,423.4101061338207,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,HGS-E,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,HGS-M,PASS,4794.332203231027,4794.332203231027,True,402.4735963088247,402.4735963088247,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,MV-HGS-SP,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,4e6d46a5243ef013026e582b8f85009d1184c88cfc2f26d561638e51c4061929
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,HGS-F,PASS,4848.9493719384445,4848.9493719384445,True,423.12314156649916,423.12314156649916,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,HGS-E,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,HGS-M,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,MV-HGS-SP,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,1ef031d2d1261389e722b16550915ed80ca0e9706b169a371b3353d986f66734
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed4,cn-cy-100c-03-V2-LOCATIONS,4,HGS-F,PASS,4848.9493719384445,4848.9493719384445,True,423.12314156649916,423.12314156649916,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed4,cn-cy-100c-03-V2-LOCATIONS,4,HGS-E,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,True,True,True,True,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
