active_flags,actual_evals,algorithm,battery_kwh,best_cost,category,charging_action_count,checkpoint_operator,checkpoint_path,checkpoint_readable,commit_hash,comparison_mode,cv_physical_vehicle_count,cv_route_count,elapsed_seconds,ev_physical_vehicle_count,ev_route_count,eval_budget_backstop,evals_per_second,failure_reason,feasible,gate_status,instance,max_trips_per_physical_vehicle,numpy,python,replicate,route_count,runtime_cap_seconds,scenario,scenario_label,seed,size,status,timings,violation_count,winner_all_cv,winner_all_ev,winner_ev_route_share,worker_stderr_tail,worker_stdout_tail
{},16000,LNS,100.0,2320.739433561989,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc100/e2-vanilla-50c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,7,250.56347808400096,1,1,16000,63.856074007066695,,True,OK,e2-vanilla-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,8,600.0,wc100,100kWh same wall-clock,1,50,OK,{},0,False,False,0.125,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,2320.739433561989,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc100/e2-vanilla-50c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,7,75.94756004200099,1,1,16000,210.67167913164798,,True,OK,e2-vanilla-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,8,600.0,wc100,100kWh same wall-clock,1,50,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004009060037788004}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0001320000010309741}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.22257367807287665}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.20843114497074566}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 2.631765072059352}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 3.086466619075509}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.1756941260136955}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.22771529205419938}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0001761659987096209}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 4.757882286116001}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00017137500071839895}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00035458399906929117}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 21.897389495938114}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 22.382798208956956}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 22.230627582037414}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 5.572518081949966}, ""repair_solution_score"": {""count"": 5310.0, ""seconds"": 0.6986793179712549}, ""route_model_cost"": {""count"": 122992.0, ""seconds"": 2.786627225757911}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.027738794999095262}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.016452705989649985}}",0,False,False,0.125,,
{},16000,LNS,100.0,3817.814283649194,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc100/e2-vanilla-75c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,6,11,373.45455458299875,1,1,16000,42.843231669421414,,True,OK,e2-vanilla-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,12,900.0,wc100,100kWh same wall-clock,1,75,OK,{},0,False,False,0.08333333333333333,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,3817.814283649194,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc100/e2-vanilla-75c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,6,11,156.46528741600014,1,1,16000,102.25910337198435,,True,OK,e2-vanilla-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,12,900.0,wc100,100kWh same wall-clock,1,75,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.0043951690386165865}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00019645800057332963}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.3305430169002648}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.3299137729991344}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 6.819993263974538}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 2.534218673961732}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.2865165899784188}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.3582422320268961}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00023879199943621643}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 7.06193396222443}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00025254200045310427}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0005016670002078172}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 46.16912796395445}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 48.3949865829818}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 47.526455458950295}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 8.915073279080389}, ""repair_solution_score"": {""count"": 2655.0, ""seconds"": 0.49426071002017125}, ""route_model_cost"": {""count"": 255420.0, ""seconds"": 6.204200546108041}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.045328092002819176}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.02475675299865543}}",0,False,False,0.08333333333333333,,
{},16000,LNS,150.0,3960.9142264324673,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-100c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,517.2132607500025,1,1,16000,30.935015039635026,,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc150,150kWh same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,3960.9142264324673,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-100c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,272.6720407920002,1,1,16000,58.678550076225555,,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc150,150kWh same wall-clock,1,100,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004170024978520814}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0002595410005596932}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.414279749878915}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.45259939598327037}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 13.933304325026256}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 4.9602508179305005}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.40333760382054606}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.47008369796094485}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00030579200029023923}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 8.869727826931921}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0003317080008855555}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.000589791001402773}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 82.38400479192569}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 82.77158090294688}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 83.80730317098278}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 10.587875565033755}, ""repair_solution_score"": {""count"": 5724.0, ""seconds"": 1.3754743190220324}, ""route_model_cost"": {""count"": 631670.0, ""seconds"": 14.82389911204882}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.06414187500922708}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.0324142089993984}}",0,False,False,0.06666666666666667,,
{},16000,LNS,150.0,476.14411336859115,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-10c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,1,2,32.029038209002465,1,1,16000,499.5466893383907,,True,OK,e2-multidepot-10c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,3,300.0,wc150,150kWh same wall-clock,1,10,OK,{},0,False,False,0.3333333333333333,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,360.2189817754974,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-10c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,1,1,10.382756292001432,1,1,16000,1541.016619288842,,True,OK,e2-multidepot-10c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,wc150,150kWh same wall-clock,1,10,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.013032959122938337}, ""checkpoint_model_cost"": {""count"": 6.0, ""seconds"": 0.00023766799859004095}, ""destroy:random_customer_removal"": {""count"": 942.0, ""seconds"": 0.03236118102722685}, ""destroy:route_segment_removal"": {""count"": 10516.0, ""seconds"": 0.2650792530257604}, ""destroy:shaw_related_removal"": {""count"": 942.0, ""seconds"": 0.05758800598050584}, ""destroy:vehicle_type_swap"": {""count"": 942.0, ""seconds"": 0.38511153591025504}, ""destroy:whole_route_removal"": {""count"": 1652.0, ""seconds"": 0.028961801992409164}, ""destroy:worst_customer_removal"": {""count"": 942.0, ""seconds"": 0.024001866007893113}, ""final_check"": {""count"": 1.0, ""seconds"": 8.658300066599622e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.046491738190525}, ""history_model_cost"": {""count"": 6.0, ""seconds"": 0.0002756670073722489}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00015587500092806295}, ""local_search"": {""count"": 2788.0, ""seconds"": 0.002926107965322444}, ""repair:greedy_insert_repair"": {""count"": 11458.0, ""seconds"": 4.732084437069716}, ""repair:regret2_insert_repair"": {""count"": 2519.0, ""seconds"": 1.5875569211166294}, ""repair:regret3_insert_repair"": {""count"": 1959.0, ""seconds"": 1.043522307958483}, ""repair_full_check"": {""count"": 16975.0, ""seconds"": 1.5500201272734557}, ""repair_solution_score"": {""count"": 1881.0, ""seconds"": 0.07724820204384741}, ""route_model_cost"": {""count"": 866.0, ""seconds"": 0.018090920006216038}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.005395291998866014}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.004652418003388448}}",0,False,False,0.5,,
{},16000,LNS,150.0,5488.782859056312,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-150c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,10,21,846.5281050000012,1,1,16000,18.90073100408164,,True,OK,e2-multidepot-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,1,22,900.0,wc150,150kWh same wall-clock,1,150,OK,{},0,False,False,0.045454545454545456,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,5488.782859056312,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-150c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,10,21,639.2599238750008,1,1,16000,25.028942692063076,,True,OK,e2-multidepot-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,1,22,900.0,wc150,150kWh same wall-clock,1,150,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004309761887270724}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0003642919982667081}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.641894201944524}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.759406284083525}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 38.63690757890072}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 5.834823624103592}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.6908482149483461}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.770648542096751}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0005737499996030238}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 13.454175044065778}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00044604099821299314}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.000890292001713533}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 188.72684475698406}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 198.03140393326248}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 200.0611447279698}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 17.46462334021271}, ""repair_solution_score"": {""count"": 4645.0, ""seconds"": 1.673056285988423}, ""route_model_cost"": {""count"": 1314460.0, ""seconds"": 32.80813883741939}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.10469233299954794}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.0490836649951234}}",0,False,False,0.045454545454545456,,
{},16000,LNS,150.0,621.371321439464,multidepot,0,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-15c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,2,31.863913042001514,0,0,16000,502.13544014225596,,True,OK,e2-multidepot-15c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,wc150,150kWh same wall-clock,1,15,OK,{},0,True,False,0.0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,621.371321439464,multidepot,0,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-15c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,2,13.806859874999645,0,0,16000,1158.8442372020822,,True,OK,e2-multidepot-15c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,wc150,150kWh same wall-clock,1,15,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.005093236119137146}, ""checkpoint_model_cost"": {""count"": 2.0, ""seconds"": 9.004200182971545e-05}, ""destroy:random_customer_removal"": {""count"": 2180.0, ""seconds"": 0.07262808089217287}, ""destroy:route_segment_removal"": {""count"": 2319.0, ""seconds"": 0.0636819220817415}, ""destroy:shaw_related_removal"": {""count"": 6284.0, ""seconds"": 0.5447357838966127}, ""destroy:vehicle_type_swap"": {""count"": 1449.0, ""seconds"": 0.12776322397621698}, ""destroy:whole_route_removal"": {""count"": 2255.0, ""seconds"": 0.04285190806695027}, ""destroy:worst_customer_removal"": {""count"": 1449.0, ""seconds"": 0.04124369703276898}, ""final_check"": {""count"": 1.0, ""seconds"": 4.1375002183485776e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 1.3312448648284771}, ""history_model_cost"": {""count"": 2.0, ""seconds"": 0.00010875000225496478}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0001271660003112629}, ""local_search"": {""count"": 376.0, ""seconds"": 0.00044920297295902856}, ""repair:greedy_insert_repair"": {""count"": 3627.0, ""seconds"": 2.570232508915069}, ""repair:regret2_insert_repair"": {""count"": 3769.0, ""seconds"": 2.2355968221017974}, ""repair:regret3_insert_repair"": {""count"": 8540.0, ""seconds"": 6.280777972067881}, ""repair_full_check"": {""count"": 19822.0, ""seconds"": 1.3125641033220745}, ""route_model_cost"": {""count"": 3481.0, ""seconds"": 0.06964954197974293}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.008363955010281643}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.006573960981768323}}",0,True,False,0.0,,
{},11206,LNS,150.0,6608.239546640648,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-200c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,28,905.6843462079996,1,1,16000,12.37296420868737,,True,OK,e2-multidepot-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,29,900.0,wc150,150kWh same wall-clock,1,200,OK,{},0,False,False,0.034482758620689655,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8376,alns_e2_throughput,150.0,6608.239546640648,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-200c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,28,907.3207169999987,1,1,16000,9.231575828770602,,True,OK,e2-multidepot-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,29,900.0,wc150,150kWh same wall-clock,1,200,OK,"{""acceptance"": {""count"": 8342.0, ""seconds"": 0.0022540971731359605}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0004751659980684053}, ""destroy:random_customer_removal"": {""count"": 1392.0, ""seconds"": 0.49380078697868157}, ""destroy:route_segment_removal"": {""count"": 1389.0, ""seconds"": 0.6261400270195736}, ""destroy:shaw_related_removal"": {""count"": 1391.0, ""seconds"": 46.74812978505361}, ""destroy:vehicle_type_swap"": {""count"": 1389.0, ""seconds"": 5.365093521013478}, ""destroy:whole_route_removal"": {""count"": 1389.0, ""seconds"": 0.5815120769693749}, ""destroy:worst_customer_removal"": {""count"": 1392.0, ""seconds"": 0.5969308661078685}, ""final_check"": {""count"": 1.0, ""seconds"": 0.000664791001327103}, ""full_candidate_score"": {""count"": 8342.0, ""seconds"": 9.618596888110915}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.000563292000151705}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001225915999384597}, ""repair:greedy_insert_repair"": {""count"": 2781.0, ""seconds"": 276.0111479239604}, ""repair:regret2_insert_repair"": {""count"": 2781.0, ""seconds"": 292.8165950561197}, ""repair:regret3_insert_repair"": {""count"": 2780.0, ""seconds"": 275.89832964411835}, ""repair_full_check"": {""count"": 16684.0, ""seconds"": 13.197862523240474}, ""repair_solution_score"": {""count"": 3355.0, ""seconds"": 1.5906113410819671}, ""route_model_cost"": {""count"": 1643914.0, ""seconds"": 42.75113490657532}, ""scan_build"": {""count"": 34.0, ""seconds"": 0.08423429500180646}, ""scan_score"": {""count"": 34.0, ""seconds"": 0.03705245799937984}}",0,False,False,0.034482758620689655,,
{},16000,LNS,150.0,1130.7005298293218,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-multidepot-20c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,4,88.59670745800031,1,1,16000,180.59361864643645,,True,OK,e2-multidepot-20c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,5,300.0,wc150,150kWh same wall-clock,1,20,OK,{},0,False,False,0.2,,
