active_flags,actual_evals,algorithm,battery_kwh,best_cost,category,charging_action_count,checkpoint_operator,checkpoint_path,checkpoint_readable,commit_hash,comparison_mode,cv_physical_vehicle_count,cv_route_count,elapsed_seconds,ev_physical_vehicle_count,ev_route_count,eval_budget_backstop,evals_per_second,failure_reason,feasible,gate_status,instance,max_trips_per_physical_vehicle,numpy,python,replicate,route_count,runtime_cap_seconds,scenario,scenario_label,seed,size,status,timings,violation_count,winner_all_cv,winner_all_ev,winner_ev_route_share,worker_stderr_tail,worker_stdout_tail
{},16000,LNS,80.0,828.678306576153,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-multidepot-25c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,4,140.28739495799982,1,1,16000,114.05158677862816,,True,OK,e2-multidepot-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,5,300.0,wc80,Goeke80 same wall-clock,1,25,OK,{},0,False,False,0.2,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,80.0,828.678306576153,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-multidepot-25c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,4,34.92674062500009,1,1,16000,458.1017213082693,,True,OK,e2-multidepot-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,5,300.0,wc80,Goeke80 same wall-clock,1,25,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.0038991759911368717}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 7.562500013591489e-05}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.1539557650075949}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.12899482702505338}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 0.7052895010028806}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 3.8831507429822523}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.10258035001970711}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.1397687269909511}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00011191699923074339}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.880346669046048}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00011279099999228492}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0002212919998783036}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 9.111350832969038}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 8.975691160962924}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 9.117954637988078}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 2.9313277629507866}, ""repair_solution_score"": {""count"": 7965.0, ""seconds"": 0.5831031369789343}, ""route_model_cost"": {""count"": 21823.0, ""seconds"": 0.48907829904419486}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.013875203998395591}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.009128584001700801}}",0,False,False,0.2,,
{},16000,LNS,80.0,2020.688951370618,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-multidepot-50c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,8,252.06310483299967,1,1,16000,63.47616804371485,,True,OK,e2-multidepot-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,9,600.0,wc80,Goeke80 same wall-clock,1,50,OK,{},0,False,False,0.1111111111111111,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,80.0,2020.688951370618,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-multidepot-50c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,8,82.64500599999974,1,1,16000,193.59911474868852,,True,OK,e2-multidepot-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,9,600.0,wc80,Goeke80 same wall-clock,1,50,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003936943929147674}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0001367920003758627}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.2465679279894175}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.23109810501046013}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 2.938243431972296}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 6.723799759971371}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.1991804850194967}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.24582502795055916}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00017437499991501682}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 4.968001981024827}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00023970799975359114}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00035962499987363117}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 22.553305688992623}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 22.895836012990912}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 23.54718337498798}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 5.45587426905513}, ""repair_solution_score"": {""count"": 7965.0, ""seconds"": 1.0636317139178573}, ""route_model_cost"": {""count"": 143238.0, ""seconds"": 3.226063075755519}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.028418250997674477}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.01698916600253142}}",0,False,False,0.1111111111111111,,
{},16000,LNS,80.0,3062.7977925322516,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-multidepot-75c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,6,12,371.9058857500004,1,1,16000,43.02163695993613,,True,OK,e2-multidepot-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,13,900.0,wc80,Goeke80 same wall-clock,1,75,OK,{},0,False,False,0.07692307692307693,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,80.0,3062.7977925322516,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-multidepot-75c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,6,12,157.7755929169998,1,1,16000,101.40985499840293,,True,OK,e2-multidepot-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,13,900.0,wc80,Goeke80 same wall-clock,1,75,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003956911937166296}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00020112499987590127}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.3335598549938368}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.34184000099048717}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 7.180949911005882}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 6.267668389004939}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.30041591299050197}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.36390689800555265}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00023950000013428507}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 7.027418990021943}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00029929100037406897}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00048620899997331435}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 45.38027487202817}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 47.08379581499048}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 47.25482551500045}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 8.323059990001639}, ""repair_solution_score"": {""count"": 6199.0, ""seconds"": 1.1903849670197815}, ""route_model_cost"": {""count"": 345077.0, ""seconds"": 7.623207635157087}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.04356016600286239}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.025134505000096397}}",0,False,False,0.07692307692307693,,
{},16000,LNS,80.0,4086.253616024695,threeshift,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-threeshift-100c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,551.2842127500007,1,1,16000,29.023142019950722,,True,OK,e2-threeshift-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc80,Goeke80 same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,80.0,4086.253616024695,threeshift,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-threeshift-100c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,256.9892096250005,1,1,16000,62.25942335612943,,True,OK,e2-threeshift-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc80,Goeke80 same wall-clock,1,100,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004103452065464808}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00025333400117233396}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.4103327460161381}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.4471940549537976}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 13.807472660986605}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 11.455466650984818}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.3982437719714653}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.46139760895312065}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0003060000017285347}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 8.869361003977247}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0003094159983447753}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0005793750005977927}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 72.36705683301989}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 77.93808385492775}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 75.95207811092769}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 10.880547277141886}, ""repair_solution_score"": {""count"": 7228.0, ""seconds"": 1.76995264899233}, ""route_model_cost"": {""count"": 287182.0, ""seconds"": 7.138823696233885}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.07335812800920394}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.04672845699133177}}",0,False,False,0.06666666666666667,,
{},16000,LNS,80.0,5803.553350198798,threeshift,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-threeshift-150c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,10,21,886.866840834,1,1,16000,18.041039830685037,,True,OK,e2-threeshift-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,1,22,900.0,wc80,Goeke80 same wall-clock,1,150,OK,{},0,False,False,0.045454545454545456,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,80.0,5803.553350198798,threeshift,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-threeshift-150c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,10,21,600.4256265839995,1,1,16000,26.64776333919785,,True,OK,e2-threeshift-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,1,22,900.0,wc80,Goeke80 same wall-clock,1,150,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004099657104234211}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00035554200076148845}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.6277662779484672}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.7511380720206944}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 38.720124666981064}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 20.434986539021338}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.6828142939757527}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.7425626300446311}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00046312500126077794}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 13.264961186045184}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0004275410010450287}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.000922625000384869}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 176.359651161054}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 184.0079780749693}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 172.80197174303794}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 17.553266182128937}, ""repair_solution_score"": {""count"": 6673.0, ""seconds"": 2.4287739159335615}, ""route_model_cost"": {""count"": 589221.0, ""seconds"": 15.027007317381504}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.11630340999727196}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.061944792982103536}}",0,False,False,0.045454545454545456,,
{},11205,LNS,80.0,6633.4344963179965,threeshift,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-threeshift-200c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,26,903.6470209589988,1,1,16000,12.399753155948714,,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc80,Goeke80 same wall-clock,1,200,OK,{},0,False,False,0.037037037037037035,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",9276,alns_e2_throughput,80.0,6633.4344963179965,threeshift,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,26,905.3033060839989,1,1,16000,10.246289765718942,,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc80,Goeke80 same wall-clock,1,200,OK,"{""acceptance"": {""count"": 9239.0, ""seconds"": 0.0023973279439815087}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00046462499994959217}, ""destroy:random_customer_removal"": {""count"": 1542.0, ""seconds"": 0.5134915029684635}, ""destroy:route_segment_removal"": {""count"": 1539.0, ""seconds"": 0.648780516035913}, ""destroy:shaw_related_removal"": {""count"": 1539.0, ""seconds"": 48.29540230100429}, ""destroy:vehicle_type_swap"": {""count"": 1539.0, ""seconds"": 19.187121684002705}, ""destroy:whole_route_removal"": {""count"": 1539.0, ""seconds"": 0.6029161259975808}, ""destroy:worst_customer_removal"": {""count"": 1541.0, ""seconds"": 0.6146700599911128}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0007073749984556343}, ""full_candidate_score"": {""count"": 9239.0, ""seconds"": 10.240945566903974}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0005616250000457512}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001160124998932588}, ""repair:greedy_insert_repair"": {""count"": 3080.0, ""seconds"": 271.21115100598945}, ""repair:regret2_insert_repair"": {""count"": 3080.0, ""seconds"": 282.6844383490061}, ""repair:regret3_insert_repair"": {""count"": 3079.0, ""seconds"": 275.33558261201324}, ""repair_full_check"": {""count"": 18478.0, ""seconds"": 14.314846483141082}, ""repair_solution_score"": {""count"": 6702.0, ""seconds"": 3.158243380885324}, ""route_model_cost"": {""count"": 998221.0, ""seconds"": 26.393385197407042}, ""scan_build"": {""count"": 37.0, ""seconds"": 0.10280941599376092}, ""scan_score"": {""count"": 37.0, ""seconds"": 0.052017334004631266}}",0,False,False,0.037037037037037035,,
{},16000,LNS,80.0,1783.6949728422799,threeshift,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-threeshift-50c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,7,256.8601408329996,1,1,16000,62.29070788527899,,True,OK,e2-threeshift-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,8,600.0,wc80,Goeke80 same wall-clock,1,50,OK,{},0,False,False,0.125,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,80.0,1783.6949728422799,threeshift,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-threeshift-50c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,7,74.95996966599978,1,1,16000,213.44725820049595,,True,OK,e2-threeshift-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,8,600.0,wc80,Goeke80 same wall-clock,1,50,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003967457068029034}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00013162499999452848}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.22182743398207094}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.20778350297314319}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 2.625596719033638}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 7.844115818984392}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.1754227730580169}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.22733281599357724}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00016495899944857229}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 4.688935720043446}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0001706670000203303}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00034050000067509245}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 19.55547580795792}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 20.83322098602548}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 20.69924081098361}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 5.271755284838946}, ""repair_solution_score"": {""count"": 7965.0, ""seconds"": 1.0673732569648564}, ""route_model_cost"": {""count"": 39016.0, ""seconds"": 0.8895617720172595}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.029972419009027362}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.019624836001639778}}",0,False,False,0.125,,
{},16000,LNS,80.0,2732.803960039656,threeshift,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc80/e2-threeshift-75c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,6,11,380.0881370420011,1,1,16000,42.09549954523296,,True,OK,e2-threeshift-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,12,900.0,wc80,Goeke80 same wall-clock,1,75,OK,{},0,False,False,0.08333333333333333,,
