active_flags,actual_evals,algorithm,best_cost,category,commit_hash,convergence_path,cv_route_count,elapsed_seconds,ev_route_count,eval_budget_backstop,failure_reason,feasible,gate_status,instance,numpy,python,route_count,runtime_cap_seconds,seed,status,violation_count,worker_stderr_tail,worker_stdout_tail
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1384,alns_sa_lns_cooling,4911.056226249673,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-multidepot-100c-01__alns_sa_lns_cooling__seed1.csv,9,301.4223978749942,25,16000,,True,OK,e2-multidepot-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,34,300.0,1,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",7276,alns_sa_lns_cooling,5026.901810273887,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-multidepot-100c-01__alns_sa_lns_cooling__seed2.csv,11,301.5693259589898,24,16000,,True,OK,e2-multidepot-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,35,300.0,2,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1722,alns_sa_lns_cooling,4915.383715891002,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-multidepot-100c-01__alns_sa_lns_cooling__seed3.csv,10,301.5086635000189,24,16000,,True,OK,e2-multidepot-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,34,300.0,3,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1419,alns_sa_lns_cooling,4833.051014619198,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-multidepot-100c-01__alns_sa_lns_cooling__seed4.csv,10,301.66076891700504,23,16000,,True,OK,e2-multidepot-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,33,300.0,4,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",6042,alns_sa_lns_cooling,5032.036398349887,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-multidepot-100c-01__alns_sa_lns_cooling__seed5.csv,12,301.5823865419952,22,16000,,True,OK,e2-multidepot-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,34,300.0,5,OK,0,,
,0,LNS,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0061370419862,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,1,HALT_HARD_TIMEOUT,-1,,
,0,LNS,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.005774166988,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,2,HALT_HARD_TIMEOUT,-1,,
,0,LNS,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0062912089925,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,3,HALT_HARD_TIMEOUT,-1,,
,0,LNS,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0049529579992,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,4,HALT_HARD_TIMEOUT,-1,,
,0,LNS,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0043929169769,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,5,HALT_HARD_TIMEOUT,-1,,
,0,alns_sa_autofit,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.013640292018,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,1,HALT_HARD_TIMEOUT,-1,,
,0,alns_sa_autofit,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0097035419894,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,2,HALT_HARD_TIMEOUT,-1,,
,0,alns_sa_autofit,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.036913125019,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,3,HALT_HARD_TIMEOUT,-1,,
,0,alns_sa_autofit,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0180485409801,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,4,HALT_HARD_TIMEOUT,-1,,
,0,alns_sa_autofit,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0127355419972,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,5,HALT_HARD_TIMEOUT,-1,,
,0,alns_sa_lns_cooling,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0117905840161,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,1,HALT_HARD_TIMEOUT,-1,"/Volumes/移动硬盘（512G）/ReSETP/Reference Algorithm/ALNS-7.0.0@N-Wouda/alns/accept/SimulatedAnnealing.py:102: RuntimeWarning: overflow encountered in exp
  probability = np.exp(
",
,0,alns_sa_lns_cooling,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0086481249891,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,2,HALT_HARD_TIMEOUT,-1,"/Volumes/移动硬盘（512G）/ReSETP/Reference Algorithm/ALNS-7.0.0@N-Wouda/alns/accept/SimulatedAnnealing.py:102: RuntimeWarning: overflow encountered in exp
  probability = np.exp(
",
,0,alns_sa_lns_cooling,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0139325409837,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,3,HALT_HARD_TIMEOUT,-1,"/Volumes/移动硬盘（512G）/ReSETP/Reference Algorithm/ALNS-7.0.0@N-Wouda/alns/accept/SimulatedAnnealing.py:102: RuntimeWarning: overflow encountered in exp
  probability = np.exp(
",
,0,alns_sa_lns_cooling,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0137239579926,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,4,HALT_HARD_TIMEOUT,-1,"/Volumes/移动硬盘（512G）/ReSETP/Reference Algorithm/ALNS-7.0.0@N-Wouda/alns/accept/SimulatedAnnealing.py:102: RuntimeWarning: overflow encountered in exp
  probability = np.exp(
",
,0,alns_sa_lns_cooling,inf,multidepot,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0112532500061,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,5,HALT_HARD_TIMEOUT,-1,"/Volumes/移动硬盘（512G）/ReSETP/Reference Algorithm/ALNS-7.0.0@N-Wouda/alns/accept/SimulatedAnnealing.py:102: RuntimeWarning: overflow encountered in exp
  probability = np.exp(
",
{},10100,LNS,4945.0376991632365,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__LNS__seed1.csv,29,300.0151592079783,0,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,29,300.0,1,HALT_RUNTIME_UNDER_EVAL,0,,
{},10192,LNS,4941.366750118891,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__LNS__seed2.csv,29,300.0181417919812,0,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,29,300.0,2,HALT_RUNTIME_UNDER_EVAL,0,,
{},10005,LNS,4958.344723229885,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__LNS__seed3.csv,30,300.0116246670077,0,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,30,300.0,3,HALT_RUNTIME_UNDER_EVAL,0,,
{},9815,LNS,4958.937270537301,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__LNS__seed4.csv,30,300.02048554099747,0,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,30,300.0,4,HALT_RUNTIME_UNDER_EVAL,0,,
{},9959,LNS,4918.752359570978,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__LNS__seed5.csv,29,300.0085788750148,0,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,29,300.0,5,HALT_RUNTIME_UNDER_EVAL,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1205,alns_sa_autofit,5242.956205168954,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_autofit__seed1.csv,27,301.63966033401084,5,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,32,300.0,1,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1185,alns_sa_autofit,5364.070021048529,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_autofit__seed2.csv,26,301.84856550002587,8,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,34,300.0,2,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1131,alns_sa_autofit,5226.327913958042,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_autofit__seed3.csv,28,301.6870671249926,4,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,32,300.0,3,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1093,alns_sa_autofit,5170.838665822945,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_autofit__seed4.csv,25,302.1242644999875,7,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,32,300.0,4,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1172,alns_sa_autofit,5247.139944327155,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_autofit__seed5.csv,22,301.94438833300956,11,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,33,300.0,5,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1500,alns_sa_lns_cooling,4874.971895490413,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_lns_cooling__seed1.csv,10,301.3979136249982,22,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,32,300.0,1,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",10097,alns_sa_lns_cooling,5186.989851082754,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_lns_cooling__seed2.csv,10,301.541854125011,24,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,34,300.0,2,OK,0,,
