instance,condition,arm,seed,operating_day,curve,curve_role,replay_rule,action_count,infeasible_action_count,plan_feasible,above_constant_power_end_count,above_constant_power_end_pct,charging_kwh,actual_charging_emissions_kg,forecast_charging_emissions_kg,mean_duration_increase_minute,median_duration_increase_minute,max_duration_increase_minute,max_exact_concurrency,max_hourly_calendar_row_occupancy,minimum_station_capacity,exact_capacity_excess,half_hour_capacity_excess
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,162.39902353245475,157.40625561349052,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,162.14037608246284,158.10737283260733,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,162.39902353245475,157.40625561349052,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,162.39902353245475,157.40625561349052,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,162.14037608246284,158.10737283260733,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,162.39902353245475,157.40625561349052,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,249.34074181333494,242.09383081485672,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,249.83852106181993,243.9306155786541,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,249.34074181333494,242.0938308148567,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,249.34074181333494,242.09383081485672,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,249.83852106181993,243.9306155786541,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,249.34074181333494,242.0938308148567,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,364.77122246770483,363.57449741469844,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,364.65022047725654,363.92759479033253,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,364.77122246770483,363.57449741469844,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,364.77122246770483,363.5744974146985,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,364.65022047725654,363.92759479033253,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,364.77122246770483,363.5744974146985,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,425.1941836480911,432.7794914424755,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,420.8648689463463,439.24832174895124,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,425.1941836480911,432.77949144247555,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,425.1941836480911,432.77949144247555,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,420.8648689463463,439.24832174895124,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,425.1941836480911,432.77949144247555,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,364.09550794441316,370.5075919197957,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,363.0645451528526,372.519187565409,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,364.09550794441316,370.5075919197957,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,364.0972165229113,370.5161348122863,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,363.0645451528526,372.519187565409,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,364.14676529935645,370.51442623378813,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,269.94451260214,255.77031874241064,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,287.8632450330478,281.91858787060625,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,269.94451260214,255.77031874241064,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,269.9650155441173,255.79253026288606,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,287.8632450330478,281.9185878706063,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,269.9069238751816,255.78398737039552,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,209.1033566234894,199.78278145565864,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,208.93998386673874,202.4939546897566,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,209.1033566234894,199.78278145565864,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,209.10335662348942,199.78278145565864,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,208.93998386673877,202.4939546897566,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,209.10335662348942,199.78278145565864,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,166.01130141975307,169.0031227463792,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,217.47630305131958,211.41166144713006,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,166.01130141975307,169.0031227463792,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,NL80_stress,secondary_stress,L->NL-F,26,1,False,1,3.8461538461538463,2214.3105805631903,,,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,217.47630305131958,211.41166144713006,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,166.21633083952617,169.21840363714097,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,149.4018269183944,138.9287239090405,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,149.4018269183944,138.9287239090405,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,149.4018269183944,138.9287239090405,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,149.4018269183944,138.9287239090405,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,149.4018269183944,138.9287239090405,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,149.4018269183944,138.9287239090405,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,148.6214227242018,142.71959009293673,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,149.76740552741364,143.39472960905007,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,148.6214227242018,142.71959009293673,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,148.6214227242018,142.71959009293673,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,149.76740552741364,143.39472960905007,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,148.6214227242018,142.71959009293673,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-15,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,158.60843385592761,147.53351398193192,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-15,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,156.8044028039943,150.49496105439525,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-15,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,158.60843385592761,147.53351398193192,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-15,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,158.60843385592761,147.53351398193192,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-15,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,156.8044028039943,150.49496105439525,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-15,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,158.60843385592761,147.53351398193192,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-16,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,187.18440953142078,186.06783916462672,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-16,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,187.42675017499286,188.7446483817398,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-16,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,187.18440953142078,186.06783916462672,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-16,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,187.18440953142078,186.06783916462672,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-16,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,187.42675017499286,188.7446483817398,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-16,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,187.18440953142078,186.06783916462672,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-17,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,252.7667460074534,252.42752220899408,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-17,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,254.23025931267804,255.0901155298616,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-17,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,252.7667460074534,252.42752220899408,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-17,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,252.7667460074534,252.42752220899408,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-17,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,254.23025931267804,255.0901155298616,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-17,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,252.7667460074534,252.42752220899408,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-18,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,248.92698410398782,242.344919034552,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-18,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,246.62490000229934,248.38492802367537,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-18,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,248.92698410398782,242.34491903455196,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-18,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,248.92698410398782,242.344919034552,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-18,NL80_stress,secondary_stress,L->NL-E,26,0,True,1,3.8461538461538463,2214.3105805631903,246.62490000229934,248.38492802367537,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-18,NL80_stress,secondary_stress,L->NL-C,26,0,True,1,3.8461538461538463,2214.3105805631903,248.92698410398782,242.34491903455196,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-19,NL90_mild,primary,L->NL-F,26,0,True,0,0.0,2214.3105805631903,331.43457862269133,332.55425251581727,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-19,NL90_mild,primary,L->NL-E,26,0,True,0,0.0,2214.3105805631903,337.5627976486176,336.0675411061755,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-19,NL90_mild,primary,L->NL-C,26,0,True,0,0.0,2214.3105805631903,331.4063444908441,332.55425251581727,-1.4347497549002022e-14,0.0,6.063298011819522e-14,5,5,221,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-19,NL80_stress,secondary_stress,L->NL-F,26,0,True,1,3.8461538461538463,2214.3105805631903,331.43457862269133,332.55425251581727,0.3584430415613563,0.0,9.319519080595516,5,5,221,0,0
