curve,condition,arm,operating_day,cell_count,all_nonlinear_feasible,mean_nl_saving_pct,positive_cells,negative_cells,direction_reversal_count,fixed_start_infeasible_count
NL80_stress,geographic,reassignment_allowed,2025-11-09,9,False,-0.167774374948388,1,8,2,1
NL80_stress,geographic,reassignment_allowed,2025-11-10,9,False,7.942421457155352,9,0,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-11,9,False,-0.9016077434022163,0,9,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-12,9,False,28.85250120527778,9,0,0,11
NL80_stress,geographic,reassignment_allowed,2025-11-13,9,False,-0.011730580175974371,1,4,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-14,9,False,0.5819229168129837,7,0,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-15,9,False,-1.9560816426587238,0,9,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-16,9,False,0.5354174858310876,8,1,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-17,9,False,1.0383481077782133,8,1,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-18,9,False,-0.6979180189801159,1,8,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-19,9,False,1.9076765372193023,7,2,1,8
NL80_stress,geographic,reassignment_allowed,2025-11-20,9,False,-0.39004899891705663,0,9,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-21,9,False,0.0867835526909428,2,3,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-22,9,False,22.583551302859295,9,0,0,11
NL80_stress,geographic,reassignment_allowed,2025-11-23,9,False,0.14922302123895498,7,1,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-24,9,False,17.903471120076425,9,0,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-25,9,False,-0.012349462099863373,0,3,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-26,9,False,0.08650692932879273,2,3,0,1
NL80_stress,geographic,reassignment_allowed,2025-11-27,9,False,28.30742227010249,9,0,0,11
NL80_stress,geographic,reassignment_allowed,2025-11-28,9,False,0.8425710114302374,9,0,1,1
NL80_stress,geographic,reassignment_allowed,2025-11-29,9,False,9.223451411943072,9,0,0,1
NL80_stress,mixed,ownership_fixed,2025-11-02,9,False,-0.09906649558751215,3,4,3,8
NL80_stress,mixed,ownership_fixed,2025-11-03,9,False,-0.30878958770397236,0,7,1,8
NL80_stress,mixed,ownership_fixed,2025-11-04,9,False,0.8862727404801858,6,1,1,8
NL80_stress,mixed,ownership_fixed,2025-11-05,9,False,-0.01583252452347311,2,4,0,8
NL80_stress,mixed,ownership_fixed,2025-11-06,9,False,0.03410177766692094,3,0,0,8
NL80_stress,mixed,ownership_fixed,2025-11-07,9,False,0.009535647788080375,2,1,0,8
NL80_stress,mixed,ownership_fixed,2025-11-08,9,False,-0.7219949885341107,0,7,0,8
NL80_stress,mixed,ownership_fixed,2025-11-09,9,False,-0.22043055883093327,0,7,0,8
NL80_stress,mixed,ownership_fixed,2025-11-10,9,False,3.105994508002098,7,0,0,8
NL80_stress,mixed,ownership_fixed,2025-11-11,9,False,-0.025614024703041065,3,4,0,14
NL80_stress,mixed,ownership_fixed,2025-11-12,9,False,16.9953728949544,7,0,0,19
NL80_stress,mixed,ownership_fixed,2025-11-13,9,False,-0.0009744509980464726,0,1,0,8
NL80_stress,mixed,ownership_fixed,2025-11-14,9,False,0.0774604285123504,3,0,0,8
NL80_stress,mixed,ownership_fixed,2025-11-15,9,False,-0.44290435968422304,0,6,0,8
NL80_stress,mixed,ownership_fixed,2025-11-16,9,False,-0.004027376983755903,3,4,0,8
NL80_stress,mixed,ownership_fixed,2025-11-17,9,False,0.05953345582118873,4,3,0,8
NL80_stress,mixed,ownership_fixed,2025-11-18,9,False,-0.18736547495903363,2,5,0,8
NL80_stress,mixed,ownership_fixed,2025-11-19,9,False,0.060923756952226106,3,3,3,16
NL80_stress,mixed,ownership_fixed,2025-11-20,9,False,-0.10164277468369132,0,4,0,8
NL80_stress,mixed,ownership_fixed,2025-11-21,9,False,0.25160231653759185,4,0,0,14
NL80_stress,mixed,ownership_fixed,2025-11-22,9,False,13.566330903128883,7,0,0,19
NL80_stress,mixed,ownership_fixed,2025-11-23,9,False,0.031180424381431933,3,1,0,8
NL80_stress,mixed,ownership_fixed,2025-11-24,9,False,7.925623070742096,7,0,0,8
NL80_stress,mixed,ownership_fixed,2025-11-25,9,False,-0.007623806560483228,0,1,0,8
NL80_stress,mixed,ownership_fixed,2025-11-26,9,False,0.2523844210763373,4,0,0,14
NL80_stress,mixed,ownership_fixed,2025-11-27,9,False,16.94976293223644,7,0,0,19
NL80_stress,mixed,ownership_fixed,2025-11-28,9,False,0.18714416367458442,5,1,6,8
NL80_stress,mixed,ownership_fixed,2025-11-29,9,False,4.568446227052131,7,0,0,8
NL80_stress,mixed,reassignment_allowed,2025-11-02,9,False,0.2878775635655947,5,2,1,7
NL80_stress,mixed,reassignment_allowed,2025-11-03,9,False,-0.4510465580666449,0,7,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-04,9,False,0.6470182746963872,7,0,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-05,9,False,-0.03468318307440212,1,5,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-06,9,False,0.14270829393832057,4,2,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-07,9,False,0.002282517324434204,1,1,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-08,9,False,-1.0008484519360543,0,7,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-09,9,False,-0.23707350222396054,1,6,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-10,9,False,4.730452894562038,7,0,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-11,9,False,-0.4986380907704089,1,6,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-12,9,False,20.223691082742093,7,0,0,18
NL80_stress,mixed,reassignment_allowed,2025-11-13,9,False,-0.002043566266218297,0,2,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-14,9,False,0.2575181926667823,4,0,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-15,9,False,-0.9029367010347789,0,7,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-16,9,False,0.13096094633778774,5,2,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-17,9,False,0.3701474585022059,5,2,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-18,9,False,-0.41624635113176595,1,6,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-19,9,False,0.7937948148209525,4,3,2,14
NL80_stress,mixed,reassignment_allowed,2025-11-20,9,False,-0.25765689122178426,0,6,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-21,9,False,0.007267292095144716,2,0,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-22,9,False,15.694508764306034,7,0,0,18
NL80_stress,mixed,reassignment_allowed,2025-11-23,9,False,0.0804268165766796,4,2,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-24,9,False,11.981313696128039,7,0,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-25,9,False,-0.012377338573055584,0,2,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-26,9,False,-0.010478478332250529,0,2,0,7
NL80_stress,mixed,reassignment_allowed,2025-11-27,9,False,19.519281046644483,7,0,0,18
NL80_stress,mixed,reassignment_allowed,2025-11-28,9,False,0.2496109929525472,5,2,2,7
NL80_stress,mixed,reassignment_allowed,2025-11-29,9,False,5.963422466446911,7,0,0,7
NL90_mild,geographic,ownership_fixed,2025-11-02,9,True,0.6077283688374533,8,1,1,0
NL90_mild,geographic,ownership_fixed,2025-11-03,9,True,-0.5853668982692913,0,9,0,0
NL90_mild,geographic,ownership_fixed,2025-11-04,9,True,0.5623634160687264,7,2,0,0
NL90_mild,geographic,ownership_fixed,2025-11-05,9,True,0.0006177888321967904,2,7,0,0
NL90_mild,geographic,ownership_fixed,2025-11-06,9,True,0.276518279801093,7,2,2,0
NL90_mild,geographic,ownership_fixed,2025-11-07,9,True,0.008024761186661185,3,1,0,0
NL90_mild,geographic,ownership_fixed,2025-11-08,9,True,-1.431593480227891,0,9,0,0
NL90_mild,geographic,ownership_fixed,2025-11-09,9,True,-0.21637495596569814,1,8,0,0
NL90_mild,geographic,ownership_fixed,2025-11-10,9,True,7.199248921701125,9,0,0,0
NL90_mild,geographic,ownership_fixed,2025-11-11,9,True,-0.5975265626478272,0,9,0,0
NL90_mild,geographic,ownership_fixed,2025-11-12,9,True,28.399564365032294,9,0,0,1
NL90_mild,geographic,ownership_fixed,2025-11-13,9,True,-0.008482113608632866,0,2,0,0
NL90_mild,geographic,ownership_fixed,2025-11-14,9,True,0.47885832656011956,7,0,0,0
NL90_mild,geographic,ownership_fixed,2025-11-15,9,True,-1.6398889301802528,0,9,0,0
NL90_mild,geographic,ownership_fixed,2025-11-16,9,True,0.38870208324608024,7,2,1,0
NL90_mild,geographic,ownership_fixed,2025-11-17,9,True,1.0533411103730086,7,2,0,0
NL90_mild,geographic,ownership_fixed,2025-11-18,9,True,-0.559504315359347,1,8,0,0
NL90_mild,geographic,ownership_fixed,2025-11-19,9,True,2.0668566479357393,7,2,2,1
NL90_mild,geographic,ownership_fixed,2025-11-20,9,True,-0.32617082417258747,0,9,0,0
NL90_mild,geographic,ownership_fixed,2025-11-21,9,True,0.141918006464431,4,1,0,0
NL90_mild,geographic,ownership_fixed,2025-11-22,9,True,21.954771398625013,9,0,0,1
NL90_mild,geographic,ownership_fixed,2025-11-23,9,True,0.2238263143386207,5,4,0,0
NL90_mild,geographic,ownership_fixed,2025-11-24,9,True,16.188366854015243,9,0,0,0
NL90_mild,geographic,ownership_fixed,2025-11-25,9,True,-0.02313452950861093,0,3,0,0
NL90_mild,geographic,ownership_fixed,2025-11-26,9,True,0.10046767934952633,3,1,0,0
NL90_mild,geographic,ownership_fixed,2025-11-27,9,True,27.776624265059603,9,0,0,1
NL90_mild,geographic,ownership_fixed,2025-11-28,9,True,0.5460500166262467,8,1,0,0
NL90_mild,geographic,ownership_fixed,2025-11-29,9,True,8.778209967900422,9,0,0,0
NL90_mild,geographic,reassignment_allowed,2025-11-02,9,False,0.837574161754894,9,0,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-03,9,False,-0.6601924808617685,0,9,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-04,9,False,0.40673142987787925,8,1,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-05,9,False,0.046230373925172166,6,3,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-06,9,False,0.3734116792319908,7,2,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-07,9,False,0.012205859273076887,3,2,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-08,9,False,-1.2647909205805368,0,9,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-09,9,False,-0.1770809887606978,1,8,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-10,9,False,7.9648907241826805,9,0,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-11,9,False,-0.9019905280133726,0,9,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-12,9,False,29.722084369375604,9,0,0,6
NL90_mild,geographic,reassignment_allowed,2025-11-13,9,False,-0.011768810971829339,1,4,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-14,9,False,0.5836402178426359,7,0,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-15,9,False,-1.9559556625967964,0,9,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-16,9,False,0.5375583223178391,8,1,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-17,9,False,1.0386851542039244,8,1,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-18,9,False,-0.6983964081628146,1,8,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-19,9,False,2.0127160781465188,7,2,1,6
NL90_mild,geographic,reassignment_allowed,2025-11-20,9,False,-0.39007846379085814,0,9,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-21,9,False,0.08678380253188452,2,3,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-22,9,False,23.032746041045602,9,0,0,6
NL90_mild,geographic,reassignment_allowed,2025-11-23,9,False,0.1493343571281525,7,1,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-24,9,False,18.023449350521858,9,0,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-25,9,False,-0.012344886196996049,0,3,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-26,9,False,0.0865077826972853,2,3,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-27,9,False,28.911389856935063,9,0,0,6
NL90_mild,geographic,reassignment_allowed,2025-11-28,9,False,0.799105600202601,9,0,0,1
NL90_mild,geographic,reassignment_allowed,2025-11-29,9,False,9.254482052473241,9,0,0,1
NL90_mild,mixed,ownership_fixed,2025-11-02,9,False,0.020256021312116453,4,5,0,1
NL90_mild,mixed,ownership_fixed,2025-11-03,9,False,-0.4511134754081865,0,9,0,1
NL90_mild,mixed,ownership_fixed,2025-11-04,9,False,1.3893890401640983,9,0,0,1
NL90_mild,mixed,ownership_fixed,2025-11-05,9,False,-0.046848466601986494,2,6,0,1
NL90_mild,mixed,ownership_fixed,2025-11-06,9,False,0.03410177766692043,3,0,0,1
NL90_mild,mixed,ownership_fixed,2025-11-07,9,False,0.05129429038331276,4,1,0,1
NL90_mild,mixed,ownership_fixed,2025-11-08,9,False,-0.9506819166480892,0,9,0,1
NL90_mild,mixed,ownership_fixed,2025-11-09,9,False,-0.34315566635080486,0,9,0,1
NL90_mild,mixed,ownership_fixed,2025-11-10,9,False,3.9425754886303914,9,0,1,1
NL90_mild,mixed,ownership_fixed,2025-11-11,9,False,0.20833487100563308,5,4,0,4
NL90_mild,mixed,ownership_fixed,2025-11-12,9,False,24.4220237130427,9,0,0,15
NL90_mild,mixed,ownership_fixed,2025-11-13,9,False,-0.0009744509980464726,0,1,0,1
NL90_mild,mixed,ownership_fixed,2025-11-14,9,False,0.0774604285123504,3,0,0,1
NL90_mild,mixed,ownership_fixed,2025-11-15,9,False,-0.4300816924187255,0,8,0,1
NL90_mild,mixed,ownership_fixed,2025-11-16,9,False,-0.08471437138306091,2,7,0,1
NL90_mild,mixed,ownership_fixed,2025-11-17,9,False,0.038422792008865364,4,5,0,1
NL90_mild,mixed,ownership_fixed,2025-11-18,9,False,-0.09147568669635439,4,5,0,1
NL90_mild,mixed,ownership_fixed,2025-11-19,9,False,0.3376348203013813,6,3,3,15
NL90_mild,mixed,ownership_fixed,2025-11-20,9,False,-0.06449813374259777,1,4,0,1
NL90_mild,mixed,ownership_fixed,2025-11-21,9,False,0.5025261056968894,6,0,0,4
NL90_mild,mixed,ownership_fixed,2025-11-22,9,False,18.61801943329169,9,0,0,15
NL90_mild,mixed,ownership_fixed,2025-11-23,9,False,0.06535973780699149,5,1,0,1
NL90_mild,mixed,ownership_fixed,2025-11-24,9,False,10.441287391335894,9,0,0,1
NL90_mild,mixed,ownership_fixed,2025-11-25,9,False,-0.0076187552802522256,0,1,0,1
NL90_mild,mixed,ownership_fixed,2025-11-26,9,False,0.4734127443906064,6,0,0,4
NL90_mild,mixed,ownership_fixed,2025-11-27,9,False,23.392572800984073,9,0,0,15
NL90_mild,mixed,ownership_fixed,2025-11-28,9,False,0.18718585782219155,5,4,0,1
NL90_mild,mixed,ownership_fixed,2025-11-29,9,False,6.027995687023606,9,0,0,1
NL90_mild,mixed,reassignment_allowed,2025-11-02,9,False,0.4072060497900941,7,2,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-03,9,False,-0.5248277974220514,0,9,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-04,9,False,1.0408089661743496,9,0,1,4
NL90_mild,mixed,reassignment_allowed,2025-11-05,9,False,0.035577952254963505,3,5,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-06,9,False,0.25880621614689997,6,2,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-07,9,False,-0.0027176145757040557,1,3,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-08,9,False,-1.0780964636983708,0,9,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-09,9,False,-0.33665323263226765,2,7,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-10,9,False,5.915724459617079,9,0,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-11,9,False,-0.574220085720161,1,8,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-12,9,False,27.060714623163065,9,0,0,12
NL90_mild,mixed,reassignment_allowed,2025-11-13,9,False,-0.00536065738535781,0,4,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-14,9,False,0.47849309433309845,6,0,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-15,9,False,-1.1555398470226563,0,9,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-16,9,False,0.3126404647449511,7,2,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-17,9,False,0.8579625136012246,7,2,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-18,9,False,-0.3883766857880409,3,6,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-19,9,False,1.652694143830425,6,3,2,12
NL90_mild,mixed,reassignment_allowed,2025-11-20,9,False,-0.2844607952777822,0,8,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-21,9,False,-0.011033523550635449,2,2,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-22,9,False,20.740223519283568,9,0,0,12
NL90_mild,mixed,reassignment_allowed,2025-11-23,9,False,0.1674901920562536,6,2,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-24,9,False,14.754244126917321,9,0,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-25,9,False,-0.01920420237648808,0,4,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-26,9,False,-0.003053611200125001,2,1,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-27,9,False,26.100646158636497,9,0,0,12
NL90_mild,mixed,reassignment_allowed,2025-11-28,9,False,0.338660916614814,7,2,0,4
NL90_mild,mixed,reassignment_allowed,2025-11-29,9,False,7.519188121697501,9,0,0,4
