scope,algorithm,seed,run_id,verdict,flags,native_best_updates,route_count_unique
run,LNS,2,C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed2,BASELINE_LIVENESS_PASS,,59,7
run,LNS,3,C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed3,BASELINE_LIVENESS_PASS,,76,6
run,t3_main_alns,1,C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__t3_main_alns__seed1,ALNS_ROUTE_COUNT_INFO,LOW_ROUTE_COUNT_DIVERSITY_INFO,54,1
run,t3_main_alns,2,C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__t3_main_alns__seed2,ALNS_ROUTE_COUNT_INFO,LOW_ROUTE_COUNT_DIVERSITY_INFO,48,1
run,t3_main_alns,3,C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__t3_main_alns__seed3,ALNS_ROUTE_COUNT_INFO,LOW_ROUTE_COUNT_DIVERSITY_INFO,37,1
run,LNS,1,A_PRIME_LNS_REFERENCE__formal_goeke80__threeshift__e2-threeshift-150c-01__LNS__seed1,BASELINE_LIVENESS_PASS,,45,5
run,LNS,2,A_PRIME_LNS_REFERENCE__formal_goeke80__threeshift__e2-threeshift-150c-01__LNS__seed2,BASELINE_LIVENESS_PASS,,65,5
run,LNS,3,A_PRIME_LNS_REFERENCE__formal_goeke80__threeshift__e2-threeshift-150c-01__LNS__seed3,BASELINE_LIVENESS_PASS,,40,7
run,alns_component_ROUTE_ELIMINATION,1,A_PRIME_ROUTE_RETEST__formal_goeke80__threeshift__e2-threeshift-100c-01__alns_component_ROUTE_ELIMINATION__ROUTE_ELIMINATION__seed1,ALNS_ROUTE_COUNT_INFO,LOW_ROUTE_COUNT_DIVERSITY_INFO,72,1
run,alns_component_ROUTE_ELIMINATION,2,A_PRIME_ROUTE_RETEST__formal_goeke80__threeshift__e2-threeshift-100c-01__alns_component_ROUTE_ELIMINATION__ROUTE_ELIMINATION__seed2,ALNS_ROUTE_COUNT_INFO,LOW_ROUTE_COUNT_DIVERSITY_INFO,76,1
run,alns_component_ROUTE_ELIMINATION,3,A_PRIME_ROUTE_RETEST__formal_goeke80__threeshift__e2-threeshift-100c-01__alns_component_ROUTE_ELIMINATION__ROUTE_ELIMINATION__seed3,ALNS_ROUTE_COUNT_INFO,LOW_ROUTE_COUNT_DIVERSITY_INFO,58,1
algorithm_seed_group,LNS,1|2|3|1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,t3_main_alns,1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,alns_component_LOCAL_SEARCH,1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,alns_component_ROUTE_ELIMINATION,1|2|3|1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,alns_component_stack,1|2|3,,SEED_VARIATION_OK,,,
