category,composition,eval_budget,instance,queue_status,run_status,runtime_cap_seconds,seed,total_cost,variant
multidepot,ev_heavy_mixed,3000,e2-multidepot-100c-01,terminal,OK,300.0,2,4763.067351257531,free_mixed
multidepot,all_cv,3000,e2-multidepot-100c-01,terminal,OK,300.0,2,5012.581954145316,cv_shell
multidepot,ev_heavy_mixed,3000,e2-multidepot-100c-01,terminal,OK,300.0,2,4761.678643833171,ev_shell
multidepot,ev_heavy_mixed,3000,e2-multidepot-100c-01,terminal,OK,300.0,3,4844.38944935893,free_mixed
multidepot,all_cv,3000,e2-multidepot-100c-01,terminal,OK,300.0,3,5125.000427549517,cv_shell
multidepot,ev_heavy_mixed,3000,e2-multidepot-100c-01,terminal,OK,300.0,3,4844.38944935893,ev_shell
multidepot,ev_heavy_mixed,3000,e2-multidepot-150c-01,terminal,OK,900.0,1,6777.807260090989,free_mixed
multidepot,all_cv,3000,e2-multidepot-150c-01,terminal,OK,900.0,1,7241.7429228148685,cv_shell
multidepot,all_ev,3000,e2-multidepot-150c-01,terminal,OK,900.0,1,6668.788443094313,ev_shell
multidepot,all_ev,3000,e2-multidepot-150c-01,terminal,OK,900.0,2,6875.596029964028,free_mixed
multidepot,all_cv,3000,e2-multidepot-150c-01,terminal,OK,900.0,2,7427.961521286857,cv_shell
multidepot,all_ev,3000,e2-multidepot-150c-01,terminal,OK,900.0,2,7038.634124614215,ev_shell
multidepot,all_ev,3000,e2-multidepot-150c-01,terminal,OK,900.0,3,7094.83332445852,free_mixed
multidepot,all_cv,3000,e2-multidepot-150c-01,terminal,OK,900.0,3,7326.20773177737,cv_shell
multidepot,all_ev,3000,e2-multidepot-150c-01,terminal,OK,900.0,3,7093.296020197384,ev_shell
multidepot,ev_heavy_mixed,3000,e2-multidepot-200c-01,terminal,OK,900.0,1,9777.311278868036,free_mixed
multidepot,all_cv,3000,e2-multidepot-200c-01,terminal,OK,900.0,1,9838.794400016606,cv_shell
multidepot,ev_heavy_mixed,3000,e2-multidepot-200c-01,terminal,OK,900.0,1,9184.930163221261,ev_shell
multidepot,all_ev,3000,e2-multidepot-200c-01,terminal,OK,900.0,2,9231.663379893913,free_mixed
multidepot,all_cv,3000,e2-multidepot-200c-01,terminal,OK,900.0,2,9605.469420293539,cv_shell
multidepot,ev_heavy_mixed,3000,e2-multidepot-200c-01,terminal,OK,900.0,2,9139.849849601296,ev_shell
multidepot,ev_heavy_mixed,3000,e2-multidepot-200c-01,terminal,OK,900.0,3,9025.212570428954,free_mixed
multidepot,all_cv,3000,e2-multidepot-200c-01,terminal,OK,900.0,3,9815.444658557279,cv_shell
multidepot,ev_heavy_mixed,3000,e2-multidepot-200c-01,terminal,OK,900.0,3,9421.259278210031,ev_shell
threeshift,all_ev,3000,e2-threeshift-50c-01,terminal,OK,180.0,1,2198.754981997946,free_mixed
threeshift,all_cv,3000,e2-threeshift-50c-01,terminal,OK,180.0,1,2523.783984589867,cv_shell
threeshift,all_ev,3000,e2-threeshift-50c-01,terminal,OK,180.0,1,2186.093709487608,ev_shell
threeshift,all_ev,3000,e2-threeshift-50c-01,terminal,OK,180.0,2,2222.5872346151073,free_mixed
threeshift,all_cv,3000,e2-threeshift-50c-01,terminal,OK,180.0,2,2453.0479974387,cv_shell
threeshift,all_ev,3000,e2-threeshift-50c-01,terminal,OK,180.0,2,2147.0925360818346,ev_shell
threeshift,all_ev,3000,e2-threeshift-50c-01,terminal,OK,180.0,3,2142.3172930128667,free_mixed
threeshift,all_cv,3000,e2-threeshift-50c-01,terminal,OK,180.0,3,2475.729953376651,cv_shell
threeshift,all_ev,3000,e2-threeshift-50c-01,terminal,OK,180.0,3,2142.3172930128667,ev_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-75c-01,terminal,OK,180.0,1,3554.6952023002245,free_mixed
threeshift,all_cv,3000,e2-threeshift-75c-01,terminal,OK,180.0,1,3677.5354133584797,cv_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-75c-01,terminal,OK,180.0,1,3723.187196586904,ev_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-75c-01,terminal,OK,180.0,2,3491.4937699444595,free_mixed
threeshift,all_cv,3000,e2-threeshift-75c-01,terminal,OK,180.0,2,3694.169539230952,cv_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-75c-01,terminal,OK,180.0,2,3585.650221872453,ev_shell
threeshift,all_ev,3000,e2-threeshift-75c-01,terminal,OK,180.0,3,3482.9393181158644,free_mixed
threeshift,all_cv,3000,e2-threeshift-75c-01,terminal,OK,180.0,3,3651.157717661298,cv_shell
threeshift,all_ev,3000,e2-threeshift-75c-01,terminal,OK,180.0,3,3522.6885508863215,ev_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-100c-01,terminal,OK,300.0,1,4757.716501437331,free_mixed
threeshift,all_cv,3000,e2-threeshift-100c-01,terminal,OK,300.0,1,5062.404501085723,cv_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-100c-01,terminal,OK,300.0,1,4763.557142978703,ev_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-100c-01,terminal,OK,300.0,2,4612.206793823856,free_mixed
threeshift,all_cv,3000,e2-threeshift-100c-01,terminal,OK,300.0,2,5134.753771532116,cv_shell
threeshift,all_ev,3000,e2-threeshift-100c-01,terminal,OK,300.0,2,4596.892652731051,ev_shell
threeshift,all_ev,3000,e2-threeshift-100c-01,terminal,OK,300.0,3,4394.116693242895,free_mixed
threeshift,all_cv,3000,e2-threeshift-100c-01,terminal,OK,300.0,3,4972.119063905068,cv_shell
threeshift,all_ev,3000,e2-threeshift-100c-01,terminal,OK,300.0,3,4438.807254935763,ev_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-150c-01,terminal,OK,900.0,1,7465.660678923831,free_mixed
threeshift,all_cv,3000,e2-threeshift-150c-01,terminal,OK,900.0,1,8763.891111357876,cv_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-150c-01,terminal,OK,900.0,1,6981.465201373701,ev_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-150c-01,terminal,OK,900.0,2,7240.01569694116,free_mixed
threeshift,all_cv,3000,e2-threeshift-150c-01,terminal,OK,900.0,2,7752.50558279969,cv_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-150c-01,terminal,OK,900.0,2,7448.803535379744,ev_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-150c-01,terminal,OK,900.0,3,7699.558465460812,free_mixed
threeshift,all_cv,3000,e2-threeshift-150c-01,terminal,OK,900.0,3,7708.740066379589,cv_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-150c-01,terminal,OK,900.0,3,7378.178606863607,ev_shell
threeshift,all_ev,3000,e2-threeshift-200c-01,terminal,OK,900.0,1,8958.65641269902,free_mixed
threeshift,all_cv,3000,e2-threeshift-200c-01,terminal,OK,900.0,1,9593.344441393387,cv_shell
threeshift,all_ev,3000,e2-threeshift-200c-01,terminal,OK,900.0,1,8848.60763209961,ev_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-200c-01,terminal,OK,900.0,2,8894.848825057663,free_mixed
threeshift,all_cv,3000,e2-threeshift-200c-01,terminal,OK,900.0,2,9143.676897656356,cv_shell
threeshift,ev_heavy_mixed,3000,e2-threeshift-200c-01,terminal,OK,900.0,2,8934.026814898947,ev_shell
threeshift,all_ev,3000,e2-threeshift-200c-01,terminal,OK,900.0,3,9143.578030906534,free_mixed
threeshift,all_cv,3000,e2-threeshift-200c-01,terminal,OK,900.0,3,9244.454997079307,cv_shell
threeshift,all_ev,3000,e2-threeshift-200c-01,terminal,OK,900.0,3,8866.206863874466,ev_shell
