B_battery_kwh,E_cv_direct,E_ev_indirect,E_total,active_flags,actual_evals,best_penalized_obj,carbon_price,category,commit_hash,composition,cost_carbon,cost_elec,cost_fix,cost_fuel,cost_km,cost_occ,cv_route_count,cv_route_share,depot_charging_kwh,elapsed_seconds,ev_drive_kwh,ev_route_count,ev_route_share,eval_budget,fuel_liters,instance,route_count,runtime_cap_seconds,seed,solver_reported_feasible,station_charging_kwh,status,subprocess_returncode,total_cost,v_speed_ms,variant,violation_count
280.0,2555.582936350636,0.0,2555.582936350636,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,7241.7429228148685,0.05034,multidepot,b6930603,all_cv,128.64804501589103,0.0,3840.0,1424.6061202589433,1848.4887575400344,0.0,48,1.0,0.0,70.89029791700887,0.0,0,0.0,3000,994.0730725413043,e2-multidepot-150c-01,48,900.0,1,True,0.0,OK,0,7241.7429228148685,25.0,cv_shell,0
280.0,0.0,203.33738706337095,203.33738706337095,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,6668.788443094313,0.05034,multidepot,b6930603,all_ev,10.236004064770095,644.5933120422014,4080.0,0.0,1933.9591269873422,0.0,0,0.0,3478.647123811126,93.85651025001425,3472.521463712495,51,1.0,3000,0.0,e2-multidepot-150c-01,51,900.0,1,True,0.0,OK,0,6668.788443094313,25.0,ev_shell,0
280.0,0.0,205.7274886348387,205.7274886348387,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,6875.596029964028,0.05034,multidepot,b6930603,all_ev,10.356321777877781,655.7994238772391,4240.0,0.0,1969.4402843089124,0.0,0,0.0,3539.1226329046895,89.69208362500649,3533.3064981783227,53,1.0,3000,0.0,e2-multidepot-150c-01,53,900.0,2,True,0.0,OK,0,6875.596029964028,25.0,free_mixed,0
280.0,2632.8767656163427,0.0,2632.8767656163427,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,7427.961521286857,0.05034,multidepot,b6930603,all_cv,132.5390163811267,0.0,3920.0,1467.6934568755419,1907.7290480301883,0.0,49,1.0,0.0,46.77088354199077,0.0,0,0.0,3000,1024.1388995014597,e2-multidepot-150c-01,49,900.0,2,True,0.0,OK,0,7427.961521286857,25.0,cv_shell,0
280.0,0.0,213.17858181577859,213.17858181577859,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,7038.634124614215,0.05034,multidepot,b6930603,all_ev,10.731409808606294,676.1566302841842,4320.0,0.0,2031.7460845214246,0.0,0,0.0,3648.9834338056367,91.09215616699657,3648.9834338056367,54,1.0,3000,0.0,e2-multidepot-150c-01,54,900.0,2,True,0.0,OK,0,7038.634124614215,25.0,ev_shell,0
280.0,0.0,210.68711257281393,210.68711257281393,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,7094.83332445852,0.05034,multidepot,b6930603,all_ev,10.605989246915454,670.0036651712215,4400.0,0.0,2014.2236700403828,0.0,0,0.0,3615.778009558671,104.77577466599178,3608.2147470540262,55,1.0,3000,0.0,e2-multidepot-150c-01,55,900.0,3,True,0.0,OK,0,7094.83332445852,25.0,free_mixed,0
280.0,2677.09107087305,0.0,2677.09107087305,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,7326.20773177737,0.05034,multidepot,b6930603,all_cv,134.76476450774933,0.0,3760.0,1492.3406592714264,1939.102307998194,0.0,47,1.0,0.0,99.79070091698668,0.0,0,0.0,3000,1041.3374218626936,e2-multidepot-150c-01,47,900.0,3,True,0.0,OK,0,7326.20773177737,25.0,cv_shell,0
280.0,0.0,210.44631588785614,210.44631588785614,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,7093.296020197384,0.05034,multidepot,b6930603,all_ev,10.59386754179468,669.3107709999861,4400.0,0.0,2013.391381655603,0.0,0,0.0,3612.0386994062924,113.42601212498266,3606.4982393139235,55,1.0,3000,0.0,e2-multidepot-150c-01,55,900.0,3,True,0.0,OK,0,7093.296020197384,25.0,ev_shell,0
280.0,128.50913091739926,262.3965772648674,390.90570818226666,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,9777.311278868036,0.05034,multidepot,b6930603,ev_heavy_mixed,19.678193349895306,856.4120865001402,6160.0,71.63723462464307,2669.583764393357,0.0,1,0.012987012987012988,4621.759776039614,223.52917895800783,4621.759776039614,76,0.987012987012987,3000,49.98760353404722,e2-multidepot-200c-01,77,900.0,1,True,0.0,OK,0,9777.311278868036,25.0,free_mixed,0
280.0,3362.5922124359563,0.0,3362.5922124359563,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,9838.794400016606,0.05034,multidepot,b6930603,all_cv,169.27289197402604,0.0,5360.0,1874.4723083070653,2435.0491997355152,0.0,67,1.0,0.0,118.98983212502208,0.0,0,0.0,3000,1307.9843055663005,e2-multidepot-200c-01,67,900.0,1,True,0.0,OK,0,9838.794400016606,25.0,cv_shell,0
280.0,220.0894847628917,238.7420176853256,458.8315024482173,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,9184.930163221261,0.05034,multidepot,b6930603,ev_heavy_mixed,23.09757783324326,778.2302033722567,5760.0,122.68857431235952,2500.9138077034013,0.0,2,0.027777777777777776,4199.839197907485,256.3286517499946,4199.839197907485,70,0.9722222222222222,3000,85.61061636477532,e2-multidepot-200c-01,72,900.0,1,True,0.0,OK,0,9184.930163221261,25.0,ev_shell,0
