layer,fee,charge_energy_kwh,charge_start_second,departure_second,end_battery_kwh,home_depot_id,physical_vehicle_id,recharge_end_second,return_second,route_id,start_battery_kwh,trip_index,vehicle_type
M0,0.0,,,33410.553605539455,0.0,D0,EV_D0_4,48416.143486259614,48416.143486259614,EV_D0_4#T2,133.15595099664145,2,ev
M0,0.0,104.40028839356034,18950.436010951173,2326.9247985287584,34.39473433029164,D0,EV_D0_5,36034.11956626105,18950.43601095117,EV_D0_5#T1,189.76916204287,1,ev
M0,0.0,,,36034.11956626105,0.0,D0,EV_D0_5,51339.719641351214,51339.719641351214,EV_D0_5#T2,138.795022723852,2,ev
M0,0.0,80.22866620373068,21948.468366612222,2648.471634154281,0.0,D0,EV_D0_6,35076.79556358633,18982.71671045817,EV_D0_6#T1,152.79791893549222,1,ev
M0,0.0,143.4129948734226,41152.25800129521,35076.79556358633,22.282695116974253,D0,EV_D0_6,64619.83898058254,41152.25800129522,EV_D0_6#T2,80.22866620373068,2,ev
M0,0.0,,,64619.83898058255,0.0,D0,EV_D0_6,81549.52627273514,81549.52627273514,EV_D0_6#T3,165.69568999039686,3,ev
M0,0.0,108.14160382499568,19523.919164978062,2686.16459993882,29.554933599423038,D0,EV_D0_7,37219.81797270462,19523.919164978062,EV_D0_7#T1,192.62269267498553,1,ev
M0,0.0,,,37219.81797270463,0.0,D0,EV_D0_7,52632.89515913248,52632.89515913248,EV_D0_7#T2,137.69653742441872,2,ev
M0,0.0,122.11775016838186,15561.325217930247,0.0,0.0,D1,EV_D1_1,35544.22979093819,14922.47109285213,EV_D1_1#T1,132.92722285640002,1,ev
M0,0.0,,,35544.22979093819,0.0,D1,EV_D1_1,50188.911510427395,50188.911510427395,EV_D1_1#T2,122.11775016838186,2,ev
M0,0.0,149.0513316691696,40651.903350241235,2312.369962523917,0.0,D1,EV_D1_2,65042.12125974172,17221.321189626815,EV_D1_2#T1,129.69423173990367,1,ev
M0,0.0,,,65042.12125974171,0.0,D1,EV_D1_2,81126.33615148375,81126.33615148375,EV_D1_2#T2,149.0513316691696,2,ev
M0,0.0,114.03081549435979,16276.529193692091,2446.204840981963,59.342843195907605,D1,EV_D1_3,34936.11718367824,16276.529193692093,EV_D1_3#T1,170.65054265245217,1,ev
M0,0.0,,,34936.11718367824,2.842170943040401e-14,D1,EV_D1_3,52440.001630070474,52440.001630070474,EV_D1_3#T2,173.3736586902674,2,ev
M0,0.0,102.2324895675981,16134.698753336561,2757.6164010732555,15.690110353386217,D1,EV_D1_4,32863.651591670794,16134.698753336561,EV_D1_4#T1,119.9151919416704,1,ev
M0,0.0,,,32863.651591670794,0.0,D1,EV_D1_4,44668.99665267501,44668.99665267501,EV_D1_4#T2,117.92259992098431,2,ev
M0,0.0,,,2853.9784869016285,0.0,D1,EV_D1_5,17508.987805479253,17508.987805479253,EV_D1_5#T1,131.83363730057692,1,ev
M0,0.0,111.83790948814507,17196.539522382158,3080.937690580654,31.512947947816528,D1,EV_D1_6,35497.28834771499,17196.539522382158,EV_D1_6#T1,149.87934629485505,1,ev
M0,0.0,,,35497.28834771499,-2.842170943040401e-14,D1,EV_D1_6,51082.31658827323,51082.31658827323,EV_D1_6#T2,143.3508574359616,2,ev
M0,0.0,118.91168713469457,12673.86533017972,3580.1483357954176,20.201615073207208,D1,EV_D1_7,32132.141406766106,12673.865330179719,EV_D1_7#T1,98.79042094223459,1,ev
M0,0.0,,,32132.141406766106,0.0,D1,EV_D1_7,47426.328271906576,47426.328271906576,EV_D1_7#T2,139.11330220790177,2,ev
M1,0.0,,,0.0,,D0,CV_D0_1,18800.22379388804,18800.22379388804,CV_D0_1#T1,,1,cv
M1,0.0,,,33749.68390787772,,D0,CV_D0_1,50008.504517469264,50008.504517469264,CV_D0_1#T2,,2,cv
M1,0.0,,,0.0,,D0,CV_D0_2,23783.605100987214,23783.605100987214,CV_D0_2#T1,,1,cv
M1,0.0,,,35678.5227616656,,D0,CV_D0_2,51678.365197942876,51678.365197942876,CV_D0_2#T2,,2,cv
M1,0.0,,,683.7275647218908,,D0,CV_D0_3,23221.039812879306,23221.039812879306,CV_D0_3#T1,,1,cv
M1,0.0,,,35023.98860324454,,D0,CV_D0_3,56218.86881381532,56218.86881381532,CV_D0_3#T2,,2,cv
M1,0.0,,,1293.604218642679,,D0,CV_D0_4,25126.327860222296,25126.327860222296,CV_D0_4#T1,,1,cv
M1,0.0,,,35750.416819005266,,D0,CV_D0_4,51672.84604168327,51672.84604168327,CV_D0_4#T2,,2,cv
M1,0.0,,,2022.2448207165626,,D0,CV_D0_5,18591.425473777406,18591.425473777406,CV_D0_5#T1,,1,cv
M1,0.0,,,32903.70128510708,,D0,CV_D0_5,49071.11701108963,49071.11701108963,CV_D0_5#T2,,2,cv
M1,0.0,,,65002.3990154362,,D0,CV_D0_5,85487.9254925496,85487.9254925496,CV_D0_5#T3,,3,cv
M1,0.0,,,2401.536613798221,,D0,CV_D0_6,21822.43006598523,21822.43006598523,CV_D0_6#T1,,1,cv
M1,0.0,,,34207.00405746308,,D0,CV_D0_6,50298.72376900734,50298.72376900734,CV_D0_6#T2,,2,cv
M1,0.0,,,3018.79130352505,,D0,CV_D0_7,20600.71845009501,20600.71845009501,CV_D0_7#T1,,1,cv
M1,0.0,,,34204.13142357559,,D0,CV_D0_7,49572.34257135784,49572.34257135784,CV_D0_7#T2,,2,cv
M1,0.0,,,65072.0248294008,,D0,CV_D0_7,81348.17384546318,81348.17384546318,CV_D0_7#T3,,3,cv
M1,0.0,,,161.8101366340561,,D1,CV_D1_1,15292.383130238404,15292.383130238404,CV_D1_1#T1,,1,cv
M1,0.0,,,32516.360452420584,,D1,CV_D1_1,55255.781483761806,55255.781483761806,CV_D1_1#T2,,2,cv
M1,0.0,,,795.7822330732993,,D1,CV_D1_2,18440.118992582346,18440.118992582346,CV_D1_2#T1,,1,cv
M1,0.0,,,33975.1124001011,,D1,CV_D1_2,59530.791414631094,59530.791414631094,CV_D1_2#T2,,2,cv
M1,0.0,,,1993.4569306703713,,D1,CV_D1_3,19408.2568092329,19408.2568092329,CV_D1_3#T1,,1,cv
M1,0.0,,,36003.005653255605,,D1,CV_D1_3,54250.160382940434,54250.160382940434,CV_D1_3#T2,,2,cv
M1,0.0,,,64912.02711979795,,D1,CV_D1_3,80910.64982510639,80910.64982510639,CV_D1_3#T3,,3,cv
M1,0.0,,,2046.7408517407493,,D1,CV_D1_4,19101.929686286494,19101.929686286494,CV_D1_4#T1,,1,cv
M1,0.0,,,34519.02591084116,,D1,CV_D1_4,58756.15690300203,58756.15690300203,CV_D1_4#T2,,2,cv
M1,0.0,,,2995.0745337872986,,D1,CV_D1_5,18412.22810337804,18412.22810337804,CV_D1_5#T1,,1,cv
M1,0.0,,,33544.08443337011,,D1,CV_D1_5,57506.64528098935,57506.64528098935,CV_D1_5#T2,,2,cv
M1,0.0,,,4281.450538001864,,D1,CV_D1_6,22725.899988724635,22725.899988724635,CV_D1_6#T1,,1,cv
M1,0.0,,,53577.948498519574,,D1,CV_D1_6,80193.25063006123,80193.25063006123,CV_D1_6#T2,,2,cv
M1,0.0,,,4613.294051631173,,D1,CV_D1_7,21284.59456761602,21284.59456761602,CV_D1_7#T1,,1,cv
M1,0.0,,,36103.71310692429,,D1,CV_D1_7,55199.279687867696,55199.279687867696,CV_D1_7#T2,,2,cv
M1,0.0,122.48075198535753,10192.34375208405,0.0,0.0,D0,EV_D0_1,30234.648622415283,10192.34375208405,EV_D0_1#T1,108.20835334741801,1,ev
M1,0.0,,,31753.822016178266,-1.4210854715202004e-14,D0,EV_D0_1,46041.81223114109,46041.81223114109,EV_D0_1#T2,122.48075198535753,2,ev
M1,0.0,85.7147106158883,16299.811859694135,0.0,0.0,D0,EV_D0_2,30325.85541502131,16299.811859694135,EV_D0_2#T1,150.66867047245543,1,ev
M1,0.0,138.63892349382633,41933.46968159279,35076.79556358633,27.056766496570532,D0,EV_D0_2,64619.83898058255,41933.46968159279,EV_D0_2#T2,85.7147106158883,2,ev
M1,0.0,,,64619.83898058255,0.0,D0,EV_D0_2,81549.52627273514,81549.52627273514,EV_D0_2#T3,165.69568999039686,3,ev
M1,0.0,109.67794858319922,15392.673459050351,468.38762106278637,6.888065812205696,D0,EV_D0_3,33339.97413630113,15392.673459050351,EV_D0_3#T1,134.96505522291673,1,ev
M1,0.0,,,33339.974136301134,0.0,D0,EV_D0_3,46556.67394450746,46556.67394450746,EV_D0_3#T2,116.56601439540492,2,ev
M1,0.0,101.31685622777061,17097.21682943391,896.4022968863701,25.1935487599811,D0,EV_D0_4,33676.338757614554,17097.21682943391,EV_D0_4#T1,170.29997961414693,1,ev
M1,0.0,,,33676.338757614554,0.0,D0,EV_D0_4,48106.02149869902,48106.02149869902,EV_D0_4#T2,126.51040498775171,2,ev
M1,0.0,104.40028839356034,18950.43601095117,2326.9247985287584,34.39473433029164,D0,EV_D0_5,36034.11956626104,18950.43601095117,EV_D0_5#T1,189.76916204287,1,ev
M1,0.0,,,36034.11956626105,0.0,D0,EV_D0_5,51339.719641351214,51339.719641351214,EV_D0_5#T2,138.795022723852,2,ev
M1,0.0,97.90231038666224,18982.71671045817,2648.471634154281,0.0,D0,EV_D0_6,35003.094773730176,18982.71671045817,EV_D0_6#T1,152.79791893549222,1,ev
M1,0.0,,,35265.77855717117,-1.4210854715202004e-14,D0,EV_D0_6,47035.81444471264,47035.81444471264,EV_D0_6#T2,97.90231038666224,2,ev
M1,0.0,108.14160382499568,19523.919164978062,2686.16459993882,29.554933599423038,D0,EV_D0_7,37219.81797270462,19523.919164978062,EV_D0_7#T1,192.62269267498553,1,ev
M1,0.0,,,37219.81797270463,0.0,D0,EV_D0_7,52632.89515913248,52632.89515913248,EV_D0_7#T2,137.69653742441872,2,ev
M1,0.0,122.11775016838186,14922.47109285213,0.0,0.0,D1,EV_D1_1,34905.375665860076,14922.47109285213,EV_D1_1#T1,132.92722285640002,1,ev
M1,0.0,,,35544.22979093819,0.0,D1,EV_D1_1,50188.911510427395,50188.911510427395,EV_D1_1#T2,122.11775016838186,2,ev
M1,0.0,149.0513316691696,17221.321189626815,2312.369962523917,0.0,D1,EV_D1_2,41611.5390991273,17221.321189626815,EV_D1_2#T1,129.69423173990367,1,ev
M1,0.0,,,65042.12125974171,0.0,D1,EV_D1_2,81126.33615148375,81126.33615148375,EV_D1_2#T2,149.0513316691696,2,ev
M1,0.0,114.03081549435979,16276.529193692093,2446.204840981963,59.342843195907605,D1,EV_D1_3,34936.11718367824,16276.529193692093,EV_D1_3#T1,170.65054265245217,1,ev
M1,0.0,,,34936.11718367824,2.842170943040401e-14,D1,EV_D1_3,52440.001630070474,52440.001630070474,EV_D1_3#T2,173.3736586902674,2,ev
M1,0.0,102.2324895675981,16134.698753336561,2757.6164010732555,17.180169649128658,D1,EV_D1_4,32863.651591670794,16134.698753336561,EV_D1_4#T1,121.40525123741284,1,ev
M1,0.0,,,32863.651591670794,1.4210854715202004e-14,D1,EV_D1_4,45339.99004802559,45339.99004802559,EV_D1_4#T2,119.41265921672675,2,ev
M1,0.0,,,2853.9784869016285,0.0,D1,EV_D1_5,17508.987805479253,17508.987805479253,EV_D1_5#T1,131.83363730057692,1,ev
M1,0.0,111.83790948814507,17196.539522382158,3080.937690580654,31.512947947816528,D1,EV_D1_6,35497.28834771499,17196.539522382158,EV_D1_6#T1,149.87934629485505,1,ev
M1,0.0,,,35497.28834771499,-2.842170943040401e-14,D1,EV_D1_6,51082.31658827323,51082.31658827323,EV_D1_6#T2,143.3508574359616,2,ev
M1,0.0,118.91168713469457,12673.865330179719,3580.1483357954176,16.0235648595838,D1,EV_D1_7,32132.141406766103,12673.865330179719,EV_D1_7#T1,94.61237072861118,1,ev
M1,0.0,,,32132.141406766106,0.0,D1,EV_D1_7,46604.22675572392,46604.22675572392,EV_D1_7#T2,134.93525199427836,2,ev
M5,0.0,,,0.0,,D0,CV_D0_1,18800.22379388804,18800.22379388804,CV_D0_1#T1,,1,cv
M5,0.0,,,33749.68390787772,,D0,CV_D0_1,50008.504517469264,50008.504517469264,CV_D0_1#T2,,2,cv
M5,0.0,,,0.0,,D0,CV_D0_2,23783.605100987214,23783.605100987214,CV_D0_2#T1,,1,cv
M5,0.0,,,35678.5227616656,,D0,CV_D0_2,51678.365197942876,51678.365197942876,CV_D0_2#T2,,2,cv
M5,0.0,,,683.7275647218908,,D0,CV_D0_3,23221.039812879306,23221.039812879306,CV_D0_3#T1,,1,cv
M5,0.0,,,35023.98860324454,,D0,CV_D0_3,56218.86881381532,56218.86881381532,CV_D0_3#T2,,2,cv
M5,0.0,,,1293.604218642679,,D0,CV_D0_4,25126.327860222296,25126.327860222296,CV_D0_4#T1,,1,cv
M5,0.0,,,35750.416819005266,,D0,CV_D0_4,51672.84604168327,51672.84604168327,CV_D0_4#T2,,2,cv
M5,0.0,,,2022.2448207165626,,D0,CV_D0_5,18591.425473777406,18591.425473777406,CV_D0_5#T1,,1,cv
M5,0.0,,,32903.70128510708,,D0,CV_D0_5,49071.11701108963,49071.11701108963,CV_D0_5#T2,,2,cv
M5,0.0,,,65002.3990154362,,D0,CV_D0_5,85487.9254925496,85487.9254925496,CV_D0_5#T3,,3,cv
M5,0.0,,,2401.536613798221,,D0,CV_D0_6,21822.43006598523,21822.43006598523,CV_D0_6#T1,,1,cv
M5,0.0,,,34207.00405746308,,D0,CV_D0_6,50298.72376900734,50298.72376900734,CV_D0_6#T2,,2,cv
M5,0.0,,,3018.79130352505,,D0,CV_D0_7,20600.71845009501,20600.71845009501,CV_D0_7#T1,,1,cv
M5,0.0,,,34204.13142357559,,D0,CV_D0_7,49572.34257135784,49572.34257135784,CV_D0_7#T2,,2,cv
M5,0.0,,,65072.0248294008,,D0,CV_D0_7,81348.17384546318,81348.17384546318,CV_D0_7#T3,,3,cv
M5,0.0,,,161.8101366340561,,D1,CV_D1_1,15292.383130238404,15292.383130238404,CV_D1_1#T1,,1,cv
M5,0.0,,,32516.360452420584,,D1,CV_D1_1,55255.781483761806,55255.781483761806,CV_D1_1#T2,,2,cv
M5,0.0,,,795.7822330732993,,D1,CV_D1_2,18440.118992582346,18440.118992582346,CV_D1_2#T1,,1,cv
M5,0.0,,,33975.1124001011,,D1,CV_D1_2,59530.791414631094,59530.791414631094,CV_D1_2#T2,,2,cv
M5,0.0,,,1993.4569306703713,,D1,CV_D1_3,19408.2568092329,19408.2568092329,CV_D1_3#T1,,1,cv
M5,0.0,,,36003.005653255605,,D1,CV_D1_3,54250.160382940434,54250.160382940434,CV_D1_3#T2,,2,cv
M5,0.0,,,64912.02711979795,,D1,CV_D1_3,80910.64982510639,80910.64982510639,CV_D1_3#T3,,3,cv
M5,0.0,,,2046.7408517407493,,D1,CV_D1_4,19101.929686286494,19101.929686286494,CV_D1_4#T1,,1,cv
M5,0.0,,,34519.02591084116,,D1,CV_D1_4,58756.15690300203,58756.15690300203,CV_D1_4#T2,,2,cv
M5,0.0,,,2995.0745337872986,,D1,CV_D1_5,18412.22810337804,18412.22810337804,CV_D1_5#T1,,1,cv
M5,0.0,,,33544.08443337011,,D1,CV_D1_5,57506.64528098935,57506.64528098935,CV_D1_5#T2,,2,cv
M5,0.0,,,4281.450538001864,,D1,CV_D1_6,22725.899988724635,22725.899988724635,CV_D1_6#T1,,1,cv
M5,0.0,,,64800.662994672275,,D1,CV_D1_6,80193.25063006123,80193.25063006123,CV_D1_6#T2,,2,cv
M5,0.0,,,4613.294051631173,,D1,CV_D1_7,21284.59456761602,21284.59456761602,CV_D1_7#T1,,1,cv
M5,0.0,,,36103.71310692429,,D1,CV_D1_7,55199.279687867696,55199.279687867696,CV_D1_7#T2,,2,cv
M5,0.0,122.48075198535753,10192.34375208405,0.0,0.0,D0,EV_D0_1,30234.648622415283,10192.34375208405,EV_D0_1#T1,108.20835334741801,1,ev
M5,0.0,,,31753.822016178266,-1.4210854715202004e-14,D0,EV_D0_1,46041.81223114109,46041.81223114109,EV_D0_1#T2,122.48075198535753,2,ev
M5,0.0,106.18988659840258,16299.811859694135,0.0,20.320518389349132,D0,EV_D0_2,33676.33875761456,16299.811859694135,EV_D0_2#T1,170.98918886180456,1,ev
M5,0.0,,,33676.338757614554,0.0,D0,EV_D0_2,48106.02149869902,48106.02149869902,EV_D0_2#T2,126.51040498775171,2,ev
M5,0.0,109.67794858319922,15392.673459050351,468.38762106278637,9.061874739353016,D0,EV_D0_3,33339.97413630113,15392.673459050351,EV_D0_3#T1,137.13886415006405,1,ev
M5,0.0,,,33339.974136301134,1.4210854715202004e-14,D0,EV_D0_3,47343.27327898159,47343.27327898159,EV_D0_3#T2,118.73982332255224,2,ev
M5,0.0,99.6926136317561,17097.21682943391,896.4022968863701,33.46333736488535,D0,EV_D0_4,33410.553605539455,17097.21682943391,EV_D0_4#T1,178.56976821905118,1,ev
M5,0.0,,,33410.553605539455,0.0,D0,EV_D0_4,48416.143486259614,48416.143486259614,EV_D0_4#T2,133.15595099664145,2,ev
M5,0.0,104.40028839356034,18950.43601095117,2326.9247985287584,34.39473433029164,D0,EV_D0_5,36034.11956626104,18950.43601095117,EV_D0_5#T1,189.76916204287,1,ev
M5,0.0,,,36034.11956626105,0.0,D0,EV_D0_5,51339.719641351214,51339.719641351214,EV_D0_5#T2,138.795022723852,2,ev
M5,0.0,80.22866620373068,18982.71671045817,2648.471634154281,0.0,D0,EV_D0_6,32111.043907432282,18982.71671045817,EV_D0_6#T1,152.79791893549222,1,ev
M5,0.0,143.4129948734226,41152.25800129522,35076.79556358633,22.282695116974253,D0,EV_D0_6,64619.83898058256,41152.25800129522,EV_D0_6#T2,80.22866620373068,2,ev
M5,0.0,,,64619.83898058255,0.0,D0,EV_D0_6,81549.52627273514,81549.52627273514,EV_D0_6#T3,165.69568999039686,3,ev
M5,0.0,108.14160382499568,19523.919164978062,2686.16459993882,29.554933599423038,D0,EV_D0_7,37219.81797270462,19523.919164978062,EV_D0_7#T1,192.62269267498553,1,ev
M5,0.0,,,37219.81797270463,0.0,D0,EV_D0_7,52632.89515913248,52632.89515913248,EV_D0_7#T2,137.69653742441872,2,ev
M5,0.0,122.11775016838186,14922.47109285213,0.0,0.0,D1,EV_D1_1,34905.375665860076,14922.47109285213,EV_D1_1#T1,132.92722285640002,1,ev
M5,0.0,,,35544.22979093819,0.0,D1,EV_D1_1,50188.911510427395,50188.911510427395,EV_D1_1#T2,122.11775016838186,2,ev
M5,0.0,149.0513316691696,17221.321189626815,2312.369962523917,0.0,D1,EV_D1_2,41611.5390991273,17221.321189626815,EV_D1_2#T1,129.69423173990367,1,ev
M5,0.0,,,65042.12125974171,0.0,D1,EV_D1_2,81126.33615148375,81126.33615148375,EV_D1_2#T2,149.0513316691696,2,ev
M5,0.0,114.03081549435979,16276.529193692093,2446.204840981963,59.342843195907605,D1,EV_D1_3,34936.11718367824,16276.529193692093,EV_D1_3#T1,170.65054265245217,1,ev
M5,0.0,,,34936.11718367824,2.842170943040401e-14,D1,EV_D1_3,52440.001630070474,52440.001630070474,EV_D1_3#T2,173.3736586902674,2,ev
M5,0.0,102.2324895675981,16134.698753336561,2757.6164010732555,15.690110353386217,D1,EV_D1_4,32863.651591670794,16134.698753336561,EV_D1_4#T1,119.9151919416704,1,ev
M5,0.0,,,32863.651591670794,0.0,D1,EV_D1_4,44668.99665267501,44668.99665267501,EV_D1_4#T2,117.92259992098431,2,ev
M5,0.0,,,2853.9784869016285,0.0,D1,EV_D1_5,17508.987805479253,17508.987805479253,EV_D1_5#T1,131.83363730057692,1,ev
M5,0.0,111.83790948814507,17196.539522382158,3080.937690580654,31.512947947816528,D1,EV_D1_6,35497.28834771499,17196.539522382158,EV_D1_6#T1,149.87934629485505,1,ev
M5,0.0,,,35497.28834771499,-2.842170943040401e-14,D1,EV_D1_6,51082.31658827323,51082.31658827323,EV_D1_6#T2,143.3508574359616,2,ev
M5,0.0,118.91168713469457,12673.865330179719,3580.1483357954176,20.201615073207208,D1,EV_D1_7,32132.141406766103,12673.865330179719,EV_D1_7#T1,98.79042094223459,1,ev
M5,0.0,,,32132.141406766106,0.0,D1,EV_D1_7,47426.328271906576,47426.328271906576,EV_D1_7#T2,139.11330220790177,2,ev
