condition,arm,instance,operating_day_count,pooled_immediate_actual_charging_kg,pooled_realized_saving_kg,pooled_charging_reduction_pct,pooled_total_operational_reduction_pct,mean_cell_charging_reduction_pct,median_cell_charging_reduction_pct,cells_improved,cells_worsened,cells_tied,two_sided_sign_p,pooled_oracle_potential_pct,pooled_forecast_capture_ratio,pooled_pre_day_saving_kg,pooled_between_trip_saving_kg
geographic,reassignment_allowed,L-main-threeshift-10c-01,28,732.7879738073909,55.127201861138204,7.522940309010593,1.0909898925420103,5.494762922649506,0.1402147827242388,17,6,5,0.03468966484069824,8.876843020265813,0.8474792549373394,55.127201861138204,0.0
geographic,reassignment_allowed,L-main-threeshift-150c-01,28,10517.9495839607,456.02180875677055,4.335653114863556,0.4348098302735811,3.549802492213737,0.16250099910772617,17,11,0,0.34492845088243484,4.97727940481664,0.8710889548751943,454.48769472278065,1.5341140339897261
geographic,reassignment_allowed,L-main-threeshift-15c-01,28,989.0196579421514,54.33200263974146,5.493521003696712,0.595361236436545,4.09430025604936,0.0,11,11,6,1.0,6.494622141157857,0.8458569081152627,54.33200263974146,0.0
geographic,reassignment_allowed,L-main-threeshift-200c-01,28,12233.767323652404,565.312909780341,4.62092252390138,0.4786816452466534,3.7444134954330335,0.2652248862094492,19,9,0,0.08715855330228806,5.480884899878502,0.8430978953788675,554.9985304472023,10.314379333138694
geographic,reassignment_allowed,L-main-threeshift-20c-01,28,1231.710618878827,59.76960957717001,4.8525691555355515,0.5565574767106586,3.650172333936563,0.0,10,11,7,1.0,5.514719683652943,0.8799303380586728,59.769609577170016,0.0
geographic,reassignment_allowed,L-main-threeshift-25c-01,28,973.0575569922602,55.81933585021938,5.73648860225268,0.5479907406168689,4.335881473380779,0.10452017412001265,15,9,4,0.30745625495910645,6.689430009310423,0.8575452010512961,55.81933585021938,0.0
geographic,reassignment_allowed,L-main-threeshift-50c-01,28,2478.3164063735785,135.14419810893716,5.453064740296348,0.6132484230649851,4.179915782815167,0.27469224850059293,17,10,1,0.24778856337070465,6.333200744855065,0.8610282477981267,134.95976506542036,0.1844330435168023
geographic,reassignment_allowed,L-main-threeshift-75c-01,28,4562.855118521801,245.32997529848114,5.376676859684275,0.8409384225051297,4.29917486493293,0.40853526858485295,17,11,0,0.34492845088243484,6.303395375912278,0.8529810584674166,245.32810806427085,0.0018672342103063788
mixed,ownership_fixed,L-main-threeshift-100c-01,28,10469.488292027572,352.54902255127183,3.367394974019265,0.3075414046913389,2.694829592836967,0.11847681608413274,16,7,5,0.0931396484375,3.6872153605562943,0.9132623524087354,328.8027118795743,23.746310671697444
mixed,ownership_fixed,L-main-threeshift-10c-01,28,1561.1894539970403,63.41206755369498,4.061779138421928,1.2686240856805429,3.1294578739830365,0.0,9,10,9,1.0,4.441694512028801,0.914466118149728,63.41206755369498,0.0
mixed,ownership_fixed,L-main-threeshift-150c-01,28,12257.740301209315,519.0716570823147,4.234643941927082,0.34218446744146797,3.40607342168872,0.22321243762664825,16,7,5,0.0931396484375,4.77742146080961,0.8863869299924512,487.58722637017723,31.48443071213739
mixed,ownership_fixed,L-main-threeshift-15c-01,28,1193.3331033065695,56.87985516809309,4.7664692289593305,0.3764189190100637,3.6949665651392105,0.10102452743955292,15,8,5,0.21003961563110352,5.639276449090592,0.8452270910974734,56.879855168093094,0.0
mixed,ownership_fixed,L-main-threeshift-200c-01,28,19264.393348346126,759.3666326764642,3.941814408298805,0.3602354402349755,3.1176120537435104,0.026821796673475024,14,9,5,0.4048728942871094,4.401117454034937,0.8956394482689746,720.7072187363202,38.659413940144205
mixed,ownership_fixed,L-main-threeshift-20c-01,28,1876.4962805559476,68.14472801098088,3.631487507707275,0.4294821830412258,2.696727314525816,0.0,13,10,5,0.6776394844055176,3.8566679921118023,0.9416126861671529,67.99039058676003,0.15433742422084598
mixed,ownership_fixed,L-main-threeshift-25c-01,28,1546.8552127509524,63.61110337639347,4.11228554890192,0.37559629376430514,3.2636972207129524,0.002957486868733251,14,10,4,0.5412561893463135,4.628571137926434,0.8884568101818555,63.756491946103075,-0.14538856970960948
mixed,ownership_fixed,L-main-threeshift-50c-01,28,4054.895377113893,148.11375264484911,3.652714530708074,0.3059674213065412,3.104434694516276,0.15877467523935884,16,10,2,0.32693958282470703,4.2721759633328835,0.8550009554986718,145.502611742865,2.6111409019840592
mixed,ownership_fixed,L-main-threeshift-75c-01,28,7556.333796154382,293.0052929396644,3.877611826634532,0.35429180137898203,3.1248971813388087,0.0,11,10,7,1.0,4.398613168463371,0.8815532710254564,283.93462650867775,9.070666430986513
mixed,reassignment_allowed,L-main-threeshift-100c-01,28,6900.874325444694,285.98196104066193,4.144140982052056,0.3845472061945577,3.543608563425271,0.38070133820328844,16,12,0,0.5715881884098053,4.785450755711171,0.865987593144962,285.0321282778455,0.9498327628164134
mixed,reassignment_allowed,L-main-threeshift-10c-01,28,881.1466678327923,56.44488916930363,6.405844932505005,1.1824989868914173,4.7732049414786735,0.03255412359971349,14,9,5,0.4048728942871094,7.4998216442281125,0.8541329696066791,56.29418641260788,0.1507027566957409
mixed,reassignment_allowed,L-main-threeshift-150c-01,28,11216.00606519284,457.4837359620133,4.078847080706778,0.4475891431614563,3.4272024793664118,0.27674722871641266,16,12,0,0.5715881884098053,4.719540472969977,0.8642466579251485,457.4203790581162,0.06335690389707803
mixed,reassignment_allowed,L-main-threeshift-15c-01,28,1001.7515103852674,58.68395161990647,5.858134578438219,0.5846252528288949,4.380994791914921,0.0,11,11,6,1.0,6.803258683167451,0.8610777351348337,58.68395161990647,0.0
mixed,reassignment_allowed,L-main-threeshift-200c-01,28,17175.88766331537,667.8872759324759,3.888516791821851,0.48281590008775993,3.151251762835947,0.08551105293888936,18,10,0,0.1849333420395851,4.449329759830042,0.8739556296610361,663.6219993462952,4.265276586180529
mixed,reassignment_allowed,L-main-threeshift-20c-01,28,1519.304527196595,63.98678938863444,4.211584198113475,0.6216345182118822,3.146982390082219,0.0,10,8,10,0.8145294189453125,4.664558062840229,0.9028902934373724,63.98678938863445,0.0
mixed,reassignment_allowed,L-main-threeshift-25c-01,28,1246.3190043785473,57.91958970087737,4.647252388625643,0.5881555130488473,3.533075052385826,-0.02629420981654218,7,15,6,0.13380050659179688,5.4089692848251065,0.859175222470487,57.919589700877374,0.0
mixed,reassignment_allowed,L-main-threeshift-50c-01,28,3037.9026557812394,139.85939189481397,4.603814135672071,0.5186134913200021,3.63319249707867,0.037571793565207456,15,8,5,0.21003961563110352,5.390869838422002,0.8540020949605573,139.79871749022857,0.06067440458537021
mixed,reassignment_allowed,L-main-threeshift-75c-01,28,6730.099954247693,253.25525505718554,3.7630236813547446,0.48826184902134045,3.2729369821826033,0.4355761243141829,18,10,0,0.1849333420395851,4.396361182192504,0.855940521128451,252.82420118198038,0.4310538752051041
