actual_adjustment_count,all_solution_sha256,arm,attempted_trigger_count,charging_action_change_count,distance_m,failure_classification,failure_reason,final_solution_sha256,generated_dynamic_orders,policy,policy_label,response_rate_pct,route_arc_change_count,scheduled_trigger_count,served_dynamic_orders,status,stream_seed,total_cost_cny,total_emissions_kg,used_cv,used_ev,vehicle_count,vehicle_type_customer_change_count
20,"[""503dbd06d77d2674dfcb713c6ccc5684119d8d755e2bf21b56f0d72f23facb89"",""90021d668382ae5af9b5857c9b3558c570890ba24749c84c8bbece559161c11d"",""6f11d118c7d98271998378deea203dc01db11790dae9f2efada157480c80afa4"",""1811d63becb943682f59b671c7118cd1c6a7f6ba3f77e42d9b4577392a2c93e6"",""894b242eb48280ca488f0a2d4deb0eb6545d122c1048bbe9eb040c801719a7f0"",""090ea84c3b03ea43011ec51c40b0fbe2d722c89408e07047dcbd667c4488c18d"",""b9988907e633ebc717b3871e3405a1c550151ac2038aae6832fc5d66ab5fb505"",""db886e920463875740341ca249b9975a979be04b6dbed32a3ef4b305553ff783"",""a62dbeffc99e411ac008dccf3ed30371fa242be7b673303a20880ad4d1d9cb6e"",""f7009f575b68d9a58556d256268cbfe5f904e6e9f62ee377d9cf182ff9b29679"",""7b9e6dc85747a8ef4189892ac7efb02895199f6563a83a825a91e1c96f19b716"",""a922da0ae593e0c8a1a997b91ba93f16ea98d9fdf829cf797d3f62e43cd35080"",""e8b49470f593d6300b79f225c8f81bdff266a6ce8ddeca1b1b2fcdf6ba97d30d"",""c6c0b51dab9e1eddc29f5bbd9b03e397b17509b738fb9e7ea07bc85776dcb4ce"",""3faef5007bc40d2fd50f2c21c64d6a2d4bd3b75fd2fbf09f759ab0b3e1e69658"",""d17bdc9adc1310e9c5788be8f88d036b7cdf2a618f09d87de0725ce957cd9545"",""dae270c0f63e2fe16719f7cbb45bc222e4709c40bc13f97db4c15d3e59ea1d4b"",""d132bc9c31ff34040041aa7db6b504ba9d180c0681de521bd52ae1a4fecc8e0e"",""93f491b3889db7aa9e3c07bb25fa7cec8136d8ed21c72b80a430e565ec136c8c"",""86659d9747ce56d374a2489f0f1dc043377c9a3525d07a69f2b45b62763cd79a"",""59e69536199d6df72b6ac9acf5bc46e800bbbb0ef4dfe5c81d0dc96e3c15d8d0""]",carbon_blind,20,9,2098188.320878433,PASS,,59e69536199d6df72b6ac9acf5bc46e800bbbb0ef4dfe5c81d0dc96e3c15d8d0,20,per_order,continuous_per_order,100.0,56,20,20,PASS,2,5743.812853327885,560.2598166455606,12,4,16,23
20,"[""209df823fc60bef0459b837d609d70c72ef58a09b88d17c0f297d772af38a2ab"",""4a906d249682a4155d73631d7ea0ac1f3ae4077a4b21a4b40028893339a8ac7f"",""67467737fe7a95da52f327c58e3c58a965fa4a6556378defe9c7688ec9bb8018"",""86aef103c7c988b82bff98360b7ce2d2558c6063c2d0ebc2b1bd58d84e434ece"",""2df1192ae4565186e282fcadf966a2161a1e18124b1367ab7589e4cbd79265ec"",""6f0ca63551b99e937c47c8ba7dda00a1af4df37fbe90d6dfc43f3a2fa2aaa9d3"",""5ca860f587033b46c09e170ac656445c44e0c1d6579cc06ce393906a4c1098ee"",""3a28d2518c7d3bb0456179ca07136885d6ee9881ef16f7bbfb8203b5172e93ed"",""1ca13c8f57c92550ed6d1212e5858f6e77da8e896c2f47bd3e567c1961a8842e"",""4381b73c3eed47ca36b43642acb941e9d06642bff0660090a1439a1cec29af33"",""2839286aaf29db8c2549c3cf67d5d0a056aca733bdad0c896d0d1354d1abfa21"",""fc183b31c02326ed11c1292097fb22a07716ea6ff132ad7bc4b0b82fc02ed820"",""19bc3754a1a04d9ee00dfd0322f225faca32bd33e28ccde9efeb860a7c8b5f23"",""df0d5bd9dd82bd2260316b93188fbb67c7499f0576eacbd692cfeeb36c867cd1"",""d1ed905bf2713410840fdfe94c809ea4c08593fd7acf4cdb89dafd6ace58afe1"",""e152418890cd637a271638ca83e240992eb92045e87c149975b4816cacdaab02"",""afcb3fabba39434173f5c55ee182ed8c737078edcc40635a84c280ae4eca0c6c"",""d7741be8ebf2bf93461575027eab272044b0cd99698f6ed8541ac151b138267a"",""8aa9f5ab7ddc68687a82d95139e7ce87b9bcf7fa78c090a27d89a321d0218e6f"",""58423b2dc321ff01ab0b18da43d3b8b15819c366e8d3c93d6daaa8b983c6570b"",""64a4cbba323fb24ef174027d111fd735a520b3b2cba6257aceba05e367c8b5e7""]",carbon_aware,20,10,2069854.31811192,PASS,,64a4cbba323fb24ef174027d111fd735a520b3b2cba6257aceba05e367c8b5e7,20,per_order,continuous_per_order,100.0,72,20,20,PASS,3,5961.159650861105,571.7162666184729,13,4,17,28
20,"[""4fdcf1bf4790d2d1a739b0e1a916c8061b692aa008a8ffe2abb53d5b74f21cd6"",""4a906d249682a4155d73631d7ea0ac1f3ae4077a4b21a4b40028893339a8ac7f"",""67467737fe7a95da52f327c58e3c58a965fa4a6556378defe9c7688ec9bb8018"",""86aef103c7c988b82bff98360b7ce2d2558c6063c2d0ebc2b1bd58d84e434ece"",""2df1192ae4565186e282fcadf966a2161a1e18124b1367ab7589e4cbd79265ec"",""6f0ca63551b99e937c47c8ba7dda00a1af4df37fbe90d6dfc43f3a2fa2aaa9d3"",""5ca860f587033b46c09e170ac656445c44e0c1d6579cc06ce393906a4c1098ee"",""3a28d2518c7d3bb0456179ca07136885d6ee9881ef16f7bbfb8203b5172e93ed"",""1ca13c8f57c92550ed6d1212e5858f6e77da8e896c2f47bd3e567c1961a8842e"",""4381b73c3eed47ca36b43642acb941e9d06642bff0660090a1439a1cec29af33"",""2839286aaf29db8c2549c3cf67d5d0a056aca733bdad0c896d0d1354d1abfa21"",""fc183b31c02326ed11c1292097fb22a07716ea6ff132ad7bc4b0b82fc02ed820"",""19bc3754a1a04d9ee00dfd0322f225faca32bd33e28ccde9efeb860a7c8b5f23"",""df0d5bd9dd82bd2260316b93188fbb67c7499f0576eacbd692cfeeb36c867cd1"",""d1ed905bf2713410840fdfe94c809ea4c08593fd7acf4cdb89dafd6ace58afe1"",""e152418890cd637a271638ca83e240992eb92045e87c149975b4816cacdaab02"",""afcb3fabba39434173f5c55ee182ed8c737078edcc40635a84c280ae4eca0c6c"",""d7741be8ebf2bf93461575027eab272044b0cd99698f6ed8541ac151b138267a"",""8aa9f5ab7ddc68687a82d95139e7ce87b9bcf7fa78c090a27d89a321d0218e6f"",""58423b2dc321ff01ab0b18da43d3b8b15819c366e8d3c93d6daaa8b983c6570b"",""64a4cbba323fb24ef174027d111fd735a520b3b2cba6257aceba05e367c8b5e7""]",carbon_blind,20,10,2069854.31811192,PASS,,64a4cbba323fb24ef174027d111fd735a520b3b2cba6257aceba05e367c8b5e7,20,per_order,continuous_per_order,100.0,72,20,20,PASS,3,5961.159650861105,571.7162666184729,13,4,17,28
20,"[""d8490282a79015925c0f6e94bfebc067d4c9e7e895f70b994cdfa808d67b47f8"",""d4a380484d9aae7cf60fda2bdbb26e0904667106d14e93b878fda7b7751b0c8e"",""747bdd2e25c45b9142fce5500a73b232f948bb3f058947e89af510893d0cafda"",""241997aa00f7fa232839590ef4ce4d5ec7b952ff340bce422df77ba6df22d11b"",""655df45bc986b5cc5fcb11f78b2032a4e0aa3d32d53de189623b585e4a982cb8"",""a4c72041b44ef3ca74bcbf907bd9a6bae9402ae66f5a20ffe7780199c436577c"",""0797441bee92bdd852425112b947b286b293bba8c9e0355835d5fb9581f7181a"",""1ff7121017405c7b6e901d48093de4dd4f44178ef39d821854757f2e6a32932e"",""be9c8fbca811afdca7533a29032b3941726d175c5b7dd0ca61db8e598ce270cc"",""d837e171a0f98d49d5d9a51c3b6dc5aa0a09e65a27628bf83cbb5f1e54d74efd"",""b0cc2582dfb87147275adefe9f1a07b7e735d2077380ade0ebbd9cbfbca6a209"",""959700975075758df5a930e59e9cdeb9bf4aa60890a4659fdf8b5d203abe3ec1"",""876944bce807d9d6aeff0a71f7b50425e4f896e1254896542f69e59f18be78c9"",""fac051f9ba04dcfa5dd3cc4575e75636bf5313325b47816e5c782b25d1671d7f"",""00ecab9271575f66969e08eb38570b22650c441c754cfb29d42c603b10e2926c"",""a9924b5b386f2c84f25e18cb1a9e3204f4bc69d491a50915ac16395daacd69d1"",""def14da59438c42dafb33a80a425c687d4639c5951f1c53084d0c96c51884b81"",""a609895f1b6e776e5457e25862b4ebdf6a07ce9f35775136eec0f75b650a73c3"",""ed074c4ec8038c2ccb3510d4f326205dc35a1c71dd521b50af82391d48f3fab6"",""1b0faab692f7d830a2213616f87fb57c92b9b7efe6c850abd450df49605a350c"",""c003ab1465cf2ab5f427cb7f8648fb2442d55996834c4dbf71a25570f8d07229""]",carbon_aware,20,7,2182466.199240292,PASS,,c003ab1465cf2ab5f427cb7f8648fb2442d55996834c4dbf71a25570f8d07229,20,per_order,continuous_per_order,100.0,40,20,20,PASS,4,6152.850073905602,615.0326082727169,13,4,17,20
20,"[""dc009266dd6991d8af7ee3eb9efbb6f0c9175bb1fe7e5b6197ac68bcfdce28bc"",""d4a380484d9aae7cf60fda2bdbb26e0904667106d14e93b878fda7b7751b0c8e"",""747bdd2e25c45b9142fce5500a73b232f948bb3f058947e89af510893d0cafda"",""241997aa00f7fa232839590ef4ce4d5ec7b952ff340bce422df77ba6df22d11b"",""655df45bc986b5cc5fcb11f78b2032a4e0aa3d32d53de189623b585e4a982cb8"",""a4c72041b44ef3ca74bcbf907bd9a6bae9402ae66f5a20ffe7780199c436577c"",""0797441bee92bdd852425112b947b286b293bba8c9e0355835d5fb9581f7181a"",""1ff7121017405c7b6e901d48093de4dd4f44178ef39d821854757f2e6a32932e"",""be9c8fbca811afdca7533a29032b3941726d175c5b7dd0ca61db8e598ce270cc"",""d837e171a0f98d49d5d9a51c3b6dc5aa0a09e65a27628bf83cbb5f1e54d74efd"",""b0cc2582dfb87147275adefe9f1a07b7e735d2077380ade0ebbd9cbfbca6a209"",""959700975075758df5a930e59e9cdeb9bf4aa60890a4659fdf8b5d203abe3ec1"",""876944bce807d9d6aeff0a71f7b50425e4f896e1254896542f69e59f18be78c9"",""fac051f9ba04dcfa5dd3cc4575e75636bf5313325b47816e5c782b25d1671d7f"",""00ecab9271575f66969e08eb38570b22650c441c754cfb29d42c603b10e2926c"",""a9924b5b386f2c84f25e18cb1a9e3204f4bc69d491a50915ac16395daacd69d1"",""def14da59438c42dafb33a80a425c687d4639c5951f1c53084d0c96c51884b81"",""a609895f1b6e776e5457e25862b4ebdf6a07ce9f35775136eec0f75b650a73c3"",""ed074c4ec8038c2ccb3510d4f326205dc35a1c71dd521b50af82391d48f3fab6"",""1b0faab692f7d830a2213616f87fb57c92b9b7efe6c850abd450df49605a350c"",""c003ab1465cf2ab5f427cb7f8648fb2442d55996834c4dbf71a25570f8d07229""]",carbon_blind,20,7,2182466.199240292,PASS,,c003ab1465cf2ab5f427cb7f8648fb2442d55996834c4dbf71a25570f8d07229,20,per_order,continuous_per_order,100.0,40,20,20,PASS,4,6152.850073905602,615.0326082727169,13,4,17,20
10,"[""17fb16661f7ef06aec499f7a2651db8aa40e655acc27d32ae41ef64343be54ce"",""7bec6bbc4d5172f4c887959bf577f42292d45e7f01ecd1a71d7f34311e0db88e"",""d6329c9e9a7af02fc6716c979e0536deb06d5020670da4b230069252ae6afc0e"",""432991420ad9e2a93ad2e656ad48d881a9f8dae169cd3f33a152ba25787c67a4"",""bbc464ec713e27f3f8a5133393af3dae58d8cb92ccd89c28bc3688f2b4f82e3d"",""b3510d882b30a166b477264a8edc45ee1e135b72c3700267481405ee7e8402b8"",""da5e2790637d0d74d7c04485398ec70a5e62020007c69159ceb00f2ac3a63f18"",""3c316a681b034b38c2f71a02b48fde83c56eea2509209c91aa3c5ba865dce91d"",""ad89970a50799adc7dfe8f3beb1ef6b22a793d30726bf52b9c3b2bed703f96c6"",""a778c922c55b267e33c9e939e6d641d6e9bfafb9c4fc385b2f3479fcc6c070a5"",""c32ddc4ccf1424b99a4ddaae10f22fb6acecf3c9009f88b31a31b4b38e3a98c7""]",carbon_aware,11,5,1729463.791300138,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S11_OPEN_021 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0014 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S11_OPEN_021 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0014 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013""}",c32ddc4ccf1424b99a4ddaae10f22fb6acecf3c9009f88b31a31b4b38e3a98c7,20,per_order,continuous_per_order,50.0,20,20,10,SEARCH_NOT_FOUND,5,4842.930323907853,498.2119837155296,9,4,13,10
10,"[""d99874199ca2922ef64748abd37b43452ec5abf5367d1c7c2be32247d9267d65"",""7bec6bbc4d5172f4c887959bf577f42292d45e7f01ecd1a71d7f34311e0db88e"",""d6329c9e9a7af02fc6716c979e0536deb06d5020670da4b230069252ae6afc0e"",""432991420ad9e2a93ad2e656ad48d881a9f8dae169cd3f33a152ba25787c67a4"",""bbc464ec713e27f3f8a5133393af3dae58d8cb92ccd89c28bc3688f2b4f82e3d"",""b3510d882b30a166b477264a8edc45ee1e135b72c3700267481405ee7e8402b8"",""da5e2790637d0d74d7c04485398ec70a5e62020007c69159ceb00f2ac3a63f18"",""3c316a681b034b38c2f71a02b48fde83c56eea2509209c91aa3c5ba865dce91d"",""ad89970a50799adc7dfe8f3beb1ef6b22a793d30726bf52b9c3b2bed703f96c6"",""a778c922c55b267e33c9e939e6d641d6e9bfafb9c4fc385b2f3479fcc6c070a5"",""c32ddc4ccf1424b99a4ddaae10f22fb6acecf3c9009f88b31a31b4b38e3a98c7""]",carbon_blind,11,5,1729463.791300138,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S11_OPEN_021 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0014 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S11_OPEN_021 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0014 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013""}",c32ddc4ccf1424b99a4ddaae10f22fb6acecf3c9009f88b31a31b4b38e3a98c7,20,per_order,continuous_per_order,50.0,20,20,10,SEARCH_NOT_FOUND,5,4842.930323907853,498.2119837155296,9,4,13,10
8,"[""c03fcbe39edf518a5d2debef6e64b92e7171f0bef93fbe39f93a684fb321f862"",""e0e4dd48ab3fed0fffa959e99dcb700cca7f10da46ae3f360d46dd336ee7549c"",""885b19fbc0781c8a2677303a7d273027ff4cd9f383b00cf82f1bbbf1bc8fa519"",""7ccfb7910be9ecdcd30d04c773e179993a7616e0cabb5ee007063828c97767b6"",""b9167e82055ead9545fd63aa982b80cde30886c2dc8e97375031d284f5618c9e"",""cdd3f8e8ddc599d7fa8925b1b2b8deb27435c861e3699db3b270e336f99f1067"",""4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0"",""fd0ccfe72960d7d0ce4944149f10a1051eea0af3cc61ce5f8fdb7ca798be29ab"",""2d46b7f9cf9525d350ca9d639f4c3c8d28e78ad2245ae90866a0aaf304602399""]",carbon_aware,9,6,1621653.928584059,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S9_OPEN_009 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S9_OPEN_009 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013""}",2d46b7f9cf9525d350ca9d639f4c3c8d28e78ad2245ae90866a0aaf304602399,20,per_order,continuous_per_order,40.0,16,20,8,SEARCH_NOT_FOUND,6,4741.834651040694,441.1028092433243,10,4,14,8
8,"[""1db2de0c2fe8323480689e69cd395b73834ca0e540903dff7b15b3c872b07b8e"",""e0e4dd48ab3fed0fffa959e99dcb700cca7f10da46ae3f360d46dd336ee7549c"",""885b19fbc0781c8a2677303a7d273027ff4cd9f383b00cf82f1bbbf1bc8fa519"",""7ccfb7910be9ecdcd30d04c773e179993a7616e0cabb5ee007063828c97767b6"",""b9167e82055ead9545fd63aa982b80cde30886c2dc8e97375031d284f5618c9e"",""cdd3f8e8ddc599d7fa8925b1b2b8deb27435c861e3699db3b270e336f99f1067"",""4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0"",""fd0ccfe72960d7d0ce4944149f10a1051eea0af3cc61ce5f8fdb7ca798be29ab"",""2d46b7f9cf9525d350ca9d639f4c3c8d28e78ad2245ae90866a0aaf304602399""]",carbon_blind,9,6,1621653.928584059,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S9_OPEN_009 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S9_OPEN_009 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013""}",2d46b7f9cf9525d350ca9d639f4c3c8d28e78ad2245ae90866a0aaf304602399,20,per_order,continuous_per_order,40.0,16,20,8,SEARCH_NOT_FOUND,6,4741.834651040694,441.1028092433243,10,4,14,8
18,"[""2cdbc6ffd87e9d4b6c2791eb74c4ba724e8db012e528a3083ebe6b623a672ccc"",""ccb48b60c2b0e4d740550cff1200c62dc40a57ff1af85fabce5615ccb0bfe930"",""b54096f559c0415796747072e1a162ba502187be6f254457e4e3d42dab7c836c"",""7559b0a9bf30778b787c096ddfee0e80a440097ffe33df0e9fcc1bd10050a698"",""d6d1fbbad79f2d3b57197925b9bd22478203a01adae9d8d670f070c96e2677f8"",""903df241ba9db50e182f74c7eef04d32a11a8c9ea178715bcc574d4f86f76a75"",""2247cbfa311be9e51305c17465db9f619b3541eed7b36df899ea7c159cb63fdb"",""21241d9725aea995490fb5a27e17bf9b3f30757b9948945764eda0f5c22b4dea"",""901d2bbfbf6cc0ba40bf40aea38e8bd71cf9be7c9638fed6f55c714846a2850a"",""60071acca9eb143d85a56cad3baa95088ff928d41c16efb277ebc935f744f877"",""237bcfec996b4b85888c7c3e26f6212116d09dba910be7d249dcd47c22a789fe"",""1c45699f2167a5ada251f6b1b2d40ab30d4ca8a2322ec0ebbe4004d0fa0f0c9b"",""8ced1da13e3e5048ec3cab601f1c31f7ac00ee810ed012cc24d8fed327442c3a"",""b9c8367efadd401f23aa0ae435eb3b3650889cf3c05c0c287cbead70d6f0160f"",""0ca815112ca979c7be9a97ee1f8639a5c7196b1a21d90308208ba02a66c82688"",""359ce1f304262827cef2328a01a7aec01cea4096e6507ebea3032a53449fabbd"",""c09632074c775d81aca596e8f077d7e38a548508ee7a47a8025c05a44c22a56c"",""f90128085a518e9f55c854f1a13d0c945d8a2d8003d0c32a13c9251743647e66"",""08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4""]",carbon_aware,19,7,2135112.229608143,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S19_ADD_ADD_009_C044 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0004 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0004"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S19_ADD_ADD_009_C044 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0004 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0004""}",08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4,20,per_order,continuous_per_order,90.0,36,20,18,SEARCH_NOT_FOUND,7,5889.934749589404,595.055247426286,12,4,16,18
18,"[""ecfc51ad54e235cd98c6223e022c49137487485a6dc23c8ab01fd8094904d58d"",""ccb48b60c2b0e4d740550cff1200c62dc40a57ff1af85fabce5615ccb0bfe930"",""b54096f559c0415796747072e1a162ba502187be6f254457e4e3d42dab7c836c"",""7559b0a9bf30778b787c096ddfee0e80a440097ffe33df0e9fcc1bd10050a698"",""d6d1fbbad79f2d3b57197925b9bd22478203a01adae9d8d670f070c96e2677f8"",""903df241ba9db50e182f74c7eef04d32a11a8c9ea178715bcc574d4f86f76a75"",""2247cbfa311be9e51305c17465db9f619b3541eed7b36df899ea7c159cb63fdb"",""21241d9725aea995490fb5a27e17bf9b3f30757b9948945764eda0f5c22b4dea"",""901d2bbfbf6cc0ba40bf40aea38e8bd71cf9be7c9638fed6f55c714846a2850a"",""60071acca9eb143d85a56cad3baa95088ff928d41c16efb277ebc935f744f877"",""237bcfec996b4b85888c7c3e26f6212116d09dba910be7d249dcd47c22a789fe"",""1c45699f2167a5ada251f6b1b2d40ab30d4ca8a2322ec0ebbe4004d0fa0f0c9b"",""8ced1da13e3e5048ec3cab601f1c31f7ac00ee810ed012cc24d8fed327442c3a"",""b9c8367efadd401f23aa0ae435eb3b3650889cf3c05c0c287cbead70d6f0160f"",""0ca815112ca979c7be9a97ee1f8639a5c7196b1a21d90308208ba02a66c82688"",""359ce1f304262827cef2328a01a7aec01cea4096e6507ebea3032a53449fabbd"",""c09632074c775d81aca596e8f077d7e38a548508ee7a47a8025c05a44c22a56c"",""f90128085a518e9f55c854f1a13d0c945d8a2d8003d0c32a13c9251743647e66"",""08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4""]",carbon_blind,19,7,2135112.229608143,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S19_ADD_ADD_009_C044 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0004 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0004"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S19_ADD_ADD_009_C044 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0004 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0004""}",08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4,20,per_order,continuous_per_order,90.0,36,20,18,SEARCH_NOT_FOUND,7,5889.934749589404,595.055247426286,12,4,16,18
4,"[""487caed61455bc9d803adf1e9befa5d58dbf83cc68ec24fea8112797463ab174"",""7db14a6d80106aa9f8cec7f60882dffff887cd9c0a9b69988256a8ed94aa6ff4"",""05e8de8055619dd2d9122dbf19402fb59b8a8a577a2c00ddc499f0279da11dba"",""df3105f38bf4086d7cc837c73434aca3615a8e176a71eda636153895a59ad057"",""0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53""]",carbon_aware,5,6,1396473.898942957,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S5_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0014 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0008"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S5_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0014 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0008""}",0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53,20,per_order,continuous_per_order,20.0,8,20,4,SEARCH_NOT_FOUND,8,4173.31219342516,364.1802362884841,9,4,13,4
4,"[""57d48607067eab23d6a862113a063175bd41eabb0cb039ff48cfb4c183d967b4"",""7db14a6d80106aa9f8cec7f60882dffff887cd9c0a9b69988256a8ed94aa6ff4"",""05e8de8055619dd2d9122dbf19402fb59b8a8a577a2c00ddc499f0279da11dba"",""df3105f38bf4086d7cc837c73434aca3615a8e176a71eda636153895a59ad057"",""0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53""]",carbon_blind,5,6,1396473.898942957,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S5_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0014 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0008"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S5_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0014 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0008""}",0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53,20,per_order,continuous_per_order,20.0,8,20,4,SEARCH_NOT_FOUND,8,4173.31219342516,364.1802362884841,9,4,13,4
