arm,arm_code,instance_id,seed,point_index,elapsed_seconds,elapsed_minutes,observed_cost_cny,best_so_far_cost_cny,phase,source
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,12,16.818374374998,0.280306239583,4322.734269074003,4322.734269074003,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,13,18.091105458006,0.301518424300,4322.734269074003,4322.734269074003,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,14,19.272259374993,0.321204322917,4319.566445964501,4319.566445964501,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,15,20.427135165985,0.340452252766,4318.039507384791,4318.039507384791,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,16,21.636535541009,0.360608925683,4318.039507384791,4318.039507384791,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,17,23.628479540988,0.393807992350,4318.039507384791,4318.039507384791,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,18,24.879897165985,0.414664952766,4318.039507384791,4318.039507384791,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,19,26.123277582985,0.435387959716,4318.039507384791,4318.039507384791,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,20,27.347567958001,0.455792799300,4318.039507384791,4318.039507384791,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,21,42.927684166993,0.715461402783,4318.039507384791,4318.039507384791,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,22,47.270140791981,0.787835679866,4317.861826424059,4317.861826424059,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,23,52.229596166988,0.870493269450,4317.861826424059,4317.861826424059,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,24,56.601405082998,0.943356751383,4317.861826424059,4317.861826424059,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,25,60.991848249978,1.016530804166,4317.861826424059,4317.861826424059,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,26,65.389426499984,1.089823775000,4317.861826424059,4317.861826424059,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,27,69.702881207981,1.161714686800,4317.861826424059,4317.861826424059,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,28,73.944415624981,1.232406927083,4317.861826424059,4317.861826424059,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,29,78.380638624978,1.306343977083,4317.861826424059,4317.861826424059,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,30,83.564721332979,1.392745355550,4317.861826424059,4317.861826424059,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,31,87.782575166988,1.463042919450,4312.626170601234,4312.626170601234,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,32,91.955444416992,1.532590740283,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,33,96.196112749982,1.603268545833,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,34,100.305584791990,1.671759746533,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,35,104.467749167001,1.741129152783,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,36,108.955978832993,1.815932980550,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,37,113.688161124999,1.894802685417,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,38,117.940526874998,1.965675447917,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,39,122.262025042000,2.037700417367,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,40,126.603669541975,2.110061159033,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,41,136.050654624996,2.267510910417,4312.448489640502,4312.448489640502,final,returned_single_view_solution
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,1,1.699627958005,0.028327132633,4419.946296738089,4419.946296738089,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,2,3.274375875015,0.054572931250,4406.775274070750,4406.775274070750,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,3,4.406985915994,0.073449765267,4338.874582948184,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,4,5.456673541019,0.090944559017,4402.278806601459,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,5,6.496557958017,0.108275965967,4390.174469185165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,6,7.503834083007,0.125063901383,4390.174469185165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,7,8.505676458008,0.141761274300,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,8,9.508542291005,0.158475704850,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,9,10.554408875003,0.175906814583,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,10,11.588664915995,0.193144415267,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,11,13.195815707993,0.219930261800,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,12,14.219539125013,0.236992318750,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,13,15.340926041012,0.255682100684,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,14,16.292980375001,0.271549672917,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,15,17.235302874993,0.287255047917,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,16,18.247145375004,0.304119089583,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,17,19.251888750005,0.320864812500,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,18,20.217385333002,0.336956422217,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,19,21.222278833011,0.353704647217,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,20,22.173628416000,0.369560473600,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,21,33.678015792015,0.561300263200,4468.351192261714,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,22,35.855743458000,0.597595724300,4453.884895672323,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,23,37.716508542013,0.628608475700,4453.492641326914,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,24,39.343038082996,0.655717301383,4452.501247555731,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,25,40.892744958022,0.681545749300,4380.673148937362,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,26,42.464331208001,0.707738853467,4354.095118903410,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,27,43.908180375001,0.731803006250,4348.965789372115,4338.874582948184,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,28,45.279755833006,0.754662597217,4338.649405013833,4338.649405013833,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,29,46.632614292001,0.777210238200,4329.884121040349,4329.884121040349,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,30,47.913883667003,0.798564727783,4325.490499966128,4325.490499966128,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,31,49.128465667018,0.818807761117,4325.490499966128,4325.490499966128,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,32,50.392534208018,0.839875570134,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,33,51.585549667012,0.859759161117,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,34,52.766601625015,0.879443360417,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,35,53.956905041996,0.899281750700,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,36,55.102378833020,0.918372980550,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,37,56.279023125011,0.937983718750,4321.561117025029,4321.561117025029,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,38,57.499638000008,0.958327300000,4321.561117025029,4321.561117025029,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,39,58.625723875011,0.977095397917,4316.218012792649,4316.218012792649,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,40,59.766679791996,0.996111329867,4312.626170601234,4312.626170601234,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,41,72.835847583017,1.213930793050,4476.590773570801,4312.626170601234,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,42,74.420346083003,1.240339101383,4460.990109205880,4312.626170601234,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,43,76.044557292014,1.267409288200,4360.827353102921,4312.626170601234,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,44,77.890618542006,1.298176975700,4342.073359089085,4312.626170601234,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,45,79.251938500005,1.320865641667,4334.860416536306,4312.626170601234,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,46,80.507287500019,1.341788125000,4330.651467558766,4312.626170601234,stage_1,online_complete_checkpoint
MV-HGS-SP,MV,cn-prd-100c-01-V2-LOCATIONS,1,47,81.749520417012,1.362492006950,4327.892955339755,4312.626170601234,stage_1,online_complete_checkpoint
