phase,instance,scan_name,field,value,seed,variant,carbon_price,eval_budget,max_runtime_seconds,total_cost,cost_fix,cost_km,cost_fuel,cost_elec,cost_occ,cost_transship,cost_carbon,E_total,E_cv_direct,E_ev_indirect,distance_total,distance_cv,distance_ev,fuel_liters,electricity_kwh,depot_charging_kwh,station_charging_kwh,ev_drive_kwh,charge_action_count,depot_charge_action_count,public_charge_action_count,depot_charge_kwh,public_charge_kwh,depot_charge_cost,public_charge_cost,public_occupancy_cost,ev_routes_drive_kwh_gt_battery,ev_routes_with_public_charge,ev_public_charge_detour_m,max_ev_route_drive_kwh,status,violation_count,solver_reported_feasible,actual_evals,best_penalized_obj,elapsed_seconds,route_count,cv_route_count,ev_route_count,warm_cv_route_count,warm_ev_route_count,reference_seed,reference_total_cost
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,speed_ms,v_speed_ms,11.1,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,speed_ms,v_speed_ms,11.1,0,mixed,0.05034,0,0.0,1125.843295999002,560.0,359.3613174480212,171.6651888754504,19.030501414168803,0.0,0.0,15.786288261361426,313.59333057928933,307.9480153965427,5.645315182746656,1026746.6212800606,714501.2171307441,312245.4041493165,119.78591087534045,102.70103299605398,102.70103299605398,0.0,102.70103299605398,3,3,0,102.70103299605398,0.0,19.030501414168803,0.0,0.0,0,0,0.0,46.181755524775795,OK,0,,0,,0.00045341599616222084,7,4,3,7,0,1,1175.2689474913489
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,public_station_price,station_electricity_price,0.82,0,cv_only,0.05034,0,0.0,1253.3971914073998,560.0,377.3070291026259,289.91004166619854,0.0,0.0,0.0,26.180120638575374,520.0659642148465,520.0659642148465,0.0,1078020.0831503598,1078020.0831503598,0.0,202.29575163366027,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0001552079920656979,7,7,0,7,0,2,1253.3971914073998
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,public_station_price,station_electricity_price,0.82,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,public_station_price,station_electricity_price,0.82,0,mixed,0.05034,0,0.0,1175.2689474913489,560.0,359.3613174480212,192.03248524864486,41.827568474323634,4.155036323159208,0.0,17.892539997199613,355.4338497655863,344.48465126433683,10.949198501249462,1026746.6212800606,714501.2171307441,312245.4041493165,133.9979661214464,197.26478880574922,188.9547161594308,8.310072646318417,197.26478880574922,4,3,1,188.9547161594308,8.310072646318417,35.01330890434253,6.814259569981102,4.155036323159208,1,1,0.0,88.31007264631842,OK,0,,0,,0.0005236669967416674,7,4,3,7,0,1,1175.2689474913489
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,public_station_price,station_electricity_price,0.4,0,cv_only,0.05034,0,0.0,1253.3971914073998,560.0,377.3070291026259,289.91004166619854,0.0,0.0,0.0,26.180120638575374,520.0659642148465,520.0659642148465,0.0,1078020.0831503598,1078020.0831503598,0.0,202.29575163366027,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0001552909961901605,7,7,0,7,0,2,1253.3971914073998
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,public_station_price,station_electricity_price,0.4,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,public_station_price,station_electricity_price,0.4,0,mixed,0.05034,0,0.0,1171.778716979895,560.0,359.3613174480212,192.03248524864486,38.337337962869896,4.155036323159208,0.0,17.892539997199613,355.4338497655863,344.48465126433683,10.949198501249462,1026746.6212800606,714501.2171307441,312245.4041493165,133.9979661214464,197.26478880574922,188.9547161594308,8.310072646318417,197.26478880574922,4,3,1,188.9547161594308,8.310072646318417,35.01330890434253,3.3240290585273673,4.155036323159208,1,1,0.0,88.31007264631842,OK,0,,0,,0.0005214580160100013,7,4,3,7,0,1,1175.2689474913489
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,public_station_price,station_electricity_price,0.1853,0,cv_only,0.05034,0,0.0,1253.3971914073998,560.0,377.3070291026259,289.91004166619854,0.0,0.0,0.0,26.180120638575374,520.0659642148465,520.0659642148465,0.0,1078020.0831503598,1078020.0831503598,0.0,202.29575163366027,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00015574999270029366,7,7,0,7,0,2,1253.3971914073998
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,public_station_price,station_electricity_price,0.1853,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,public_station_price,station_electricity_price,0.1853,0,mixed,0.05034,0,0.0,1169.9945443827305,560.0,359.3613174480212,192.03248524864486,36.55316536570533,4.155036323159208,0.0,17.892539997199613,355.4338497655863,344.48465126433683,10.949198501249462,1026746.6212800606,714501.2171307441,312245.4041493165,133.9979661214464,197.26478880574922,188.9547161594308,8.310072646318417,197.26478880574922,4,3,1,188.9547161594308,8.310072646318417,35.01330890434253,1.5398564613628027,4.155036323159208,1,1,0.0,88.31007264631842,OK,0,,0,,0.0005186249909456819,7,4,3,7,0,1,1175.2689474913489
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,occupancy_fee,occupancy_fee,0.5,0,cv_only,0.05034,0,0.0,1253.3971914073998,560.0,377.3070291026259,289.91004166619854,0.0,0.0,0.0,26.180120638575374,520.0659642148465,520.0659642148465,0.0,1078020.0831503598,1078020.0831503598,0.0,202.29575163366027,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00015591600094921887,7,7,0,7,0,2,1253.3971914073998
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,occupancy_fee,occupancy_fee,0.5,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,occupancy_fee,occupancy_fee,0.5,0,mixed,0.05034,0,0.0,1175.2689474913489,560.0,359.3613174480212,192.03248524864486,41.827568474323634,4.155036323159208,0.0,17.892539997199613,355.4338497655863,344.48465126433683,10.949198501249462,1026746.6212800606,714501.2171307441,312245.4041493165,133.9979661214464,197.26478880574922,188.9547161594308,8.310072646318417,197.26478880574922,4,3,1,188.9547161594308,8.310072646318417,35.01330890434253,6.814259569981102,4.155036323159208,1,1,0.0,88.31007264631842,OK,0,,0,,0.0005174999823793769,7,4,3,7,0,1,1175.2689474913489
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,occupancy_fee,occupancy_fee,0.1,0,cv_only,0.05034,0,0.0,1253.3971914073998,560.0,377.3070291026259,289.91004166619854,0.0,0.0,0.0,26.180120638575374,520.0659642148465,520.0659642148465,0.0,1078020.0831503598,1078020.0831503598,0.0,202.29575163366027,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00023545901058241725,7,7,0,7,0,2,1253.3971914073998
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,occupancy_fee,occupancy_fee,0.1,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,occupancy_fee,occupancy_fee,0.1,0,mixed,0.05034,0,0.0,1171.9449184328214,560.0,359.3613174480212,192.03248524864486,41.827568474323634,0.8310072646318416,0.0,17.892539997199613,355.4338497655863,344.48465126433683,10.949198501249462,1026746.6212800606,714501.2171307441,312245.4041493165,133.9979661214464,197.26478880574922,188.9547161594308,8.310072646318417,197.26478880574922,4,3,1,188.9547161594308,8.310072646318417,35.01330890434253,6.814259569981102,0.8310072646318416,1,1,0.0,88.31007264631842,OK,0,,0,,0.00056245899759233,7,4,3,7,0,1,1175.2689474913489
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,occupancy_fee,occupancy_fee,0.0,0,cv_only,0.05034,0,0.0,1253.3971914073998,560.0,377.3070291026259,289.91004166619854,0.0,0.0,0.0,26.180120638575374,520.0659642148465,520.0659642148465,0.0,1078020.0831503598,1078020.0831503598,0.0,202.29575163366027,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00016283299191854894,7,7,0,7,0,2,1253.3971914073998
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,occupancy_fee,occupancy_fee,0.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-25c-01,occupancy_fee,occupancy_fee,0.0,0,mixed,0.05034,0,0.0,1171.1139111681896,560.0,359.3613174480212,192.03248524864486,41.827568474323634,0.0,0.0,17.892539997199613,355.4338497655863,344.48465126433683,10.949198501249462,1026746.6212800606,714501.2171307441,312245.4041493165,133.9979661214464,197.26478880574922,188.9547161594308,8.310072646318417,197.26478880574922,4,3,1,188.9547161594308,8.310072646318417,35.01330890434253,6.814259569981102,0.0,1,1,0.0,88.31007264631842,OK,0,,0,,0.000532083009602502,7,4,3,7,0,1,1175.2689474913489
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,80.0,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003352499916218221,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,80.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,80.0,0,mixed,0.05034,0,0.0,2832.657154952463,1360.0,841.9006511182952,460.93670684435864,106.81451873112175,20.15943483293713,0.0,42.84584342575056,851.1291900228557,826.8685400108952,24.260650011960482,2405430.431766558,1708264.1255498806,697166.3062166774,321.6361083276524,438.33854373551736,398.0196740696431,40.31886966587426,438.33854373551736,8,6,2,398.0196740696431,40.31886966587426,73.75304560510486,33.06147312601689,20.15943483293713,2,2,3718.4161783227755,116.3118734950173,OK,0,,0,,0.001193750009406358,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,160.0,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003187909896951169,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,160.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,160.0,0,mixed,0.05034,0,0.0,2785.2054939795726,1360.0,840.5992054558823,460.93670684435864,80.77272578626872,0.0,0.0,42.896855893062735,852.1425485312423,826.8685400108952,25.27400852034702,2401712.015588235,1708264.1255498806,693447.8900383547,321.6361083276524,435.9024597208242,435.9024597208242,0.0,435.9024597208242,6,6,0,435.90245972082414,0.0,80.77272578626872,0.0,0.0,0,0,0.0,116.3118734950173,OK,0,,0,,0.0009915420087054372,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,320.0,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00032324998755939305,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,320.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,320.0,0,mixed,0.05034,0,0.0,2785.2054939795726,1360.0,840.5992054558823,460.93670684435864,80.77272578626872,0.0,0.0,42.896855893062735,852.1425485312423,826.8685400108952,25.27400852034702,2401712.015588235,1708264.1255498806,693447.8900383547,321.6361083276524,435.9024597208242,435.9024597208242,0.0,435.9024597208242,6,6,0,435.90245972082414,0.0,80.77272578626872,0.0,0.0,0,0,0.0,116.3118734950173,OK,0,,0,,0.0010012089915107936,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,480.0,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003217080084141344,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,480.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,battery_kwh,B_battery_kwh,480.0,0,mixed,0.05034,0,0.0,2785.2054939795726,1360.0,840.5992054558823,460.93670684435864,80.77272578626872,0.0,0.0,42.896855893062735,852.1425485312423,826.8685400108952,25.27400852034702,2401712.015588235,1708264.1255498806,693447.8900383547,321.6361083276524,435.9024597208242,435.9024597208242,0.0,435.9024597208242,6,6,0,435.90245972082414,0.0,80.77272578626872,0.0,0.0,0,0,0.0,116.3118734950173,OK,0,,0,,0.0010009160032495856,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,speed_ms,v_speed_ms,25.0,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00032033398747444153,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,speed_ms,v_speed_ms,25.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,speed_ms,v_speed_ms,25.0,0,mixed,0.05034,0,0.0,2832.657154952463,1360.0,841.9006511182952,460.93670684435864,106.81451873112175,20.15943483293713,0.0,42.84584342575056,851.1291900228557,826.8685400108952,24.260650011960482,2405430.431766558,1708264.1255498806,697166.3062166774,321.6361083276524,438.33854373551736,398.0196740696431,40.31886966587426,438.33854373551736,8,6,2,398.0196740696431,40.31886966587426,73.75304560510486,33.06147312601689,20.15943483293713,2,2,3718.4161783227755,116.3118734950173,OK,0,,0,,0.0011884580017067492,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,speed_ms,v_speed_ms,16.7,0,cv_only,0.05034,0,0.0,2793.698986788972,1360.0,837.6656033241367,546.6670072070318,0.0,0.0,0.0,49.366376257803495,980.6590436591873,980.6590436591873,0.0,2393330.2952118195,2393330.2952118195,0.0,381.45768418605246,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003217920020688325,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,speed_ms,v_speed_ms,16.7,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,speed_ms,v_speed_ms,16.7,0,mixed,0.05034,0,0.0,2681.423044407322,1360.0,840.5992054558823,390.8033138468026,53.931023593131336,0.0,0.0,36.08950151150544,716.915008174522,701.057131605357,15.857876569164969,2401712.015588235,1708264.1255498806,693447.8900383547,272.697867452936,291.0470782144163,291.0470782144163,0.0,291.0470782144163,6,6,0,291.04707821441633,0.0,53.931023593131336,0.0,0.0,0,0,0.0,77.76922293990248,OK,0,,0,,0.0009788330062292516,17,11,6,15,1,3,2832.657154952463
