label,run_id,seed,budget,evaluation_index,view,source,iteration,candidate_id,completion_succeeded,status,complete_objective,complete_objective_float_hex,exception_type,exception_message,failure_category
post,seed2_budget100,2,100,9,cv_only,terminal_population_archive,,96a33ff6ae48dac177cb8286e2001d8532455cf847a1c14c934b507148b05308,True,PASS,2220.0671078244145,0x1.158225bf4ee55p+11,,,
post,seed2_budget100,2,100,10,cv_only,common_initial_solution,,496f46a91e32e671472a84b35d477fb54a4925bb7245c1adf8e8dbd71975f47c,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
post,seed2_budget100,2,100,11,cv_only,proxy_best_solution,100,174c5fade0de1d537256dd04ebb05264b917959bff4ebb16cb06308f178c263f,True,PASS,2251.8104964474455,0x1.1979ef963ee9bp+11,,,
post,seed2_budget100,2,100,12,naive_ev,hgs_iteration_checkpoint,100,d916d5fee34dfde805908eb54de6a7ff40ea08fed51b343b6d1fd58f08d48d24,True,PASS,2100.4323954939114,0x1.068dd62f13293p+11,,,
post,seed2_budget100,2,100,13,naive_ev,terminal_population_archive,,d916d5fee34dfde805908eb54de6a7ff40ea08fed51b343b6d1fd58f08d48d24,True,PASS,2100.4323954939114,0x1.068dd62f13293p+11,,,
post,seed2_budget100,2,100,14,naive_ev,terminal_population_archive,,61d7a98a364950cd7596cb4388972843a601c8df667de25f099d4c99e3c6efaa,True,PASS,2117.286322677268,0x1.08a9298e2cdf0p+11,,,
post,seed2_budget100,2,100,15,naive_ev,terminal_population_archive,,18171c53c9f44664dd5fb3965508d3d8a156c33f5eed6466515a6040650ca726,True,PASS,2061.839430243679,0x1.01badc9cd07c0p+11,,,
post,seed2_budget100,2,100,16,naive_ev,terminal_population_archive,,0d9252de151e801fcc17d89132f75fdcc0cf114879543139d9e71b758d2970a9,True,PASS,2065.5565300016524,0x1.0231cf18018aep+11,,,
post,seed2_budget100,2,100,17,naive_ev,terminal_population_archive,,6c3fa629ee863e714fca8ad56e13c6a05fe3510517010ca27a9aca0d7184d337,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
post,seed2_budget100,2,100,18,naive_ev,terminal_population_archive,,56f421cd80bbcf4d2825ff8029dc675e120afd2139d670f869b41dac64faaad2,True,PASS,2150.3856389095045,0x1.0ccc5727690c6p+11,,,
post,seed2_budget100,2,100,19,naive_ev,terminal_population_archive,,249f9c596f8527f7406cde0b98f246c9042b0da630d57012c6f5edb2168633c5,True,PASS,1899.1067069707444,0x1.dac6d44979669p+10,,,
post,seed2_budget100,2,100,20,naive_ev,terminal_population_archive,,1eab39bf81f58fb69843126f95959e78faa7407162d4ca29e0dc6ae92bc53f5a,True,PASS,2128.2825293852484,0x1.0a090a7b10b9ap+11,,,
post,seed2_budget100,2,100,21,naive_ev,common_initial_solution,,496f46a91e32e671472a84b35d477fb54a4925bb7245c1adf8e8dbd71975f47c,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
post,seed2_budget100,2,100,22,naive_ev,proxy_best_solution,100,d916d5fee34dfde805908eb54de6a7ff40ea08fed51b343b6d1fd58f08d48d24,True,PASS,2100.4323954939114,0x1.068dd62f13293p+11,,,
post,seed2_budget100,2,100,23,mechanism_ev,hgs_iteration_checkpoint,100,e0e07c0a6c06c3fc9155584be40d7f8f0b09bb22ff120e24010dfe151589d32e,True,PASS,2074.5187448518523,0x1.0350998ecdb59p+11,,,
post,seed2_budget100,2,100,24,mechanism_ev,terminal_population_archive,,e0e07c0a6c06c3fc9155584be40d7f8f0b09bb22ff120e24010dfe151589d32e,True,PASS,2074.5187448518523,0x1.0350998ecdb59p+11,,,
post,seed2_budget100,2,100,25,mechanism_ev,terminal_population_archive,,5c0c21313f5828e872a56f2253b5ee2f078a0420caf53f0c45d81a73e6de2a07,True,PASS,2116.367515151839,0x1.088bc2af22bdep+11,,,
post,seed2_budget100,2,100,26,mechanism_ev,terminal_population_archive,,e0261d50d81b565f09ba699e6490ec8b04024757bfa49098a9ab2186bc5bf609,True,PASS,1949.7351985717426,0x1.e76f0d7e4f6cdp+10,,,
post,seed2_budget100,2,100,27,mechanism_ev,terminal_population_archive,,79ad0641ec20b4b51a67caca020e2ea4eca86aae775adc4ed60659086cd264ae,True,PASS,2101.3991931941587,0x1.06acc630ce365p+11,,,
post,seed2_budget100,2,100,28,mechanism_ev,terminal_population_archive,,4cb2a5a7b90ff52ba298c69048cf47cef4b8e04d4c71a5b25940b1e8552e5bf6,True,PASS,2113.257255336605,0x1.08283b6f8b2e1p+11,,,
post,seed2_budget100,2,100,29,mechanism_ev,terminal_population_archive,,a3389dcdc14dee137862ea3a5a4d7cca184751bbdd5074c7da326f356fac3f8a,True,PASS,1901.105048074884,0x1.db46b91b8f88ap+10,,,
post,seed2_budget100,2,100,30,mechanism_ev,terminal_population_archive,,21a2ba903001bf9d6b78f9423414cc53820b019e3bcb5da3c65004c7dbee2b17,True,PASS,2149.9589040801966,0x1.0cbeaf579c0e4p+11,,,
post,seed2_budget100,2,100,31,mechanism_ev,terminal_population_archive,,2201b75e833c5ffffd2f54b7a857bc6af6fedeb297e8259d1902fece00637712,True,PASS,2136.116766867158,0x1.0b03bc8dde766p+11,,,
post,seed2_budget100,2,100,32,mechanism_ev,common_initial_solution,,496f46a91e32e671472a84b35d477fb54a4925bb7245c1adf8e8dbd71975f47c,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
post,seed2_budget100,2,100,33,mechanism_ev,proxy_best_solution,100,e0e07c0a6c06c3fc9155584be40d7f8f0b09bb22ff120e24010dfe151589d32e,True,PASS,2074.5187448518523,0x1.0350998ecdb59p+11,,,
post,seed2_budget100,2,100,34,route_pool,route_pool_candidate_or_parent,,55c2267b6e5aa9791b50dfba7e41eaeb950b26d46e32089f2fcf923217e4a448,True,PASS,1899.1067069707444,0x1.dac6d44979669p+10,,,
post,seed2_budget100,2,100,35,route_pool,final_independent_certificate,,55c2267b6e5aa9791b50dfba7e41eaeb950b26d46e32089f2fcf923217e4a448,True,PASS,1899.1067069707444,0x1.dac6d44979669p+10,,,
post,seed3_budget100,3,100,1,cv_only,hgs_iteration_checkpoint,100,1ce62756d167e012467ece4a7089d61660cd85b3b0bfacaa469392e40f0bf3c5,True,PASS,2096.7216776651017,0x1.061717fbc23bbp+11,,,
post,seed3_budget100,3,100,2,cv_only,terminal_population_archive,,1ce62756d167e012467ece4a7089d61660cd85b3b0bfacaa469392e40f0bf3c5,True,PASS,2096.7216776651017,0x1.061717fbc23bbp+11,,,
post,seed3_budget100,3,100,3,cv_only,terminal_population_archive,,1464aa1f74d8f9e0f7cd82069a630e6a363a17a2a4902875878b8425dbb8c12b,True,PASS,2110.0044792650892,0x1.07c024b1b3223p+11,,,
post,seed3_budget100,3,100,4,cv_only,terminal_population_archive,,4e8d64514dc7e2c6eacb7b5f7a40438b6f0ec61aef63121500abcc5a57714303,True,PASS,2268.583023833127,0x1.1b92a82199023p+11,,,
post,seed3_budget100,3,100,5,cv_only,terminal_population_archive,,e0d8c6cf87349d34a2acd924a0606f541b0e1ee4cb6825ecbeeedd55035b3bef,True,PASS,2097.510810004633,0x1.0630588e390bdp+11,,,
post,seed3_budget100,3,100,6,cv_only,terminal_population_archive,,47d6f74cda916d58d4892999ade8bcbb4e2849215c66e5c8ecf99ab5f13570b5,True,PASS,2095.184086973519,0x1.05e5e40a5d5c4p+11,,,
post,seed3_budget100,3,100,7,cv_only,terminal_population_archive,,300b17ca76da7b85b70904d5f9b5411170e5f4aa9dfe312834502fda62050040,True,PASS,1934.4378119844434,0x1.e39c051c8ebedp+10,,,
post,seed3_budget100,3,100,8,cv_only,terminal_population_archive,,741dbca57ceae2d02d89d92206b92515706eada9111d641d13c3c775284f5bfe,True,PASS,2064.961044555308,0x1.021ec0e082e18p+11,,,
post,seed3_budget100,3,100,9,cv_only,terminal_population_archive,,932a990174758ea88c60a55656a7fdea72c61cec3620616d60cdbae9667da3a0,True,PASS,1929.0755385281686,0x1.e244d59f8d04ap+10,,,
post,seed3_budget100,3,100,10,cv_only,common_initial_solution,,496f46a91e32e671472a84b35d477fb54a4925bb7245c1adf8e8dbd71975f47c,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
post,seed3_budget100,3,100,11,cv_only,proxy_best_solution,100,1ce62756d167e012467ece4a7089d61660cd85b3b0bfacaa469392e40f0bf3c5,True,PASS,2096.7216776651017,0x1.061717fbc23bbp+11,,,
post,seed3_budget100,3,100,12,naive_ev,hgs_iteration_checkpoint,100,d48d2720eb0392742a0c242895791b44b2fabc764ae6f0ce5c2099049c51bcc3,True,PASS,2094.2332090075674,0x1.05c77672bc945p+11,,,
post,seed3_budget100,3,100,13,naive_ev,terminal_population_archive,,d48d2720eb0392742a0c242895791b44b2fabc764ae6f0ce5c2099049c51bcc3,True,PASS,2094.2332090075674,0x1.05c77672bc945p+11,,,
post,seed3_budget100,3,100,14,naive_ev,terminal_population_archive,,1e298cc86aeaf2785aacbf49e38fdcb3731452b1f55471f64a7ee3bd5d46103b,True,PASS,2121.8243138801085,0x1.093a60c780969p+11,,,
post,seed3_budget100,3,100,15,naive_ev,terminal_population_archive,,2c1095421b876e9c1a4f1997607b2040a4eb52741c173ec406af6ff21765d448,True,PASS,1968.292141110904,0x1.ec12b270a1499p+10,,,
post,seed3_budget100,3,100,16,naive_ev,terminal_population_archive,,c20ac4dbadacab78a7382c7e327a59a804cb26391e016300a9141a5599a1f711,True,PASS,2099.7360552785003,0x1.06778dc3cca6ap+11,,,
post,seed3_budget100,3,100,17,naive_ev,terminal_population_archive,,13f850467079788030098d812b145c22841c9ac4f4e54e194cdf987019514beb,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
post,seed3_budget100,3,100,18,naive_ev,terminal_population_archive,,bec526c2abb744959b0263e6f1cda3a9f3b2efedbe6a4a7354618ffa4ca722f8,True,PASS,2142.2123745824238,0x1.0bc6cbc5c7c06p+11,,,
post,seed3_budget100,3,100,19,naive_ev,terminal_population_archive,,bd02dfb3d8a66c070c733dff236f35d09b86612c8f60ec2a3ca35a7c77f0d821,True,PASS,1991.933625402747,0x1.f1fbc084c2e0ep+10,,,
post,seed3_budget100,3,100,20,naive_ev,terminal_population_archive,,d0987110762f240e0f0fa0112bc9cd46c916fbde9e0bf31732d911af1a324fd4,True,PASS,2088.7765479373647,0x1.0518d97b0f584p+11,,,
post,seed3_budget100,3,100,21,naive_ev,common_initial_solution,,496f46a91e32e671472a84b35d477fb54a4925bb7245c1adf8e8dbd71975f47c,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
post,seed3_budget100,3,100,22,naive_ev,proxy_best_solution,100,d48d2720eb0392742a0c242895791b44b2fabc764ae6f0ce5c2099049c51bcc3,True,PASS,2094.2332090075674,0x1.05c77672bc945p+11,,,
post,seed3_budget100,3,100,23,mechanism_ev,hgs_iteration_checkpoint,100,d81c050f79349e95057f896bbb961eeb1c21edce9dda51c78e06bde5d9d02000,True,PASS,2087.198859667971,0x1.04e65d0ef34dcp+11,,,
post,seed3_budget100,3,100,24,mechanism_ev,terminal_population_archive,,d81c050f79349e95057f896bbb961eeb1c21edce9dda51c78e06bde5d9d02000,True,PASS,2087.198859667971,0x1.04e65d0ef34dcp+11,,,
post,seed3_budget100,3,100,25,mechanism_ev,terminal_population_archive,,ed50ba89463ef840faa14e30011f45784a358ab925992239a34977c559fb1407,True,PASS,1890.957736064178,0x1.d8bd4b8c34761p+10,,,
post,seed3_budget100,3,100,26,mechanism_ev,terminal_population_archive,,4cc44b6ecca622e11d3701c37b3c7b4d80807a8d900b99d61363b1dd86d93672,True,PASS,2036.6454444664719,0x1.fd294ef64eb86p+10,,,
post,seed3_budget100,3,100,27,mechanism_ev,terminal_population_archive,,45c6b859b7a8c215db8c2b31197b262cdd3ef22ec9734fa4d327a93b484e05ed,True,PASS,2181.9330863571586,0x1.10bddbd7eb8aep+11,,,
post,seed3_budget100,3,100,28,mechanism_ev,terminal_population_archive,,be6184343e763100e9e22f95f4b8a093cc8b587ad4a349d91df06e5ff1b8cff1,True,PASS,2059.5388090879455,0x1.01713dec8e707p+11,,,
post,seed3_budget100,3,100,29,mechanism_ev,terminal_population_archive,,dfa261c135a8191174f357f770453f33c3c2fa9c36ccea48d6868b935d77ea1f,True,PASS,2038.8769116321082,0x1.fdb81f51f758cp+10,,,
post,seed3_budget100,3,100,30,mechanism_ev,terminal_population_archive,,8558baebc962cbc3e36c98f831e4201a479a340cd34c097e3272a9088bbd62e8,True,PASS,1861.5953792129237,0x1.d1661ab16a0e7p+10,,,
post,seed3_budget100,3,100,31,mechanism_ev,terminal_population_archive,,89745995fccb2e324edf824afcd9eed4203ed2b727c7e12e64febe6db99a3e04,True,PASS,1978.5446622867569,0x1.eea2dbbf353f1p+10,,,
post,seed3_budget100,3,100,32,mechanism_ev,common_initial_solution,,496f46a91e32e671472a84b35d477fb54a4925bb7245c1adf8e8dbd71975f47c,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
post,seed3_budget100,3,100,33,mechanism_ev,proxy_best_solution,100,d81c050f79349e95057f896bbb961eeb1c21edce9dda51c78e06bde5d9d02000,True,PASS,2087.198859667971,0x1.04e65d0ef34dcp+11,,,
post,seed3_budget100,3,100,34,route_pool,route_pool_candidate_or_parent,,84b5c5d706073bb5402bd8a67a7c872ef8654cc6b890339c310bab4e5720215d,True,PASS,1861.5953792129237,0x1.d1661ab16a0e7p+10,,,
post,seed3_budget100,3,100,35,route_pool,final_independent_certificate,,84b5c5d706073bb5402bd8a67a7c872ef8654cc6b890339c310bab4e5720215d,True,PASS,1861.5953792129237,0x1.d1661ab16a0e7p+10,,,
post,seed1_budget1000,1,1000,1,cv_only,hgs_iteration_checkpoint,100,b8cba8f70f790b30f453dd71fc6b7a102003d816925266cc39d8222e62c11f3c,True,PASS,2087.1669012477587,0x1.04e5574149192p+11,,,
post,seed1_budget1000,1,1000,2,cv_only,hgs_iteration_checkpoint,200,c41addc5769246a555ebc54b606e986cd3977870cf48a7428b9ac81143876916,True,PASS,2085.059104428066,0x1.04a1e42ef832fp+11,,,
post,seed1_budget1000,1,1000,3,cv_only,hgs_iteration_checkpoint,300,51def9c4c3ff5c1514f8a1f3b023e652f123df693501e9b083e7b6063dc6c9ee,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
post,seed1_budget1000,1,1000,4,cv_only,hgs_iteration_checkpoint,400,51def9c4c3ff5c1514f8a1f3b023e652f123df693501e9b083e7b6063dc6c9ee,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
post,seed1_budget1000,1,1000,5,cv_only,hgs_iteration_checkpoint,500,51def9c4c3ff5c1514f8a1f3b023e652f123df693501e9b083e7b6063dc6c9ee,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
post,seed1_budget1000,1,1000,6,cv_only,hgs_iteration_checkpoint,600,51def9c4c3ff5c1514f8a1f3b023e652f123df693501e9b083e7b6063dc6c9ee,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
post,seed1_budget1000,1,1000,7,cv_only,hgs_iteration_checkpoint,700,51def9c4c3ff5c1514f8a1f3b023e652f123df693501e9b083e7b6063dc6c9ee,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
post,seed1_budget1000,1,1000,8,cv_only,hgs_iteration_checkpoint,800,38b92bdce024e5bda08d74ae3771a0be430543478670affda9f905e379bc8870,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
post,seed1_budget1000,1,1000,9,cv_only,hgs_iteration_checkpoint,900,38b92bdce024e5bda08d74ae3771a0be430543478670affda9f905e379bc8870,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
post,seed1_budget1000,1,1000,10,cv_only,hgs_iteration_checkpoint,1000,38b92bdce024e5bda08d74ae3771a0be430543478670affda9f905e379bc8870,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
post,seed1_budget1000,1,1000,11,cv_only,terminal_population_archive,,38b92bdce024e5bda08d74ae3771a0be430543478670affda9f905e379bc8870,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
post,seed1_budget1000,1,1000,12,cv_only,terminal_population_archive,,51def9c4c3ff5c1514f8a1f3b023e652f123df693501e9b083e7b6063dc6c9ee,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
post,seed1_budget1000,1,1000,13,cv_only,terminal_population_archive,,2b3214344e042f358b5b2525355a8b74595fa51e6bb691e84f2d07a7a22e754c,True,PASS,2251.022984883168,0x1.1960bc4acb305p+11,,,
post,seed1_budget1000,1,1000,14,cv_only,terminal_population_archive,,172feec9bff3207c9c41e868e9e6126cd524fe7cf4ea02c6548b01752a58e311,True,PASS,2098.1764241619276,0x1.0645a54448b68p+11,,,
post,seed1_budget1000,1,1000,15,cv_only,terminal_population_archive,,14b0a6b3458a23b32696d8e73df837c94669bd79bc0ad9e94b5566691af8daca,True,PASS,2252.813540221719,0x1.199a088580c87p+11,,,
post,seed1_budget1000,1,1000,16,cv_only,terminal_population_archive,,c41addc5769246a555ebc54b606e986cd3977870cf48a7428b9ac81143876916,True,PASS,2085.059104428066,0x1.04a1e42ef832fp+11,,,
post,seed1_budget1000,1,1000,17,cv_only,terminal_population_archive,,b8cba8f70f790b30f453dd71fc6b7a102003d816925266cc39d8222e62c11f3c,True,PASS,2087.1669012477587,0x1.04e5574149192p+11,,,
post,seed1_budget1000,1,1000,18,cv_only,terminal_population_archive,,5af46b30e4c02d205b70344ee330ae5cde21839f0a03d224db4e92bd7a624b3c,True,PASS,2252.3604652389963,0x1.198b88ee659abp+11,,,
post,seed1_budget1000,1,1000,19,cv_only,common_initial_solution,,496f46a91e32e671472a84b35d477fb54a4925bb7245c1adf8e8dbd71975f47c,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
