episode_index,bundle,seed,policy_version,curriculum_phase,accepted_for_update,block_steps,reward_sum,reward_finite,best_obj,actual_evals,candidate_scores,repair_delta_count,violation_count,feasible,wall_time_seconds,worker_python_executable,worker_python_version,worker_numpy_version,pid,mask_invalid_rate_head_0,mask_invalid_rate_head_1,mask_invalid_rate_head_2,mask_invalid_rate_head_3,mask_invalid_rate_head_4
125,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260746,9,carbon,1,24,44.877007259772114,1,3610.9692295828195,1500,1500,1209980,0,1,345.6559999999881,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.27380952380952384,0.0,0.1,0.0,0.0
127,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260748,10,carbon,1,24,47.350951343119625,1,3656.649774301595,1500,1500,988475,0,1,322.14100000000326,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.26785714285714285,0.0,0.03333333333333333,0.0,0.0
128,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260749,10,carbon,1,24,43.504712162186074,1,3764.3524007404258,1500,1500,804150,0,1,392.25,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.26785714285714285,0.0,0.08333333333333333,0.0,0.0
131,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260752,10,carbon,1,24,45.9381914838495,1,3642.698570051069,1500,1500,748199,0,1,323.18700000000536,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.25595238095238093,0.0,0.13333333333333333,0.0,0.0
129,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260750,10,carbon,1,24,42.213696505707674,1,3694.710655797354,1500,1500,1577831,0,1,437.4070000000065,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.27380952380952384,0.0,0.03333333333333333,0.0,0.0
132,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260753,10,carbon,1,24,48.10438766708399,1,3646.0247906705167,1500,1500,854230,0,1,307.4530000000086,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.31547619047619047,0.0,0.06666666666666667,0.0,0.0
130,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260751,10,carbon,1,24,39.10109522309575,1,3725.8308649783753,1500,1500,1198843,0,1,417.6710000000021,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.27976190476190477,0.0,0.08333333333333333,0.0,0.0
133,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260754,10,carbon,1,24,44.08179223662818,1,3689.9387534554216,1500,1500,988760,0,1,306.82799999999406,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.2976190476190476,0.0,0.03333333333333333,0.0,0.0
135,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260756,10,carbon,1,24,44.27217206999091,1,3685.9833667666326,1500,1500,1060770,0,1,253.96899999999732,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.26785714285714285,0.0,0.06666666666666667,0.0,0.0
134,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260755,10,carbon,1,24,44.8342725470162,1,3646.595507223204,1500,1500,1272250,0,1,357.2969999999914,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.27380952380952384,0.0,0.08333333333333333,0.0,0.0
