unit_id,instance_id,fleet_level_percent,seed,status,available_cv,available_ev,available_total,aware_dispatched_cv,aware_dispatched_ev,aware_used_physical_vehicles,aware_route_count,aware_operating_cost_cny,aware_full_model_cost_cny,aware_system_emissions_kg,aware_charging_emissions_kg,aware_solution_sha256,blind_dispatched_cv,blind_dispatched_ev,blind_used_physical_vehicles,blind_route_count,blind_operating_cost_cny,blind_rescored_full_model_cost_cny,blind_system_emissions_kg,blind_charging_emissions_kg,blind_solution_sha256,emissions_difference_vs_blind_kg,emissions_difference_vs_blind_pct,operating_cost_difference_vs_blind_cny,operating_cost_difference_vs_blind_pct,charging_timing_change_count,charging_action_unmatched_count,vehicle_type_change_customer_count,route_change_customer_count,route_count_difference,unserved_customer_count,duplicate_service_count,violation_count,violations,aware_hgs_iterations_by_view,blind_hgs_iterations_by_view,aware_stop_reasons_by_view,blind_stop_reasons_by_view,attempted_search_arm_count,successful_search_arm_count,complete_solution_available,solution_kind,failure_evidence_sha256,pair_solution_sha256,solution_sha256,elapsed_seconds,failure_reason
level_025__seed_01,cn-prd-100c-01-V2-LOCATIONS,25,1,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":648,""mechanism_ev"":260,""naive_ev"":553}","{""cv_only"":308,""mechanism_ev"":557,""naive_ev"":880}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,b9d49c3c14555276a2d2e87a0b674075dc80dad30226fd818ca84a492fa6f939,b9d49c3c14555276a2d2e87a0b674075dc80dad30226fd818ca84a492fa6f939,57.3887901250273,
level_025__seed_02,cn-prd-100c-01-V2-LOCATIONS,25,2,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":215,""mechanism_ev"":368,""naive_ev"":220}","{""cv_only"":1016,""mechanism_ev"":746,""naive_ev"":912}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,bfc7fcdfb06ae36ca16e5bad525b3f5d33380151b9f27be3cf24d05260316665,bfc7fcdfb06ae36ca16e5bad525b3f5d33380151b9f27be3cf24d05260316665,58.92773962498177,
level_025__seed_03,cn-prd-100c-01-V2-LOCATIONS,25,3,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":662,""mechanism_ev"":707,""naive_ev"":585}","{""cv_only"":213,""mechanism_ev"":409,""naive_ev"":450}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,d27fbd2f78ca185d1b29291024516db946f4055a139b0781175725df0c3dd5c8,d27fbd2f78ca185d1b29291024516db946f4055a139b0781175725df0c3dd5c8,63.276281833066605,
level_025__seed_04,cn-prd-100c-01-V2-LOCATIONS,25,4,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":526,""mechanism_ev"":295,""naive_ev"":604}","{""cv_only"":599,""mechanism_ev"":250,""naive_ev"":390}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,7d0aa907b2254940177277c5a2ffed2e5a122f1a4725d933d8c6c6bff40489a6,7d0aa907b2254940177277c5a2ffed2e5a122f1a4725d933d8c6c6bff40489a6,59.03170062508434,
level_025__seed_05,cn-prd-100c-01-V2-LOCATIONS,25,5,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":181,""mechanism_ev"":351,""naive_ev"":445}","{""cv_only"":465,""mechanism_ev"":375,""naive_ev"":454}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,4ddfa01bfa5551c55726d79911b2eb719ce43a5c97150e1218bf7b0bac5d1234,4ddfa01bfa5551c55726d79911b2eb719ce43a5c97150e1218bf7b0bac5d1234,53.632823167019524,
level_025__seed_06,cn-prd-100c-01-V2-LOCATIONS,25,6,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":732,""mechanism_ev"":375,""naive_ev"":602}","{""cv_only"":572,""mechanism_ev"":966,""naive_ev"":709}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,2145ddfd9759e491df67664312048fb28741b652b4634e29c6c4dcf5dde34f50,2145ddfd9759e491df67664312048fb28741b652b4634e29c6c4dcf5dde34f50,61.143147584050894,
level_025__seed_07,cn-prd-100c-01-V2-LOCATIONS,25,7,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":281,""mechanism_ev"":574,""naive_ev"":717}","{""cv_only"":184,""mechanism_ev"":403,""naive_ev"":287}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,53c0cf500ce832df632b4b9ec40216fc47547e293d169141d188a386c17a331b,53c0cf500ce832df632b4b9ec40216fc47547e293d169141d188a386c17a331b,51.13573474995792,
level_025__seed_08,cn-prd-100c-01-V2-LOCATIONS,25,8,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":513,""mechanism_ev"":503,""naive_ev"":666}","{""cv_only"":345,""mechanism_ev"":793,""naive_ev"":531}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,05ceb298b3983d4fb2210d1b8070d586f6531b55c8dde21f64561840a9b66b7b,05ceb298b3983d4fb2210d1b8070d586f6531b55c8dde21f64561840a9b66b7b,62.67719758301973,
level_025__seed_09,cn-prd-100c-01-V2-LOCATIONS,25,9,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":502,""mechanism_ev"":410,""naive_ev"":618}","{""cv_only"":339,""mechanism_ev"":248,""naive_ev"":503}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,01ec2a1bdd95b8ee5af29d852a567c74b66791c2000a2959edc638189a67876e,01ec2a1bdd95b8ee5af29d852a567c74b66791c2000a2959edc638189a67876e,156.2317192920018,
level_025__seed_10,cn-prd-100c-01-V2-LOCATIONS,25,10,PASS,10,3,13,7,3,10,16,3597.1597161778627,3621.569907766804,325.38245253188006,33.415679757289084,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,7,3,10,16,3597.1597161778623,3621.569907766804,325.38245253188006,33.415679757289084,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,0.0,0.0,4.547473508864641e-13,1.2641844865583361e-14,0,0,0,0,0,0,0,0,[],"{""cv_only"":798,""mechanism_ev"":286,""naive_ev"":287}","{""cv_only"":539,""mechanism_ev"":250,""naive_ev"":601}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,fe4ac7c2489657768804ec0bbc8b69b9e027fda36150487c508fcda1213e2bb3,fe4ac7c2489657768804ec0bbc8b69b9e027fda36150487c508fcda1213e2bb3,149.79386325005908,
level_050__seed_01,cn-prd-100c-01-V2-LOCATIONS,50,1,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":648,""mechanism_ev"":260,""naive_ev"":553}","{""cv_only"":308,""mechanism_ev"":557,""naive_ev"":880}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,e7465f21305564dba312c75f7462e511548589d4097dc4c6aa7e3b1262a1988a,e7465f21305564dba312c75f7462e511548589d4097dc4c6aa7e3b1262a1988a,179.56470904196613,
