arm,charging_emissions_kg,elapsed_seconds,failure_reason,fleet_level_percent,full_model_cost_cny,hgs_iterations_by_view,objective,operating_cost_cny,route_count,seed,solution_sha256,status,stop_reasons_by_view,system_emissions_kg,unit_id,used_cv,used_ev,used_physical_vehicles
COST_PLUS_CARBON,0.0,19.44857754209079,,0,4156.875636514414,"{""cv_only"":732,""mechanism_ev"":375,""naive_ev"":602}",4156.875636514414,4120.089913814464,16,6,6eeaea49be70d99e9e4f97b00c37c0dd573508d994d86217f77afac201742e27,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",490.34554385429533,level_000__seed_06,10,0,10
COST_ONLY,0.0,16.864242041949183,,0,4120.089913814464,"{""cv_only"":184,""mechanism_ev"":403,""naive_ev"":287}",4120.089913814464,4120.089913814464,16,7,6eeaea49be70d99e9e4f97b00c37c0dd573508d994d86217f77afac201742e27,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",490.34554385429533,level_000__seed_07,10,0,10
COST_PLUS_CARBON,0.0,27.359688416006975,,0,4156.875636514414,"{""cv_only"":281,""mechanism_ev"":574,""naive_ev"":717}",4156.875636514414,4120.089913814464,16,7,6eeaea49be70d99e9e4f97b00c37c0dd573508d994d86217f77afac201742e27,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",490.34554385429533,level_000__seed_07,10,0,10
COST_ONLY,0.0,23.081138834008016,,0,4120.089913814464,"{""cv_only"":345,""mechanism_ev"":793,""naive_ev"":531}",4120.089913814464,4120.089913814464,16,8,6eeaea49be70d99e9e4f97b00c37c0dd573508d994d86217f77afac201742e27,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",490.34554385429533,level_000__seed_08,10,0,10
COST_PLUS_CARBON,0.0,26.969502874999307,,0,4156.875636514414,"{""cv_only"":513,""mechanism_ev"":503,""naive_ev"":666}",4156.875636514414,4120.089913814464,16,8,6eeaea49be70d99e9e4f97b00c37c0dd573508d994d86217f77afac201742e27,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",490.34554385429533,level_000__seed_08,10,0,10
COST_ONLY,0.0,27.63633116602432,,0,4120.089913814464,"{""cv_only"":339,""mechanism_ev"":248,""naive_ev"":503}",4120.089913814464,4120.089913814464,16,9,6eeaea49be70d99e9e4f97b00c37c0dd573508d994d86217f77afac201742e27,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",490.34554385429533,level_000__seed_09,10,0,10
COST_PLUS_CARBON,0.0,25.885014708037488,,0,4156.875636514414,"{""cv_only"":502,""mechanism_ev"":410,""naive_ev"":618}",4156.875636514414,4120.089913814464,16,9,6eeaea49be70d99e9e4f97b00c37c0dd573508d994d86217f77afac201742e27,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",490.34554385429533,level_000__seed_09,10,0,10
COST_ONLY,0.0,22.33893700002227,,0,4120.089913814464,"{""cv_only"":539,""mechanism_ev"":250,""naive_ev"":601}",4120.089913814464,4120.089913814464,16,10,6eeaea49be70d99e9e4f97b00c37c0dd573508d994d86217f77afac201742e27,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",490.34554385429533,level_000__seed_10,10,0,10
COST_PLUS_CARBON,0.0,28.557021041982807,,0,4156.875636514414,"{""cv_only"":798,""mechanism_ev"":286,""naive_ev"":287}",4156.875636514414,4120.089913814464,16,10,6eeaea49be70d99e9e4f97b00c37c0dd573508d994d86217f77afac201742e27,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",490.34554385429533,level_000__seed_10,10,0,10
COST_ONLY,33.415679757289084,25.239228666992858,,25,3597.1597161778623,"{""cv_only"":308,""mechanism_ev"":557,""naive_ev"":880}",3597.1597161778623,3597.1597161778623,16,1,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_01,7,3,10
COST_PLUS_CARBON,33.415679757289084,31.51067841704935,,25,3621.569907766804,"{""cv_only"":648,""mechanism_ev"":260,""naive_ev"":553}",3621.569907766804,3597.1597161778627,16,1,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_01,7,3,10
COST_ONLY,33.415679757289084,33.21860887494404,,25,3597.1597161778623,"{""cv_only"":1016,""mechanism_ev"":746,""naive_ev"":912}",3597.1597161778623,3597.1597161778623,16,2,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_02,7,3,10
COST_PLUS_CARBON,33.415679757289084,25.082820124924183,,25,3621.569907766804,"{""cv_only"":215,""mechanism_ev"":368,""naive_ev"":220}",3621.569907766804,3597.1597161778627,16,2,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_02,7,3,10
COST_ONLY,33.415679757289084,28.8615107499063,,25,3597.1597161778623,"{""cv_only"":213,""mechanism_ev"":409,""naive_ev"":450}",3597.1597161778623,3597.1597161778623,16,3,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_03,7,3,10
COST_PLUS_CARBON,33.415679757289084,33.65284762508236,,25,3621.569907766804,"{""cv_only"":662,""mechanism_ev"":707,""naive_ev"":585}",3621.569907766804,3597.1597161778627,16,3,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_03,7,3,10
COST_ONLY,33.415679757289084,30.312153209000826,,25,3597.1597161778623,"{""cv_only"":599,""mechanism_ev"":250,""naive_ev"":390}",3597.1597161778623,3597.1597161778623,16,4,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_04,7,3,10
COST_PLUS_CARBON,33.415679757289084,27.937259249971248,,25,3621.569907766804,"{""cv_only"":526,""mechanism_ev"":295,""naive_ev"":604}",3621.569907766804,3597.1597161778627,16,4,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_04,7,3,10
COST_ONLY,33.415679757289084,28.735558083979413,,25,3597.1597161778623,"{""cv_only"":465,""mechanism_ev"":375,""naive_ev"":454}",3597.1597161778623,3597.1597161778623,16,5,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_05,7,3,10
COST_PLUS_CARBON,33.415679757289084,23.84258116700221,,25,3621.569907766804,"{""cv_only"":181,""mechanism_ev"":351,""naive_ev"":445}",3621.569907766804,3597.1597161778627,16,5,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_05,7,3,10
COST_ONLY,33.415679757289084,31.332478999975137,,25,3597.1597161778623,"{""cv_only"":572,""mechanism_ev"":966,""naive_ev"":709}",3597.1597161778623,3597.1597161778623,16,6,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_06,7,3,10
COST_PLUS_CARBON,33.415679757289084,28.87885912496131,,25,3621.569907766804,"{""cv_only"":732,""mechanism_ev"":375,""naive_ev"":602}",3621.569907766804,3597.1597161778627,16,6,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_06,7,3,10
COST_ONLY,33.415679757289084,22.23506900004577,,25,3597.1597161778623,"{""cv_only"":184,""mechanism_ev"":403,""naive_ev"":287}",3597.1597161778623,3597.1597161778623,16,7,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_07,7,3,10
COST_PLUS_CARBON,33.415679757289084,28.244735500076786,,25,3621.569907766804,"{""cv_only"":281,""mechanism_ev"":574,""naive_ev"":717}",3621.569907766804,3597.1597161778627,16,7,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_07,7,3,10
COST_ONLY,33.415679757289084,28.540984167018905,,25,3597.1597161778623,"{""cv_only"":345,""mechanism_ev"":793,""naive_ev"":531}",3597.1597161778623,3597.1597161778623,16,8,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_08,7,3,10
COST_PLUS_CARBON,33.415679757289084,33.44820325006731,,25,3621.569907766804,"{""cv_only"":513,""mechanism_ev"":503,""naive_ev"":666}",3621.569907766804,3597.1597161778627,16,8,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_08,7,3,10
COST_ONLY,33.415679757289084,75.37149245792534,,25,3597.1597161778623,"{""cv_only"":339,""mechanism_ev"":248,""naive_ev"":503}",3597.1597161778623,3597.1597161778623,16,9,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_09,7,3,10
COST_PLUS_CARBON,33.415679757289084,79.16611879109405,,25,3621.569907766804,"{""cv_only"":502,""mechanism_ev"":410,""naive_ev"":618}",3621.569907766804,3597.1597161778627,16,9,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_09,7,3,10
COST_ONLY,33.415679757289084,57.98271200002637,,25,3597.1597161778623,"{""cv_only"":539,""mechanism_ev"":250,""naive_ev"":601}",3597.1597161778623,3597.1597161778623,16,10,fdc2181d91595ce9e5e7da86bca544de28d302c12391afd564fe9996f5bfd0cc,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_10,7,3,10
COST_PLUS_CARBON,33.415679757289084,90.42124758299906,,25,3621.569907766804,"{""cv_only"":798,""mechanism_ev"":286,""naive_ev"":287}",3621.569907766804,3597.1597161778627,16,10,ca6ee04b1101c0dd29d8f1905ec0e8fdf3679813a5aeff9db81d44217655823f,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",325.38245253188006,level_025__seed_10,7,3,10
COST_ONLY,42.90341110310803,86.46221995807718,,50,3421.19395714174,"{""cv_only"":308,""mechanism_ev"":557,""naive_ev"":880}",3421.19395714174,3421.19395714174,16,1,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_01,4,6,10
COST_PLUS_CARBON,42.90341110310803,91.7359726659488,,50,3440.3755370118392,"{""cv_only"":648,""mechanism_ev"":260,""naive_ev"":553}",3440.3755370118392,3421.19395714174,16,1,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_01,4,6,10
COST_ONLY,42.90341110310803,94.49098175007384,,50,3421.19395714174,"{""cv_only"":1016,""mechanism_ev"":746,""naive_ev"":912}",3421.19395714174,3421.19395714174,16,2,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_02,4,6,10
COST_PLUS_CARBON,42.90341110310803,57.40638487506658,,50,3440.3755370118392,"{""cv_only"":215,""mechanism_ev"":368,""naive_ev"":220}",3440.3755370118392,3421.19395714174,16,2,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_02,4,6,10
COST_ONLY,42.90341110310803,63.112879874999635,,50,3421.19395714174,"{""cv_only"":213,""mechanism_ev"":409,""naive_ev"":450}",3421.19395714174,3421.19395714174,16,3,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_03,4,6,10
COST_PLUS_CARBON,42.90341110310803,77.81785187497735,,50,3440.3755370118392,"{""cv_only"":662,""mechanism_ev"":707,""naive_ev"":585}",3440.3755370118392,3421.19395714174,16,3,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_03,4,6,10
COST_ONLY,42.90341110310803,66.00786662497558,,50,3421.19395714174,"{""cv_only"":599,""mechanism_ev"":250,""naive_ev"":390}",3421.19395714174,3421.19395714174,16,4,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_04,4,6,10
COST_PLUS_CARBON,42.90341110310803,73.32289149996359,,50,3440.3755370118392,"{""cv_only"":526,""mechanism_ev"":295,""naive_ev"":604}",3440.3755370118392,3421.19395714174,16,4,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_04,4,6,10
COST_ONLY,42.90341110310803,69.65847816702444,,50,3421.19395714174,"{""cv_only"":465,""mechanism_ev"":375,""naive_ev"":454}",3421.19395714174,3421.19395714174,16,5,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_05,4,6,10
COST_PLUS_CARBON,42.90341110310803,63.19746579101775,,50,3440.3755370118392,"{""cv_only"":181,""mechanism_ev"":351,""naive_ev"":445}",3440.3755370118392,3421.19395714174,16,5,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_05,4,6,10
COST_ONLY,42.90341110310803,87.05546516599134,,50,3421.19395714174,"{""cv_only"":572,""mechanism_ev"":966,""naive_ev"":709}",3421.19395714174,3421.19395714174,16,6,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_06,4,6,10
COST_PLUS_CARBON,42.90341110310803,76.88642408396117,,50,3440.3755370118392,"{""cv_only"":732,""mechanism_ev"":375,""naive_ev"":602}",3440.3755370118392,3421.19395714174,16,6,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_06,4,6,10
COST_ONLY,42.90341110310803,60.978279915987514,,50,3421.19395714174,"{""cv_only"":184,""mechanism_ev"":403,""naive_ev"":287}",3421.19395714174,3421.19395714174,16,7,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_07,4,6,10
COST_PLUS_CARBON,42.90341110310803,80.00576166703831,,50,3440.3755370118392,"{""cv_only"":281,""mechanism_ev"":574,""naive_ev"":717}",3440.3755370118392,3421.19395714174,16,7,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_07,4,6,10
COST_ONLY,42.90341110310803,84.24349575000815,,50,3421.19395714174,"{""cv_only"":345,""mechanism_ev"":793,""naive_ev"":531}",3421.19395714174,3421.19395714174,16,8,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_08,4,6,10
COST_PLUS_CARBON,42.90341110310803,96.86118958401494,,50,3440.3755370118392,"{""cv_only"":513,""mechanism_ev"":503,""naive_ev"":666}",3440.3755370118392,3421.19395714174,16,8,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_08,4,6,10
COST_ONLY,42.90341110310803,117.4094164581038,,50,3421.19395714174,"{""cv_only"":339,""mechanism_ev"":248,""naive_ev"":503}",3421.19395714174,3421.19395714174,16,9,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_09,4,6,10
