run_id,phase,category,instance,profile,algorithm,seed,status,failure_reason,eval_budget,actual_evals,best_cost,best_signature,feasible,violation_count,route_count
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A0_THROUGHPUT_ONLY__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,2,OK,,4000,4000,3462.6088470501318,a6317a70f43961be467b15a504d7c302433a136dc690d4d738447e36390c8465,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A3_BACKEND_ONLY__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A3_BACKEND_ONLY,alns_e2_throughput,2,OK,,4000,4000,3405.903648258894,cfa3847b5c833c35b17339991f5f10acdd4e85be4facbbaadb42e6760fbf163f,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A0_MAIN_LOCAL_SEARCH__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,3318.4378948483127,40b40045bec9d8443fa317f4a946562c28fa8242dc990f1503a12bc76d1aef73,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A3_BACKEND_LOCAL_SEARCH__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,3478.0881154007625,48cacc44b588e69f1008fd20d3dbfe99fab6ae2c2a8fd1622d29b02e91a43160,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__LNS_TRACE_REFERENCE__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,LNS_TRACE_REFERENCE,LNS,2,OK,,4000,4000,3581.7494699726385,98d2fad329de44e6976443388a2da6497153c2f633704fbe1b0ff13faf3b6e3d,True,0,22
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A0_THROUGHPUT_ONLY__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,3,OK,,4000,4000,3468.0418603955927,d07418fee1ded85540d89c2b3cc011bc840b2becbfab4fc10c82f5ee66dc837a,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A3_BACKEND_ONLY__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A3_BACKEND_ONLY,alns_e2_throughput,3,OK,,4000,4000,3465.2083487781174,989a37c18ce24fcc7d98bf90bc4e3194ad35ecc50ac2134f1f05618e51e6b871,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A0_MAIN_LOCAL_SEARCH__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,3437.4426574987574,41b24222b09898ff022478a1dd470085116696988052fa5fe9af7a003f62bc0f,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A3_BACKEND_LOCAL_SEARCH__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,3434.761854587148,ffb828a2d07cd12d9872171c4c0f984ebfde653ac6438d8eaf7a105ff4429047,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__LNS_TRACE_REFERENCE__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,LNS_TRACE_REFERENCE,LNS,3,OK,,4000,4000,3600.3620326505716,e913b583c601c40ce2b4ad1e4a3bec3f55c720ce80bd244785bce1357f848112,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A0_THROUGHPUT_ONLY__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,1,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A3_BACKEND_ONLY__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A3_BACKEND_ONLY,alns_e2_throughput,1,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A0_MAIN_LOCAL_SEARCH__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A3_BACKEND_LOCAL_SEARCH__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__LNS_TRACE_REFERENCE__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,LNS_TRACE_REFERENCE,LNS,1,OK,,4000,4000,621.371321439464,1c000eeb57695b515abd823486eee0551f00b65081b9aeb6fc8a1197a733b46f,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A0_THROUGHPUT_ONLY__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,2,OK,,4000,4000,621.371321439464,38dc01d650f6effda6eea13731fd4666a96256b68521f1f276a6448fd8e49b6e,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A3_BACKEND_ONLY__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A3_BACKEND_ONLY,alns_e2_throughput,2,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A0_MAIN_LOCAL_SEARCH__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A3_BACKEND_LOCAL_SEARCH__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
