accepted,best_updates,destroy,profile,repair,run_id,seed,selected,start
0,0,worst_customer_removal,DEFAULT_ALPHA_UCB,regret3_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed1,1,1,CV_ONLY
24,13,random_customer_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,97,CV_ONLY
11,4,random_customer_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,35,CV_ONLY
16,9,random_customer_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,68,CV_ONLY
1,0,route_segment_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,11,CV_ONLY
3,1,route_segment_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,13,CV_ONLY
6,0,route_segment_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,13,CV_ONLY
3,0,shaw_related_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,11,CV_ONLY
5,0,shaw_related_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,12,CV_ONLY
2,0,shaw_related_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,11,CV_ONLY
9,2,vehicle_type_swap,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,30,CV_ONLY
2,0,vehicle_type_swap,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,11,CV_ONLY
0,0,vehicle_type_swap,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,10,CV_ONLY
1,0,whole_route_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,10,CV_ONLY
0,0,whole_route_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,14,CV_ONLY
0,0,whole_route_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,11,CV_ONLY
1,1,worst_customer_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,11,CV_ONLY
1,0,worst_customer_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,11,CV_ONLY
1,0,worst_customer_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed1,1,11,CV_ONLY
42,8,random_customer_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,120,CV_ONLY
13,4,random_customer_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,53,CV_ONLY
7,2,random_customer_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,31,CV_ONLY
0,0,route_segment_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,2,CV_ONLY
5,1,route_segment_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,16,CV_ONLY
0,0,route_segment_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,1,CV_ONLY
0,0,shaw_related_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,1,CV_ONLY
2,1,shaw_related_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,13,CV_ONLY
0,0,shaw_related_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,1,CV_ONLY
32,7,vehicle_type_swap,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,138,CV_ONLY
1,0,whole_route_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,4,CV_ONLY
0,0,whole_route_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,3,CV_ONLY
0,0,whole_route_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,3,CV_ONLY
0,0,worst_customer_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,1,CV_ONLY
0,0,worst_customer_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,1,CV_ONLY
0,0,worst_customer_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed1,1,1,CV_ONLY
1,0,random_customer_removal,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed2,2,2,CV_ONLY
58,21,random_customer_removal,DEFAULT_ALPHA_UCB,regret2_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed2,2,385,CV_ONLY
0,0,random_customer_removal,DEFAULT_ALPHA_UCB,regret3_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed2,2,1,CV_ONLY
0,0,worst_customer_removal,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed2,2,1,CV_ONLY
6,5,random_customer_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,46,CV_ONLY
11,8,random_customer_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,75,CV_ONLY
5,1,random_customer_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,19,CV_ONLY
1,0,route_segment_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,11,CV_ONLY
2,1,route_segment_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,12,CV_ONLY
3,0,route_segment_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,10,CV_ONLY
4,2,shaw_related_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,21,CV_ONLY
3,1,shaw_related_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,12,CV_ONLY
0,0,shaw_related_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,10,CV_ONLY
10,6,vehicle_type_swap,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,63,CV_ONLY
0,0,vehicle_type_swap,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,12,CV_ONLY
0,0,vehicle_type_swap,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,11,CV_ONLY
0,0,whole_route_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,11,CV_ONLY
0,0,whole_route_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,11,CV_ONLY
0,0,whole_route_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,11,CV_ONLY
0,0,worst_customer_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,12,CV_ONLY
0,0,worst_customer_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,11,CV_ONLY
5,2,worst_customer_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed2,2,30,CV_ONLY
1,0,random_customer_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,3,CV_ONLY
4,3,random_customer_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,51,CV_ONLY
3,3,random_customer_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,49,CV_ONLY
1,0,route_segment_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,4,CV_ONLY
0,0,route_segment_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,3,CV_ONLY
1,0,route_segment_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,3,CV_ONLY
1,0,shaw_related_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,3,CV_ONLY
0,0,shaw_related_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,1,CV_ONLY
0,0,shaw_related_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,1,CV_ONLY
31,8,vehicle_type_swap,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,213,CV_ONLY
1,1,whole_route_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,18,CV_ONLY
0,0,whole_route_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,1,CV_ONLY
0,0,whole_route_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,1,CV_ONLY
2,2,worst_customer_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,34,CV_ONLY
0,0,worst_customer_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,1,CV_ONLY
0,0,worst_customer_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed2,2,1,CV_ONLY
0,0,random_customer_removal,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed3,3,1,CV_ONLY
0,0,random_customer_removal,DEFAULT_ALPHA_UCB,regret2_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed3,3,1,CV_ONLY
70,33,random_customer_removal,DEFAULT_ALPHA_UCB,regret3_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed3,3,387,CV_ONLY
6,5,random_customer_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,41,CV_ONLY
14,9,random_customer_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,75,CV_ONLY
8,3,random_customer_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,36,CV_ONLY
7,1,route_segment_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,21,CV_ONLY
2,0,route_segment_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,11,CV_ONLY
1,0,route_segment_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,11,CV_ONLY
3,0,shaw_related_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,10,CV_ONLY
2,0,shaw_related_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,12,CV_ONLY
1,0,shaw_related_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,11,CV_ONLY
4,4,vehicle_type_swap,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,32,CV_ONLY
0,0,vehicle_type_swap,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,11,CV_ONLY
0,0,vehicle_type_swap,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,15,CV_ONLY
1,0,whole_route_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,10,CV_ONLY
1,0,whole_route_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,12,CV_ONLY
0,0,whole_route_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,10,CV_ONLY
6,2,worst_customer_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,25,CV_ONLY
6,3,worst_customer_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,32,CV_ONLY
1,0,worst_customer_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed3,3,12,CV_ONLY
0,0,random_customer_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,1,CV_ONLY
0,0,random_customer_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,1,CV_ONLY
3,1,random_customer_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,20,CV_ONLY
0,0,route_segment_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,1,CV_ONLY
0,0,route_segment_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,1,CV_ONLY
31,4,route_segment_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,105,CV_ONLY
0,0,shaw_related_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,1,CV_ONLY
0,0,shaw_related_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,1,CV_ONLY
0,0,shaw_related_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,1,CV_ONLY
26,6,vehicle_type_swap,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,163,CV_ONLY
1,0,whole_route_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,4,CV_ONLY
0,0,whole_route_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,3,CV_ONLY
1,0,whole_route_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,3,CV_ONLY
1,1,worst_customer_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,17,CV_ONLY
5,3,worst_customer_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,50,CV_ONLY
1,1,worst_customer_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed3,3,17,CV_ONLY
1,0,random_customer_removal,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,2,CV_ONLY
42,20,random_customer_removal,DEFAULT_ALPHA_UCB,regret2_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,327,CV_ONLY
0,0,random_customer_removal,DEFAULT_ALPHA_UCB,regret3_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,route_segment_removal,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,route_segment_removal,DEFAULT_ALPHA_UCB,regret2_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,route_segment_removal,DEFAULT_ALPHA_UCB,regret3_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,shaw_related_removal,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,shaw_related_removal,DEFAULT_ALPHA_UCB,regret2_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,shaw_related_removal,DEFAULT_ALPHA_UCB,regret3_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
6,6,vehicle_type_swap,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,33,CV_ONLY
1,1,whole_route_removal,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,14,CV_ONLY
0,0,whole_route_removal,DEFAULT_ALPHA_UCB,regret2_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,whole_route_removal,DEFAULT_ALPHA_UCB,regret3_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,worst_customer_removal,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,worst_customer_removal,DEFAULT_ALPHA_UCB,regret2_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
0,0,worst_customer_removal,DEFAULT_ALPHA_UCB,regret3_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed4,4,1,CV_ONLY
16,5,random_customer_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,56,CV_ONLY
8,3,random_customer_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,35,CV_ONLY
17,5,random_customer_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,65,CV_ONLY
5,0,route_segment_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,12,CV_ONLY
10,0,route_segment_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,26,CV_ONLY
2,0,route_segment_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,11,CV_ONLY
2,0,shaw_related_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,12,CV_ONLY
3,0,shaw_related_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,10,CV_ONLY
1,0,shaw_related_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,13,CV_ONLY
10,5,vehicle_type_swap,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,56,CV_ONLY
3,0,vehicle_type_swap,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,12,CV_ONLY
0,0,vehicle_type_swap,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,13,CV_ONLY
0,0,whole_route_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,11,CV_ONLY
0,0,whole_route_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,11,CV_ONLY
1,0,whole_route_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,11,CV_ONLY
2,0,worst_customer_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,12,CV_ONLY
0,0,worst_customer_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,10,CV_ONLY
0,0,worst_customer_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed4,4,10,CV_ONLY
1,0,random_customer_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,2,CV_ONLY
0,0,random_customer_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,1,CV_ONLY
5,2,random_customer_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,35,CV_ONLY
1,0,route_segment_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,4,CV_ONLY
1,0,route_segment_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,3,CV_ONLY
1,0,route_segment_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,3,CV_ONLY
1,0,shaw_related_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,2,CV_ONLY
0,0,shaw_related_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,1,CV_ONLY
0,0,shaw_related_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,1,CV_ONLY
37,7,vehicle_type_swap,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,210,CV_ONLY
0,0,whole_route_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,1,CV_ONLY
2,2,whole_route_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,31,CV_ONLY
0,0,whole_route_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,1,CV_ONLY
3,1,worst_customer_removal,MINIMUM_COVERAGE,greedy_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,19,CV_ONLY
9,1,worst_customer_removal,MINIMUM_COVERAGE,regret2_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,27,CV_ONLY
12,2,worst_customer_removal,MINIMUM_COVERAGE,regret3_insert_repair,MINIMUM_COVERAGE__CV_ONLY__seed4,4,45,CV_ONLY
0,0,random_customer_removal,DEFAULT_ALPHA_UCB,greedy_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed5,5,1,CV_ONLY
1,0,random_customer_removal,DEFAULT_ALPHA_UCB,regret2_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed5,5,2,CV_ONLY
75,31,random_customer_removal,DEFAULT_ALPHA_UCB,regret3_insert_repair,DEFAULT_ALPHA_UCB__CV_ONLY__seed5,5,386,CV_ONLY
4,2,random_customer_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed5,5,25,CV_ONLY
9,5,random_customer_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed5,5,49,CV_ONLY
10,6,random_customer_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed5,5,58,CV_ONLY
3,2,route_segment_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed5,5,20,CV_ONLY
1,0,route_segment_removal,BALANCED_COVERAGE,regret2_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed5,5,10,CV_ONLY
4,1,route_segment_removal,BALANCED_COVERAGE,regret3_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed5,5,15,CV_ONLY
4,0,shaw_related_removal,BALANCED_COVERAGE,greedy_insert_repair,BALANCED_COVERAGE__CV_ONLY__seed5,5,14,CV_ONLY
