run_id,phase,algorithm,display_algorithm,category,instance,seed,best_cost,common_lift,native_lift,flip_lift,native_best_updates,route_count_unique
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-02__alns_e2_carbon__seed2,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-200c-02,2,4357.315664484745,0.0,2010.1198137868023,0,88,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-02__alns_e2_carbon__seed3,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-200c-02,3,4281.02884867131,0.0,2086.4066296002375,0,103,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-02__alns_e2_carbon_ablation__seed1,E_CARBON_TIER1,alns_e2_carbon_ablation,alns_e2_carbon_ablation,threeshift,e2-threeshift-200c-02,1,4488.016040326613,0.0,1879.4194379449345,0,128,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-02__alns_e2_carbon_ablation__seed2,E_CARBON_TIER1,alns_e2_carbon_ablation,alns_e2_carbon_ablation,threeshift,e2-threeshift-200c-02,2,4355.548684692833,0.0,2011.8867935787139,0,88,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-02__alns_e2_carbon_ablation__seed3,E_CARBON_TIER1,alns_e2_carbon_ablation,alns_e2_carbon_ablation,threeshift,e2-threeshift-200c-02,3,4281.02884867131,0.0,2086.4066296002375,0,103,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-02__t3_main_alns__seed1,E_CARBON_TIER1,t3_main_alns,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-200c-02,1,4616.77828975893,0.0,1750.6571885126168,0,68,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-02__t3_main_alns__seed2,E_CARBON_TIER1,t3_main_alns,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-200c-02,2,4432.720057068517,0.0,1934.71542120303,0,79,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-02__t3_main_alns__seed3,E_CARBON_TIER1,t3_main_alns,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-200c-02,3,4354.629889573324,0.0,2012.805588698223,0,81,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-03__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-200c-03,1,4461.900353138462,0.0,2186.7915448663343,0,98,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-03__alns_e2_carbon__seed2,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-200c-03,2,4662.790977243216,0.0,1985.900920761581,0,55,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-03__alns_e2_carbon__seed3,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-200c-03,3,4461.568951662528,0.0,2187.1229463422687,0,88,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-03__alns_e2_carbon_ablation__seed1,E_CARBON_TIER1,alns_e2_carbon_ablation,alns_e2_carbon_ablation,threeshift,e2-threeshift-200c-03,1,4460.510973810031,0.0,2188.180924194766,0,95,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-03__alns_e2_carbon_ablation__seed2,E_CARBON_TIER1,alns_e2_carbon_ablation,alns_e2_carbon_ablation,threeshift,e2-threeshift-200c-03,2,4526.929629027246,0.0,2121.762268977551,0,82,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-03__alns_e2_carbon_ablation__seed3,E_CARBON_TIER1,alns_e2_carbon_ablation,alns_e2_carbon_ablation,threeshift,e2-threeshift-200c-03,3,4457.925382391849,0.0,2190.766515612948,0,89,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-03__t3_main_alns__seed1,E_CARBON_TIER1,t3_main_alns,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-200c-03,1,4519.484229201583,0.0,2129.207668803214,0,85,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-03__t3_main_alns__seed2,E_CARBON_TIER1,t3_main_alns,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-200c-03,2,4825.630018724047,0.0,1823.06187928075,0,90,1
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-200c-03__t3_main_alns__seed3,E_CARBON_TIER1,t3_main_alns,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-200c-03,3,4442.9042081624875,0.0,2205.787689842309,0,94,1
