instance_id,seed,capacity_kwh,public_charge_power_kw,curve_id,feasible,total_cost_cny,route_hash,route_count,ev_route_count,depot_charging_session_count,public_charging_session_count,public_charging_minutes_total,public_charging_minutes_max,max_public_charge_end_soc_pct,taper_entered_session_count,station_charging_kwh,depot_charging_kwh,complete_candidate_evaluations,elapsed_seconds,independent_check_completed,violation_count,station_capacity_conflict_count,linear_routes_m17_recheck_feasible,linear_routes_m17_recheck_total_cost_cny,linear_routes_m17_recheck_violation_count,linear_routes_m17_recheck_violation_types,linear_routes_m17_recheck_station_capacity_conflict_count,linear_routes_m17_recheck_public_charging_session_count,linear_routes_m17_recheck_public_charging_minutes_total,linear_routes_m17_recheck_public_charging_minutes_max,linear_routes_m17_recheck_max_public_charge_end_soc_pct,linear_routes_m17_recheck_taper_entered_session_count
cn-prd-100c-02-V2-LOCATIONS,1,16.0,22.0,L100_control,True,4854.011628511664,56672eee8bc817ca667e3dfd1df169c3bbaa1d28055bfe3face06cbe8470af59,18,5,0,3,71.96084400016655,33.710803517950744,92.33541349194947,1,26.38564280006107,0.0,14,2.6349290830548853,True,0,0,False,4862.240714012433,1,STATION_CAPACITY,1,3,75.56404354409192,37.20150294281077,92.33541349194947,1
cn-prd-100c-02-V2-LOCATIONS,1,16.0,22.0,M17_22KW_NORMAL_PWL,True,4855.813182085531,56672eee8bc817ca667e3dfd1df169c3bbaa1d28055bfe3face06cbe8470af59,18,5,0,3,75.56404354409192,37.20150294281077,92.33541349194947,1,26.38564280006107,0.0,14,2.927851250045933,True,0,0,False,4862.240714012433,1,STATION_CAPACITY,1,3,75.56404354409192,37.20150294281077,92.33541349194947,1
cn-prd-100c-02-V2-LOCATIONS,1,20.0,22.0,L100_control,True,4776.5688245186375,2d7ac15a830dea0f4743d4af5f516d25d865536caed3014f3de78eb6caedfaf7,18,5,0,2,53.17351175480372,27.802510228202653,83.03645976235474,0,19.4969543100947,0.0,14,4.116590332938358,True,0,0,False,4781.266526449341,1,STATION_CAPACITY,1,2,53.3299044364355,27.884282317109136,83.03645976235474,0
cn-prd-100c-02-V2-LOCATIONS,1,20.0,22.0,M17_22KW_NORMAL_PWL,True,4776.661612948419,2d7ac15a830dea0f4743d4af5f516d25d865536caed3014f3de78eb6caedfaf7,18,5,0,2,53.3299044364355,27.884282317109136,83.03645976235474,0,19.4969543100947,0.0,14,3.6904084580019116,True,0,0,False,4781.266526449341,1,STATION_CAPACITY,1,2,53.3299044364355,27.884282317109136,83.03645976235474,0
cn-prd-100c-02-V2-LOCATIONS,1,24.0,22.0,L100_control,True,4750.133485549829,a188b2835f70a3fc9fcba1d4d34aebc08b24742a3e5df4e9ece84fe8a13b84cd,18,5,0,1,16.78620575199541,16.78620575199541,68.65402772514966,0,6.154942109064985,0.0,14,4.052423125016503,True,0,0,True,4752.938460583057,0,,0,1,16.835576945383643,16.835576945383643,68.65402772514966,0
cn-prd-100c-02-V2-LOCATIONS,1,24.0,22.0,M17_22KW_NORMAL_PWL,True,4750.158171146522,a188b2835f70a3fc9fcba1d4d34aebc08b24742a3e5df4e9ece84fe8a13b84cd,18,5,0,1,16.835576945383643,16.835576945383643,68.65402772514966,0,6.154942109064985,0.0,14,3.6574906250461936,True,0,0,True,4752.938460583057,0,,0,1,16.835576945383643,16.835576945383643,68.65402772514966,0
cn-prd-100c-02-V2-LOCATIONS,1,28.0,22.0,L100_control,True,4729.669483614355,93c9bb413a7af4e0f3a8481122f457f1f4c27c286889a7d212516fb3a123626d,18,5,0,1,5.984328410020832,5.984328410020832,59.311756973110526,0,2.194253750340973,0.0,14,2.3976252080174163,True,0,0,True,4730.669464910232,0,,0,1,6.001929375932665,6.001929375932665,59.311756973110526,0
cn-prd-100c-02-V2-LOCATIONS,1,28.0,22.0,M17_22KW_NORMAL_PWL,True,4729.678284097311,93c9bb413a7af4e0f3a8481122f457f1f4c27c286889a7d212516fb3a123626d,18,5,0,1,6.001929375932665,6.001929375932665,59.311756973110526,0,2.194253750340973,0.0,14,2.160432083066553,True,0,0,True,4730.669464910232,0,,0,1,6.001929375932665,6.001929375932665,59.311756973110526,0
cn-prd-100c-02-V2-LOCATIONS,1,32.0,22.0,L100_control,True,4722.041090194343,18c96d374e917365b55afe28a97be8bf1fd202f4b9e3931b9872fe0cb69b3326,18,5,0,0,0,0.0,0.0,0,0.0,0.0,14,2.356684915954247,True,0,0,True,4722.041090194343,0,,0,0,0,0.0,0.0,0
cn-prd-100c-02-V2-LOCATIONS,1,32.0,22.0,M17_22KW_NORMAL_PWL,True,4722.041090194343,18c96d374e917365b55afe28a97be8bf1fd202f4b9e3931b9872fe0cb69b3326,18,5,0,0,0,0.0,0.0,0,0.0,0.0,14,2.3210819999221712,True,0,0,True,4722.041090194343,0,,0,0,0,0.0,0.0,0
