best_any_distance_reducing,best_any_insertion_delta_km,best_any_relocate_net_delta_km,best_any_swap_partner_customer_id,best_any_swap_partner_depot_id,best_any_swap_total_delta_km,best_any_target_depot_id,best_any_target_duty_id,best_any_target_position,best_any_target_trip_index,best_capacity_distance_reducing,best_capacity_relocate_net_delta_km,best_capacity_swap_partner_customer_id,best_capacity_swap_partner_depot_id,best_capacity_swap_total_delta_km,best_capacity_target_depot_id,best_capacity_target_duty_id,best_capacity_target_position,best_capacity_target_trip_index,customer_id,demand_kg,instance_id,region,removal_saving_km,saved_direct_roundtrip_delta_km,saved_direct_roundtrip_distance_reducing,source_depot_id,source_duty_id,source_trip_index
False,588.1670623070421,578.3148242403291,C067,D_chongqing,1149.0980378337988,D_chongqing,CV_D_chongqing_1,3,1,False,592.244914850749,C093,D_chongqing,1158.1830278409348,D_chongqing,EV_D_chongqing_1,0,2,C006,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,9.852238066712998,610.986495107032,False,D_chengdu,CV_D_chengdu_2,1
False,572.0351614964429,568.009085718745,C067,D_chongqing,1141.6439679656378,D_chongqing,CV_D_chongqing_1,3,1,False,581.939176329166,C093,D_chongqing,1150.7289579727728,D_chongqing,EV_D_chongqing_1,0,2,C041,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,4.026075777698001,606.952273432478,False,D_chengdu,CV_D_chengdu_2,1
False,583.063947004826,580.451237011453,C067,D_chongqing,1149.9856797302239,D_chongqing,CV_D_chongqing_1,3,1,False,594.3813276218731,C064,D_chongqing,1165.220238336629,D_chongqing,EV_D_chongqing_1,0,2,C033,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.612709993373,616.876834226728,False,D_chengdu,CV_D_chengdu_2,1
False,571.9276517665361,570.6232337464,C067,D_chongqing,1115.5751132497642,D_chongqing,CV_D_chongqing_1,3,1,False,584.5533243568201,C067,D_chongqing,1115.5751132497642,D_chongqing,EV_D_chongqing_1,0,2,C031,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,1.3044180201359996,608.270347180504,False,D_chengdu,CV_D_chengdu_2,1
False,588.854519295706,589.658282135125,C067,D_chongqing,1120.7659674094998,D_chongqing,CV_D_chongqing_1,3,1,False,603.588372745545,C067,D_chongqing,1120.7659674094998,D_chongqing,EV_D_chongqing_1,0,2,C001,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,-0.8037628394190033,624.812042199857,False,D_chengdu,CV_D_chengdu_2,2
False,582.6522280483979,574.960350977279,C067,D_chongqing,1154.634881510849,D_chongqing,CV_D_chongqing_1,3,1,False,588.890441587699,C067,D_chongqing,1154.634881510849,D_chongqing,EV_D_chongqing_1,0,2,C018,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,7.691877071118999,602.1033158211559,False,D_chengdu,CV_D_chengdu_2,2
False,578.304978335717,574.3821794656731,C067,D_chongqing,1151.93556080872,D_chongqing,CV_D_chongqing_1,3,1,False,588.3122700760931,C067,D_chongqing,1151.93556080872,D_chongqing,EV_D_chongqing_1,0,2,C042,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,3.922798870044,605.8029896739499,False,D_chengdu,CV_D_chengdu_2,2
False,577.899258658743,575.270854796801,C067,D_chongqing,1149.823590624094,D_chongqing,CV_D_chongqing_1,3,1,False,589.2009454072211,C067,D_chongqing,1149.823590624094,D_chongqing,EV_D_chongqing_1,0,2,C011,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.628403861942001,603.2551429207839,False,D_chengdu,CV_D_chengdu_2,2
False,587.5450036210511,582.6909571917661,C067,D_chongqing,1160.880159208838,D_chongqing,CV_D_chongqing_1,3,1,False,596.621047802187,C067,D_chongqing,1160.880159208838,D_chongqing,EV_D_chongqing_1,0,2,C007,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,4.854046429285,618.650696736445,False,D_chengdu,CV_D_chengdu_2,2
False,583.081408187092,580.096610487148,C067,D_chongqing,1123.151657948067,D_chongqing,CV_D_chongqing_1,3,1,False,594.026701097568,C067,D_chongqing,1123.151657948067,D_chongqing,EV_D_chongqing_1,0,2,C016,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.9847976999440036,616.844779485641,False,D_chengdu,CV_D_chengdu_2,2
False,569.9516754843141,568.135248605275,C067,D_chongqing,1103.1677215747,D_chongqing,CV_D_chongqing_1,3,1,False,582.065339215695,C061,D_chongqing,1111.723815405571,D_chongqing,EV_D_chongqing_1,0,2,C037,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,1.8164268790390015,603.0684427182961,False,D_chengdu,CV_D_chengdu_3,1
False,578.092208363955,574.7796144074209,C067,D_chongqing,1144.2616565033873,D_chongqing,CV_D_chongqing_1,3,1,False,588.709705017841,C067,D_chongqing,1144.2616565033873,D_chongqing,EV_D_chongqing_1,0,2,C017,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,3.3125939565339997,606.2511989275949,False,D_chengdu,CV_D_chengdu_3,1
False,577.189599137953,576.4658782859531,C067,D_chongqing,1151.891235033555,D_chongqing,CV_D_chongqing_1,3,1,False,590.3959688963741,C061,D_chongqing,1160.4473288644267,D_chongqing,EV_D_chongqing_1,0,2,C021,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,0.7237208519999986,606.1795738460079,False,D_chengdu,CV_D_chengdu_3,1
False,587.329529811513,582.22007545059,C067,D_chongqing,1161.673639686516,D_chongqing,CV_D_chongqing_1,3,1,False,596.150166061009,C067,D_chongqing,1161.673639686516,D_chongqing,EV_D_chongqing_1,0,2,C019,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,5.109454360922999,624.780931744348,False,D_chengdu,CV_D_chengdu_3,1
False,588.854519281436,588.590844314156,C067,D_chongqing,1157.890845493888,D_chongqing,CV_D_chongqing_1,3,1,False,602.520934924575,C067,D_chongqing,1157.890845493888,D_chongqing,EV_D_chongqing_1,0,2,C004,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,0.2636749672799997,623.948424808457,False,D_chengdu,CV_D_chengdu_3,1
False,567.2628855451671,562.1873903622682,C067,D_chongqing,1107.4620197154923,D_chongqing,CV_D_chongqing_1,3,1,False,576.1174809726881,C067,D_chongqing,1107.4620197154923,D_chongqing,EV_D_chongqing_1,0,2,C035,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,5.075495182898998,603.20275754232,False,D_chengdu,CV_D_chengdu_3,1
False,570.5137959320131,567.5850783484861,C067,D_chongqing,1102.436302649789,D_chongqing,CV_D_chongqing_1,3,1,False,581.5151689589071,C067,D_chongqing,1102.436302649789,D_chongqing,EV_D_chongqing_1,0,2,C013,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.9287175835270025,606.1093165022039,False,D_chengdu,CV_D_chengdu_3,2
False,577.8778981320401,567.6173771230951,C067,D_chongqing,1102.8581559874542,D_chongqing,CV_D_chongqing_1,3,1,False,581.5474677335151,C093,D_chongqing,1111.943145994589,D_chongqing,EV_D_chongqing_1,0,2,C039,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,10.260521008945002,606.141615276812,False,D_chengdu,CV_D_chengdu_3,2
False,540.977985468359,516.773470112475,C030,D_chengdu,1109.689865341082,D_chengdu,CV_D_chengdu_1,0,1,False,518.5646874914961,C037,D_chengdu,1111.723815405571,D_chengdu,CV_D_chengdu_3,0,2,C061,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,24.204515355883995,472.066043113659,False,D_chongqing,CV_D_chongqing_1,1
False,569.1464692220171,567.5374468364721,C030,D_chengdu,1140.016384820311,D_chengdu,CV_D_chengdu_1,0,1,False,569.328664215492,C037,D_chengdu,1142.050334884801,D_chengdu,CV_D_chengdu_3,0,2,C048,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,1.6090223855449985,515.0598765859851,False,D_chongqing,CV_D_chongqing_1,1
False,568.051877141005,567.537446836472,C030,D_chengdu,1135.7874628177333,D_chengdu,CV_D_chengdu_1,0,1,False,569.328664215492,C030,D_chengdu,1135.7874628177333,D_chengdu,CV_D_chengdu_3,0,2,C080,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,0.5144303045330016,515.4455870834439,False,D_chongqing,CV_D_chongqing_1,1
False,545.259103563971,516.840345305488,C030,D_chengdu,1101.13377151021,D_chengdu,CV_D_chengdu_1,0,1,False,518.631562684508,C013,D_chengdu,1102.436302649789,D_chengdu,CV_D_chengdu_3,0,2,C067,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,28.418758258483006,466.784014354916,False,D_chongqing,CV_D_chongqing_1,1
False,550.7040340474041,547.752556151218,C030,D_chengdu,1116.368330116616,D_chengdu,CV_D_chengdu_1,0,1,False,549.543773530239,C037,D_chengdu,1118.402280181106,D_chengdu,CV_D_chengdu_3,0,2,C064,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.9514778961859993,478.33982242330205,False,D_chongqing,CV_D_chongqing_1,1
False,560.5185821138421,559.6631714854191,C030,D_chengdu,1143.1477460730857,D_chengdu,CV_D_chengdu_1,0,1,False,561.45438886444,C037,D_chengdu,1145.1816961375762,D_chengdu,CV_D_chengdu_3,0,2,C099,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,0.8554106284230002,503.6580921925731,False,D_chongqing,CV_D_chongqing_1,1
False,572.703491818929,569.941816603684,C030,D_chengdu,1159.1905096191392,D_chengdu,CV_D_chengdu_1,0,1,False,571.733033982705,C037,D_chengdu,1161.2244596836279,D_chengdu,CV_D_chengdu_3,0,2,C095,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.761675215244999,523.1234454907491,False,D_chongqing,CV_D_chongqing_1,1
False,573.3499789879189,570.459974916475,C030,D_chengdu,1151.820616044879,D_chengdu,CV_D_chengdu_1,0,1,False,572.251192295496,C013,D_chengdu,1153.123147184458,D_chengdu,CV_D_chengdu_3,0,2,C070,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.890004071444004,521.995749477657,False,D_chongqing,CV_D_chongqing_1,2
False,554.619631326196,538.837426848215,C030,D_chengdu,1143.5027890862289,D_chengdu,CV_D_chengdu_1,0,1,False,540.628644227236,C013,D_chengdu,1144.8053202258081,D_chengdu,CV_D_chengdu_3,0,2,C046,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,15.782204477980999,489.11661778203603,False,D_chongqing,CV_D_chongqing_1,2
False,569.6261918269231,560.8067660474171,C030,D_chengdu,1146.152689052648,D_chengdu,CV_D_chengdu_1,0,1,False,562.597983426437,C013,D_chengdu,1147.455220192228,D_chengdu,CV_D_chengdu_3,0,2,C043,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,8.819425779505998,521.3834067603972,False,D_chongqing,CV_D_chongqing_1,2
False,560.60759122339,551.807067871837,C030,D_chengdu,1150.301212793294,D_chengdu,CV_D_chengdu_1,0,1,False,553.5982852508579,C013,D_chengdu,1151.603743932872,D_chengdu,CV_D_chengdu_3,0,2,C073,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,8.800523351553002,505.1092079798891,False,D_chongqing,CV_D_chongqing_1,2
False,569.0243040020309,563.563742688109,C030,D_chengdu,1152.923285393586,D_chengdu,CV_D_chengdu_1,0,1,False,565.354960067129,C030,D_chengdu,1152.923285393586,D_chengdu,CV_D_chengdu_3,0,2,C086,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,5.460561313922001,515.32074115441,False,D_chongqing,CV_D_chongqing_1,2
False,579.999188629458,561.90338767411,C030,D_chengdu,1145.5384103953859,D_chengdu,CV_D_chengdu_1,0,1,False,563.6946050531311,C013,D_chengdu,1146.840941534965,D_chengdu,CV_D_chengdu_3,0,2,C051,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,18.095800955348,534.751650733889,False,D_chongqing,CV_D_chongqing_2,1
False,562.436257751195,520.7759497469041,C030,D_chengdu,1123.3494883643841,D_chengdu,CV_D_chengdu_1,0,1,False,522.5671671259241,C030,D_chengdu,1123.3494883643841,D_chengdu,CV_D_chengdu_3,0,2,C072,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,41.660308004291,495.1299926027061,False,D_chongqing,CV_D_chongqing_2,1
False,568.3949770503871,568.207471857017,C030,D_chengdu,1148.5307413245062,D_chengdu,CV_D_chengdu_1,0,1,False,569.998689236037,C030,D_chengdu,1148.5307413245062,D_chengdu,CV_D_chengdu_3,0,2,C090,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,0.18750519337000152,514.751173075367,False,D_chongqing,CV_D_chongqing_2,1
False,568.204749720485,567.5374468364719,C030,D_chengdu,1169.152836241226,D_chengdu,CV_D_chengdu_1,0,1,False,569.3286642154919,C037,D_chengdu,1171.1867863057162,D_chengdu,CV_D_chengdu_3,0,2,C058,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,0.6673028840130001,514.606898788993,False,D_chongqing,CV_D_chongqing_2,1
False,573.571584837842,570.091447100561,C030,D_chengdu,1165.6600411186103,D_chengdu,CV_D_chengdu_1,0,1,False,571.8826644795819,C030,D_chengdu,1165.6600411186103,D_chengdu,CV_D_chengdu_3,0,2,C097,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,3.480137737281002,523.2660941227309,False,D_chongqing,CV_D_chongqing_2,1
False,568.4300161175281,564.9755906548061,C030,D_chengdu,1158.276283285914,D_chengdu,CV_D_chengdu_1,0,1,False,566.766808033826,C037,D_chengdu,1160.310233350404,D_chengdu,CV_D_chengdu_3,0,2,C084,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,3.4544254627219964,521.023929881734,False,D_chongqing,CV_D_chongqing_2,2
False,561.527261069645,556.9272810349039,C030,D_chengdu,1147.6745975989961,D_chengdu,CV_D_chengdu_1,0,1,False,558.7184984139251,C037,D_chengdu,1149.708547663486,D_chengdu,CV_D_chengdu_3,0,2,C052,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,4.599980034741,512.9171222734029,False,D_chongqing,CV_D_chongqing_2,2
False,562.5065091618369,560.409481982986,C030,D_chengdu,1146.887172471068,D_chengdu,CV_D_chengdu_1,0,1,False,562.200699362006,C013,D_chengdu,1148.189703610648,D_chengdu,CV_D_chengdu_3,0,2,C059,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.097027178851,503.6465414439509,False,D_chongqing,CV_D_chongqing_2,2
False,569.765297155021,562.335324153328,C030,D_chengdu,1158.726980741931,D_chengdu,CV_D_chengdu_1,0,1,False,564.126541532348,C013,D_chengdu,1160.0295118815097,D_chengdu,CV_D_chengdu_3,0,2,C096,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,7.429973001693001,515.963999770227,False,D_chongqing,CV_D_chongqing_2,2
False,572.096484937959,562.551673384415,C030,D_chengdu,1151.64263237644,D_chengdu,CV_D_chengdu_1,0,1,False,564.342890763436,C037,D_chengdu,1153.676582440929,D_chengdu,CV_D_chengdu_3,0,2,C063,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,9.544811553543997,524.6913895260099,False,D_chongqing,CV_D_chongqing_2,2
False,559.339474986468,531.871028160686,C030,D_chengdu,1139.1195705416708,D_chengdu,CV_D_chengdu_1,0,1,False,533.662245539707,C030,D_chengdu,1139.1195705416708,D_chengdu,CV_D_chengdu_3,0,2,C050,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,27.468446825782,487.9517607417589,False,D_chongqing,CV_D_chongqing_2,2
False,572.2038393797351,569.896140286386,C030,D_chengdu,1150.805190800233,D_chengdu,CV_D_chengdu_1,0,1,False,571.6873576654069,C013,D_chengdu,1152.1077219398119,D_chengdu,CV_D_chengdu_3,0,2,C066,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.3076990933490014,524.3726866076161,False,D_chongqing,CV_D_chongqing_2,2
False,565.535238322318,545.9692439940261,C030,D_chengdu,1141.2468103900799,D_chengdu,CV_D_chengdu_1,0,1,False,547.760461373047,C013,D_chengdu,1142.5493415296598,D_chengdu,CV_D_chengdu_3,0,2,C076,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,19.565994328291996,501.85848374809507,False,D_chongqing,CV_D_chongqing_3,1
False,569.066067714308,563.1410542875681,C030,D_chengdu,1155.5459135064161,D_chengdu,CV_D_chengdu_1,0,1,False,564.9322716665881,C030,D_chengdu,1155.5459135064161,D_chengdu,CV_D_chengdu_3,0,2,C074,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,5.925013426739999,518.8594279008789,False,D_chongqing,CV_D_chongqing_3,1
False,573.5393164797099,563.930850671685,C030,D_chengdu,1155.188218632442,D_chengdu,CV_D_chengdu_1,0,1,False,565.7220680507061,C013,D_chengdu,1156.490749772021,D_chengdu,CV_D_chengdu_3,0,2,C045,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,9.608465808024997,520.964209921293,False,D_chongqing,CV_D_chongqing_3,1
False,559.276995053862,540.376091525947,C030,D_chengdu,1145.0414537639608,D_chengdu,CV_D_chengdu_1,0,1,False,542.167308904968,C030,D_chengdu,1145.0414537639608,D_chengdu,CV_D_chengdu_3,0,2,C082,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,18.900903527915,499.786790062396,False,D_chongqing,CV_D_chongqing_3,1
False,572.031662938505,567.522372162652,C030,D_chengdu,1155.9227292897328,D_chengdu,CV_D_chengdu_1,0,1,False,569.3135895416731,C037,D_chengdu,1157.956679354223,D_chengdu,CV_D_chengdu_3,0,2,C083,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,4.509290775852998,524.471212535097,False,D_chongqing,CV_D_chongqing_3,1
False,569.359173483291,560.5852649401809,C030,D_chengdu,1161.4603701182477,D_chengdu,CV_D_chengdu_1,0,1,False,562.376482319201,C037,D_chengdu,1163.494320182738,D_chengdu,CV_D_chengdu_3,0,2,C089,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,8.77390854311,516.742949503286,False,D_chongqing,CV_D_chongqing_3,1
False,577.9627786604481,576.276345400126,C030,D_chengdu,1156.299389530035,D_chengdu,CV_D_chengdu_1,0,1,False,578.067562779147,C037,D_chengdu,1158.333339594524,D_chengdu,CV_D_chengdu_3,0,2,C053,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,1.6864332603220027,540.1988414584531,False,D_chongqing,CV_D_chongqing_4,1
False,551.2896003423,546.16252063718,C030,D_chengdu,1130.0056923990048,D_chengdu,CV_D_chengdu_1,0,1,False,547.9537380162,C013,D_chengdu,1131.308223538585,D_chengdu,CV_D_chengdu_3,0,2,C077,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,5.127079705120001,484.28871695167703,False,D_chongqing,CV_D_chongqing_4,1
False,549.845674172252,547.787419222618,C030,D_chengdu,1127.2223974900348,D_chengdu,CV_D_chengdu_1,0,1,False,549.5786366016381,C013,D_chengdu,1128.524928629614,D_chengdu,CV_D_chengdu_3,0,2,C069,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,2.0582549496339997,481.987033969082,False,D_chongqing,CV_D_chongqing_4,1
False,566.5249810727951,550.3652680763261,C030,D_chengdu,1132.5034961457523,D_chengdu,CV_D_chengdu_1,0,1,False,552.1564854553461,C037,D_chengdu,1134.5374462102418,D_chengdu,CV_D_chengdu_3,0,2,C054,139.0,cn-cy-100c-01-V2-LOCATIONS,cy,16.159712996469,518.9485533799669,False,D_chongqing,CV_D_chongqing_4,1
False,556.9560631593951,543.190626781252,C030,D_chengdu,1137.720035454712,D_chengdu,CV_D_chengdu_1,0,1,False,544.981844160273,C037,D_chengdu,1139.7539855192022,D_chengdu,CV_D_chengdu_3,0,2,C079,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,13.765436378142999,501.601180470263,False,D_chongqing,CV_D_chongqing_4,1
False,563.9412806657131,560.537009761798,C030,D_chengdu,1142.1658685327782,D_chengdu,CV_D_chengdu_1,0,1,False,562.3282271408181,C037,D_chengdu,1144.1998185972682,D_chengdu,CV_D_chengdu_3,0,2,C098,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,3.4042709039149996,501.025300709302,False,D_chongqing,CV_D_chongqing_4,1
False,559.866671813805,556.279012126834,C030,D_chengdu,1143.766866150574,D_chengdu,CV_D_chengdu_1,0,1,False,558.070229505855,C013,D_chengdu,1145.069397290152,D_chengdu,CV_D_chengdu_3,0,2,C056,278.0,cn-cy-100c-01-V2-LOCATIONS,cy,3.587659686971005,501.51412685534103,False,D_chongqing,CV_D_chongqing_4,1
False,574.3784011034661,569.0499027616391,C030,D_chengdu,1143.455560114823,D_chengdu,CV_D_chengdu_1,0,1,False,570.8411201406601,C013,D_chengdu,1144.758091254402,D_chengdu,CV_D_chengdu_3,0,2,C065,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,5.328498341826998,538.0609910313532,False,D_chongqing,CV_D_chongqing_5,1
False,542.786426552323,535.526160466907,C030,D_chengdu,1112.3012536079739,D_chengdu,CV_D_chengdu_1,0,1,False,537.317377845928,C013,D_chengdu,1113.603784747554,D_chengdu,CV_D_chengdu_3,0,2,C087,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,7.260266085415998,476.124621922891,False,D_chongqing,CV_D_chongqing_5,1
False,563.147141494851,558.659245718859,C030,D_chengdu,1132.2868604101002,D_chengdu,CV_D_chengdu_1,0,1,False,560.4504630978801,C013,D_chengdu,1133.5893915496792,D_chengdu,CV_D_chengdu_3,0,2,C062,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,4.487895775992001,499.49095627251006,False,D_chongqing,CV_D_chongqing_5,1
False,567.445905916283,560.088659549486,C030,D_chengdu,1155.071823509719,D_chengdu,CV_D_chengdu_1,0,1,False,561.8798769285061,C037,D_chengdu,1157.1057735742102,D_chengdu,CV_D_chengdu_3,0,2,C092,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,7.357246366797001,509.5094877632489,False,D_chongqing,CV_D_chongqing_5,1
False,566.227123731593,560.6857462747,C030,D_chengdu,1153.7628833508472,D_chengdu,CV_D_chengdu_1,0,1,False,562.476963653721,C030,D_chengdu,1153.7628833508472,D_chengdu,CV_D_chengdu_3,0,2,C088,417.0,cn-cy-100c-01-V2-LOCATIONS,cy,5.541377456893002,511.95095183483704,False,D_chongqing,CV_D_chongqing_5,1
False,587.536422171773,583.2812321799,C067,D_chongqing,1117.805068001829,D_chongqing,CV_D_chongqing_1,3,1,False,597.2113227903191,C067,D_chongqing,1117.805068001829,D_chongqing,EV_D_chongqing_1,0,2,C015,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,4.255189991872998,624.780931744348,False,D_chengdu,EV_D_chengdu_1,1
False,570.362658896053,568.3782119382349,C067,D_chongqing,1141.970564651369,D_chongqing,CV_D_chongqing_1,3,1,False,582.308302548656,C061,D_chongqing,1150.5266584822418,D_chongqing,EV_D_chongqing_1,0,2,C005,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,1.9844469578179997,605.9581794161641,False,D_chengdu,EV_D_chengdu_1,1
False,571.0528488380351,570.187682757975,C067,D_chongqing,1134.1018551579282,D_chongqing,CV_D_chongqing_1,3,1,False,584.1177733683961,C061,D_chongqing,1142.6579489888,D_chongqing,EV_D_chongqing_1,0,2,C012,208.0,cn-cy-100c-01-V2-LOCATIONS,cy,0.8651660800600003,606.015348725335,False,D_chengdu,EV_D_chengdu_1,1
False,569.7134806787569,559.710330303762,C067,D_chongqing,1130.281093693131,D_chongqing,CV_D_chongqing_1,3,1,False,573.6404209141821,C067,D_chongqing,1130.281093693131,D_chongqing,EV_D_chongqing_1,0,2,C009,347.0,cn-cy-100c-01-V2-LOCATIONS,cy,10.003150374995,600.0050544733169,False,D_chengdu,EV_D_chengdu_1,1
