split,algorithm,destroy_id,repair_id,q_ratio,steps,mean_reward,accepted_rate,improved_best_rate,mean_delta
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.266667,24,0.20833333333333334,0.08333333333333333,0.041666666666666664,245.21128461521178
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.233333,25,0.22867460012718924,0.72,0.04,39.422283782010744
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.100000,25,0.2011563814296592,0.12,0.04,185.04744902549282
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.300000,27,0.18518518518518517,0.037037037037037035,0.037037037037037035,710.479528436774
formal_10001,random_full,route_segment_removal,greedy_insert_repair,0.133333,29,0.18379831454515747,0.4482758620689655,0.034482758620689655,19.56392675099596
formal_10001,random_full,random_customer_removal,regret3_insert_repair,0.333333,29,0.1724137931034483,0.034482758620689655,0.034482758620689655,535.228538252614
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.266667,29,0.1724137931034483,0.034482758620689655,0.034482758620689655,691.6792736492995
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.400000,31,0.16709565866603157,0.12903225806451613,0.03225806451612903,340.76970914643584
formal_10001,random_full,random_customer_removal,regret3_insert_repair,0.300000,31,0.16129032258064516,0.0967741935483871,0.03225806451612903,494.26841739989885
formal_10001,random_full,shaw_related_removal,greedy_insert_repair,0.300000,32,0.15625,0.03125,0.03125,294.7779531504449
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.300000,32,0.15625,0.0625,0.03125,325.210875498061
formal_10001,random_full,vehicle_type_swap,greedy_insert_repair,0.100000,33,0.35251122761822645,1.0,0.030303030303030304,-9.23074793682697
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.233333,33,0.1529118540416459,0.48484848484848486,0.030303030303030304,36.11628433450074
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.166667,33,0.15181818181818182,0.42424242424242425,0.030303030303030304,43.25592562662449
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.366667,33,0.15151515151515152,0.030303030303030304,0.030303030303030304,839.8765529539164
formal_10001,random_full,random_customer_removal,regret2_insert_repair,0.100000,34,0.15973564703644708,0.08823529411764706,0.029411764705882353,278.58019373511155
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.233333,34,0.14705882352941177,0.029411764705882353,0.029411764705882353,290.92706946125213
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.366667,34,0.14705882352941177,0.029411764705882353,0.029411764705882353,834.2355961803318
formal_10001,random_full,whole_route_removal,greedy_insert_repair,0.200000,35,0.14601638272511044,0.6857142857142857,0.02857142857142857,33.602564885474436
formal_10001,random_full,random_customer_removal,regret3_insert_repair,0.166667,35,0.14285714285714285,0.05714285714285714,0.02857142857142857,398.5227728219132
formal_10001,random_full,vehicle_type_swap,greedy_insert_repair,0.400000,36,0.3471886505483225,0.9722222222222222,0.027777777777777776,-9.790192509622127
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.366667,36,0.14568397008658124,0.6388888888888888,0.027777777777777776,29.375933864480103
formal_10001,random_full,route_segment_removal,greedy_insert_repair,0.166667,36,0.14244673079018225,0.3055555555555556,0.027777777777777776,40.996997499322816
formal_10001,random_full,random_customer_removal,regret3_insert_repair,0.266667,36,0.1388888888888889,0.05555555555555555,0.027777777777777776,532.1779377310297
formal_10001,random_full,worst_customer_removal,regret3_insert_repair,0.400000,36,0.1388888888888889,0.027777777777777776,0.027777777777777776,674.8301012191647
formal_10001,random_full,vehicle_type_swap,regret3_insert_repair,0.400000,37,0.32122920401007626,1.0,0.02702702702702703,-8.1356308291514
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.300000,37,0.14686940859369707,0.7027027027027027,0.02702702702702703,31.92801678037631
formal_10001,random_full,whole_route_removal,regret2_insert_repair,0.133333,37,0.1405608350605603,0.6756756756756757,0.02702702702702703,42.15818114443354
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.100000,37,0.14012910798870531,0.2972972972972973,0.02702702702702703,122.32281505652102
formal_10001,random_full,random_customer_removal,regret3_insert_repair,0.400000,37,0.13513513513513514,0.02702702702702703,0.02702702702702703,589.9383985705852
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.300000,37,0.13513513513513514,0.02702702702702703,0.02702702702702703,856.8925511283221
formal_10001,random_full,worst_customer_removal,regret3_insert_repair,0.133333,37,0.13513513513513514,0.05405405405405406,0.02702702702702703,368.14363957132247
formal_10001,random_full,worst_customer_removal,regret3_insert_repair,0.200000,37,0.13513513513513514,0.05405405405405406,0.02702702702702703,466.01902595115376
formal_10001,random_full,whole_route_removal,greedy_insert_repair,0.233333,38,0.15575103451840291,0.6052631578947368,0.02631578947368421,32.00401863847028
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.366667,39,0.13875209400534738,0.3076923076923077,0.02564102564102564,38.82201108204987
formal_10001,random_full,shaw_related_removal,greedy_insert_repair,0.200000,40,0.15,0.15,0.025,230.46893547683516
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.100000,41,0.12453230461543734,0.34146341463414637,0.024390243902439025,32.09576518583562
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.400000,42,0.13965556555946884,0.7857142857142857,0.023809523809523808,26.01051084525625
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.266667,42,0.1261634519870233,0.6904761904761905,0.023809523809523808,34.78480649566001
formal_10001,random_full,whole_route_removal,regret2_insert_repair,0.100000,44,0.14610641940082933,0.6818181818181818,0.022727272727272728,38.63128240677491
formal_10001,random_full,random_customer_removal,regret3_insert_repair,0.100000,46,0.10869565217391304,0.021739130434782608,0.021739130434782608,305.8286455638499
formal_10001,random_full,vehicle_type_swap,regret2_insert_repair,0.400000,34,0.21325307295791776,0.9705882352941176,0.0,-9.6373059488608
formal_10001,random_full,whole_route_removal,regret2_insert_repair,0.300000,29,0.04704810777805773,0.6551724137931034,0.0,28.5445383520411
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.200000,45,0.04519685909397359,0.08888888888888889,0.0,229.939623146441
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.133333,37,0.042685308265251555,0.7567567567567568,0.0,25.632167823005048
formal_10001,random_full,whole_route_removal,regret2_insert_repair,0.366667,29,0.04145998425452069,0.6206896551724138,0.0,54.58545333126438
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.333333,38,0.03774673133426084,0.7894736842105263,0.0,28.155005680032158
formal_10001,random_full,whole_route_removal,regret2_insert_repair,0.400000,29,0.034892047004477914,0.7931034482758621,0.0,30.609077821654708
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.300000,29,0.030718235308941164,0.034482758620689655,0.0,425.20304050332766
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.300000,35,0.03064605653230047,0.5428571428571428,0.0,29.99319163253848
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.266667,32,0.027623135496448632,0.46875,0.0,29.12368808227498
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.400000,36,0.02339965957304379,0.3888888888888889,0.0,41.95674784594212
formal_10001,random_full,shaw_related_removal,greedy_insert_repair,0.366667,29,0.02324553074572275,0.034482758620689655,0.0,331.0006393615439
formal_10001,random_full,worst_customer_removal,regret3_insert_repair,0.166667,24,0.022670694141100216,0.041666666666666664,0.0,457.1991987482509
formal_10001,random_full,shaw_related_removal,greedy_insert_repair,0.233333,46,0.021739130434782608,0.021739130434782608,0.0,268.6695115043315
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.166667,30,0.01992244453955969,0.4,0.0,38.50054916775131
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.133333,36,0.0150221219339034,0.25,0.0,49.894897335003
formal_10001,random_full,whole_route_removal,greedy_insert_repair,0.300000,29,0.014063111345049714,0.7241379310344828,0.0,40.11036275343943
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.333333,34,0.013196788466022786,0.5,0.0,31.080312218279847
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.366667,30,0.012751339594302044,0.26666666666666666,0.0,47.73740311871124
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.200000,25,0.012613564960239436,0.56,0.0,47.51740301216756
formal_10001,random_full,shaw_related_removal,greedy_insert_repair,0.133333,34,0.012460766131543535,0.08823529411764706,0.0,191.78401306699982
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.100000,34,0.011787695041946922,0.6470588235294118,0.0,44.60475241264371
formal_10001,random_full,whole_route_removal,greedy_insert_repair,0.333333,44,0.011660924663927992,0.6363636363636364,0.0,37.83071058135393
formal_10001,random_full,worst_customer_removal,regret3_insert_repair,0.300000,38,0.011354642316256708,0.02631578947368421,0.0,530.9105526705767
formal_10001,random_full,whole_route_removal,greedy_insert_repair,0.166667,29,0.01122446363334857,0.7586206896551724,0.0,24.512366796828623
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.166667,29,0.011117215212369835,0.10344827586206896,0.0,203.3191533137088
formal_10001,random_full,whole_route_removal,regret2_insert_repair,0.266667,32,0.01030842968854859,0.84375,0.0,21.20178045189516
formal_10001,random_full,whole_route_removal,regret2_insert_repair,0.333333,45,0.010188861692593951,0.7777777777777778,0.0,18.318132022993268
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.400000,36,0.010004777206301977,0.4444444444444444,0.0,45.079511812257955
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.366667,37,0.009414063951138375,0.05405405405405406,0.0,333.1571719219907
formal_10001,random_full,random_customer_removal,regret2_insert_repair,0.233333,36,0.008281243375509362,0.027777777777777776,0.0,632.3847442483683
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.266667,32,0.00815523151688849,0.34375,0.0,48.835340813793835
formal_10001,random_full,whole_route_removal,greedy_insert_repair,0.366667,31,0.006856505994418974,0.6451612903225806,0.0,44.11054398703242
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.133333,31,0.006311018732643277,0.5161290322580645,0.0,26.677618006146545
formal_10001,random_full,whole_route_removal,regret3_insert_repair,0.166667,40,0.005479505973696954,0.65,0.0,49.0110710933679
formal_10001,random_full,route_segment_removal,greedy_insert_repair,0.266667,35,0.004390385282265267,0.45714285714285713,0.0,34.665355688955685
formal_10001,random_full,whole_route_removal,greedy_insert_repair,0.100000,34,0.0036186229707675724,0.6176470588235294,0.0,38.99316040683872
formal_10001,random_full,whole_route_removal,greedy_insert_repair,0.266667,37,0.00349868298568276,0.5135135135135135,0.0,44.43609626106344
formal_10001,random_full,route_segment_removal,greedy_insert_repair,0.400000,37,0.0025306891057797955,0.4864864864864865,0.0,47.05737636742671
formal_10001,random_full,whole_route_removal,regret2_insert_repair,0.166667,31,0.0018731989442298184,0.6774193548387096,0.0,40.860839714798466
formal_10001,random_full,route_segment_removal,greedy_insert_repair,0.100000,36,0.0017897789852088467,0.5277777777777778,0.0,28.566040514226895
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.200000,36,0.001517443085620249,0.2222222222222222,0.0,53.218257706114024
formal_10001,random_full,route_segment_removal,greedy_insert_repair,0.333333,32,0.0013617847175469012,0.3125,0.0,80.01044743216335
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.233333,36,0.0010896343141965819,0.4166666666666667,0.0,29.923777351842595
formal_10001,random_full,route_segment_removal,greedy_insert_repair,0.200000,32,0.000625,0.25,0.0,53.15042394134403
formal_10001,random_full,random_customer_removal,regret3_insert_repair,0.133333,34,0.00029411764705882356,0.058823529411764705,0.0,366.20175064608225
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.100000,38,0.0,0.02631578947368421,0.0,273.4955185173243
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.133333,22,0.0,0.0,0.0,459.6788445803608
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.166667,50,0.0,0.04,0.0,493.1230662959212
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.200000,29,0.0,0.0,0.0,611.0156146891447
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.233333,22,0.0,0.0,0.0,637.0366443286636
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.266667,31,0.0,0.0,0.0,745.0868119371739
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.300000,27,0.0,0.0,0.0,688.0436850541156
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.333333,36,0.0,0.0,0.0,719.2355540014155
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.366667,40,0.0,0.0,0.0,778.247889186044
formal_10001,random_full,random_customer_removal,greedy_insert_repair,0.400000,39,0.0,0.0,0.0,734.2574105531692
formal_10001,random_full,random_customer_removal,regret2_insert_repair,0.133333,29,0.0,0.034482758620689655,0.0,445.3343168840919
formal_10001,random_full,random_customer_removal,regret2_insert_repair,0.200000,38,0.0,0.0,0.0,564.3882573838332
formal_10001,random_full,random_customer_removal,regret2_insert_repair,0.266667,39,0.0,0.0,0.0,619.0598826063516
formal_10001,random_full,random_customer_removal,regret2_insert_repair,0.300000,35,0.0,0.0,0.0,713.3000885137666
formal_10001,random_full,random_customer_removal,regret2_insert_repair,0.333333,25,0.0,0.0,0.0,817.3586988969153
formal_10001,random_full,random_customer_removal,regret2_insert_repair,0.366667,39,0.0,0.0,0.0,810.6119358002339
formal_10001,random_full,random_customer_removal,regret2_insert_repair,0.400000,36,0.0,0.0,0.0,829.6415451344551
formal_10001,random_full,random_customer_removal,regret3_insert_repair,0.233333,47,0.0,0.0,0.0,491.7286102266888
formal_10001,random_full,random_customer_removal,regret3_insert_repair,0.366667,33,0.0,0.0,0.0,619.0263534638575
formal_10001,random_full,route_segment_removal,greedy_insert_repair,0.300000,34,0.0,0.23529411764705882,0.0,48.50077898029828
formal_10001,random_full,route_segment_removal,regret2_insert_repair,0.100000,35,0.0,0.37142857142857144,0.0,51.12156274075582
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.200000,35,0.0,0.45714285714285713,0.0,37.06669441242653
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.300000,44,0.0,0.3181818181818182,0.0,55.754954293400736
formal_10001,random_full,route_segment_removal,regret3_insert_repair,0.333333,44,0.0,0.45454545454545453,0.0,45.420660127446766
formal_10001,random_full,shaw_related_removal,greedy_insert_repair,0.100000,40,0.0,0.15,0.0,174.59248417806518
formal_10001,random_full,shaw_related_removal,greedy_insert_repair,0.166667,37,0.0,0.10810810810810811,0.0,193.8008541014818
formal_10001,random_full,shaw_related_removal,greedy_insert_repair,0.266667,32,0.0,0.0,0.0,282.6189969482954
formal_10001,random_full,shaw_related_removal,greedy_insert_repair,0.400000,29,0.0,0.0,0.0,398.1463405202527
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.133333,18,0.0,0.1111111111111111,0.0,211.36049200228592
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.166667,40,0.0,0.0,0.0,230.5844433981132
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.200000,31,0.0,0.03225806451612903,0.0,266.81606252573545
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.233333,30,0.0,0.0,0.0,313.0285545939584
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.266667,30,0.0,0.03333333333333333,0.0,363.99526646281515
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.333333,35,0.0,0.0,0.0,476.8711150417319
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.366667,39,0.0,0.0,0.0,500.97353281096395
formal_10001,random_full,shaw_related_removal,regret2_insert_repair,0.400000,39,0.0,0.0,0.0,537.2626144218859
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.133333,25,0.0,0.16,0.0,131.12628357236713
formal_10001,random_full,shaw_related_removal,regret3_insert_repair,0.333333,33,0.0,0.0,0.0,378.25107602045006
formal_10001,random_full,whole_route_removal,greedy_insert_repair,0.400000,25,0.0,0.6,0.0,65.45743619246885
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.100000,31,0.0,0.0,0.0,391.155709477372
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.133333,44,0.0,0.0,0.0,503.35591983053536
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.166667,35,0.0,0.0,0.0,660.7090069713017
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.200000,32,0.0,0.0,0.0,659.4131944338963
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.233333,41,0.0,0.0,0.0,701.4407875801596
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.266667,20,0.0,0.0,0.0,811.6004080773525
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.333333,32,0.0,0.0,0.0,806.8709054127504
formal_10001,random_full,worst_customer_removal,greedy_insert_repair,0.400000,36,0.0,0.0,0.0,903.8808450330108
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.100000,33,0.0,0.0,0.0,318.2503256031474
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.133333,25,0.0,0.04,0.0,460.78199049582
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.166667,40,0.0,0.0,0.0,628.8726307157036
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.200000,27,0.0,0.037037037037037035,0.0,564.7447817462378
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.233333,31,0.0,0.0,0.0,756.7270497226986
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.333333,30,0.0,0.0,0.0,851.3715430953665
formal_10001,random_full,worst_customer_removal,regret2_insert_repair,0.400000,30,0.0,0.0,0.0,847.7819603699322
formal_10001,random_full,worst_customer_removal,regret3_insert_repair,0.100000,35,0.0,0.11428571428571428,0.0,286.9860408467265
formal_10001,random_full,worst_customer_removal,regret3_insert_repair,0.233333,29,0.0,0.0,0.0,544.4728960113647
formal_10001,random_full,worst_customer_removal,regret3_insert_repair,0.266667,32,0.0,0.0,0.0,576.1715760266374
formal_10001,random_full,worst_customer_removal,regret3_insert_repair,0.366667,26,0.0,0.0,0.0,638.2439995554719
held_out,alpha_ucb_env,route_segment_removal,greedy_insert_repair,,1784,0.12051569506726457,0.15751121076233185,0.024103139013452915,82.74336412796812
held_out,alpha_ucb_env,vehicle_type_swap,greedy_insert_repair,,3160,0.11708860759493671,0.02341772151898734,0.02341772151898734,8.710662033374645
held_out,alpha_ucb_env,whole_route_removal,regret3_insert_repair,,322,0.10869565217391304,0.062111801242236024,0.021739130434782608,105.16106143285579
held_out,alpha_ucb_env,route_segment_removal,regret2_insert_repair,,614,0.08957654723127036,0.10586319218241043,0.017915309446254073,91.82075273848811
held_out,alpha_ucb_env,route_segment_removal,regret3_insert_repair,,173,0.057803468208092484,0.12716763005780346,0.011560693641618497,102.04203967234122
held_out,alpha_ucb_env,random_customer_removal,greedy_insert_repair,,7,0.0,0.0,0.0,389.2772079139972
held_out,alpha_ucb_env,random_customer_removal,regret2_insert_repair,,7,0.0,0.0,0.0,361.2318940170388
held_out,alpha_ucb_env,random_customer_removal,regret3_insert_repair,,7,0.0,0.0,0.0,317.4402754982506
held_out,alpha_ucb_env,shaw_related_removal,greedy_insert_repair,,7,0.0,0.0,0.0,221.2808139421955
held_out,alpha_ucb_env,shaw_related_removal,regret2_insert_repair,,7,0.0,0.0,0.0,296.9372181942686
held_out,alpha_ucb_env,shaw_related_removal,regret3_insert_repair,,7,0.0,0.0,0.0,247.45316011681462
held_out,alpha_ucb_env,vehicle_type_swap,regret2_insert_repair,,7,0.0,0.0,0.0,10.259640945999049
held_out,alpha_ucb_env,vehicle_type_swap,regret3_insert_repair,,7,0.0,0.0,0.0,11.470271742754838
held_out,alpha_ucb_env,whole_route_removal,greedy_insert_repair,,7,0.0,0.0,0.0,134.250072716055
held_out,alpha_ucb_env,whole_route_removal,regret2_insert_repair,,7,0.0,0.0,0.0,110.59626170359194
held_out,alpha_ucb_env,worst_customer_removal,greedy_insert_repair,,7,0.0,0.0,0.0,94.57320752408525
held_out,alpha_ucb_env,worst_customer_removal,regret2_insert_repair,,7,0.0,0.0,0.0,103.75666816919407
held_out,alpha_ucb_env,worst_customer_removal,regret3_insert_repair,,7,0.0,0.0,0.0,102.38861451017146
held_out,ppo_full,vehicle_type_swap,regret2_insert_repair,0.333333,6144,0.18026206021705912,1.0,0.0107421875,-0.18202196439084917
held_out,random_full,vehicle_type_swap,greedy_insert_repair,0.266667,30,1.5305731715121067,0.9666666666666667,0.26666666666666666,-8.656023389175031
held_out,random_full,vehicle_type_swap,greedy_insert_repair,0.166667,41,1.3518394306585204,1.0,0.21951219512195122,-11.741404055511506
held_out,random_full,vehicle_type_swap,regret2_insert_repair,0.166667,34,1.218972342267126,1.0,0.20588235294117646,-8.623407095388503
held_out,random_full,vehicle_type_swap,regret3_insert_repair,0.233333,37,1.1578990338794057,0.9459459459459459,0.1891891891891892,-8.465811909128906
held_out,random_full,vehicle_type_swap,greedy_insert_repair,0.133333,43,1.1718364101807532,1.0,0.18604651162790697,-10.9832074205855
held_out,random_full,vehicle_type_swap,greedy_insert_repair,0.233333,33,1.1384524568237155,0.9696969696969697,0.18181818181818182,-10.742973088987513
held_out,random_full,vehicle_type_swap,regret3_insert_repair,0.133333,44,1.1366942926312464,0.9545454545454546,0.18181818181818182,-9.89972662476774
held_out,random_full,vehicle_type_swap,regret2_insert_repair,0.266667,28,1.0752753561472106,1.0,0.17857142857142858,-7.716290719975031
