instance_id,duty_id,trip_index,home_depot_id,vehicle_type,customer_count,demand_kg,has_locked_customer_prefix,has_locked_charging
cn-prd-150c-01-V2-LOCATIONS,CV_D_shenzhen_4,1,D_shenzhen,cv,8,1735.0,False,False
cn-prd-150c-01-V2-LOCATIONS,CV_D_shenzhen_4,2,D_shenzhen,cv,5,1667.0,False,False
cn-prd-150c-01-V2-LOCATIONS,EV_D_dongguan_1,1,D_dongguan,ev,7,1666.0,False,False
cn-prd-150c-01-V2-LOCATIONS,EV_D_foshan_1,1,D_foshan,ev,6,1666.0,False,False
cn-prd-150c-01-V2-LOCATIONS,EV_D_guangzhou_1,1,D_guangzhou,ev,5,1597.0,False,False
cn-prd-150c-01-V2-LOCATIONS,EV_D_shenzhen_1,1,D_shenzhen,ev,7,1666.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_dongguan_1,1,D_dongguan,cv,6,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_dongguan_1,2,D_dongguan,cv,2,417.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_dongguan_2,1,D_dongguan,cv,5,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_foshan_1,1,D_foshan,cv,6,1666.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_foshan_1,2,D_foshan,cv,2,625.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_foshan_2,1,D_foshan,cv,6,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_guangzhou_1,1,D_guangzhou,cv,8,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_guangzhou_1,2,D_guangzhou,cv,5,1598.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_guangzhou_2,1,D_guangzhou,cv,5,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_guangzhou_2,2,D_guangzhou,cv,3,903.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_guangzhou_3,1,D_guangzhou,cv,6,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_guangzhou_4,1,D_guangzhou,cv,6,1666.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_guangzhou_5,1,D_guangzhou,cv,6,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_shenzhen_1,1,D_shenzhen,cv,7,1597.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_shenzhen_1,2,D_shenzhen,cv,6,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_shenzhen_2,1,D_shenzhen,cv,7,1666.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_shenzhen_2,2,D_shenzhen,cv,6,1666.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_shenzhen_3,1,D_shenzhen,cv,6,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_shenzhen_3,2,D_shenzhen,cv,5,1598.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_shenzhen_4,1,D_shenzhen,cv,6,1666.0,False,False
cn-prd-150c-02-V2-LOCATIONS,CV_D_shenzhen_4,2,D_shenzhen,cv,7,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,EV_D_dongguan_1,1,D_dongguan,ev,7,1666.0,False,False
cn-prd-150c-02-V2-LOCATIONS,EV_D_foshan_1,1,D_foshan,ev,7,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,EV_D_guangzhou_1,1,D_guangzhou,ev,5,1666.0,False,False
cn-prd-150c-02-V2-LOCATIONS,EV_D_guangzhou_2,1,D_guangzhou,ev,6,1597.0,False,False
cn-prd-150c-02-V2-LOCATIONS,EV_D_shenzhen_1,1,D_shenzhen,ev,7,1667.0,False,False
cn-prd-150c-02-V2-LOCATIONS,EV_D_shenzhen_1,2,D_shenzhen,ev,2,486.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_dongguan_1,1,D_dongguan,cv,7,1667.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_dongguan_1,2,D_dongguan,cv,7,1459.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_dongguan_2,1,D_dongguan,cv,5,1666.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_dongguan_2,2,D_dongguan,cv,1,417.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_foshan_1,1,D_foshan,cv,6,1598.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_foshan_1,2,D_foshan,cv,6,1667.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_foshan_2,1,D_foshan,cv,7,1667.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_foshan_2,2,D_foshan,cv,2,625.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_guangzhou_1,1,D_guangzhou,cv,6,1667.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_guangzhou_1,2,D_guangzhou,cv,6,1598.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_guangzhou_2,1,D_guangzhou,cv,6,1597.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_guangzhou_2,2,D_guangzhou,cv,7,1527.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_guangzhou_3,1,D_guangzhou,cv,7,1666.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_guangzhou_3,2,D_guangzhou,cv,2,764.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_shenzhen_1,1,D_shenzhen,cv,7,1597.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_shenzhen_1,2,D_shenzhen,cv,5,1667.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_shenzhen_2,1,D_shenzhen,cv,6,1735.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_shenzhen_2,2,D_shenzhen,cv,6,1598.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_shenzhen_3,1,D_shenzhen,cv,7,1597.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_shenzhen_4,1,D_shenzhen,cv,6,1598.0,False,False
cn-prd-150c-03-V2-LOCATIONS,CV_D_shenzhen_5,1,D_shenzhen,cv,5,1667.0,False,False
cn-prd-150c-03-V2-LOCATIONS,EV_D_guangzhou_1,1,D_guangzhou,ev,7,1598.0,False,False
cn-prd-150c-03-V2-LOCATIONS,EV_D_guangzhou_2,1,D_guangzhou,ev,9,1597.0,False,False
cn-prd-150c-03-V2-LOCATIONS,EV_D_shenzhen_1,1,D_shenzhen,ev,8,1665.0,False,False
cn-prd-150c-03-V2-LOCATIONS,EV_D_shenzhen_1,2,D_shenzhen,ev,2,555.0,False,False
cn-prd-150c-03-V2-LOCATIONS,EV_D_shenzhen_2,1,D_shenzhen,ev,7,1667.0,False,False
