cost,instance,path,routes,seed,solution_sha256,source,violations
7664.010099262553,L-main-threeshift-150c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-150c-01__seed4__staged.json,49,4,b8428916c69b650e84efd78b43d9abb3ee79cbbb4b5363f1df1c26871faf070e,staged,0
10110.52794427708,L-main-threeshift-150c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-150c-01__seed4__LNS.json,45,4,e1838a8235c4085cce85a346722e5da682c49de20a711582e204169b0ed5193b,LNS,0
7555.863068605732,L-main-threeshift-150c-01,baselines/e2_alns/e2_loss_recovery_20260711/short_gate_formal_start/solutions/L-main-threeshift-150c-01__seed4__restarted.json,48,4,b11d26f227dea76696d3b9b204e0b26562ead251837133dd66c85e672a004878,restarted,0
7756.699034307675,L-main-threeshift-150c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-150c-01__seed4__true_lns_middle.json,49,4,08b7f0cc1a5be671bf58fd0bede01b0bbbd75ce9ab6c62167d789e73638dfc57,true_lns_middle,0
7680.984931390085,L-main-threeshift-150c-01,baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate/solutions/L-main-threeshift-150c-01__seed4__proportional_true_lns_middle.json,49,4,14bda94dda00d43b76120404b1c77b9386fb59332123fcfdf2693269230a2802,proportional_true_lns_middle,0
1057.052148183385,L-main-threeshift-15c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-15c-01__seed2__staged.json,4,2,47ac0d43712e1c7dcfa846300821701ee361961fa7496b7fe8f95e6d7564fc66,staged,0
1030.2016122091868,L-main-threeshift-15c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-15c-01__seed2__LNS.json,4,2,f0dd9dbf8ff72d208af51dd2f8dc94fc2bd864e772603df961b29a9a42370b4e,LNS,0
1045.9665360482184,L-main-threeshift-15c-01,baselines/e2_alns/e2_loss_recovery_20260711/short_gate_formal_start/solutions/L-main-threeshift-15c-01__seed2__restarted.json,4,2,5a576f6e0424f1cfcc658b95ff085a30bdbebd981fe347352f1262bf7a527294,restarted,0
1063.7886084402815,L-main-threeshift-15c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-15c-01__seed2__true_lns_middle.json,5,2,b9837f8c4ee7ff0046a92785bfb56f028dd9d0dcfdc962a7b1bd1e81629df95e,true_lns_middle,0
1063.7886084402815,L-main-threeshift-15c-01,baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate/solutions/L-main-threeshift-15c-01__seed2__proportional_true_lns_middle.json,5,2,b9837f8c4ee7ff0046a92785bfb56f028dd9d0dcfdc962a7b1bd1e81629df95e,proportional_true_lns_middle,0
1202.478509309506,L-main-threeshift-20c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-20c-01__seed3__staged.json,7,3,7e5ab568881e709bd6c32015707e553cf2fa40b5480a908c4f7033453afc12d2,staged,0
1120.9920695142848,L-main-threeshift-20c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-20c-01__seed3__LNS.json,6,3,76547989a133960a70d0c44834982a760c4bacb47f4b5bed30fb31cb5ad35dd1,LNS,0
1202.478509309506,L-main-threeshift-20c-01,baselines/e2_alns/e2_loss_recovery_20260711/short_gate_formal_start/solutions/L-main-threeshift-20c-01__seed3__restarted.json,7,3,7e5ab568881e709bd6c32015707e553cf2fa40b5480a908c4f7033453afc12d2,restarted,0
1196.0446903646448,L-main-threeshift-20c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-20c-01__seed3__true_lns_middle.json,7,3,ecfaf3c196a121defade5c81f10aae1361c90ba41fc8e2e748befad622c231e9,true_lns_middle,0
1211.743817555197,L-main-threeshift-20c-01,baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate/solutions/L-main-threeshift-20c-01__seed3__proportional_true_lns_middle.json,7,3,d8c11b8f8ca6474dd05242399afb0b1b69e50665f96999fb2fe0707cd7dc89eb,proportional_true_lns_middle,0
2983.0605133613635,L-main-threeshift-50c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-50c-01__seed5__staged.json,17,5,366cd0f2ba30f6a776c8c0ac98176a6b7947c173a1941d99d68690ddffdd2685,staged,0
2619.2272945298537,L-main-threeshift-50c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-50c-01__seed5__LNS.json,17,5,e326f87208d756c43f0d76506aa0e3e2cafc0a36f8ad8128db47bc719d8ae967,LNS,0
2949.1603900368946,L-main-threeshift-50c-01,baselines/e2_alns/e2_loss_recovery_20260711/short_gate_formal_start/solutions/L-main-threeshift-50c-01__seed5__restarted.json,18,5,b68d33281a7e2241650e4909a6eed045df3b08b0bdecafc67ba79f82c8a4bcbb,restarted,0
2767.0989470161,L-main-threeshift-50c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-50c-01__seed5__true_lns_middle.json,17,5,18040238c8545bb6906ba6c59ac66f2b6eede77cc294975a5231fbbd4ebb14a7,true_lns_middle,0
3214.9217302152238,L-main-threeshift-50c-01,baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate/solutions/L-main-threeshift-50c-01__seed5__proportional_true_lns_middle.json,16,5,9793b2b3e26250e4adcc3b7cfe56c650f56b5e2769ae0d814661951370a18656,proportional_true_lns_middle,0
4176.614678972302,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-75c-01__seed1__staged.json,29,1,57384efeb5d7d3c727d41f29b9dbdf923f29feb45d0cd86cdc60537e55f868f1,staged,0
4338.746816797046,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-75c-01__seed1__LNS.json,27,1,4f9f4ff70b8c59a67c01c23cf04fa1dd062877035ea507da55b0933b2eb92291,LNS,0
3802.042921539964,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/short_gate_formal_start/solutions/L-main-threeshift-75c-01__seed1__restarted.json,27,1,5f919099edf39f76075624f6b8d187d6b834b2fc36e3dbc94fc0588b9a2e96d4,restarted,0
4172.745318377933,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-75c-01__seed1__true_lns_middle.json,28,1,ee5232caf6fc1f232cd671e1854192086febb42504dd33d1b57576173e92b78d,true_lns_middle,0
4374.479217504191,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate/solutions/L-main-threeshift-75c-01__seed1__proportional_true_lns_middle.json,28,1,0383277ad4602e3555dd510583c384a87fdbf6ac8e816c9bd285ad1de0a8d0c3,proportional_true_lns_middle,0
3755.2360143305314,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-75c-01__seed5__staged.json,25,5,d4321d92255c7b801a28d7d24d18a7e360ec1da8ce7f28258dec7d03485df262,staged,0
4262.491163177121,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-75c-01__seed5__LNS.json,25,5,1705f68f9811e3d472efba74aa8841da05101006201d5724abe8694dc8df5c04,LNS,0
3722.80758793991,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/short_gate_formal_start/solutions/L-main-threeshift-75c-01__seed5__restarted.json,25,5,e38463a0f1c6c86fe14d20e8ca6f94f709326c28585a64be894e4435375777d3,restarted,0
3755.2360143305314,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/true_lns_middle_gate/solutions/L-main-threeshift-75c-01__seed5__true_lns_middle.json,25,5,d4321d92255c7b801a28d7d24d18a7e360ec1da8ce7f28258dec7d03485df262,true_lns_middle,0
3868.0832732026283,L-main-threeshift-75c-01,baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate/solutions/L-main-threeshift-75c-01__seed5__proportional_true_lns_middle.json,27,5,fccaecc82623527992de76fd978a2403ad9fb3b9c78817b3975d8cb514ceee9b,proportional_true_lns_middle,0
