instance_id,seed,historical_cost_cny,joint_cost_cny,cost_reduction_pct,historical_distance_km,joint_distance_km,distance_reduction_pct,historical_emissions_kg,joint_emissions_kg,emissions_reduction_pct,historical_vehicle_count,joint_vehicle_count,vehicle_count_change,joint_cross_contractor_customer_count,mapping_sha256,initial_sha256,historical_solution_sha256,joint_solution_sha256,source_artifact_hashes_sha256,status
cn-prd-200c-02-V2-LOCATIONS,1,14308.936444707799,9462.32486118658,33.87122168198428,5611.021544040612,2584.7946569960263,53.933617315347846,1436.041767401324,678.0922893111351,52.78046191245413,38,34,-4,141,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,951edaa081d0b8e4b39b7a6dcf20d0f75cf3ae59e28b677b29d364e2a40ceedd,107c3ed052ba58c1a218912be407d83dd7d23f3163a4f0db0597e9cf8f6b8083,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-02-V2-LOCATIONS,2,14208.42742068338,9235.521882931844,34.9996899059527,5588.026266042358,2386.751397066883,57.28811420284775,1398.7350969499548,629.510469578189,54.99430371405686,38,34,-4,138,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,291ce5d4ad8f67a0e1802504a5316226bbb56d89ccba462d787eebea88cf1de8,f7d50fb0453ad487980102fcebc05cef0d7140ec5c92b21bc77866971d88707a,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-02-V2-LOCATIONS,3,14236.457315657035,9392.726863280292,34.023425526304806,5559.920757078546,2548.043712606797,54.17122250595414,1430.9241839373942,658.2709085839508,53.996800391434896,38,34,-4,141,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,16d7ec6110cd06df081c163f359b76d1163784dec4026f714c5918d681f53a7b,aabce57f73d7ddbb2eb4643675bfd172a216f2ee1a1553b35e27f8840cef3914,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-02-V2-LOCATIONS,4,14184.99284181828,9452.71187680765,33.36117978896372,5594.489849279075,2568.9028653186333,54.0815528398953,1412.8397953284132,673.3451801849733,52.341009758402585,38,34,-4,136,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,e86ef1d17ec79a0148540f0c1927ce91fc60214a51af5da09f7ca24cf03872db,afbcec50abc3225158893172847f4b58075a669ff42f7e2fa810e68d5499cca0,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-02-V2-LOCATIONS,5,14173.201249932677,9287.675802890384,34.47016211009845,5584.002884666845,2401.2044588753633,56.99850969868141,1403.3817835576708,643.775415057472,54.12685111064672,38,34,-4,134,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,d25abbe051ba025108d3fb08d199f404e4935f52c898d89c9f81d2525d008e1c,cf499e7f92e4a0dfeea6312bebabe565e47e0d2417e985cd5019d5b32530f848,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-02-V2-LOCATIONS,6,14260.078200886077,9472.293738835357,33.574741979698416,5567.488023182034,2566.475192663917,53.90245687143702,1429.4494825766644,677.1928836641305,52.625616230700814,38,34,-4,140,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,bc060268045b7e9f73104bddd2979e7709dc84f442365578daaa9ee450a593f2,b14bb1cf075568ab6311a9e2470ca42de7ef826f7f1b2b74a6936159d736f63f,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-02-V2-LOCATIONS,7,14276.934136752134,9451.798695247624,33.79671990699666,5587.534686253957,2594.054387839173,53.574258890582364,1434.9524706575,667.780607671236,53.463224648461235,38,34,-4,141,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,e71ca1d4c9c731ab27343fc18b55b87be6c1f2f04d4900114564c73d15a19323,78c0035ff14367ed6b33d89df817e32bae2d2c98b46078ce1cbef0fbeb5b3779,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-02-V2-LOCATIONS,8,14196.562647044879,9234.899099007092,34.949752777448516,5585.637917091115,2387.662505530967,57.25353950664937,1410.3832881145393,627.3154253847154,55.52163509939646,38,34,-4,137,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,cc3b384e82110850a62173ee48d1cab4eff99fb5d107b2e8d314521ea960ec4c,bbef12e016abda7bb0f36eb01fc44d2c146db9ee27f4faa361ff1fbd4322f8f3,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-02-V2-LOCATIONS,9,14170.02740573459,9337.501060782617,34.10386025785847,5593.739542782007,2413.9184157538357,56.84607055277211,1410.847808952119,656.8144321980902,53.44540863795034,38,34,-4,137,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,935a5d596a3d444d1a056d0c3554d7d8b4b353fecc1b239d108e25869d22b0df,1340c59e39e92d1e62326d12f461a87fe65421082b612dec0983abfe3e5e5a98,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-02-V2-LOCATIONS,10,14188.625934558037,9248.586375734425,34.81689898379501,5600.18629306231,2387.967283456774,57.359145598155116,1404.50644503752,633.7004614002632,54.88091467011143,38,34,-4,139,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ac5bbb366152e3ac863572106f61853214d203cc410e167a86b53ed7aaf73fda,7e4e49864a44e8d0e18f396945d9f885cc706e4a70b63aff37238b9bc1cc059f,9d58fc68a0860574c8df1b59e8ad897b3bc8eb632798d8fc7a90481c3f182907,53d6174d727a04a4950e98d04f52cbaa148571b9d31bcc1b119f2247a2df168e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,1,14201.353157624519,9479.84785375434,33.24686916426175,5496.53497848315,2413.21007354434,56.09579338635808,1389.1011577109866,650.6255758344452,53.16211693995197,39,35,-4,133,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,e7aa4759dcae6b7e58e7da87b34f98e4021aea3cbd2afabdc56c0127b2dd938a,b0dcff27bc40784a3bfb7ec22b21b410a2b708ed07c557ff9cce9f644d0196d0,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,2,13671.381642860682,9405.648600951436,31.201916187723796,5364.160870348815,2567.36576382663,52.13853898345741,1330.7250194896922,663.1093635922401,50.16931718571505,37,34,-3,135,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,ad1e1ec4892fbf009b1800cb353830f2f2da3118b740978e80be024d69bf09c2,e1b5f22e691fcaee676f5008e77bf50b919142c92ff41f9bf0fe0e918e0b2225,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,3,13686.218592339503,9267.96674953276,32.2824877667798,5357.4311851801385,2470.69209766869,53.88289625626586,1343.2254781409279,633.9681482650408,52.80255187368279,37,34,-3,130,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,e3099ca1bf2daffe0183b13b61c46d6fbc553fefbd00d947c2fbfc4fbb01c244,255028af3df313736e859546894cddab0145443b228944963556fc74f331d31d,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,4,14082.093587398556,9310.433945422586,33.884589761893906,5424.887042346343,2471.3714524868287,54.44381729618605,1359.9591965317445,649.1137653502991,52.2696146321367,39,34,-5,137,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,21ebe0db1666cb66a731e1fe17538b1bb0d41672c02db59ccacf3582d6a03867,dcf0f789d8b97ccb81a8f891ca85d96a3d82ebafc69631eddcb6b760f056c922,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,5,13751.056655816508,9490.180850584378,30.985806486586164,5392.039476998464,2416.52892281807,55.183397059191115,1370.4266049792272,652.824994433807,52.363374144819495,37,35,-2,134,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,5fa52866028dd8c41197ba32cdffa632975639d0121ab6f5ae0ae525d19c1d52,15c4328b43dfce272ca66a792ee308711e3b063656ec81cacf256654a185d26d,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,6,14109.64695668901,9321.39058381505,33.936046646468185,5451.558653027722,2446.165370913689,55.129064427196035,1370.3011511052032,648.7928852848086,52.65326276917078,39,34,-5,133,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,258ffe9710c7fe54a760c158c862f277f3f63d733edf9c52ce2eba4ec61a8a22,b597378a2d78a7f33e14a7f8c459c0b80d1983516a55cb5e800437636036abe8,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,7,14150.969329298156,9315.075448336229,34.173587465486875,5445.787292263314,2507.620123074748,53.95302848796064,1368.0491465128237,639.1411683358365,53.28083278550218,39,34,-5,128,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,e5ae2f0cc9eb8221e2feab46377f943b01192c8ed7cb061f217fa764b6a2f267,bfdddefac5a1aead1bd37350728bdb2587cc6140035df4231187c48422c9b1c7,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,8,14317.134174008055,9505.219431460659,33.609482764247296,5545.144731041995,2429.934554224129,56.17905984272629,1417.967215589729,652.3019066843436,53.997391511407194,39,35,-4,132,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,fe0b6d3b0fb2942cf92d65d3e9d762d127d30d6f9cce6fccfa1ff845281a0690,edc1d1bc19d14a621f416edc80aa10ea8908ff7312891442ff0fc77cc1ed2550,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,9,14087.646841480338,9347.736630985055,33.64586196566815,5423.7716844256065,2528.474970036461,53.38161122642769,1370.5794748462004,654.9772230974833,52.21165681246018,39,34,-5,132,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,a2c2aaf489d2af06ca24ac537930823aaf60ab07d781d3b6760aa2fcc97988ae,210dde3e47614615adf24f4cefe6db6999e6d4ebd3da8ed2bc3cba5645a76b0a,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-03-V2-LOCATIONS,10,13838.029999186801,9304.398682589226,32.76211510499685,5330.894271100801,2452.261536369867,53.99905885089917,1355.1122813972322,646.4066714066784,52.29866334469495,38,34,-4,132,f538668afb6b378257485e39c500409a5d8d0bcd86901891937008b4a5671ec7,61822b02b5d157f2cf2ae4d94e2068b7fa00905ca215b3c84c6beec06e15ed34,e60923b9a67fc79542843ad675b5e222e690f57b24cfdb85b6c18459c4192c5a,4cd3183ea6dff6cd165040faa30ca071dba8472c31f492f1e071dff085c5dee0,8e1daa0dfa4ddc281a5522872a8bc47d619bff4ee53359bf8a854c0efe784e2f,PASS_PAIRED_SOURCE_RECORDS
