algorithm,best_cost,bundle_dir,elapsed_seconds,eval_budget,evaluations,history,instance,max_runtime_seconds,seed,source,status,violation_count
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000535420004,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,1,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000238339999,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,2,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000151249988,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,3,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000108330023,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,4,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000009579999,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,5,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000011250013,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,6,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000012089986,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,7,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000010829972,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,8,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000011670018,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,9,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0000012500022,16000,9229,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,10,Narayanan et al. 2022 arXiv:2204.05545 sec.2.3,HALT_RUNTIME_UNDER_EVAL,0
GA-VNS,5644.278565986674,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,377.15202316700015,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 226, 'best_cost': 6126.927772955546, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 229, 'best_cost': 6022.663332316801, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 367, 'best_cost': 5818.4239499288615, 'current_cost': 6022.663332316801, 'operator': 'vns_local_alns_shaw'}, {'eval': 368, 'best_cost': 5700.449241174739, 'current_cost': 6022.663332316801, 'operator': 'vns_local_alns_shaw'}, {'eval': 6333, 'best_cost': 5648.440007015453, 'current_cost': 5700.449241174739, 'operator': 'vns_local_alns_shaw'}, {'eval': 6334, 'best_cost': 5644.278565986674, 'current_cost': 5700.449241174739, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,1,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GA-VNS,5739.565457968964,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,345.70300049999787,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 353, 'best_cost': 6321.390521406939, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 355, 'best_cost': 6210.036942352642, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 553, 'best_cost': 5794.941794832318, 'current_cost': 6210.036942352642, 'operator': 'vns_local_alns_shaw'}, {'eval': 2652, 'best_cost': 5748.614781455996, 'current_cost': 5794.941794832318, 'operator': 'vns_local_alns_shaw'}, {'eval': 14928, 'best_cost': 5739.565457968964, 'current_cost': 5748.614781455996, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,2,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GA-VNS,5492.002835019019,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,343.095061875003,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 569, 'best_cost': 5999.034616046849, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 570, 'best_cost': 5867.659735889575, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 4659, 'best_cost': 5858.3297404083905, 'current_cost': 5867.659735889575, 'operator': 'vns_local_alns_shaw'}, {'eval': 4660, 'best_cost': 5763.898370929291, 'current_cost': 5867.659735889575, 'operator': 'vns_local_alns_shaw'}, {'eval': 5994, 'best_cost': 5759.275396068007, 'current_cost': 5763.898370929291, 'operator': 'vns_local_alns_shaw'}, {'eval': 5995, 'best_cost': 5582.224392841856, 'current_cost': 5763.898370929291, 'operator': 'vns_local_alns_shaw'}, {'eval': 5999, 'best_cost': 5492.002835019019, 'current_cost': 5763.898370929291, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,3,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GA-VNS,5653.733126720469,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,343.7829846670029,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 465, 'best_cost': 6287.412211771135, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 468, 'best_cost': 6135.606677228147, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 471, 'best_cost': 5999.826400785586, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 560, 'best_cost': 5900.729129292538, 'current_cost': 5999.826400785586, 'operator': 'vns_local_alns_shaw'}, {'eval': 1879, 'best_cost': 5800.930542484092, 'current_cost': 5900.729129292538, 'operator': 'vns_local_alns_shaw'}, {'eval': 1880, 'best_cost': 5653.733126720469, 'current_cost': 5900.729129292538, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,4,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GA-VNS,5914.291255030604,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,342.13691066699903,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 366, 'best_cost': 6308.261616351745, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 482, 'best_cost': 6120.640255995874, 'current_cost': 6308.261616351745, 'operator': 'vns_local_alns_shaw'}, {'eval': 486, 'best_cost': 6101.203366647732, 'current_cost': 6308.261616351745, 'operator': 'vns_local_alns_shaw'}, {'eval': 489, 'best_cost': 6080.475373915216, 'current_cost': 6308.261616351745, 'operator': 'vns_local_alns_shaw'}, {'eval': 2136, 'best_cost': 5998.282000501278, 'current_cost': 6080.475373915216, 'operator': 'vns_local_alns_shaw'}, {'eval': 3113, 'best_cost': 5914.291255030604, 'current_cost': 5998.282000501278, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,5,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GA-VNS,5681.396997104162,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,378.6374257919997,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 552, 'best_cost': 6242.32824520971, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 1384, 'best_cost': 6225.380035841764, 'current_cost': 6242.32824520971, 'operator': 'vns_local_alns_shaw'}, {'eval': 1447, 'best_cost': 6076.4109596851295, 'current_cost': 6225.380035841764, 'operator': 'vns_local_alns_shaw'}, {'eval': 1565, 'best_cost': 5902.489661464621, 'current_cost': 6076.4109596851295, 'operator': 'vns_local_alns_shaw'}, {'eval': 1568, 'best_cost': 5813.98386342594, 'current_cost': 6076.4109596851295, 'operator': 'vns_local_alns_shaw'}, {'eval': 2573, 'best_cost': 5778.154979097594, 'current_cost': 5813.98386342594, 'operator': 'vns_local_alns_shaw'}, {'eval': 3140, 'best_cost': 5773.336842315939, 'current_cost': 5778.154979097594, 'operator': 'vns_local_alns_shaw'}, {'eval': 3142, 'best_cost': 5710.157257683532, 'current_cost': 5778.154979097594, 'operator': 'vns_local_alns_shaw'}, {'eval': 13909, 'best_cost': 5681.396997104162, 'current_cost': 5710.157257683532, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,6,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GA-VNS,5646.745292503031,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,347.45489774999805,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 447, 'best_cost': 6249.734179149634, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 451, 'best_cost': 6110.22694967304, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 452, 'best_cost': 6109.841403085443, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 942, 'best_cost': 5947.540997221925, 'current_cost': 6109.841403085443, 'operator': 'vns_local_alns_shaw'}, {'eval': 945, 'best_cost': 5844.928888131024, 'current_cost': 6109.841403085443, 'operator': 'vns_local_alns_shaw'}, {'eval': 948, 'best_cost': 5697.498334746977, 'current_cost': 6109.841403085443, 'operator': 'vns_local_alns_shaw'}, {'eval': 9540, 'best_cost': 5646.745292503031, 'current_cost': 5697.498334746977, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,7,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GA-VNS,5706.694028428823,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,346.9137282920019,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 322, 'best_cost': 6227.465956196475, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 473, 'best_cost': 6065.3957814872865, 'current_cost': 6227.465956196475, 'operator': 'vns_local_alns_shaw'}, {'eval': 1021, 'best_cost': 5949.63593239697, 'current_cost': 6065.3957814872865, 'operator': 'vns_local_alns_shaw'}, {'eval': 3663, 'best_cost': 5895.554231995605, 'current_cost': 5949.63593239697, 'operator': 'vns_local_alns_shaw'}, {'eval': 3667, 'best_cost': 5889.532225208403, 'current_cost': 5949.63593239697, 'operator': 'vns_local_alns_shaw'}, {'eval': 5453, 'best_cost': 5885.744913632842, 'current_cost': 5889.532225208403, 'operator': 'vns_local_alns_shaw'}, {'eval': 5455, 'best_cost': 5876.559847688951, 'current_cost': 5889.532225208403, 'operator': 'vns_local_alns_shaw'}, {'eval': 7926, 'best_cost': 5834.039261132829, 'current_cost': 5876.559847688951, 'operator': 'vns_local_alns_shaw'}, {'eval': 7930, 'best_cost': 5706.694028428823, 'current_cost': 5876.559847688951, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,8,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GA-VNS,5767.871202233107,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,342.1745012499996,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 321, 'best_cost': 6092.050886627051, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 895, 'best_cost': 5996.2462393731, 'current_cost': 6092.050886627051, 'operator': 'vns_local_alns_shaw'}, {'eval': 9544, 'best_cost': 5915.118375867252, 'current_cost': 5996.2462393731, 'operator': 'vns_local_alns_shaw'}, {'eval': 11611, 'best_cost': 5767.871202233107, 'current_cost': 5915.118375867252, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,9,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GA-VNS,5841.737351062924,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,345.2810919580006,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}, {'eval': 303, 'best_cost': 6290.200751944023, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 305, 'best_cost': 6282.427698255167, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 309, 'best_cost': 6280.098305986406, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 313, 'best_cost': 6263.453704234082, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 315, 'best_cost': 6244.039362569685, 'current_cost': 6331.298733608956, 'operator': 'vns_local_alns_shaw'}, {'eval': 390, 'best_cost': 5982.067290511877, 'current_cost': 6244.039362569685, 'operator': 'vns_local_alns_shaw'}, {'eval': 393, 'best_cost': 5963.298882718978, 'current_cost': 6244.039362569685, 'operator': 'vns_local_alns_shaw'}, {'eval': 4275, 'best_cost': 5951.371826461791, 'current_cost': 5963.298882718978, 'operator': 'vns_local_alns_shaw'}, {'eval': 4654, 'best_cost': 5894.090111721604, 'current_cost': 5951.371826461791, 'operator': 'vns_local_alns_shaw'}, {'eval': 7286, 'best_cost': 5862.262058151808, 'current_cost': 5894.090111721604, 'operator': 'vns_local_alns_shaw'}, {'eval': 11423, 'best_cost': 5841.737351062924, 'current_cost': 5862.262058151808, 'operator': 'vns_local_alns_shaw'}]",100-01-24h,900.0,10,Narayanan GA plus Woller VNS memetic hybrid,OK,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0362223329976,16000,11086,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,1,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0539267919994,16000,11792,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,2,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0047446669996,16000,11729,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,3,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0502205000012,16000,11671,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,4,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0105214169998,16000,11179,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,5,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0491042909998,16000,11431,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,6,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0674551669981,16000,11850,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,7,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0553940420032,16000,11859,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,8,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0191252079967,16000,11841,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,9,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
GWO,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,900.0675037500005,16000,11811,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,10,Ma Xiangli et al. 2025 HGWO transcript,HALT_RUNTIME_UNDER_EVAL,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,180.1059927080023,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,1,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,160.5510421250001,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,2,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,160.49520199999824,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,3,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,160.3900825410019,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,4,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,159.89608037500147,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,5,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,186.61924,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,6,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,159.51510858300026,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,7,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,159.03587762499956,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,8,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,159.71721316699768,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,9,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
IWD,6331.298733608956,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,161.28720616600185,16000,16000,"[{'eval': 0, 'best_cost': 6331.298733608956, 'current_cost': 6331.298733608956, 'operator': 'shared_warm_start'}]",100-01-24h,900.0,10,Zhang Jingwen et al. 2025 IIWD transcript,OK,0
