battery_kwh,category,in_band_count,instance,main_candidate_eligible,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,phase,reason,required_majority,size,source_ids,winner_count
81.0,vanilla,0,e2-vanilla-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,MercedesESprinter,1
81.0,vanilla,0,e2-vanilla-75c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,MercedesESprinter,1
82.6,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,FusoECanter,1
82.6,multidepot,0,e2-multidepot-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,FusoECanter,1
82.6,threeshift,0,e2-threeshift-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,FusoECanter,1
82.6,threeshift,0,e2-threeshift-50c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,50,FusoECanter,1
82.6,threeshift,0,e2-threeshift-75c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,FusoECanter,1
82.6,vanilla,0,e2-vanilla-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,FusoECanter,1
82.6,vanilla,0,e2-vanilla-75c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,FusoECanter,1
89.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,FordETransit2025,1
89.0,multidepot,0,e2-multidepot-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,FordETransit2025,1
89.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8526275704493527,0.6305979091513028,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,FordETransit2025,1
89.0,multidepot,0,e2-multidepot-75c-01,True,0.76,0.7961523726123365,0.691954311109949,0.8148148148148148,stage_a,route_share_outside_practical_band,1,75,FordETransit2025,1
89.0,threeshift,0,e2-threeshift-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,FordETransit2025,1
89.0,threeshift,0,e2-threeshift-50c-01,True,0.72,0.7940979806535016,0.7177652935295629,0.8125,stage_a,route_share_outside_practical_band,1,50,FordETransit2025,1
89.0,threeshift,0,e2-threeshift-75c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,FordETransit2025,1
89.0,vanilla,0,e2-vanilla-150c-01,True,0.7933333333333333,0.831302107662038,0.7236497783849514,0.8461538461538461,stage_a,route_share_outside_practical_band,1,150,FordETransit2025,1
100.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,IsuzuNRREV,1
100.0,multidepot,0,e2-multidepot-150c-01,True,0.86,0.896372103557122,0.8270426388847699,0.9019607843137255,stage_a,route_share_outside_practical_band,1,150,IsuzuNRREV,1
100.0,multidepot,0,e2-multidepot-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,IsuzuNRREV,1
100.0,multidepot,0,e2-multidepot-50c-01,True,0.86,0.8623627086396264,0.8091035863807347,0.875,stage_a,route_share_outside_practical_band,1,50,IsuzuNRREV,1
100.0,threeshift,0,e2-threeshift-100c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,100,IsuzuNRREV,1
100.0,threeshift,0,e2-threeshift-150c-01,True,0.8,0.8320674154136662,0.6852146857198895,0.84,stage_a,route_share_outside_practical_band,1,150,IsuzuNRREV,1
100.0,threeshift,0,e2-threeshift-200c-01,True,0.87,0.8994872691891419,0.8280045690944647,0.9104477611940298,stage_a,route_share_outside_practical_band,1,200,IsuzuNRREV,1
100.0,threeshift,0,e2-threeshift-50c-01,True,0.94,0.9311728257477823,0.9153631392320253,0.9375,stage_a,route_share_outside_practical_band,1,50,IsuzuNRREV,1
100.0,threeshift,0,e2-threeshift-75c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,IsuzuNRREV,1
100.0,vanilla,0,e2-vanilla-150c-01,True,0.8533333333333334,0.8607017990855945,0.7590575348177492,0.8627450980392157,stage_a,route_share_outside_practical_band,1,150,IsuzuNRREV,1
100.0,vanilla,0,e2-vanilla-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,IsuzuNRREV,1
100.0,vanilla,0,e2-vanilla-50c-01,True,0.76,0.7930035457926143,0.7531123231734501,0.8235294117647058,stage_a,route_share_outside_practical_band,1,50,IsuzuNRREV,1
113.0,multidepot,0,e2-multidepot-100c-01,True,0.84,0.8736927304095934,0.7610208628186008,0.8787878787878788,stage_a,route_share_outside_practical_band,1,100,MercedesESprinter,1
113.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,MercedesESprinter,1
113.0,multidepot,0,e2-multidepot-150c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,150,MercedesESprinter,1
113.0,multidepot,0,e2-multidepot-200c-01,True,0.945,0.9537528820816864,0.9066231504691376,0.9594594594594594,stage_a,route_share_outside_practical_band,1,200,MercedesESprinter,1
113.0,multidepot,0,e2-multidepot-20c-01,True,0.85,0.8506729331339458,0.7343566514226715,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,MercedesESprinter,1
113.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,MercedesESprinter,1
113.0,multidepot,0,e2-multidepot-50c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,MercedesESprinter,1
113.0,multidepot,0,e2-multidepot-75c-01,True,0.88,0.9142904055607246,0.8499970626376392,0.9230769230769231,stage_a,route_share_outside_practical_band,1,75,MercedesESprinter,1
113.0,threeshift,0,e2-threeshift-100c-01,True,0.82,0.8635892583581148,0.8254766472922592,0.8823529411764706,stage_a,route_share_outside_practical_band,1,100,MercedesESprinter,1
113.0,threeshift,0,e2-threeshift-150c-01,True,0.8466666666666667,0.8688753293970097,0.7453595751093656,0.8823529411764706,stage_a,route_share_outside_practical_band,1,150,MercedesESprinter,1
113.0,threeshift,0,e2-threeshift-200c-01,True,0.945,0.9663390582807666,0.9424920572429369,0.9714285714285714,stage_a,route_share_outside_practical_band,1,200,MercedesESprinter,1
113.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.9348281549502965,0.8950316263875746,0.9375,stage_a,route_share_outside_practical_band,1,50,MercedesESprinter,1
113.0,threeshift,0,e2-threeshift-75c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,MercedesESprinter,1
113.0,vanilla,0,e2-vanilla-10c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,10,MercedesESprinter,1
113.0,vanilla,0,e2-vanilla-150c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,150,MercedesESprinter,1
113.0,vanilla,0,e2-vanilla-25c-01,True,0.76,0.8595773038842346,0.8152098216352952,0.875,stage_a,route_share_outside_practical_band,1,25,MercedesESprinter,1
113.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8620167776528582,0.8299907065697656,0.875,stage_a,route_share_outside_practical_band,1,50,MercedesESprinter,1
123.9,multidepot,0,e2-multidepot-100c-01,True,0.88,0.9162921467975889,0.8214607952396231,0.9090909090909091,stage_a,route_share_outside_practical_band,1,100,FusoECanter,1
123.9,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,FusoECanter,1
123.9,multidepot,0,e2-multidepot-150c-01,True,0.7933333333333333,0.8110040058318116,0.8397774095702115,0.8363636363636363,stage_a,route_share_outside_practical_band,1,150,FusoECanter,1
123.9,multidepot,0,e2-multidepot-200c-01,True,0.975,0.9840147397891963,0.9713650539235051,0.9864864864864865,stage_a,route_share_outside_practical_band,1,200,FusoECanter,1
123.9,multidepot,0,e2-multidepot-20c-01,True,0.85,0.8506729331339458,0.7343566514226715,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,FusoECanter,1
123.9,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,FusoECanter,1
123.9,multidepot,0,e2-multidepot-50c-01,True,0.86,0.8717893280290582,0.7814224854412429,0.875,stage_a,route_share_outside_practical_band,1,50,FusoECanter,1
123.9,multidepot,0,e2-multidepot-75c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,FusoECanter,1
123.9,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9392403352257367,0.923057466800096,0.9393939393939394,stage_a,route_share_outside_practical_band,1,100,FusoECanter,1
123.9,threeshift,0,e2-threeshift-150c-01,True,0.8866666666666667,0.8908445246114172,0.7903531659525104,0.9038461538461539,stage_a,route_share_outside_practical_band,1,150,FusoECanter,1
123.9,threeshift,0,e2-threeshift-50c-01,True,0.94,0.9313065573039718,0.8954375569210853,0.9375,stage_a,route_share_outside_practical_band,1,50,FusoECanter,1
123.9,threeshift,0,e2-threeshift-75c-01,True,0.96,0.9556095469486923,0.921772722022266,0.9615384615384616,stage_a,route_share_outside_practical_band,1,75,FusoECanter,1
123.9,vanilla,0,e2-vanilla-100c-01,True,0.8,0.8418709663677607,0.7870334353692988,0.8529411764705882,stage_a,route_share_outside_practical_band,1,100,FusoECanter,1
123.9,vanilla,0,e2-vanilla-200c-01,True,0.98,0.9835824275362319,0.9782398603966271,0.9863013698630136,stage_a,route_share_outside_practical_band,1,200,FusoECanter,1
123.9,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7835055290213226,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,FusoECanter,1
123.9,vanilla,0,e2-vanilla-25c-01,True,0.76,0.8657654226961158,0.8149315094453078,0.875,stage_a,route_share_outside_practical_band,1,25,FusoECanter,1
123.9,vanilla,0,e2-vanilla-50c-01,True,0.9,0.9314191818732163,0.9134247293842157,0.9375,stage_a,route_share_outside_practical_band,1,50,FusoECanter,1
123.9,vanilla,0,e2-vanilla-75c-01,True,0.8,0.7979858792622189,0.75083347609508,0.8148148148148148,stage_a,route_share_outside_practical_band,1,75,FusoECanter,1
140.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,IsuzuNRREV,1
140.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,IsuzuNRREV,1
140.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,IsuzuNRREV,1
140.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,IsuzuNRREV,1
140.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,IsuzuNRREV,1
140.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,IsuzuNRREV,1
140.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,IsuzuNRREV,1
140.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,IsuzuNRREV,1
140.0,threeshift,0,e2-threeshift-100c-01,True,0.96,0.9649004235378931,0.9575133955114449,0.9696969696969697,stage_a,route_share_outside_practical_band,1,100,IsuzuNRREV,1
140.0,threeshift,0,e2-threeshift-150c-01,True,0.8666666666666667,0.8945506813409805,0.810965501730903,0.9056603773584906,stage_a,route_share_outside_practical_band,1,150,IsuzuNRREV,1
140.0,threeshift,0,e2-threeshift-200c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,IsuzuNRREV,1
140.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.928721080550974,0.898367758128573,0.9375,stage_a,route_share_outside_practical_band,1,50,IsuzuNRREV,1
140.0,threeshift,0,e2-threeshift-75c-01,True,0.9466666666666667,0.9564670573102758,0.9170226138144072,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,IsuzuNRREV,1
140.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,IsuzuNRREV,1
140.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,IsuzuNRREV,1
140.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,IsuzuNRREV,1
140.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,IsuzuNRREV,1
140.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,IsuzuNRREV,1
140.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,IsuzuNRREV,1
140.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,IsuzuNRREV,1
141.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,DAFXBElectric,1
141.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,DAFXBElectric,1
141.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,DAFXBElectric,1
141.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,DAFXBElectric,1
141.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,DAFXBElectric,1
141.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,DAFXBElectric,1
141.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,DAFXBElectric,1
141.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,DAFXBElectric,1
141.0,threeshift,0,e2-threeshift-100c-01,True,0.96,0.9649004235378931,0.9575133955114449,0.9696969696969697,stage_a,route_share_outside_practical_band,1,100,DAFXBElectric,1
141.0,threeshift,0,e2-threeshift-150c-01,True,0.8733333333333333,0.8989473387539986,0.8081662098812508,0.9038461538461539,stage_a,route_share_outside_practical_band,1,150,DAFXBElectric,1
141.0,threeshift,0,e2-threeshift-200c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,DAFXBElectric,1
141.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.928721080550974,0.898367758128573,0.9375,stage_a,route_share_outside_practical_band,1,50,DAFXBElectric,1
141.0,threeshift,0,e2-threeshift-75c-01,True,0.9466666666666667,0.9564670573102758,0.9174553703504452,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,DAFXBElectric,1
141.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,DAFXBElectric,1
141.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,DAFXBElectric,1
141.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,DAFXBElectric,1
141.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,DAFXBElectric,1
141.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,DAFXBElectric,1
141.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,DAFXBElectric,1
141.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,DAFXBElectric,1
150.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,MackMDElectric,1
150.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,MackMDElectric,1
150.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,MackMDElectric,1
150.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,MackMDElectric,1
150.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,MackMDElectric,1
150.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,MackMDElectric,1
150.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,MackMDElectric,1
150.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,MackMDElectric,1
150.0,threeshift,0,e2-threeshift-100c-01,True,0.87,0.8949040281157069,0.8566857571471568,0.90625,stage_a,route_share_outside_practical_band,1,100,MackMDElectric,1
150.0,threeshift,0,e2-threeshift-150c-01,True,0.9466666666666667,0.9592886433775347,0.9356548398449638,0.9622641509433962,stage_a,route_share_outside_practical_band,1,150,MackMDElectric,1
150.0,threeshift,0,e2-threeshift-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,MackMDElectric,1
150.0,threeshift,0,e2-threeshift-50c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,MackMDElectric,1
150.0,threeshift,0,e2-threeshift-75c-01,True,0.8,0.8693440045733886,0.8107410648409711,0.88,stage_a,route_share_outside_practical_band,1,75,MackMDElectric,1
150.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,MackMDElectric,1
150.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,MackMDElectric,1
150.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,MackMDElectric,1
150.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,MackMDElectric,1
150.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,MackMDElectric,1
150.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,MackMDElectric,1
150.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,MackMDElectric,1
176.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,RenaultTrucksETechD,1
176.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,RenaultTrucksETechD,1
176.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,RenaultTrucksETechD,1
176.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,RenaultTrucksETechD,1
176.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,RenaultTrucksETechD,1
176.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,RenaultTrucksETechD,1
176.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,RenaultTrucksETechD,1
176.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,RenaultTrucksETechD,1
176.0,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,RenaultTrucksETechD,1
176.0,threeshift,0,e2-threeshift-150c-01,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,stage_a,route_share_outside_practical_band,1,150,RenaultTrucksETechD,1
176.0,threeshift,0,e2-threeshift-200c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,RenaultTrucksETechD,1
176.0,threeshift,0,e2-threeshift-50c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,RenaultTrucksETechD,1
176.0,threeshift,0,e2-threeshift-75c-01,True,0.9466666666666667,0.9658710876089752,0.9454118731954189,0.9583333333333334,stage_a,route_share_outside_practical_band,1,75,RenaultTrucksETechD,1
176.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,RenaultTrucksETechD,1
176.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,RenaultTrucksETechD,1
176.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,RenaultTrucksETechD,1
176.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,RenaultTrucksETechD,1
176.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,RenaultTrucksETechD,1
176.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,RenaultTrucksETechD,1
176.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,RenaultTrucksETechD,1
180.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,IsuzuNRREV,1
180.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,IsuzuNRREV,1
180.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,IsuzuNRREV,1
180.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,IsuzuNRREV,1
180.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,IsuzuNRREV,1
180.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,IsuzuNRREV,1
