all_cv_count,all_ev_count,balanced_count,battery_kwh,category,cv_heavy_count,ev_heavy_count,expected_winner_rows,main_candidate_eligible,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,missing_or_infeasible_winner_rows,phase,route_share_in_practical_band,secondary_only,size,source_ids,winner_count
0,0,0,240.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,MackMDElectric,1
0,0,1,240.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,MackMDElectric,1
0,1,0,280.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,VolvoFLFE2023,1
0,0,0,280.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,VolvoFLFE2023,1
0,0,0,280.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,VolvoFLFE2023,1
0,0,0,280.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,VolvoFLFE2023,1
0,0,0,280.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,VolvoFLFE2023,1
0,0,0,280.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,VolvoFLFE2023,1
0,0,0,280.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,VolvoFLFE2023,1
1,0,0,280.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,VolvoFLFE2023,1
0,0,1,280.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,VolvoFLFE2023,1
0,0,0,280.0,threeshift,0,1,1,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,0,stage_a,False,False,50,VolvoFLFE2023,1
0,0,0,280.0,threeshift,0,1,1,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,0,stage_a,False,False,75,VolvoFLFE2023,1
0,0,0,280.0,threeshift,0,1,1,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,0,stage_a,False,False,100,VolvoFLFE2023,1
0,0,0,280.0,threeshift,0,1,1,True,0.88,0.9131519242422107,0.869490817000958,0.9215686274509803,0,stage_a,False,False,150,VolvoFLFE2023,1
0,1,0,280.0,threeshift,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,200,VolvoFLFE2023,1
0,0,1,280.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,VolvoFLFE2023,1
0,0,0,280.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,VolvoFLFE2023,1
0,0,0,280.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,VolvoFLFE2023,1
0,1,0,280.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,VolvoFLFE2023,1
0,0,0,280.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,VolvoFLFE2023,1
0,0,0,280.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,VolvoFLFE2023,1
0,0,0,280.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,VolvoFLFE2023,1
0,0,0,280.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,VolvoFLFE2023,1
0,0,1,280.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,VolvoFLFE2023,1
0,1,0,282.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,DAFXBElectric,1
0,0,0,282.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,DAFXBElectric,1
0,0,0,282.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,DAFXBElectric,1
0,0,0,282.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,DAFXBElectric,1
0,0,0,282.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,DAFXBElectric,1
0,0,0,282.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,DAFXBElectric,1
0,0,0,282.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,DAFXBElectric,1
1,0,0,282.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,DAFXBElectric,1
0,0,1,282.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,DAFXBElectric,1
0,0,0,282.0,threeshift,0,1,1,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,0,stage_a,False,False,50,DAFXBElectric,1
0,0,0,282.0,threeshift,0,1,1,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,0,stage_a,False,False,75,DAFXBElectric,1
0,0,0,282.0,threeshift,0,1,1,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,0,stage_a,False,False,100,DAFXBElectric,1
0,0,0,282.0,threeshift,0,1,1,True,0.88,0.9131519242422107,0.869490817000958,0.9215686274509803,0,stage_a,False,False,150,DAFXBElectric,1
0,1,0,282.0,threeshift,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,200,DAFXBElectric,1
0,0,1,282.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,DAFXBElectric,1
0,0,0,282.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,DAFXBElectric,1
0,0,0,282.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,DAFXBElectric,1
0,1,0,282.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,DAFXBElectric,1
0,0,0,282.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,DAFXBElectric,1
0,0,0,282.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,DAFXBElectric,1
0,0,0,282.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,DAFXBElectric,1
0,0,0,282.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,DAFXBElectric,1
0,0,1,282.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,DAFXBElectric,1
0,1,0,291.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,FreightlinerEM2,1
0,0,0,291.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,FreightlinerEM2,1
0,0,0,291.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,FreightlinerEM2,1
0,0,0,291.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,FreightlinerEM2,1
0,0,0,291.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,FreightlinerEM2,1
0,0,0,291.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,FreightlinerEM2,1
0,0,0,291.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,FreightlinerEM2,1
1,0,0,291.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,FreightlinerEM2,1
0,0,1,291.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,FreightlinerEM2,1
0,0,0,291.0,threeshift,0,1,1,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,0,stage_a,False,False,50,FreightlinerEM2,1
0,0,0,291.0,threeshift,0,1,1,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,0,stage_a,False,False,75,FreightlinerEM2,1
0,0,0,291.0,threeshift,0,1,1,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,0,stage_a,False,False,100,FreightlinerEM2,1
0,0,0,291.0,threeshift,0,1,1,True,0.88,0.9131519242422107,0.869490817000958,0.9215686274509803,0,stage_a,False,False,150,FreightlinerEM2,1
0,1,0,291.0,threeshift,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,200,FreightlinerEM2,1
0,0,1,291.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,FreightlinerEM2,1
0,0,0,291.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,FreightlinerEM2,1
0,0,0,291.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,FreightlinerEM2,1
0,1,0,291.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,FreightlinerEM2,1
0,0,0,291.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,FreightlinerEM2,1
0,0,0,291.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,FreightlinerEM2,1
0,0,0,291.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,FreightlinerEM2,1
0,0,0,291.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,FreightlinerEM2,1
0,0,1,291.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,FreightlinerEM2,1
