battery_kwh,category,composition,eval_budget,instance,phase,queue_status,run_status,runtime_cap_seconds,seed,total_cost,variant
60.0,vanilla,all_cv,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5826.874187184658,cv_shell
60.0,vanilla,infeasible,1000,e2-vanilla-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
60.0,vanilla,balanced_mixed,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7846.384997022458,free_mixed
60.0,vanilla,all_cv,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7592.641707650496,cv_shell
60.0,vanilla,infeasible,1000,e2-vanilla-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
60.0,vanilla,balanced_mixed,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11183.897526644694,free_mixed
60.0,vanilla,all_cv,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11164.214856565932,cv_shell
60.0,vanilla,infeasible,1000,e2-vanilla-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
60.0,multidepot,balanced_mixed,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,610.2402905660049,free_mixed
60.0,multidepot,all_cv,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,629.1244202104523,cv_shell
60.0,multidepot,infeasible,1000,e2-multidepot-10c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
60.0,multidepot,balanced_mixed,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,937.0697965343797,free_mixed
60.0,multidepot,all_cv,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,945.2956479699312,cv_shell
60.0,multidepot,infeasible,1000,e2-multidepot-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
60.0,multidepot,balanced_mixed,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1156.1673511245967,free_mixed
60.0,multidepot,all_cv,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1172.824422818402,cv_shell
60.0,multidepot,infeasible,1000,e2-multidepot-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
60.0,multidepot,balanced_mixed,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,982.9143855193646,free_mixed
60.0,multidepot,all_cv,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,1045.8722145551653,cv_shell
60.0,multidepot,infeasible,1000,e2-multidepot-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
60.0,multidepot,balanced_mixed,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2399.5984137658616,free_mixed
60.0,multidepot,all_cv,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2426.9046973084396,cv_shell
60.0,multidepot,infeasible,1000,e2-multidepot-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
60.0,multidepot,balanced_mixed,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4079.518782530835,free_mixed
60.0,multidepot,all_cv,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4257.4366557039775,cv_shell
60.0,multidepot,infeasible,1000,e2-multidepot-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
60.0,multidepot,balanced_mixed,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,4958.091219499034,free_mixed
60.0,multidepot,all_cv,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,5059.385878752753,cv_shell
60.0,multidepot,infeasible,1000,e2-multidepot-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
60.0,multidepot,balanced_mixed,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7392.206283363699,free_mixed
60.0,multidepot,all_cv,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7270.566593981815,cv_shell
60.0,multidepot,infeasible,1000,e2-multidepot-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
60.0,multidepot,balanced_mixed,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9452.213109122798,free_mixed
60.0,multidepot,all_cv,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9549.623080396133,cv_shell
60.0,multidepot,infeasible,1000,e2-multidepot-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
60.0,threeshift,balanced_mixed,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2492.2077773410974,free_mixed
60.0,threeshift,all_cv,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2462.8943357576422,cv_shell
60.0,threeshift,infeasible,1000,e2-threeshift-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
60.0,threeshift,balanced_mixed,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,4188.160332673478,free_mixed
60.0,threeshift,all_cv,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,3960.5538278976487,cv_shell
60.0,threeshift,infeasible,1000,e2-threeshift-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
60.0,threeshift,balanced_mixed,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5003.896863183934,free_mixed
60.0,threeshift,all_cv,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5107.53757812103,cv_shell
60.0,threeshift,infeasible,1000,e2-threeshift-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
60.0,threeshift,balanced_mixed,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,7593.795719611934,free_mixed
60.0,threeshift,all_cv,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,8525.481461998606,cv_shell
60.0,threeshift,infeasible,1000,e2-threeshift-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
60.0,threeshift,balanced_mixed,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,9408.572383310755,free_mixed
60.0,threeshift,all_cv,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,9537.791917774082,cv_shell
60.0,threeshift,infeasible,1000,e2-threeshift-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
81.0,vanilla,balanced_mixed,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,710.5876196728672,free_mixed
81.0,vanilla,all_cv,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,725.5299337929874,cv_shell
81.0,vanilla,infeasible,1000,e2-vanilla-10c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,vanilla,balanced_mixed,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1029.235559065975,free_mixed
81.0,vanilla,all_cv,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1050.287293367975,cv_shell
81.0,vanilla,infeasible,1000,e2-vanilla-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,vanilla,balanced_mixed,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1228.1580353142908,free_mixed
81.0,vanilla,all_cv,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1301.9615626919804,cv_shell
81.0,vanilla,infeasible,1000,e2-vanilla-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,vanilla,balanced_mixed,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1180.938719188215,free_mixed
81.0,vanilla,all_cv,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1213.2666144034245,cv_shell
81.0,vanilla,infeasible,1000,e2-vanilla-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,vanilla,balanced_mixed,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2689.678917749818,free_mixed
81.0,vanilla,all_cv,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2752.305491322416,cv_shell
81.0,vanilla,infeasible,1000,e2-vanilla-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,vanilla,balanced_mixed,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4754.611434034005,free_mixed
81.0,vanilla,all_cv,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4668.631771653173,cv_shell
81.0,vanilla,infeasible,1000,e2-vanilla-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,vanilla,balanced_mixed,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5599.128377508635,free_mixed
81.0,vanilla,all_cv,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5826.874187184658,cv_shell
81.0,vanilla,infeasible,1000,e2-vanilla-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
81.0,vanilla,balanced_mixed,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7553.769997231217,free_mixed
81.0,vanilla,all_cv,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7592.641707650496,cv_shell
81.0,vanilla,infeasible,1000,e2-vanilla-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
81.0,vanilla,balanced_mixed,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11555.711998637376,free_mixed
81.0,vanilla,all_cv,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11164.214856565932,cv_shell
81.0,vanilla,infeasible,1000,e2-vanilla-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
81.0,multidepot,balanced_mixed,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,573.0291200582521,free_mixed
81.0,multidepot,all_cv,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,629.1244202104523,cv_shell
81.0,multidepot,all_ev,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,585.3439824113559,ev_shell
81.0,multidepot,balanced_mixed,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,911.825701849272,free_mixed
81.0,multidepot,all_cv,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,945.2956479699312,cv_shell
81.0,multidepot,infeasible,1000,e2-multidepot-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,multidepot,balanced_mixed,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1174.9932551043362,free_mixed
81.0,multidepot,all_cv,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1172.824422818402,cv_shell
81.0,multidepot,infeasible,1000,e2-multidepot-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,multidepot,balanced_mixed,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,1031.8497970085364,free_mixed
81.0,multidepot,all_cv,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,1045.8722145551653,cv_shell
81.0,multidepot,infeasible,1000,e2-multidepot-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,multidepot,balanced_mixed,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2263.6951789380673,free_mixed
81.0,multidepot,all_cv,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2426.9046973084396,cv_shell
81.0,multidepot,infeasible,1000,e2-multidepot-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,multidepot,balanced_mixed,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,3983.473778030194,free_mixed
81.0,multidepot,all_cv,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4257.4366557039775,cv_shell
81.0,multidepot,infeasible,1000,e2-multidepot-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,multidepot,balanced_mixed,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,4839.008215141178,free_mixed
81.0,multidepot,all_cv,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,5059.385878752753,cv_shell
81.0,multidepot,infeasible,1000,e2-multidepot-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
81.0,multidepot,balanced_mixed,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7164.288058736665,free_mixed
81.0,multidepot,all_cv,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7270.566593981815,cv_shell
81.0,multidepot,infeasible,1000,e2-multidepot-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
81.0,multidepot,balanced_mixed,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,10639.292422179396,free_mixed
81.0,multidepot,all_cv,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9549.623080396133,cv_shell
81.0,multidepot,infeasible,1000,e2-multidepot-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
81.0,threeshift,balanced_mixed,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2424.301018720493,free_mixed
81.0,threeshift,all_cv,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2462.8943357576422,cv_shell
81.0,threeshift,infeasible,1000,e2-threeshift-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,threeshift,balanced_mixed,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,3986.4533071518563,free_mixed
81.0,threeshift,all_cv,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,3960.5538278976487,cv_shell
81.0,threeshift,infeasible,1000,e2-threeshift-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
81.0,threeshift,balanced_mixed,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5026.434114733192,free_mixed
81.0,threeshift,all_cv,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5107.53757812103,cv_shell
81.0,threeshift,infeasible,1000,e2-threeshift-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
81.0,threeshift,balanced_mixed,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,7428.049146672753,free_mixed
81.0,threeshift,all_cv,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,8525.481461998606,cv_shell
81.0,threeshift,infeasible,1000,e2-threeshift-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
81.0,threeshift,balanced_mixed,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,10833.701179035295,free_mixed
81.0,threeshift,all_cv,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,9537.791917774082,cv_shell
81.0,threeshift,infeasible,1000,e2-threeshift-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
82.6,vanilla,balanced_mixed,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,710.5876196728672,free_mixed
82.6,vanilla,all_cv,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,725.5299337929874,cv_shell
82.6,vanilla,infeasible,1000,e2-vanilla-10c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,vanilla,balanced_mixed,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1029.235559065975,free_mixed
82.6,vanilla,all_cv,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1050.287293367975,cv_shell
82.6,vanilla,infeasible,1000,e2-vanilla-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,vanilla,balanced_mixed,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1288.8380261188238,free_mixed
82.6,vanilla,all_cv,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1301.9615626919804,cv_shell
82.6,vanilla,infeasible,1000,e2-vanilla-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,vanilla,balanced_mixed,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1171.1723027401279,free_mixed
82.6,vanilla,all_cv,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1213.2666144034245,cv_shell
82.6,vanilla,infeasible,1000,e2-vanilla-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,vanilla,balanced_mixed,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2740.565901654213,free_mixed
82.6,vanilla,all_cv,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2752.305491322416,cv_shell
82.6,vanilla,infeasible,1000,e2-vanilla-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,vanilla,balanced_mixed,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4788.249279856997,free_mixed
82.6,vanilla,all_cv,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4668.631771653173,cv_shell
82.6,vanilla,infeasible,1000,e2-vanilla-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,vanilla,balanced_mixed,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5739.8639904745705,free_mixed
82.6,vanilla,all_cv,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5826.874187184658,cv_shell
82.6,vanilla,infeasible,1000,e2-vanilla-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
82.6,vanilla,balanced_mixed,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7579.731846409695,free_mixed
82.6,vanilla,all_cv,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7592.641707650496,cv_shell
82.6,vanilla,infeasible,1000,e2-vanilla-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
82.6,vanilla,balanced_mixed,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11395.972629629854,free_mixed
82.6,vanilla,all_cv,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11164.214856565932,cv_shell
82.6,vanilla,infeasible,1000,e2-vanilla-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
82.6,multidepot,balanced_mixed,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,573.0291200582521,free_mixed
82.6,multidepot,all_cv,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,629.1244202104523,cv_shell
82.6,multidepot,all_ev,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,585.3439824113559,ev_shell
82.6,multidepot,balanced_mixed,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,908.5069820003949,free_mixed
82.6,multidepot,all_cv,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,945.2956479699312,cv_shell
82.6,multidepot,infeasible,1000,e2-multidepot-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,multidepot,balanced_mixed,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1162.688230302926,free_mixed
82.6,multidepot,all_cv,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1172.824422818402,cv_shell
82.6,multidepot,infeasible,1000,e2-multidepot-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,multidepot,balanced_mixed,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,1031.8497970085364,free_mixed
82.6,multidepot,all_cv,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,1045.8722145551653,cv_shell
82.6,multidepot,infeasible,1000,e2-multidepot-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,multidepot,balanced_mixed,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2349.643509825159,free_mixed
82.6,multidepot,all_cv,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2426.9046973084396,cv_shell
82.6,multidepot,infeasible,1000,e2-multidepot-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,multidepot,balanced_mixed,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4090.363961772915,free_mixed
82.6,multidepot,all_cv,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4257.4366557039775,cv_shell
82.6,multidepot,infeasible,1000,e2-multidepot-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,multidepot,balanced_mixed,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,4934.754535177661,free_mixed
82.6,multidepot,all_cv,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,5059.385878752753,cv_shell
82.6,multidepot,infeasible,1000,e2-multidepot-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
82.6,multidepot,balanced_mixed,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7369.046604099672,free_mixed
82.6,multidepot,all_cv,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7270.566593981815,cv_shell
82.6,multidepot,infeasible,1000,e2-multidepot-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
82.6,multidepot,balanced_mixed,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9987.956744690238,free_mixed
82.6,multidepot,all_cv,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9549.623080396133,cv_shell
82.6,multidepot,infeasible,1000,e2-multidepot-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
82.6,threeshift,ev_heavy_mixed,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2489.789082950822,free_mixed
82.6,threeshift,all_cv,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2462.8943357576422,cv_shell
82.6,threeshift,infeasible,1000,e2-threeshift-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,threeshift,balanced_mixed,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,4014.4094250900994,free_mixed
82.6,threeshift,all_cv,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,3960.5538278976487,cv_shell
82.6,threeshift,infeasible,1000,e2-threeshift-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
82.6,threeshift,balanced_mixed,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5053.356142508022,free_mixed
82.6,threeshift,all_cv,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5107.53757812103,cv_shell
82.6,threeshift,infeasible,1000,e2-threeshift-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
82.6,threeshift,balanced_mixed,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,7811.024207575058,free_mixed
82.6,threeshift,all_cv,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,8525.481461998606,cv_shell
82.6,threeshift,infeasible,1000,e2-threeshift-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
82.6,threeshift,balanced_mixed,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,10816.536331919882,free_mixed
82.6,threeshift,all_cv,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,9537.791917774082,cv_shell
82.6,threeshift,infeasible,1000,e2-threeshift-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
89.0,vanilla,balanced_mixed,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,702.0172033378057,free_mixed
89.0,vanilla,all_cv,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,725.5299337929874,cv_shell
89.0,vanilla,infeasible,1000,e2-vanilla-10c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,vanilla,balanced_mixed,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1029.235559065975,free_mixed
89.0,vanilla,all_cv,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1050.287293367975,cv_shell
89.0,vanilla,infeasible,1000,e2-vanilla-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,vanilla,balanced_mixed,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1265.1098229914342,free_mixed
