arm,charge_day_offset,charge_start_second,end_soc_pct,energy_kwh,instance_id,linear_duration_seconds,nonlinear_duration_seconds,nonlinear_minus_linear_seconds,planned_curve_id,planned_duration_seconds,reference_power_kw,sample_role,seed,session_index,start_soc_pct,station_id,vehicle_id,source_certificate_id,source_certificate_path
L100_control,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,L100_control,983.0064894471467,60.0,MAIN_EXHIBIT,2,3,28.756862199691707,S_guangzhou,SP-EV-0007,2aee29e6022a6b8442f4aa71addc31857e42c831a84aec8cbe078dafca5e5b40,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-02__L100_control.json
L100_control,0,0.0,26.156512415326738,20.213752794564503,cn-prd-50c-01-V2-LOCATIONS,3307.7050027469186,3307.7050027469186,0.0,L100_control,3307.7050027469186,22.0,MAIN_EXHIBIT,2,4,0.0,D_shenzhen,SP-EV-0008,2aee29e6022a6b8442f4aa71addc31857e42c831a84aec8cbe078dafca5e5b40,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-02__L100_control.json
NL90_mild,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,NL90_mild,4663.186226000071,22.0,MAIN_EXHIBIT,2,1,0.0,D_guangzhou,SP-EV-0006,2f6980afd20a5ade72f4ac894cfeadd5de96e50209cb91baba7a28de4b3229f8,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-02__NL90_mild.json
NL90_mild,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,NL90_mild,13910.4,22.0,MAIN_EXHIBIT,2,2,0.0,D_shenzhen,SP-EV-0007,2f6980afd20a5ade72f4ac894cfeadd5de96e50209cb91baba7a28de4b3229f8,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-02__NL90_mild.json
NL90_mild,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,NL90_mild,983.006489447146,60.0,MAIN_EXHIBIT,2,3,28.756862199691707,S_guangzhou,SP-EV-0007,2f6980afd20a5ade72f4ac894cfeadd5de96e50209cb91baba7a28de4b3229f8,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-02__NL90_mild.json
NL90_mild,0,0.0,26.156512415326738,20.213752794564503,cn-prd-50c-01-V2-LOCATIONS,3307.7050027469186,3307.7050027469186,0.0,NL90_mild,3307.7050027469186,22.0,MAIN_EXHIBIT,2,4,0.0,D_shenzhen,SP-EV-0008,2f6980afd20a5ade72f4ac894cfeadd5de96e50209cb91baba7a28de4b3229f8,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-02__NL90_mild.json
L100_control,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,L100_control,4663.186226000071,22.0,MAIN_EXHIBIT,3,1,0.0,D_guangzhou,SP-EV-0006,a3a10d767537aed30579ed52ae6b866ab21eead3bc085fa4b778450013f1e3b1,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-03__L100_control.json
L100_control,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,L100_control,12645.818181818182,22.0,MAIN_EXHIBIT,3,2,0.0,D_shenzhen,SP-EV-0007,a3a10d767537aed30579ed52ae6b866ab21eead3bc085fa4b778450013f1e3b1,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-03__L100_control.json
L100_control,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,L100_control,983.0064894471467,60.0,MAIN_EXHIBIT,3,3,28.756862199691707,S_guangzhou,SP-EV-0007,a3a10d767537aed30579ed52ae6b866ab21eead3bc085fa4b778450013f1e3b1,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-03__L100_control.json
L100_control,0,0.0,26.156512415326738,20.213752794564503,cn-prd-50c-01-V2-LOCATIONS,3307.7050027469186,3307.7050027469186,0.0,L100_control,3307.7050027469186,22.0,MAIN_EXHIBIT,3,4,0.0,D_shenzhen,SP-EV-0008,a3a10d767537aed30579ed52ae6b866ab21eead3bc085fa4b778450013f1e3b1,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-03__L100_control.json
NL90_mild,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,NL90_mild,4663.186226000071,22.0,MAIN_EXHIBIT,3,1,0.0,D_guangzhou,SP-EV-0006,befa45f885a40f7fe91588296b6c3ede6b6f7605d4f069d96c21c89cc8d91b13,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-03__NL90_mild.json
NL90_mild,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,NL90_mild,13910.4,22.0,MAIN_EXHIBIT,3,2,0.0,D_shenzhen,SP-EV-0007,befa45f885a40f7fe91588296b6c3ede6b6f7605d4f069d96c21c89cc8d91b13,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-03__NL90_mild.json
NL90_mild,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,NL90_mild,983.006489447146,60.0,MAIN_EXHIBIT,3,3,28.756862199691707,S_guangzhou,SP-EV-0007,befa45f885a40f7fe91588296b6c3ede6b6f7605d4f069d96c21c89cc8d91b13,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-03__NL90_mild.json
NL90_mild,0,0.0,26.156512415326738,20.213752794564503,cn-prd-50c-01-V2-LOCATIONS,3307.7050027469186,3307.7050027469186,0.0,NL90_mild,3307.7050027469186,22.0,MAIN_EXHIBIT,3,4,0.0,D_shenzhen,SP-EV-0008,befa45f885a40f7fe91588296b6c3ede6b6f7605d4f069d96c21c89cc8d91b13,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-03__NL90_mild.json
L100_control,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,L100_control,4663.186226000071,22.0,MAIN_EXHIBIT,4,1,0.0,D_guangzhou,SP-EV-0006,c6926effd8192db622dd001cd1e464486efc16af9d1dea1d3cb053dd97dfd948,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-04__L100_control.json
L100_control,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,L100_control,12645.818181818182,22.0,MAIN_EXHIBIT,4,2,0.0,D_shenzhen,SP-EV-0007,c6926effd8192db622dd001cd1e464486efc16af9d1dea1d3cb053dd97dfd948,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-04__L100_control.json
L100_control,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,L100_control,983.0064894471467,60.0,MAIN_EXHIBIT,4,3,28.756862199691707,S_guangzhou,SP-EV-0007,c6926effd8192db622dd001cd1e464486efc16af9d1dea1d3cb053dd97dfd948,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-04__L100_control.json
L100_control,0,0.0,26.156512415326738,20.213752794564503,cn-prd-50c-01-V2-LOCATIONS,3307.7050027469186,3307.7050027469186,0.0,L100_control,3307.7050027469186,22.0,MAIN_EXHIBIT,4,4,0.0,D_shenzhen,SP-EV-0008,c6926effd8192db622dd001cd1e464486efc16af9d1dea1d3cb053dd97dfd948,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-04__L100_control.json
NL90_mild,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,NL90_mild,4663.186226000071,22.0,MAIN_EXHIBIT,4,1,0.0,D_guangzhou,SP-EV-0006,3b84c28df2ef186dcfe38ee96c5aee7fb2b873498bc726af7e20ecdfcce6a9e6,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-04__NL90_mild.json
NL90_mild,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,NL90_mild,13910.4,22.0,MAIN_EXHIBIT,4,2,0.0,D_shenzhen,SP-EV-0007,3b84c28df2ef186dcfe38ee96c5aee7fb2b873498bc726af7e20ecdfcce6a9e6,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-04__NL90_mild.json
NL90_mild,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,NL90_mild,983.006489447146,60.0,MAIN_EXHIBIT,4,3,28.756862199691707,S_guangzhou,SP-EV-0007,3b84c28df2ef186dcfe38ee96c5aee7fb2b873498bc726af7e20ecdfcce6a9e6,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-04__NL90_mild.json
NL90_mild,0,0.0,26.156512415326738,20.213752794564503,cn-prd-50c-01-V2-LOCATIONS,3307.7050027469186,3307.7050027469186,0.0,NL90_mild,3307.7050027469186,22.0,MAIN_EXHIBIT,4,4,0.0,D_shenzhen,SP-EV-0008,3b84c28df2ef186dcfe38ee96c5aee7fb2b873498bc726af7e20ecdfcce6a9e6,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-04__NL90_mild.json
L100_control,0,0.0,24.066656750650004,18.598712336902324,cn-prd-50c-01-V2-LOCATIONS,3043.4256551294716,3043.4256551294716,0.0,L100_control,3043.4256551294716,22.0,MAIN_EXHIBIT,5,1,0.0,D_shenzhen,SP-EV-0003,cd024de94401dc1f2a07bafb70a471475a9d0452431749f689a32804b8525cbd,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-05__L100_control.json
L100_control,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,L100_control,4663.186226000071,22.0,MAIN_EXHIBIT,5,2,0.0,D_guangzhou,SP-EV-0006,cd024de94401dc1f2a07bafb70a471475a9d0452431749f689a32804b8525cbd,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-05__L100_control.json
L100_control,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,L100_control,12645.818181818182,22.0,MAIN_EXHIBIT,5,3,0.0,D_shenzhen,SP-EV-0007,cd024de94401dc1f2a07bafb70a471475a9d0452431749f689a32804b8525cbd,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-05__L100_control.json
L100_control,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,L100_control,983.0064894471467,60.0,MAIN_EXHIBIT,5,4,28.756862199691707,S_guangzhou,SP-EV-0007,cd024de94401dc1f2a07bafb70a471475a9d0452431749f689a32804b8525cbd,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-05__L100_control.json
NL90_mild,0,0.0,24.066656750650004,18.598712336902324,cn-prd-50c-01-V2-LOCATIONS,3043.4256551294716,3043.4256551294716,0.0,NL90_mild,3043.4256551294716,22.0,MAIN_EXHIBIT,5,1,0.0,D_shenzhen,SP-EV-0003,7f05defd15a5d2652c883331c2e066bfa35959941bc433da1dc8906ce9055cdc,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-05__NL90_mild.json
NL90_mild,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,NL90_mild,4663.186226000071,22.0,MAIN_EXHIBIT,5,2,0.0,D_guangzhou,SP-EV-0006,7f05defd15a5d2652c883331c2e066bfa35959941bc433da1dc8906ce9055cdc,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-05__NL90_mild.json
NL90_mild,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,NL90_mild,13910.4,22.0,MAIN_EXHIBIT,5,3,0.0,D_shenzhen,SP-EV-0007,7f05defd15a5d2652c883331c2e066bfa35959941bc433da1dc8906ce9055cdc,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-05__NL90_mild.json
NL90_mild,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,NL90_mild,983.006489447146,60.0,MAIN_EXHIBIT,5,4,28.756862199691707,S_guangzhou,SP-EV-0007,7f05defd15a5d2652c883331c2e066bfa35959941bc433da1dc8906ce9055cdc,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-05__NL90_mild.json
L100_control,0,0.0,40.151657917321785,31.029201238506275,cn-prd-50c-01-V2-LOCATIONS,5077.5056572101175,5077.5056572101175,0.0,L100_control,5077.5056572101175,22.0,MAIN_EXHIBIT,6,1,0.0,D_guangzhou,SP-EV-0005,1bd7461ce480b682efb0a54750e622739d26055033da82e9a7222415e565c9cf,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-06__L100_control.json
L100_control,0,0.0,30.576710673022763,23.629682008111992,cn-prd-50c-01-V2-LOCATIONS,3866.675237691053,3866.675237691053,0.0,L100_control,3866.6752376910536,22.0,MAIN_EXHIBIT,6,2,0.0,D_shenzhen,SP-EV-0007,1bd7461ce480b682efb0a54750e622739d26055033da82e9a7222415e565c9cf,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-06__L100_control.json
L100_control,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,L100_control,12645.818181818182,22.0,MAIN_EXHIBIT,6,3,0.0,D_shenzhen,SP-EV-0008,1bd7461ce480b682efb0a54750e622739d26055033da82e9a7222415e565c9cf,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-06__L100_control.json
L100_control,0,64192.74887999999,48.19194701731805,15.22606541107032,cn-prd-50c-01-V2-LOCATIONS,913.5639246642193,913.563924664219,-2.2737367544323206e-13,L100_control,913.5639246642193,60.0,MAIN_EXHIBIT,6,4,28.489481423282957,S_guangzhou,SP-EV-0008,1bd7461ce480b682efb0a54750e622739d26055033da82e9a7222415e565c9cf,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-06__L100_control.json
NL90_mild,0,0.0,40.151657917321785,31.029201238506275,cn-prd-50c-01-V2-LOCATIONS,5077.5056572101175,5077.5056572101175,0.0,NL90_mild,5077.5056572101175,22.0,MAIN_EXHIBIT,6,1,0.0,D_guangzhou,SP-EV-0005,9a7ce4ad3d51c8e2a976a29a4f6aa6d36a82dc5571c796c4cd07e691771e4f20,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-06__NL90_mild.json
NL90_mild,0,0.0,30.576710673022763,23.629682008111992,cn-prd-50c-01-V2-LOCATIONS,3866.675237691053,3866.675237691053,0.0,NL90_mild,3866.6752376910536,22.0,MAIN_EXHIBIT,6,2,0.0,D_shenzhen,SP-EV-0007,9a7ce4ad3d51c8e2a976a29a4f6aa6d36a82dc5571c796c4cd07e691771e4f20,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-06__NL90_mild.json
NL90_mild,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,NL90_mild,13910.4,22.0,MAIN_EXHIBIT,6,3,0.0,D_shenzhen,SP-EV-0008,9a7ce4ad3d51c8e2a976a29a4f6aa6d36a82dc5571c796c4cd07e691771e4f20,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-06__NL90_mild.json
NL90_mild,0,64192.74887999999,48.19194701731805,15.22606541107032,cn-prd-50c-01-V2-LOCATIONS,913.5639246642193,913.563924664219,-2.2737367544323206e-13,NL90_mild,913.563924664219,60.0,MAIN_EXHIBIT,6,4,28.489481423282957,S_guangzhou,SP-EV-0008,9a7ce4ad3d51c8e2a976a29a4f6aa6d36a82dc5571c796c4cd07e691771e4f20,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-06__NL90_mild.json
L100_control,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,L100_control,4663.186226000071,22.0,MAIN_EXHIBIT,7,1,0.0,D_guangzhou,SP-EV-0006,220fb61c16712bdd51dbe0d6c105ce4f5af0ee5abb1adf4994d61b5098e625e7,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-07__L100_control.json
L100_control,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,L100_control,12645.818181818182,22.0,MAIN_EXHIBIT,7,2,0.0,D_shenzhen,SP-EV-0007,220fb61c16712bdd51dbe0d6c105ce4f5af0ee5abb1adf4994d61b5098e625e7,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-07__L100_control.json
L100_control,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,L100_control,983.0064894471467,60.0,MAIN_EXHIBIT,7,3,28.756862199691707,S_guangzhou,SP-EV-0007,220fb61c16712bdd51dbe0d6c105ce4f5af0ee5abb1adf4994d61b5098e625e7,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-07__L100_control.json
L100_control,0,0.0,26.156512415326738,20.213752794564503,cn-prd-50c-01-V2-LOCATIONS,3307.7050027469186,3307.7050027469186,0.0,L100_control,3307.7050027469186,22.0,MAIN_EXHIBIT,7,4,0.0,D_shenzhen,SP-EV-0008,220fb61c16712bdd51dbe0d6c105ce4f5af0ee5abb1adf4994d61b5098e625e7,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-07__L100_control.json
NL90_mild,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,NL90_mild,4663.186226000071,22.0,MAIN_EXHIBIT,7,1,0.0,D_guangzhou,SP-EV-0006,5cd5582dde4182b75da5c62a8070193970bd893c1357bb9b09fc48a5c5fa5a8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-07__NL90_mild.json
NL90_mild,0,0.0,100.0,77.28,cn-prd-50c-01-V2-LOCATIONS,12645.818181818182,13910.4,1264.5818181818177,NL90_mild,13910.4,22.0,MAIN_EXHIBIT,7,2,0.0,D_shenzhen,SP-EV-0007,5cd5582dde4182b75da5c62a8070193970bd893c1357bb9b09fc48a5c5fa5a8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-07__NL90_mild.json
NL90_mild,0,56435.29238,49.95696764843107,16.383441490785778,cn-prd-50c-01-V2-LOCATIONS,983.0064894471466,983.0064894471461,-4.547473508864641e-13,NL90_mild,983.006489447146,60.0,MAIN_EXHIBIT,7,3,28.756862199691707,S_guangzhou,SP-EV-0007,5cd5582dde4182b75da5c62a8070193970bd893c1357bb9b09fc48a5c5fa5a8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-07__NL90_mild.json
NL90_mild,0,0.0,26.156512415326738,20.213752794564503,cn-prd-50c-01-V2-LOCATIONS,3307.7050027469186,3307.7050027469186,0.0,NL90_mild,3307.7050027469186,22.0,MAIN_EXHIBIT,7,4,0.0,D_shenzhen,SP-EV-0008,5cd5582dde4182b75da5c62a8070193970bd893c1357bb9b09fc48a5c5fa5a8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-07__NL90_mild.json
L100_control,0,0.0,36.875322410571066,28.49724915888932,cn-prd-50c-01-V2-LOCATIONS,4663.186226000071,4663.186226000071,0.0,L100_control,4663.186226000071,22.0,MAIN_EXHIBIT,8,1,0.0,D_guangzhou,SP-EV-0006,0d06f3164a504a605fe8bbcc165ede07ba67615849fc4c64fe7419adfd6810a0,baselines/china_e3_e7/e5_nonlinear_v4_20260730/certificates/cn-prd-50c-01-V2-LOCATIONS__seed-08__L100_control.json
