stage,algorithm,role,status,actual_evals,elapsed_seconds,best_cost,solution_hash,violation_count,feasible,failure_reason,variant,flags,operator_counts,unique_solution_count,best_update_count,eval_budget,eval_ratio,max_runtime_seconds,warm_start_cost,warm_hash,warm_start_hash,returned_warm_start,improvement_vs_warm_pct,health_status,bundle,bundle_dir,seed,scale,component_label,track21_status,track21_legal,candidate_objective_min,candidate_objective_mean,candidate_objective_max,feasible_candidate_count,candidates_better_than_warm,diagnosis,wall_elapsed_seconds
track21_fair_comparison,SA,weak_baseline,feasible,16000,23.635601399932057,585.4004255546201,95d0f9843c1df4a0e746e6d5bb3dce0f98340964df75f40a2383ce73312212f5,0,True,,,,"{""sa_metropolis_path_move"": 16000}",40,39,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,21.90716376759387,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,SA,HEALTHY,True,,,,,,,23.64077920001
track21_fair_comparison,GWO,weak_baseline,OK,16000,404.32911970000714,593.6963698054008,37d2499c560dae5e7ae86f2d21c84b69690d52a19b8e92cf39a99994a22328ac,0,True,,,,"{""gwo_alpha_beta_delta_double_bridge_lns"": 3977, ""gwo_alpha_beta_delta_relocate_lns"": 3957, ""gwo_alpha_beta_delta_swap_lns"": 4005, ""gwo_alpha_beta_delta_two_opt_lns"": 4012, ""gwo_initial_wolf"": 49}",83,11,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,20.800478860155355,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,GWO,HEALTHY,True,593.6963698054008,977377651.5579853,1000002698.543597,362,11,,404.3330725999549
track21_fair_comparison,ACO,weak_baseline,OK,16000,163.66607989999466,593.6963698054008,37d2499c560dae5e7ae86f2d21c84b69690d52a19b8e92cf39a99994a22328ac,0,True,,,,"{""aco_ant_vnd_lns"": 3326, ""aco_restart_lns_escape"": 1109, ""aco_vnd_relocate"": 3327, ""aco_vnd_swap"": 3327, ""vns_local_alns_random"": 708, ""vns_local_alns_route"": 696, ""vns_local_alns_shaw"": 705, ""vns_local_alns_worst"": 714, ""vns_local_relocate"": 699, ""vns_local_swap"": 694, ""vns_local_two_opt"": 695}",197,9,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,20.800478860155355,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,ACO,HEALTHY,True,593.6963698054008,871877431.2445016,1000002698.543597,2050,26,,163.67192599992268
track21_fair_comparison,IWD,weak_baseline,OK,16000,259.1189042001497,590.0285298109528,aea40860df22b1f812e86daef214815573d5a50fd092ef3bfe405f01ef86a3c0,0,True,,,,"{""iwd_construct_sa"": 5412, ""iwd_iteration_best_lns"": 360, ""iwd_restart_lns_escape"": 1804, ""vns_local_alns_random"": 1210, ""vns_local_alns_route"": 1188, ""vns_local_alns_shaw"": 1212, ""vns_local_alns_worst"": 1247, ""vns_local_relocate"": 1195, ""vns_local_swap"": 1187, ""vns_local_two_opt"": 1185}",747,4,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,21.289771343572532,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,IWD,HEALTHY,True,590.0285298109528,752564683.6169242,1000002698.543597,3959,598,,259.1237313998863
track21_fair_comparison,winner_kernel_true_repair_adaptive_q,method,OK,16000,361.9242261000909,550.7060115268537,69460f13e99273e2937868aea838acc7b9c4fefb8ed708de53837217feca4ed2,0,True,,winner_kernel_true_repair_adaptive_q,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_SA_MODE"": ""off"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""0"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""0"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}","{""destroy"": {""random_customer_removal"": [32, 0, 8946, 6944], ""route_segment_removal"": [0, 0, 0, 3], ""shaw_related_removal"": [0, 0, 0, 3], ""vehicle_type_swap"": [3, 0, 0, 63], ""whole_route_removal"": [0, 0, 0, 3], ""worst_customer_removal"": [0, 0, 0, 3]}, ""repair"": {""greedy_insert_repair"": [3, 0, 0, 66], ""regret2_insert_repair"": [32, 0, 8946, 6947], ""regret3_insert_repair"": [0, 0, 0, 6]}, ""scan"": {""infeasible"": 0, ""rebuild_accepts"": 0, ""rebuild_attempts"": 0, ""restart_accepts"": 0, ""restart_attempts"": 0}, ""timing"": {}}",36,35,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,26.53542345886884,NOT_BASELINE_GATE,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,winner_kernel+true_repair+adaptive_q,HEALTHY,True,,,,,,,
track21_fair_comparison,GA,weak_baseline,OK,16000,41.80066279997118,599.7657681885344,100062ba656b35e1f7047fc7ea8e5d439aad95b3b7ed622560016af7baeacd44,0,True,,,,"{""ga_common_arcs"": 7090, ""ga_common_arcs_mutation"": 815, ""ga_common_nodes"": 7080, ""ga_common_nodes_mutation"": 816, ""ga_nn_initialization"": 1, ""ga_random_start_nn_initialization"": 39, ""ga_seeded_double_bridge"": 39, ""ga_seeded_relocate"": 40, ""ga_seeded_swap"": 40, ""ga_seeded_two_opt"": 40}",5203,6,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,19.990816766872406,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,GA,HEALTHY,True,599.7657681885344,527689829.5360059,1000002698.543597,7557,6,,41.81002190010622
track21_fair_comparison,VNS,weak_baseline,OK,16000,121.63394349999726,588.6011414277601,a63f36c91a5da0fbe48e99621d8fe180a391505e858e3357d2fc8781734cd532,0,True,,,,"{""vns_bootstrap_rvnd"": 100, ""vns_construction"": 26, ""vns_local_alns_random"": 2001, ""vns_local_alns_route"": 1998, ""vns_local_alns_shaw"": 1998, ""vns_local_alns_worst"": 2002, ""vns_local_relocate"": 1995, ""vns_local_swap"": 1996, ""vns_local_two_opt"": 1995, ""vns_shaking_local_search"": 1889}",106,11,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,21.480185976672768,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,VNS,HEALTHY,True,588.6011414277601,983002663.0097511,1000002698.543597,272,37,,121.64689580001868
track21_fair_comparison,SA,weak_baseline,feasible,16000,23.03981940005906,577.1311673567645,e1a57db70e5bf7501e209a57253b803dc6f938559a9258af2f468b5220b31c15,0,True,,,,"{""sa_metropolis_path_move"": 16000}",23,22,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,23.010288736450537,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,SA,HEALTHY,True,,,,,,,23.04453040007502
track21_fair_comparison,GWO,weak_baseline,OK,16000,345.57021609996445,599.496443728531,8ed5ed8494e5d9ad5932af3dc6c6c4d478699c269b9ac5676810ec944727623a,0,True,,,,"{""gwo_alpha_beta_delta_double_bridge_lns"": 3972, ""gwo_alpha_beta_delta_relocate_lns"": 4091, ""gwo_alpha_beta_delta_swap_lns"": 3937, ""gwo_alpha_beta_delta_two_opt_lns"": 3951, ""gwo_initial_wolf"": 49}",113,9,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,20.026744842818886,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,GWO,HEALTHY,True,599.496443728531,977002650.9567916,1000002698.543597,368,9,,345.5751166001428
track21_fair_comparison,ACO,weak_baseline,OK,16000,144.24719490017742,594.5596653164081,e3a6b30867c8a02763d291520c394bafb95ab4cff2801346e90448025935c233,0,True,,,,"{""aco_ant_vnd_lns"": 3331, ""aco_restart_lns_escape"": 1111, ""aco_vnd_relocate"": 3332, ""aco_vnd_swap"": 3332, ""vns_local_alns_random"": 700, ""vns_local_alns_route"": 694, ""vns_local_alns_shaw"": 706, ""vns_local_alns_worst"": 714, ""vns_local_relocate"": 691, ""vns_local_swap"": 695, ""vns_local_two_opt"": 694}",211,12,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,20.68531462040033,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,ACO,HEALTHY,True,594.5596653164081,872627433.0855045,1000002698.543597,2038,44,,144.25312820007093
track21_fair_comparison,IWD,weak_baseline,OK,16000,227.450013600057,594.0997319443624,fe6a6462cb25afa328bbfbe719558dceb7472f601b6ed5993f3a85c19b74f26a,0,True,,,,"{""iwd_construct_sa"": 5457, ""iwd_iteration_best_lns"": 363, ""iwd_restart_lns_escape"": 1819, ""vns_local_alns_random"": 1192, ""vns_local_alns_route"": 1188, ""vns_local_alns_shaw"": 1189, ""vns_local_alns_worst"": 1231, ""vns_local_relocate"": 1181, ""vns_local_swap"": 1185, ""vns_local_two_opt"": 1195}",561,6,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,20.746670061792358,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,IWD,HEALTHY,True,594.0997319443624,756689691.9428664,1000002698.543597,3893,415,,227.45851680007763
track21_fair_comparison,winner_kernel_true_repair_adaptive_q,method,OK,16000,348.6515754999127,550.7060115268537,bea6033204f0806c0fe64324617075643c8fe0f8a83f846ba75f93fd2a1546b2,0,True,,winner_kernel_true_repair_adaptive_q,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_SA_MODE"": ""off"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""0"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""0"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}","{""destroy"": {""random_customer_removal"": [19, 0, 7780, 8074], ""route_segment_removal"": [0, 0, 0, 3], ""shaw_related_removal"": [0, 0, 0, 3], ""vehicle_type_swap"": [2, 0, 0, 74], ""whole_route_removal"": [1, 0, 0, 41], ""worst_customer_removal"": [0, 0, 0, 3]}, ""repair"": {""greedy_insert_repair"": [21, 0, 7780, 8148], ""regret2_insert_repair"": [1, 0, 0, 44], ""regret3_insert_repair"": [0, 0, 0, 6]}, ""scan"": {""infeasible"": 0, ""rebuild_accepts"": 0, ""rebuild_attempts"": 0, ""restart_accepts"": 0, ""restart_attempts"": 0}, ""timing"": {}}",23,22,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,26.53542345886884,NOT_BASELINE_GATE,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,904,25,winner_kernel+true_repair+adaptive_q,HEALTHY,True,,,,,,,
track21_fair_comparison,GA,weak_baseline,OK,16000,40.12296599987894,603.9757845121661,a08884f65dc8fcc3f3f168ccee2a4a448cc71b4f0648f11b0d7d381b50af990b,0,True,,,,"{""ga_common_arcs"": 7086, ""ga_common_arcs_mutation"": 757, ""ga_common_nodes"": 7048, ""ga_common_nodes_mutation"": 760, ""ga_diversify_double_bridge"": 17, ""ga_diversify_double_bridge_mutation"": 9, ""ga_diversify_nearest_neighbor"": 14, ""ga_diversify_nearest_neighbor_mutation"": 7, ""ga_diversify_order_move"": 69, ""ga_diversify_order_move_mutation"": 34, ""ga_nn_initialization"": 1, ""ga_random_start_nn_initialization"": 39, ""ga_seeded_double_bridge"": 39, ""ga_seeded_relocate"": 40, ""ga_seeded_swap"": 40, ""ga_seeded_two_opt"": 40}",5062,6,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,19.429197572650526,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,904,25,GA,HEALTHY,True,603.9757845121661,528439845.9275878,1000002698.543597,7545,6,,40.1301133998204
