task_id,instance_id,seed,arm,status,recorded_cost,replayed_cost,cost_equal,recorded_emissions_kg,replayed_emissions_kg,emissions_equal,direct_violation_count,exact_violation_count,input_file_manifest_sha256,path_identity_sha256,diesel_route_count,charging_slot_segment_count,charge_day_offsets_json,all_charge_day_offsets_zero,all_charging_within_registered_day,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,settlement_trace_sha256
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed3,cn-cy-100c-01-V2-LOCATIONS,3,HGS-M,PASS,5178.791295638886,5178.791295638886,True,394.9887415666202,394.9887415666202,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,14,13,[0],True,True,True,True,ad53832df2261a79543aebbf74021f6ddb648cea105f055fcaf8665ab3d3c837
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed3,cn-cy-100c-01-V2-LOCATIONS,3,MV-HGS-SP,PASS,5175.070810721165,5175.070810721165,True,394.4351883258143,394.4351883258143,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,14,13,[0],True,True,True,True,13ef40d9e7bbdb49a5ba35787d0e6453d25a63e1738033450f0ad08104a00af4
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,HGS-F,PASS,5285.201519052848,5285.201519052848,True,430.7372877216446,430.7372877216446,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,16,6,[0],True,True,True,True,a2aa0dc3be147126adb8185f5e448b52daf6a5eee318713bf39c2d88191c2dc2
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,HGS-E,PASS,5193.7220453003665,5193.7220453003665,True,399.8829899858474,399.8829899858474,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,14,14,[0],True,True,True,True,448435eb2e7e26c7b0f4d1242a238d86936ad0e9352d072f38befc9ac21914c9
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,HGS-M,PASS,5190.528930849317,5190.528930849317,True,398.6954361059352,398.6954361059352,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,14,13,[0],True,True,True,True,6046db5697e70125cf88c43ba8cf6d2c6bc3fb86b6b191cda3975871978c69a3
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,MV-HGS-SP,PASS,5188.29574701191,5188.29574701191,True,396.77827064761755,396.77827064761755,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,14,15,[0],True,True,True,True,5b8bde1d4b21760d48f6b641514ebcec1e5c93c1d56b2f6ddf50957f9b272afa
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,HGS-F,PASS,5293.548263875693,5293.548263875693,True,433.7677712159016,433.7677712159016,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,16,5,[0],True,True,True,True,2d0e523509233de23d7d2bb5b12daeb8fa56dbbb167d1d3da72bf3d084212168
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,HGS-E,PASS,5185.542566899997,5185.542566899997,True,398.2870463409748,398.2870463409748,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,14,12,[0],True,True,True,True,549bc456bd96816cb8afd9821d1222c5cc4dccdc88aa431dae730a5d38c16fd5
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,HGS-M,PASS,5188.645305714825,5188.645305714825,True,397.7621128258605,397.7621128258605,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,14,15,[0],True,True,True,True,c23134f7c49bf0b80d482eefa0b4e13b47d804ed6581e69e2c5a3fd80aad2c93
D6-E2__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,MV-HGS-SP,PASS,5185.542566899997,5185.542566899997,True,398.2870463409748,398.2870463409748,True,0,0,3f7edfdca29c7915cedf5668d048b19fbeaa69f4f316a3b5dc529c35ef1a49c5,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,14,12,[0],True,True,True,True,549bc456bd96816cb8afd9821d1222c5cc4dccdc88aa431dae730a5d38c16fd5
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,HGS-F,PASS,5085.563764331782,5085.563764331782,True,429.432879577479,429.432879577479,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,2,[0],True,True,True,True,7aab2406d43c5b13a04ec7d101431b4e7b342998bc44a0fda210f59e70e1a09b
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,HGS-E,PASS,4954.466273738942,4954.466273738942,True,444.2241065642598,444.2241065642598,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,HGS-M,PASS,5020.169277803994,5020.169277803994,True,403.08387488391963,403.08387488391963,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,15,6,[0],True,True,True,True,337464f8cc4d73dce2ac1bdac89c63826fcd796b840ce033b5ad3c140a3efe4a
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,MV-HGS-SP,PASS,4929.892531543206,4929.892531543206,True,439.471782160113,439.471782160113,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,9b543b0dee7fa830ae2c62b17def7710760ad0b90b28df96dd005b271460187b
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,HGS-F,PASS,5085.5454230953865,5085.5454230953865,True,429.45221830234834,429.45221830234834,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,2,[0],True,True,True,True,7aab2406d43c5b13a04ec7d101431b4e7b342998bc44a0fda210f59e70e1a09b
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,HGS-E,PASS,4933.74556964383,4933.74556964383,True,440.053652782733,440.053652782733,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,HGS-M,PASS,5030.5784737640715,5030.5784737640715,True,405.76484356674865,405.76484356674865,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,15,6,[0],True,True,True,True,aaabfa0b7854541647d7454f5592422a66cbf88a8b1913e6750caced74fafb86
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,MV-HGS-SP,PASS,4927.830760657252,4927.830760657252,True,438.67834551494155,438.67834551494155,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,18f3c6b88a7335d00aeafd79ac6ec96a4ad8b38601da3459de716c8f3de15a72
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,HGS-F,PASS,4920.525004291545,4920.525004291545,True,437.3048403393949,437.3048403393949,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,HGS-E,PASS,5034.541384423746,5034.541384423746,True,409.3968282419819,409.3968282419819,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,15,6,[0],True,True,True,True,df96b33d685099f52e1e942a4bc26b2a3283a8c3f8d55ed9caa12bad2fc0edb9
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,HGS-M,PASS,5036.343681945624,5036.343681945624,True,409.18153947119066,409.18153947119066,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,15,6,[0],True,True,True,True,9314803527d997125b91f0be55c4ea06aa4503844256532b6ce5aaa2967950ac
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,MV-HGS-SP,PASS,4919.840795298391,4919.840795298391,True,437.3397636325654,437.3397636325654,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,HGS-F,PASS,5084.206254471158,5084.206254471158,True,429.08805511795555,429.08805511795555,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,2,[0],True,True,True,True,1433d4b5d66b39b8da2885c08e75b441bb45578c50d24261ea52c9688cac0a99
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,HGS-E,PASS,4918.511356424707,4918.511356424707,True,437.1807921111993,437.1807921111993,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,HGS-M,PASS,5018.699989643198,5018.699989643198,True,404.51630049252213,404.51630049252213,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,15,6,[0],True,True,True,True,33c9b00a27e1412bf95340dd2418c1a0dab113e572c84ccda59f2ec7723055b9
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,MV-HGS-SP,PASS,4916.798708359254,4916.798708359254,True,436.8975472718069,436.8975472718069,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,18f3c6b88a7335d00aeafd79ac6ec96a4ad8b38601da3459de716c8f3de15a72
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,HGS-F,PASS,4933.905522969644,4933.905522969644,True,440.1830874053977,440.1830874053977,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,HGS-E,PASS,4910.603856145021,4910.603856145021,True,435.41543689574166,435.41543689574166,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,HGS-M,PASS,5030.81804211394,5030.81804211394,True,406.1509846236207,406.1509846236207,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,15,6,[0],True,True,True,True,a103e17e3c7360234e502e6c8c154436f511448b40ad8da66e74a65deda2647a
D6-E2__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,MV-HGS-SP,PASS,4908.635560767924,4908.635560767924,True,435.2791771882972,435.2791771882972,True,0,0,fb7a2fe3a63534fba5c3d606bb07c3d42559b2bfec7169d4a2b09634b2ce6919,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,16,0,[],True,True,True,True,82ae1f93cc5558a9c3cb3484bff595269af306c954c0a4096b0c9ef55dee8f26
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,HGS-F,PASS,4848.9493719384445,4848.9493719384445,True,423.12314156649916,423.12314156649916,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,HGS-E,PASS,4795.412777682567,4795.412777682567,True,402.171396756049,402.171396756049,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,15,3,[0],True,True,True,True,3cdfa062967cc3a2a15f5a24959ab1dac2c41bfc24a2bb03b628e585d7e2e2e1
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,HGS-M,PASS,4796.398681744391,4796.398681744391,True,402.40939255277107,402.40939255277107,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,15,3,[0],True,True,True,True,3cdfa062967cc3a2a15f5a24959ab1dac2c41bfc24a2bb03b628e585d7e2e2e1
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,MV-HGS-SP,PASS,4794.345946818103,4794.345946818103,True,401.88443218872743,401.88443218872743,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,15,3,[0],True,True,True,True,06b202e07b49a0507c75c29daef3f1b725d0d5b03c066102cb2a6e3010d61ccb
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,HGS-F,PASS,4850.01620280291,4850.01620280291,True,423.4101061338207,423.4101061338207,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,HGS-E,PASS,4794.220004846885,4794.220004846885,True,402.1521851317107,402.1521851317107,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,15,3,[0],True,True,True,True,c40b3f8ff770dba83a8ce1c90e017de8ca5386a0e185a07c2805f3c336cce408
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,HGS-M,PASS,4794.332203231027,4794.332203231027,True,402.4735963088247,402.4735963088247,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,15,3,[0],True,True,True,True,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,MV-HGS-SP,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,15,3,[0],True,True,True,True,e89d433f9637d72750f836a9a6cf7ac8b2ad5c510630aa8117c6d542156f62c0
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,HGS-F,PASS,4848.9493719384445,4848.9493719384445,True,423.12314156649916,423.12314156649916,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,HGS-E,PASS,4794.332203231027,4794.332203231027,True,402.4735963088247,402.4735963088247,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,15,3,[0],True,True,True,True,6322171502fd1117c41c39df1cfd47b23c289a640f19aa4f1720a9713cfb5084
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,HGS-M,PASS,4794.216481917615,4794.216481917615,True,402.1509480885235,402.1509480885235,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,15,3,[0],True,True,True,True,c40b3f8ff770dba83a8ce1c90e017de8ca5386a0e185a07c2805f3c336cce408
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,MV-HGS-SP,PASS,4793.265372366562,4793.265372366562,True,402.1866317415031,402.1866317415031,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,15,3,[0],True,True,True,True,7561ed8dd455b710df9907b65662faec0708f498f06abcb372c12a7aed9470eb
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed4,cn-cy-100c-03-V2-LOCATIONS,4,HGS-F,PASS,4848.9493719384445,4848.9493719384445,True,423.12314156649916,423.12314156649916,True,0,0,11e5ecf3c4d875d5916decb16e93fd9dc46239724e000faa91cb0004b593d6b7,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,16,0,[],True,True,True,True,16eb65f293fc9666c5e5ce2fed9dd2e82e58790289782e303dd8570eea65071f
