actual_evals,algorithm,best_obj,budget_label,budget_status,budget_steps,bundle,candidate_k,candidate_k_evaluated,candidate_scores,control_mode,current_obj,eval_floor,eval_floor_ratio,evidence_role,oracle_candidate_evals,oracle_eval_overhead_vs_operator,probe_mode,scale,seed,source_track,stage,steps,target_steps,trace_destroy_id,trace_repair_id,track,violation_count,wall_floor_ratio,wall_floor_seconds,wall_time_seconds,worker_integrity_ok,worker_numpy_version,worker_python_executable
250,worst_removal_fixed,634.268750786876,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,,0,250,block_ppo,634.268750786876,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1202,,A,250,250,worst_customer_removal,regret2_insert_repair,track23,0,0.13541666666666666,60.0,8.125,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
2000,best_of_k_destroy,579.5106541311238,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,4,4,2000,best_of_k_destroy,579.5106541311238,250,8.0,DESTROY_LEVERAGE_GATE,1000,1750,equal_steps_oracle,25c,1202,,A,250,250,best_of_k_destroy,greedy_insert_repair,track23,0,0.9221333333329919,60.0,55.32799999997951,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,operator_select,579.5106541311238,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,,0,250,block_ppo,579.8080250645712,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1203,,A,250,250,worst_customer_removal,regret2_insert_repair,track23,0,0.23046666666632518,60.0,13.827999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,worst_removal_fixed,635.6567382733299,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,,0,250,block_ppo,635.6567382733299,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1203,,A,250,250,random_customer_removal,greedy_insert_repair,track23,0,0.1424500000003415,60.0,8.547000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
2000,best_of_k_destroy,576.2653385400647,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,4,4,2000,best_of_k_destroy,576.2653385400647,250,8.0,DESTROY_LEVERAGE_GATE,1000,1750,equal_steps_oracle,25c,1203,,A,250,250,best_of_k_destroy,greedy_insert_repair,track23,0,0.9174500000003415,60.0,55.04700000002049,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,operator_select,579.7220266265837,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,,0,1000,block_ppo,579.7220266265837,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1201,,A,1000,1000,random_customer_removal,greedy_insert_repair,track23,0,0.9348833333351649,60.0,56.093000000109896,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,worst_removal_fixed,585.051161068133,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,,0,1000,block_ppo,585.8012959426144,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1201,,A,1000,1000,random_customer_removal,regret3_insert_repair,track23,0,0.8369833333340163,60.0,50.21900000004098,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
8000,best_of_k_destroy,579.5106541311238,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,4,4,8000,best_of_k_destroy,579.5106541311238,1000,8.0,DESTROY_LEVERAGE_GATE,4000,7000,equal_steps_oracle,25c,1201,,A,1000,1000,best_of_k_destroy,greedy_insert_repair,track23,0,3.70441666666884,60.0,222.26500000013039,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,operator_select,579.5106541311238,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,,0,1000,block_ppo,579.8080250645712,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1202,,A,1000,1000,whole_route_removal,regret2_insert_repair,track23,0,0.6367333333318432,60.0,38.20399999991059,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,worst_removal_fixed,581.9245704079567,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,,0,1000,block_ppo,581.9245704079567,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1202,,A,1000,1000,random_customer_removal,greedy_insert_repair,track23,0,0.7721333333329918,60.0,46.32799999997951,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
8000,best_of_k_destroy,579.5106541311238,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,4,4,8000,best_of_k_destroy,579.8080250645712,1000,8.0,DESTROY_LEVERAGE_GATE,4000,7000,equal_steps_oracle,25c,1202,,A,1000,1000,best_of_k_destroy,greedy_insert_repair,track23,0,3.4362000000003414,60.0,206.1720000000205,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,operator_select,579.5106541311238,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,,0,1000,block_ppo,581.4266632212311,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1203,,A,1000,1000,random_customer_removal,regret3_insert_repair,track23,0,0.8801999999986341,60.0,52.811999999918044,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,worst_removal_fixed,581.3326746406121,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,,0,1000,block_ppo,581.3326746406121,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1203,,A,1000,1000,random_customer_removal,greedy_insert_repair,track23,0,0.8117166666663251,60.0,48.70299999997951,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
8000,best_of_k_destroy,576.2494930449293,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_11__curric_d2_s3_seed2211_24h,4,4,8000,best_of_k_destroy,576.2494930449293,1000,8.0,DESTROY_LEVERAGE_GATE,4000,7000,equal_steps_oracle,25c,1203,,A,1000,1000,best_of_k_destroy,greedy_insert_repair,track23,0,3.4328166666673496,60.0,205.96900000004098,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,operator_select,467.5256803986929,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,250,block_ppo,467.5256803986929,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1201,,A,250,250,vehicle_type_swap,greedy_insert_repair,track23,0,0.19399999999829257,60.0,11.639999999897555,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,worst_removal_fixed,495.95034286038924,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,250,block_ppo,495.95034286038924,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1201,,A,250,250,vehicle_type_swap,greedy_insert_repair,track23,0,0.13593333333653088,60.0,8.156000000191852,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
2000,best_of_k_destroy,500.23587716825006,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,4,4,2000,best_of_k_destroy,500.23587716825006,250,8.0,DESTROY_LEVERAGE_GATE,1000,1750,equal_steps_oracle,25c,1201,,A,250,250,best_of_k_destroy,greedy_insert_repair,track23,0,0.8481833333304772,60.0,50.89099999982864,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,operator_select,467.18369251530066,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,250,block_ppo,467.18369251530066,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1202,,A,250,250,vehicle_type_swap,greedy_insert_repair,track23,0,0.23958333333333334,60.0,14.375,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,worst_removal_fixed,489.34464763921403,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,250,block_ppo,489.34464763921403,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1202,,A,250,250,random_customer_removal,greedy_insert_repair,track23,0,0.13411666666700814,60.0,8.047000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
2000,best_of_k_destroy,487.45400447604624,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,4,4,2000,best_of_k_destroy,488.10504067508964,250,8.0,DESTROY_LEVERAGE_GATE,1000,1750,equal_steps_oracle,25c,1202,,A,250,250,best_of_k_destroy,greedy_insert_repair,track23,0,0.7940166666676911,60.0,47.64100000006147,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,operator_select,476.82551691169897,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,250,block_ppo,476.82551691169897,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1203,,A,250,250,shaw_related_removal,regret3_insert_repair,track23,0,0.17291666666666666,60.0,10.375,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,worst_removal_fixed,495.36892837063607,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,250,block_ppo,495.36892837063607,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1203,,A,250,250,random_customer_removal,greedy_insert_repair,track23,0,0.11433333333504075,60.0,6.8600000001024455,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
2000,best_of_k_destroy,498.7795650801166,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,4,4,2000,best_of_k_destroy,498.8334541232865,250,8.0,DESTROY_LEVERAGE_GATE,1000,1750,equal_steps_oracle,25c,1203,,A,250,250,best_of_k_destroy,greedy_insert_repair,track23,0,0.8328000000018316,60.0,49.968000000109896,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,operator_select,467.5256803986928,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,1000,block_ppo,469.8614253235003,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1201,,A,1000,1000,route_segment_removal,regret3_insert_repair,track23,0,0.38281666666346914,60.0,22.968999999808148,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,worst_removal_fixed,468.8339984241401,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,1000,block_ppo,468.8339984241401,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1201,,A,1000,1000,random_customer_removal,greedy_insert_repair,track23,0,0.694800000001366,60.0,41.688000000081956,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
8000,best_of_k_destroy,485.1857788424896,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,4,4,8000,best_of_k_destroy,485.1857788424896,1000,8.0,DESTROY_LEVERAGE_GATE,4000,7000,equal_steps_oracle,25c,1201,,A,1000,1000,best_of_k_destroy,greedy_insert_repair,track23,0,2.9747500000017073,60.0,178.48500000010245,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,operator_select,467.18369251530066,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,1000,block_ppo,467.18369251530066,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1202,,A,1000,1000,route_segment_removal,regret2_insert_repair,track23,0,0.44010000000319754,60.0,26.406000000191852,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,worst_removal_fixed,468.8339984241401,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,1000,block_ppo,468.8339984241401,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1202,,A,1000,1000,random_customer_removal,greedy_insert_repair,track23,0,0.6546999999981684,60.0,39.281999999890104,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
8000,best_of_k_destroy,481.63672678834183,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,4,4,8000,best_of_k_destroy,481.8730787578992,1000,8.0,DESTROY_LEVERAGE_GATE,4000,7000,equal_steps_oracle,25c,1202,,A,1000,1000,best_of_k_destroy,greedy_insert_repair,track23,0,2.922133333332992,60.0,175.3279999999795,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,operator_select,476.82551691169897,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,1000,block_ppo,476.82551691169897,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1203,,A,1000,1000,route_segment_removal,greedy_insert_repair,track23,0,0.35311666666918123,60.0,21.187000000150874,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,worst_removal_fixed,468.8339984241401,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,1000,block_ppo,468.8339984241401,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1203,,A,1000,1000,route_segment_removal,regret3_insert_repair,track23,0,0.4934833333361894,60.0,29.609000000171363,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
8000,best_of_k_destroy,498.7795650801166,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,4,4,8000,best_of_k_destroy,498.7795650801166,1000,8.0,DESTROY_LEVERAGE_GATE,4000,7000,equal_steps_oracle,25c,1203,,A,1000,1000,best_of_k_destroy,greedy_insert_repair,track23,0,3.1739500000025145,60.0,190.43700000015087,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,worst_removal_fixed,468.8339984241401,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,4000,block_ppo,468.8339984241401,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1201,,A,4000,4000,route_segment_removal,greedy_insert_repair,track23,0,1.9869833333340163,60.0,119.21900000004098,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
32000,best_of_k_destroy,485.1857788424896,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,4,4,32000,best_of_k_destroy,487.45268887096256,4000,8.0,DESTROY_LEVERAGE_GATE,16000,28000,equal_steps_oracle,25c,1201,,A,4000,4000,best_of_k_destroy,greedy_insert_repair,track23,0,11.536983333334016,60.0,692.219000000041,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,operator_select,467.18369251530066,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,4000,block_ppo,467.18369251530066,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1202,,A,4000,4000,route_segment_removal,regret2_insert_repair,track23,0,1.0137999999996585,60.0,60.82799999997951,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,worst_removal_fixed,468.8339984241401,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,4000,block_ppo,468.8339984241401,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1202,,A,4000,4000,route_segment_removal,regret2_insert_repair,track23,0,1.6018166666656422,60.0,96.10899999993853,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
32000,best_of_k_destroy,481.63672678834183,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,4,4,32000,best_of_k_destroy,482.7142583748214,4000,8.0,DESTROY_LEVERAGE_GATE,16000,28000,equal_steps_oracle,25c,1202,,A,4000,4000,best_of_k_destroy,greedy_insert_repair,track23,0,10.893483333336189,60.0,653.6090000001714,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,operator_select,476.82551691169897,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,4000,block_ppo,479.34206172252726,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1203,,A,4000,4000,route_segment_removal,greedy_insert_repair,track23,0,0.8867333333318432,60.0,53.20399999991059,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,worst_removal_fixed,468.8339984241401,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,,0,4000,block_ppo,469.9384579784541,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1203,,A,4000,4000,route_segment_removal,regret3_insert_repair,track23,0,0.8867166666663252,60.0,53.20299999997951,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
32000,best_of_k_destroy,498.7795650801166,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_12__curric_d2_s3_seed2212_24h,4,4,32000,best_of_k_destroy,498.77956508011664,4000,8.0,DESTROY_LEVERAGE_GATE,16000,28000,equal_steps_oracle,25c,1203,,A,4000,4000,best_of_k_destroy,greedy_insert_repair,track23,0,11.679166666666667,60.0,700.75,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,operator_select,586.5286037947561,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,250,block_ppo,586.5286037947561,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1201,,A,250,250,random_customer_removal,greedy_insert_repair,track23,0,0.1934833333361894,60.0,11.609000000171363,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,worst_removal_fixed,589.2341915330168,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,250,block_ppo,589.2341915330168,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1201,,A,250,250,random_customer_removal,greedy_insert_repair,track23,0,0.15494999999646097,60.0,9.296999999787658,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
2000,best_of_k_destroy,629.2436079574788,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,4,4,2000,best_of_k_destroy,629.6497904693705,250,8.0,DESTROY_LEVERAGE_GATE,1000,1750,equal_steps_oracle,25c,1201,,A,250,250,best_of_k_destroy,greedy_insert_repair,track23,0,0.8643333333350408,60.0,51.860000000102445,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
