actual_evals,algorithm,best_obj,bundle,bundle_role,candidate_scores,checkpoint_update,control_mode,destroy_counts,elapsed_seconds,eval_budget,eval_mode,feasible,meta_exploration_ratio,meta_q_ratio,meta_threshold_ratio,model_label,model_path,obs_dim,operator_base_id,operator_counts,q_ratio_counts,repair_counts,repair_delta_count,runtime_target_seconds,seed,selection_mode,solution_signature_hash,stage,track,violation_count,worker_numpy_version,worker_python_executable,worker_python_version
3000,best_static_meta,2543.260433167585,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,,block_ppo,"{'random_customer_removal': 8, 'shaw_related_removal': 2, 'route_segment_removal': 20, 'vehicle_type_swap': 60, 'whole_route_removal': 3, 'worst_customer_removal': 1}",418.5319603998214,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 8, 'regret3_insert_repair': 26, 'greedy_insert_repair': 60}",2287708,0.0,3,alpha_ucb_meta,dc300a2a9446ef1730c8b784f66a93f71df9355e94bd3723abb9c8d84218f9da,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,2494.4982623125156,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,-1,official_kernel,{},204.02145250001922,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,3,,871828d3dad6ef5ef8ae38841b81431073fd51018d96eefe8f661af727f22c54,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,2688.6444377084604,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,22,block_ppo,"{'random_customer_removal': 3, 'vehicle_type_swap': 91}",83.56040489999577,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 65, '0.230000': 29}","{'greedy_insert_repair': 93, 'regret3_insert_repair': 1}",456076,0.0,4,,cd3271a42e3c77b47104e643a02f6356da255d934b54d18ced9851d189d5c99a,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,2516.4521133418966,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,-1,block_ppo,{'random_customer_removal': 94},470.8562261001207,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},{'regret2_insert_repair': 94},2293371,0.0,4,,d1fd0ba0bcb505a7b995b0b6a7a686c5a678604298b8a1e58139a4fa1a92685d,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,2643.923421361072,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,,block_ppo,"{'random_customer_removal': 15, 'vehicle_type_swap': 11, 'whole_route_removal': 63, 'route_segment_removal': 4, 'worst_customer_removal': 1}",833.7541157000232,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'greedy_insert_repair': 29, 'regret3_insert_repair': 2, 'regret2_insert_repair': 63}",3846279,0.0,4,alpha_ucb_meta,b02b774dded98caa1bdfb6be6efd67d1e465b87a5114fb0700f8607898eabd62,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,2561.9608337643126,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,-1,official_kernel,{},233.1321622999385,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,4,,74dd1dc082437736fe768bbd8efd09cace49e8bd14246c551a309d530bb54d73,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,2656.0500419632094,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,22,block_ppo,"{'random_customer_removal': 5, 'vehicle_type_swap': 88, 'whole_route_removal': 1}",291.0452139999252,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 58, '0.230000': 36}","{'regret2_insert_repair': 5, 'greedy_insert_repair': 87, 'regret3_insert_repair': 2}",1367675,0.0,5,,02b1cee859c306b18fc63136cc344370248c63cbe28bdca6eb1e144ef764d5d9,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,2567.8057263812498,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,-1,block_ppo,"{'random_customer_removal': 88, 'worst_customer_removal': 1, 'whole_route_removal': 1, 'vehicle_type_swap': 3, 'shaw_related_removal': 1}",422.2897947002202,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'greedy_insert_repair': 91, 'regret2_insert_repair': 2, 'regret3_insert_repair': 1}",2211983,0.0,5,,7c7929b907044a70d4852e8257e5216846ac67222e28bf6fc91ff99903b5711d,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,2535.885439487431,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,,block_ppo,"{'random_customer_removal': 37, 'whole_route_removal': 7, 'worst_customer_removal': 4, 'route_segment_removal': 41, 'vehicle_type_swap': 1, 'shaw_related_removal': 4}",1176.5003486000933,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 42, 'regret3_insert_repair': 7, 'greedy_insert_repair': 45}",7151707,0.0,5,alpha_ucb_meta,864b4ed201abca10e02542adb26432a01ea76b19543bf010c5d810029ea5911f,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,2643.5307378384878,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,3000,-1,official_kernel,{},190.87296569999307,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,5,,8fa5bb2787ac60ace0960eba528dd423142dda71a1eb0dfbce336bda12ca0ba1,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,1788.794606204282,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,22,block_ppo,"{'random_customer_removal': 4, 'worst_customer_removal': 1, 'vehicle_type_swap': 86, 'shaw_related_removal': 2, 'route_segment_removal': 1}",225.58184359990992,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 35, '0.230000': 59}","{'regret2_insert_repair': 6, 'greedy_insert_repair': 87, 'regret3_insert_repair': 1}",1035824,0.0,1,,a728c4a8848b33b276a616b4b11f991924f84a8947b53ed4c6d03f0ff25443dc,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,1716.6079582931745,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,block_ppo,"{'random_customer_removal': 75, 'shaw_related_removal': 12, 'vehicle_type_swap': 7}",352.9177787001245,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},{'greedy_insert_repair': 94},1686797,0.0,1,,555a361d3ea7122afca90fc3b284cbe5e0eae1e5bc31cd558817b3f50d2d24d6,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1724.1687629897003,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,,block_ppo,"{'random_customer_removal': 29, 'worst_customer_removal': 5, 'whole_route_removal': 2, 'route_segment_removal': 56, 'shaw_related_removal': 2}",943.0724671999924,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 82, 'greedy_insert_repair': 8, 'regret3_insert_repair': 4}",4278778,0.0,1,alpha_ucb_meta,6c151d615bfc00d16ed18a952275062fb999169a706152f0b33b245e7f2b1753,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1707.4301732645474,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,official_kernel,{},167.61373049998656,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,1,,79958e4545694f7b48f296792c36456833c5965293b894afb195edf9760f1493,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,1756.148980274765,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,22,block_ppo,"{'random_customer_removal': 25, 'whole_route_removal': 63, 'shaw_related_removal': 1, 'route_segment_removal': 2, 'vehicle_type_swap': 3}",902.2938709999435,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 64, '0.230000': 30}","{'regret3_insert_repair': 27, 'greedy_insert_repair': 64, 'regret2_insert_repair': 3}",4996026,0.0,2,,064dcdf479eb0cc0312656fca7e7a1ca386004164ef7d321adc72a0e60a9af40,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,2095.315088697493,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,block_ppo,"{'vehicle_type_swap': 5, 'shaw_related_removal': 8, 'route_segment_removal': 81}",74.97331889998168,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'greedy_insert_repair': 13, 'regret2_insert_repair': 81}",209594,0.0,2,,3194297b2537641e2b90129d00f71a82c3639d08ffb2e18bc9c6f3deafb42449,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1797.777191437249,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,,block_ppo,"{'random_customer_removal': 15, 'shaw_related_removal': 2, 'whole_route_removal': 2, 'vehicle_type_swap': 4, 'route_segment_removal': 68, 'worst_customer_removal': 3}",629.4653636000585,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 86, 'greedy_insert_repair': 2, 'regret3_insert_repair': 6}",3236979,0.0,2,alpha_ucb_meta,5d314ab077aae3109059039e42ac7275f710ed4956bb448e7c6021c3b77cdb2b,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1847.497016177025,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,official_kernel,{},238.86206559999846,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,2,,f71e042d3c6615e3cdde756d9c8115d14984f56050a357ea82c6722fa07c1ce5,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,1763.0041670102898,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,22,block_ppo,"{'random_customer_removal': 11, 'route_segment_removal': 11, 'worst_customer_removal': 1, 'vehicle_type_swap': 71}",379.84168840013444,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 25, '0.230000': 69}","{'greedy_insert_repair': 83, 'regret2_insert_repair': 3, 'regret3_insert_repair': 8}",1775567,0.0,3,,6b24ae0cc67ac7e5431ec5e5ccf0ede547123da8d98c2c661881ad7269acf94f,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,1855.2081655868121,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,block_ppo,"{'shaw_related_removal': 40, 'route_segment_removal': 42, 'vehicle_type_swap': 11, 'whole_route_removal': 1}",290.55516580003314,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'greedy_insert_repair': 65, 'regret2_insert_repair': 27, 'regret3_insert_repair': 2}",837371,0.0,3,,92a06ad286150620465c2acf48edcd82da4dfc8772a079c11288e369f476e2a4,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1727.7212653177562,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,,block_ppo,"{'random_customer_removal': 9, 'route_segment_removal': 76, 'whole_route_removal': 3, 'worst_customer_removal': 2, 'shaw_related_removal': 2, 'vehicle_type_swap': 2}",436.5809502999764,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'greedy_insert_repair': 86, 'regret2_insert_repair': 6, 'regret3_insert_repair': 2}",1767578,0.0,3,alpha_ucb_meta,a03243231fce9a3a6e4a8d4315c2157d4a175e9aa94111fdde0cc1fa59130071,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1990.331282917063,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,official_kernel,{},39.889790300047025,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,3,,82747182eeddcb77b81340349629aa37e5d9b3252001966c7f09bdfa0505d277,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,1801.3061211202544,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,22,block_ppo,"{'shaw_related_removal': 4, 'whole_route_removal': 4, 'route_segment_removal': 48, 'random_customer_removal': 3, 'vehicle_type_swap': 34, 'worst_customer_removal': 1}",284.2658731001429,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 52, '0.230000': 42}","{'regret3_insert_repair': 4, 'greedy_insert_repair': 86, 'regret2_insert_repair': 4}",1130725,0.0,4,,998a72a3f9420ffbaf47250727d05448228d5f1e97e23ab8721d2e1eb6e4ab12,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,1771.6717323820324,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,block_ppo,"{'shaw_related_removal': 73, 'whole_route_removal': 1, 'vehicle_type_swap': 6, 'random_customer_removal': 1, 'route_segment_removal': 13}",426.58786040009,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret3_insert_repair': 87, 'greedy_insert_repair': 7}",1365101,0.0,4,,16fe7a0a0a96c51c80b8f8deff770d157e6934622866e7a4bd87c1a8e7c447f1,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1855.0984526415145,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,,block_ppo,"{'random_customer_removal': 5, 'worst_customer_removal': 5, 'vehicle_type_swap': 10, 'whole_route_removal': 5, 'route_segment_removal': 68, 'shaw_related_removal': 1}",515.482960900059,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'greedy_insert_repair': 84, 'regret3_insert_repair': 7, 'regret2_insert_repair': 3}",1885299,0.0,4,alpha_ucb_meta,b4d018e23eb4cc465487e631783b02286287c9f7eb1dd94ea1afe784313cee5b,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1783.1527302280742,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,official_kernel,{},284.754736199975,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,4,,6eeaab128835dd1a2652f9711e8696238f6e2a8b272cba10b527dcef4de4888e,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
