actual_eval_fraction,actual_evals,algorithm,best_obj,bundle,bundle_role,candidate_generator_mode,candidate_nondefault_count,candidate_scores,checkpoint_update,control_mode,destroy_counts,elapsed_seconds,eval_budget,eval_mode,feasible,meta_exploration_ratio,meta_q_ratio,meta_threshold_ratio,model_label,operator_base_id,operator_counts,q_ratio_counts,repair_counts,repair_delta_count,runtime_target_seconds,scale,search_control_mode,search_noncontinue_count,seed,selection_mode,selection_subset,sidecar_source,solution_signature_hash,stage,stop_requested_count,track,violation_count,worker_numpy_version,worker_python_executable,worker_python_version
,3000,best_static_meta,2535.885439487431,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,,,3000,,block_ppo,"{'random_customer_removal': 37, 'whole_route_removal': 7, 'worst_customer_removal': 4, 'route_segment_removal': 41, 'vehicle_type_swap': 1, 'shaw_related_removal': 4}",1176.5003486000933,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 42, 'regret3_insert_repair': 7, 'greedy_insert_repair': 45}",7151707,0.0,,,,5,alpha_ucb_meta,,stage_c24_baseline_copy,864b4ed201abca10e02542adb26432a01ea76b19543bf010c5d810029ea5911f,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,2643.5307378384878,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,,,3000,-1,official_kernel,{},190.87296569999307,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,5,,,stage_c24_baseline_copy,8fa5bb2787ac60ace0960eba528dd423142dda71a1eb0dfbce336bda12ca0ba1,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,1716.6079582931745,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,block_ppo,"{'random_customer_removal': 75, 'shaw_related_removal': 12, 'vehicle_type_swap': 7}",352.9177787001245,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},{'greedy_insert_repair': 94},1686797,0.0,,,,1,,,stage_c24_baseline_copy,555a361d3ea7122afca90fc3b284cbe5e0eae1e5bc31cd558817b3f50d2d24d6,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1724.1687629897003,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,,block_ppo,"{'random_customer_removal': 29, 'worst_customer_removal': 5, 'whole_route_removal': 2, 'route_segment_removal': 56, 'shaw_related_removal': 2}",943.0724671999924,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 82, 'greedy_insert_repair': 8, 'regret3_insert_repair': 4}",4278778,0.0,,,,1,alpha_ucb_meta,,stage_c24_baseline_copy,6c151d615bfc00d16ed18a952275062fb999169a706152f0b33b245e7f2b1753,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,1707.4301732645474,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,official_kernel,{},167.61373049998656,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,1,,,stage_c24_baseline_copy,79958e4545694f7b48f296792c36456833c5965293b894afb195edf9760f1493,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,2095.315088697493,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,block_ppo,"{'vehicle_type_swap': 5, 'shaw_related_removal': 8, 'route_segment_removal': 81}",74.97331889998168,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'greedy_insert_repair': 13, 'regret2_insert_repair': 81}",209594,0.0,,,,2,,,stage_c24_baseline_copy,3194297b2537641e2b90129d00f71a82c3639d08ffb2e18bc9c6f3deafb42449,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1797.777191437249,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,,block_ppo,"{'random_customer_removal': 15, 'shaw_related_removal': 2, 'whole_route_removal': 2, 'vehicle_type_swap': 4, 'route_segment_removal': 68, 'worst_customer_removal': 3}",629.4653636000585,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 86, 'greedy_insert_repair': 2, 'regret3_insert_repair': 6}",3236979,0.0,,,,2,alpha_ucb_meta,,stage_c24_baseline_copy,5d314ab077aae3109059039e42ac7275f710ed4956bb448e7c6021c3b77cdb2b,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,1847.497016177025,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,official_kernel,{},238.86206559999846,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,2,,,stage_c24_baseline_copy,f71e042d3c6615e3cdde756d9c8115d14984f56050a357ea82c6722fa07c1ce5,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,1855.2081655868121,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,block_ppo,"{'shaw_related_removal': 40, 'route_segment_removal': 42, 'vehicle_type_swap': 11, 'whole_route_removal': 1}",290.55516580003314,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'greedy_insert_repair': 65, 'regret2_insert_repair': 27, 'regret3_insert_repair': 2}",837371,0.0,,,,3,,,stage_c24_baseline_copy,92a06ad286150620465c2acf48edcd82da4dfc8772a079c11288e369f476e2a4,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1727.7212653177562,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,,block_ppo,"{'random_customer_removal': 9, 'route_segment_removal': 76, 'whole_route_removal': 3, 'worst_customer_removal': 2, 'shaw_related_removal': 2, 'vehicle_type_swap': 2}",436.5809502999764,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'greedy_insert_repair': 86, 'regret2_insert_repair': 6, 'regret3_insert_repair': 2}",1767578,0.0,,,,3,alpha_ucb_meta,,stage_c24_baseline_copy,a03243231fce9a3a6e4a8d4315c2157d4a175e9aa94111fdde0cc1fa59130071,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,1990.331282917063,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,official_kernel,{},39.889790300047025,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,3,,,stage_c24_baseline_copy,82747182eeddcb77b81340349629aa37e5d9b3252001966c7f09bdfa0505d277,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,1771.6717323820324,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,block_ppo,"{'shaw_related_removal': 73, 'whole_route_removal': 1, 'vehicle_type_swap': 6, 'random_customer_removal': 1, 'route_segment_removal': 13}",426.58786040009,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret3_insert_repair': 87, 'greedy_insert_repair': 7}",1365101,0.0,,,,4,,,stage_c24_baseline_copy,16fe7a0a0a96c51c80b8f8deff770d157e6934622866e7a4bd87c1a8e7c447f1,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1855.0984526415145,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,,block_ppo,"{'random_customer_removal': 5, 'worst_customer_removal': 5, 'vehicle_type_swap': 10, 'whole_route_removal': 5, 'route_segment_removal': 68, 'shaw_related_removal': 1}",515.482960900059,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'greedy_insert_repair': 84, 'regret3_insert_repair': 7, 'regret2_insert_repair': 3}",1885299,0.0,,,,4,alpha_ucb_meta,,stage_c24_baseline_copy,b4d018e23eb4cc465487e631783b02286287c9f7eb1dd94ea1afe784313cee5b,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,1783.1527302280742,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,official_kernel,{},284.754736199975,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,4,,,stage_c24_baseline_copy,6eeaab128835dd1a2652f9711e8696238f6e2a8b272cba10b527dcef4de4888e,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,1756.8158932728638,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,block_ppo,"{'random_customer_removal': 75, 'whole_route_removal': 12, 'vehicle_type_swap': 3, 'route_segment_removal': 4}",425.9102362000849,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret3_insert_repair': 87, 'greedy_insert_repair': 3, 'regret2_insert_repair': 4}",1883490,0.0,,,,5,,,stage_c24_baseline_copy,4f2c4fb431e5da2521f3211ad700c503b15fc0a64852d42da7b302a126999d94,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1713.6654505650793,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,,block_ppo,"{'random_customer_removal': 23, 'route_segment_removal': 65, 'shaw_related_removal': 2, 'whole_route_removal': 1, 'vehicle_type_swap': 2, 'worst_customer_removal': 1}",722.9446622999385,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'regret3_insert_repair': 87, 'greedy_insert_repair': 5, 'regret2_insert_repair': 2}",3599056,0.0,,,,5,alpha_ucb_meta,,stage_c24_baseline_copy,59590abd04371c875cba25c0eac1a9e7409b1c1e9024b459c2579978997eb60d,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,1903.6336442970155,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,,,3000,-1,official_kernel,{},32.01501910015941,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,5,,,stage_c24_baseline_copy,8f45702765cc886a4bdce3d69c1dfd424cd629f237ecc254b0b9b4bea7392f43,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,1753.570969592032,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,block_ppo,"{'random_customer_removal': 87, 'whole_route_removal': 2, 'route_segment_removal': 1, 'vehicle_type_swap': 4}",345.49607559992,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret3_insert_repair': 87, 'regret2_insert_repair': 3, 'greedy_insert_repair': 4}",1666402,0.0,,,,1,,,stage_c24_baseline_copy,3ca6363a4bda2fc77f982c5883f39315dbe56a58a96493f9235b26ada6f956b7,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1745.0896486789227,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,,block_ppo,"{'random_customer_removal': 21, 'worst_customer_removal': 8, 'shaw_related_removal': 4, 'route_segment_removal': 59, 'whole_route_removal': 2}",875.457642500056,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 79, 'regret3_insert_repair': 11, 'greedy_insert_repair': 4}",4150135,0.0,,,,1,alpha_ucb_meta,,stage_c24_baseline_copy,0bfc87e7c40b3185f02b2d9a346f811bd066a1e7f9c341568f845daa984caa50,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,1817.3841317310967,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,official_kernel,{},244.09387969993986,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,1,,,stage_c24_baseline_copy,75ec418bc16564e5fd86f5c5d388ace46a926b2523dbc18aa594ec604f388ef5,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,1849.3528088640485,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,block_ppo,"{'random_customer_removal': 87, 'vehicle_type_swap': 7}",363.0600898999255,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},{'greedy_insert_repair': 94},1476418,0.0,,,,2,,,stage_c24_baseline_copy,161fa2645719921197c91eb1f32ca9a94a799be7eb6922f3406070e6c126546a,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1786.54695475373,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,,block_ppo,"{'random_customer_removal': 8, 'shaw_related_removal': 2, 'whole_route_removal': 2, 'route_segment_removal': 74, 'vehicle_type_swap': 7, 'worst_customer_removal': 1}",354.5210521998815,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 7, 'regret3_insert_repair': 79, 'greedy_insert_repair': 8}",1356117,0.0,,,,2,alpha_ucb_meta,,stage_c24_baseline_copy,19581d9f4070e6575a0b0d384fcac5a82c1c02e7a47cecff57ef47e2178a2616,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
