engine,profile,start,operator,repair,repetition,changed,feasible,violation_count,start_cost,candidate_cost,cost_delta,route_count_before,route_count_after,route_delta,ev_routes_before,ev_routes_after,ev_route_delta,charging_actions_before,charging_actions_after,charging_action_delta,hill_climb_would_accept,sa_accept_probability_at_temperature,detail,remove_count,raw_changed_before_wrapper_revert,raw_route_delta_before_wrapper_revert,raw_hard_violations_before_wrapper_revert
ALNS,LEAN_PUBLIC,CV_ONLY,worst_customer_removal,regret3_insert_repair,5,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,greedy_insert_repair,1,True,True,0,1730.3907181749512,1800.805876257765,70.41515808281383,8,9,1,0,1,1,0,1,1,False,0.7545297040749248,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,greedy_insert_repair,2,True,True,0,1730.3907181749512,1708.7945011256872,-21.59621704926394,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,greedy_insert_repair,3,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,greedy_insert_repair,4,True,True,0,1730.3907181749512,1703.9164300728312,-26.47428810212,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,greedy_insert_repair,5,True,True,0,1730.3907181749512,1805.4618504530627,75.07113227811146,8,9,1,0,1,1,0,1,1,False,0.7406074663152018,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret2_insert_repair,1,True,True,0,1730.3907181749512,1716.657085298699,-13.733632876252159,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret2_insert_repair,2,True,True,0,1730.3907181749512,1703.9164300728312,-26.47428810212,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret2_insert_repair,3,True,True,0,1730.3907181749512,1732.2870506750853,1.8963325001341218,8,8,0,0,0,0,0,0,0,False,0.9924433660129875,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret2_insert_repair,4,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret2_insert_repair,5,True,True,0,1730.3907181749512,1716.8855153882496,-13.505202786701602,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret3_insert_repair,1,True,True,0,1730.3907181749512,1743.7546000841462,13.363881909195015,8,8,0,0,0,0,0,0,0,False,0.9479480975585036,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret3_insert_repair,2,True,True,0,1730.3907181749512,1729.7224215022584,-0.6682966726928043,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret3_insert_repair,3,True,True,0,1730.3907181749512,1707.846874625209,-22.543843549742178,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret3_insert_repair,4,True,True,0,1730.3907181749512,1819.9956620945304,89.60494391957923,8,9,1,0,1,1,0,1,1,False,0.6987796827160538,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,shaw_related_removal,regret3_insert_repair,5,True,True,0,1730.3907181749512,1691.0514273739566,-39.339290800994604,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,greedy_insert_repair,1,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,greedy_insert_repair,2,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,greedy_insert_repair,3,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,greedy_insert_repair,4,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,greedy_insert_repair,5,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret2_insert_repair,1,True,True,0,1730.3907181749512,1689.4121697885105,-40.97854838644071,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret2_insert_repair,2,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret2_insert_repair,3,True,True,0,1730.3907181749512,1722.7036678219943,-7.6870503529569305,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret2_insert_repair,4,True,True,0,1730.3907181749512,1722.7036678219943,-7.6870503529569305,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret2_insert_repair,5,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret3_insert_repair,1,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret3_insert_repair,2,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret3_insert_repair,3,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret3_insert_repair,4,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,whole_route_removal,regret3_insert_repair,5,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,greedy_insert_repair,1,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,greedy_insert_repair,2,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,greedy_insert_repair,3,True,True,0,1730.3907181749512,1851.7406130865459,121.34989491159467,8,9,1,0,1,1,0,1,1,False,0.6154512258418855,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,greedy_insert_repair,4,True,True,0,1730.3907181749512,1787.1935340665057,56.802815891554474,8,9,1,0,1,1,0,1,1,False,0.796752439746629,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,greedy_insert_repair,5,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret2_insert_repair,1,True,True,0,1730.3907181749512,1714.4582516035446,-15.932466571406621,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret2_insert_repair,2,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret2_insert_repair,3,True,True,0,1730.3907181749512,1826.6365267927988,96.24580861784762,8,9,1,0,1,1,0,1,1,False,0.6804620444148284,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret2_insert_repair,4,True,True,0,1730.3907181749512,1815.5435574404542,85.15283926550296,8,9,1,0,1,1,0,1,1,False,0.711335309936889,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret2_insert_repair,5,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret3_insert_repair,1,True,True,0,1730.3907181749512,1815.4669688882664,85.07625071331518,8,9,1,0,1,1,0,1,1,False,0.7115532638867718,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret3_insert_repair,2,True,True,0,1730.3907181749512,1802.8478179255087,72.45709975055752,8,9,1,0,1,1,0,1,1,False,0.7483919813710089,candidate_usable,6,True,1,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret3_insert_repair,3,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret3_insert_repair,4,True,True,0,1730.3907181749512,1733.2669723571175,2.876254182166349,8,8,0,0,0,0,0,0,0,False,0.9885609128936039,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,route_segment_removal,regret3_insert_repair,5,True,True,0,1730.3907181749512,1722.8338832049053,-7.556834970045884,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,greedy_insert_repair,1,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,greedy_insert_repair,2,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,greedy_insert_repair,3,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,greedy_insert_repair,4,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,greedy_insert_repair,5,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret2_insert_repair,1,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret2_insert_repair,2,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret2_insert_repair,3,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret2_insert_repair,4,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret2_insert_repair,5,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret3_insert_repair,1,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret3_insert_repair,2,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret3_insert_repair,3,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret3_insert_repair,4,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,CV_ONLY,vehicle_type_swap,regret3_insert_repair,5,True,True,0,1730.3907181749512,1695.3369462244004,-35.053771950550754,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,greedy_insert_repair,1,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,greedy_insert_repair,2,True,True,0,1811.8374767193643,1788.62395453058,-23.21352218878428,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,greedy_insert_repair,3,True,True,0,1811.8374767193643,1805.348536115147,-6.488940604217305,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,greedy_insert_repair,4,True,True,0,1811.8374767193643,1785.8068052848641,-26.030671434500164,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,greedy_insert_repair,5,True,True,0,1811.8374767193643,1758.3139792372206,-53.52349748214374,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret2_insert_repair,1,True,True,0,1811.8374767193643,1798.5736069480115,-13.263869771352802,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret2_insert_repair,2,True,True,0,1811.8374767193643,1823.2427564431887,11.405279723824378,9,9,0,1,1,0,1,1,0,False,0.9554038781016073,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret2_insert_repair,3,True,True,0,1811.8374767193643,1759.5465116880478,-52.290965031316546,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret2_insert_repair,4,True,True,0,1811.8374767193643,1744.6387022206968,-67.19877449866749,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret2_insert_repair,5,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret3_insert_repair,1,True,True,0,1811.8374767193643,1750.9632267373815,-60.87424998198276,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret3_insert_repair,2,True,True,0,1811.8374767193643,1791.194590108646,-20.64288661071828,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret3_insert_repair,3,True,True,0,1811.8374767193643,1788.6085410988271,-23.228935620537186,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret3_insert_repair,4,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,random_customer_removal,regret3_insert_repair,5,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,greedy_insert_repair,1,True,True,0,1811.8374767193643,1687.9563077655023,-123.88116895386202,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,greedy_insert_repair,2,True,True,0,1811.8374767193643,1687.9563077655023,-123.88116895386202,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,greedy_insert_repair,3,True,True,0,1811.8374767193643,1687.9563077655023,-123.88116895386202,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,greedy_insert_repair,4,True,True,0,1811.8374767193643,1687.9563077655023,-123.88116895386202,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,greedy_insert_repair,5,True,True,0,1811.8374767193643,1687.9563077655023,-123.88116895386202,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret2_insert_repair,1,True,True,0,1811.8374767193643,1739.9612572938356,-71.87621942552869,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret2_insert_repair,2,True,True,0,1811.8374767193643,1739.9612572938356,-71.87621942552869,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret2_insert_repair,3,True,True,0,1811.8374767193643,1739.9612572938356,-71.87621942552869,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret2_insert_repair,4,True,True,0,1811.8374767193643,1739.9612572938356,-71.87621942552869,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret2_insert_repair,5,True,True,0,1811.8374767193643,1739.9612572938356,-71.87621942552869,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
