baseline_type,instance_id,seed,arm,status,status_reason,total_cost_cny,total_distance_km,system_emissions_kg,physical_vehicle_count,route_count,cross_contractor_customer_count,customer_count,cross_contractor_customer_share,paired_cost_improvement_cny,paired_cost_improvement_pct,paired_distance_improvement_km,paired_distance_improvement_pct,paired_emissions_improvement_kg,paired_emissions_improvement_pct,paired_physical_vehicle_improvement,paired_physical_vehicle_improvement_pct,paired_route_improvement,paired_route_improvement_pct,hgs_iterations_cv_only,hgs_iterations_naive_ev,hgs_iterations_mechanism_ev,wallclock_safety_triggered,complete_candidate_evaluations,elapsed_seconds,mapping_sha256,initial_solution_sha256,solution_path,solution_sha256,routing_sha256,search_trace_path,violation_count,error_type,error_message
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,1,TREATMENT_REALLOCATION,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,535.16523529205,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-01__TREATMENT_REALLOCATION/solution.json,7dbf8b70bba90e2e987ba802dcf7f37a5b15675815e85df1d62cb637796b036a,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-01__TREATMENT_REALLOCATION/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,2,BASELINE_LOCKED,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,578.9265471670078,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-02__BASELINE_LOCKED/solution.json,84468f155a6dc770ea89ce740a76d991870e01b21b4aeacdd6b83ce57a8d8508,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-02__BASELINE_LOCKED/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,2,TREATMENT_REALLOCATION,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,534.5143023749115,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-02__TREATMENT_REALLOCATION/solution.json,6152bc4fc724f3cefe8c34d74cebeaa610bb05bbb374dd1880df24df4adb1c7d,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-02__TREATMENT_REALLOCATION/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,3,BASELINE_LOCKED,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,559.4833463749383,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-03__BASELINE_LOCKED/solution.json,8686eb8af1d837dfcbf45b6345b33557e0bce3046767c6877e73651f2b81becb,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-03__BASELINE_LOCKED/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,3,TREATMENT_REALLOCATION,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,527.5533549999818,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-03__TREATMENT_REALLOCATION/solution.json,f2cfe51b7e2c52c9a1c423ab79daeb3e994000caef81df0d65ab2adf1d2f2238,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-03__TREATMENT_REALLOCATION/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,4,BASELINE_LOCKED,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,549.861190417083,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-04__BASELINE_LOCKED/solution.json,28133580b84d7fa2f031100b401a940fb4100bdbc1fc75d643cac95341af29fe,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-04__BASELINE_LOCKED/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,4,TREATMENT_REALLOCATION,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,521.1685102919582,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-04__TREATMENT_REALLOCATION/solution.json,c2e1082347d410bc668c334982cba10bae972864ffb7fcbe66b34e6cca2ec009,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-04__TREATMENT_REALLOCATION/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,5,BASELINE_LOCKED,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,578.0024825839791,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-05__BASELINE_LOCKED/solution.json,b6689d3a9e9871c249028de72bc63de5c74acda8e763f65995b5c0b1a4432570,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-05__BASELINE_LOCKED/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,5,TREATMENT_REALLOCATION,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,519.7467480419436,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-05__TREATMENT_REALLOCATION/solution.json,ef08039d0fe6b5c0f6b49b7228cd884166bfa347d9d4989794b37358c21c8249,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-05__TREATMENT_REALLOCATION/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,6,BASELINE_LOCKED,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,560.4767102919286,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-06__BASELINE_LOCKED/solution.json,aee95ced10810564c1af247655f4135bdb22d4a8642355423a1dc6d8f2b0a0fc,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-06__BASELINE_LOCKED/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,6,TREATMENT_REALLOCATION,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,518.6687166250776,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-06__TREATMENT_REALLOCATION/solution.json,8a93d63e8c2920ce5bc35669e69fdb85dbb2771fa098ec4bc9cfccc7b3bcf158,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-06__TREATMENT_REALLOCATION/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,7,BASELINE_LOCKED,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,553.0842877080431,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-07__BASELINE_LOCKED/solution.json,1ee8e5e679bac30c725a5191859fcd150bcd661d9df572f4c7325c4465f8fdf8,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-07__BASELINE_LOCKED/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,7,TREATMENT_REALLOCATION,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,521.0091399999801,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-07__TREATMENT_REALLOCATION/solution.json,7e2f1974839683f1859f3c0978670ecb5ab21b6c83d2e5d0a387406f07a71f4a,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-07__TREATMENT_REALLOCATION/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,8,BASELINE_LOCKED,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,554.6984720829641,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-08__BASELINE_LOCKED/solution.json,9e0f618f5e7c0d289d58d9ae85c4687c1da9b393f082d44cd94b2505fb508067,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-08__BASELINE_LOCKED/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,8,TREATMENT_REALLOCATION,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,513.3283357500331,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-08__TREATMENT_REALLOCATION/solution.json,aa409f71a756b0551e74087cd10e77b00072e601342ea86708d1c36d63210a2e,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-08__TREATMENT_REALLOCATION/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,9,BASELINE_LOCKED,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,591.4731360418955,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-09__BASELINE_LOCKED/solution.json,576e8c62ffc1ec8443a217236de070349e0797ed889c451cdd535c55e505085a,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-09__BASELINE_LOCKED/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,9,TREATMENT_REALLOCATION,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,559.4194868339691,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-09__TREATMENT_REALLOCATION/solution.json,56966aa704df48d6556ca688808e0d9dcd41c70a80583163541170b16ab2abf3,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-09__TREATMENT_REALLOCATION/search_trace.json,0,,
baseline_nearest,cn-cy-100c-01-V2-LOCATIONS,10,BASELINE_LOCKED,PASS,,4562.024573963715,1758.910545079953,415.8739123997247,12,18,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,25000,25000,False,80,585.5653318329714,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,d7f1c7b56753984c66b634d4a33a2bc1174dc7be3495b39a0efd266ff3ab9831,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-10__BASELINE_LOCKED/solution.json,23a736e228155b5c035b363e0762ad5f300d8b2c37ef6049a857ce9b589b1141,4af04ae112b1122d558e83ebb14f76e022b63a0d7f6de0f05e13efa1d3f63048,baselines/china_e3_e7/scout_depot_ownership_20260803/baseline_nearest/units/seed-10__BASELINE_LOCKED/search_trace.json,0,,
