scenario,seed,scale,stage,depot,vehicle_type,dynamic_cost,static_revealed_cost,information_cost,information_cost_pct,committed_customer_count,newly_revealed_customer_count,rejected_deferred_pending_customer_count,route_slack,time_slack,ev_route_count,charging_action_count,soc_or_charging_slack,depot_level_load_capacity_proxy,event_density,trigger_count,event_spatial_clustering_proxy,trace_status,payload_path
E-UK25_02__curric_d2_s3_seed2_24h,909,25,2,ALL,ALL,1049.082450591484,695.075941374073,354.0065092174111,50.93062328090182,,,,,,,,,,5,4,85322.38795283643,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed909.json
E-UK25_02__curric_d2_s3_seed2_24h,909,25,3,ALL,ALL,1049.082450591484,695.075941374073,354.0065092174111,50.93062328090182,,,,,,,,,,5,4,85322.38795283643,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed909.json
E-UK25_02__curric_d2_s3_seed2_24h,910,25,0,ALL,ALL,929.0334473040164,669.5924275474581,259.44101975655826,38.74611018329805,,,,,,,,,,5,3,34972.21609761704,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed910.json
E-UK25_02__curric_d2_s3_seed2_24h,910,25,1,ALL,ALL,929.0334473040164,669.5924275474581,259.44101975655826,38.74611018329805,,,,,,,,,,5,3,34972.21609761704,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed910.json
E-UK25_02__curric_d2_s3_seed2_24h,910,25,2,ALL,ALL,929.0334473040164,669.5924275474581,259.44101975655826,38.74611018329805,,,,,,,,,,5,3,34972.21609761704,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed910.json
E-UK50_01__curric_d2_s3_seed1_24h,901,50,0,ALL,ALL,1548.9863521250727,1087.7508126654993,461.2355394595734,42.40268396852126,,,,,,,,,,12,4,45419.98180527064,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed901.json
E-UK50_01__curric_d2_s3_seed1_24h,901,50,1,ALL,ALL,1548.9863521250727,1087.7508126654993,461.2355394595734,42.40268396852126,,,,,,,,,,12,4,45419.98180527064,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed901.json
E-UK50_01__curric_d2_s3_seed1_24h,901,50,2,ALL,ALL,1548.9863521250727,1087.7508126654993,461.2355394595734,42.40268396852126,,,,,,,,,,12,4,45419.98180527064,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed901.json
E-UK50_01__curric_d2_s3_seed1_24h,901,50,3,ALL,ALL,1548.9863521250727,1087.7508126654993,461.2355394595734,42.40268396852126,,,,,,,,,,12,4,45419.98180527064,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed901.json
E-UK50_01__curric_d2_s3_seed1_24h,902,50,0,ALL,ALL,1661.752712554383,1077.596790341294,584.1559222130888,54.20913716976423,,,,,,,,,,12,5,48971.6777263992,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed902.json
E-UK50_01__curric_d2_s3_seed1_24h,902,50,1,ALL,ALL,1661.752712554383,1077.596790341294,584.1559222130888,54.20913716976423,,,,,,,,,,12,5,48971.6777263992,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed902.json
E-UK50_01__curric_d2_s3_seed1_24h,902,50,2,ALL,ALL,1661.752712554383,1077.596790341294,584.1559222130888,54.20913716976423,,,,,,,,,,12,5,48971.6777263992,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed902.json
E-UK50_01__curric_d2_s3_seed1_24h,902,50,3,ALL,ALL,1661.752712554383,1077.596790341294,584.1559222130888,54.20913716976423,,,,,,,,,,12,5,48971.6777263992,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed902.json
E-UK50_01__curric_d2_s3_seed1_24h,902,50,4,ALL,ALL,1661.752712554383,1077.596790341294,584.1559222130888,54.20913716976423,,,,,,,,,,12,5,48971.6777263992,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed902.json
E-UK50_01__curric_d2_s3_seed1_24h,903,50,0,ALL,ALL,1837.4638519301757,1093.9984012993416,743.4654506308341,67.95855000773497,,,,,,,,,,12,5,54462.61987172923,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed903.json
E-UK50_01__curric_d2_s3_seed1_24h,903,50,1,ALL,ALL,1837.4638519301757,1093.9984012993416,743.4654506308341,67.95855000773497,,,,,,,,,,12,5,54462.61987172923,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed903.json
E-UK50_01__curric_d2_s3_seed1_24h,903,50,2,ALL,ALL,1837.4638519301757,1093.9984012993416,743.4654506308341,67.95855000773497,,,,,,,,,,12,5,54462.61987172923,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed903.json
E-UK50_01__curric_d2_s3_seed1_24h,903,50,3,ALL,ALL,1837.4638519301757,1093.9984012993416,743.4654506308341,67.95855000773497,,,,,,,,,,12,5,54462.61987172923,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed903.json
E-UK50_01__curric_d2_s3_seed1_24h,903,50,4,ALL,ALL,1837.4638519301757,1093.9984012993416,743.4654506308341,67.95855000773497,,,,,,,,,,12,5,54462.61987172923,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed903.json
E-UK50_01__curric_d2_s3_seed1_24h,904,50,0,ALL,ALL,1870.6609189093963,1128.796590054887,741.8643288545093,65.72170180089192,,,,,,,,,,12,5,69378.79194439904,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed904.json
E-UK50_01__curric_d2_s3_seed1_24h,904,50,1,ALL,ALL,1870.6609189093963,1128.796590054887,741.8643288545093,65.72170180089192,,,,,,,,,,12,5,69378.79194439904,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed904.json
E-UK50_01__curric_d2_s3_seed1_24h,904,50,2,ALL,ALL,1870.6609189093963,1128.796590054887,741.8643288545093,65.72170180089192,,,,,,,,,,12,5,69378.79194439904,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed904.json
E-UK50_01__curric_d2_s3_seed1_24h,904,50,3,ALL,ALL,1870.6609189093963,1128.796590054887,741.8643288545093,65.72170180089192,,,,,,,,,,12,5,69378.79194439904,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed904.json
E-UK50_01__curric_d2_s3_seed1_24h,904,50,4,ALL,ALL,1870.6609189093963,1128.796590054887,741.8643288545093,65.72170180089192,,,,,,,,,,12,5,69378.79194439904,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed904.json
E-UK50_01__curric_d2_s3_seed1_24h,905,50,0,ALL,ALL,1722.7835476322423,1130.6474085142984,592.1361391179439,52.3714231916055,,,,,,,,,,12,5,78510.41542950028,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed905.json
E-UK50_01__curric_d2_s3_seed1_24h,905,50,1,ALL,ALL,1722.7835476322423,1130.6474085142984,592.1361391179439,52.3714231916055,,,,,,,,,,12,5,78510.41542950028,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed905.json
E-UK50_01__curric_d2_s3_seed1_24h,905,50,2,ALL,ALL,1722.7835476322423,1130.6474085142984,592.1361391179439,52.3714231916055,,,,,,,,,,12,5,78510.41542950028,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed905.json
E-UK50_01__curric_d2_s3_seed1_24h,905,50,3,ALL,ALL,1722.7835476322423,1130.6474085142984,592.1361391179439,52.3714231916055,,,,,,,,,,12,5,78510.41542950028,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed905.json
E-UK50_01__curric_d2_s3_seed1_24h,905,50,4,ALL,ALL,1722.7835476322423,1130.6474085142984,592.1361391179439,52.3714231916055,,,,,,,,,,12,5,78510.41542950028,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed905.json
E-UK50_01__curric_d2_s3_seed1_24h,906,50,0,ALL,ALL,1834.0600451333312,1163.0456172998656,671.0144278334656,57.694592357546306,,,,,,,,,,12,5,75531.28103065882,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed906.json
E-UK50_01__curric_d2_s3_seed1_24h,906,50,1,ALL,ALL,1834.0600451333312,1163.0456172998656,671.0144278334656,57.694592357546306,,,,,,,,,,12,5,75531.28103065882,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed906.json
E-UK50_01__curric_d2_s3_seed1_24h,906,50,2,ALL,ALL,1834.0600451333312,1163.0456172998656,671.0144278334656,57.694592357546306,,,,,,,,,,12,5,75531.28103065882,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed906.json
E-UK50_01__curric_d2_s3_seed1_24h,906,50,3,ALL,ALL,1834.0600451333312,1163.0456172998656,671.0144278334656,57.694592357546306,,,,,,,,,,12,5,75531.28103065882,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed906.json
E-UK50_01__curric_d2_s3_seed1_24h,906,50,4,ALL,ALL,1834.0600451333312,1163.0456172998656,671.0144278334656,57.694592357546306,,,,,,,,,,12,5,75531.28103065882,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed906.json
E-UK50_01__curric_d2_s3_seed1_24h,907,50,0,ALL,ALL,2034.5255236680478,1176.9776336183447,857.547890049703,72.86016875387605,,,,,,,,,,12,5,82483.8336802127,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed907.json
E-UK50_01__curric_d2_s3_seed1_24h,907,50,1,ALL,ALL,2034.5255236680478,1176.9776336183447,857.547890049703,72.86016875387605,,,,,,,,,,12,5,82483.8336802127,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed907.json
E-UK50_01__curric_d2_s3_seed1_24h,907,50,2,ALL,ALL,2034.5255236680478,1176.9776336183447,857.547890049703,72.86016875387605,,,,,,,,,,12,5,82483.8336802127,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed907.json
E-UK50_01__curric_d2_s3_seed1_24h,907,50,3,ALL,ALL,2034.5255236680478,1176.9776336183447,857.547890049703,72.86016875387605,,,,,,,,,,12,5,82483.8336802127,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed907.json
E-UK50_01__curric_d2_s3_seed1_24h,907,50,4,ALL,ALL,2034.5255236680478,1176.9776336183447,857.547890049703,72.86016875387605,,,,,,,,,,12,5,82483.8336802127,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed907.json
E-UK50_01__curric_d2_s3_seed1_24h,908,50,0,ALL,ALL,1548.993384120361,1139.1884658219358,409.80491829842526,35.97340831595823,,,,,,,,,,12,4,62577.895594443355,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed908.json
E-UK50_01__curric_d2_s3_seed1_24h,908,50,1,ALL,ALL,1548.993384120361,1139.1884658219358,409.80491829842526,35.97340831595823,,,,,,,,,,12,4,62577.895594443355,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed908.json
