stage,action_id,action_class,action_level,bundle,bundle_dir,seed,scale,status,health_status,worker_integrity_ok,violation_count,myopic_dynamic_cost,oracle_dynamic_cost,myopic_static_revealed_cost,oracle_static_revealed_cost,myopic_information_cost,oracle_information_cost,myopic_information_cost_pct,oracle_information_cost_pct,information_cost_reduction_pp,policy_trace_stage_count,changed_stage_count,action_real_effect,actual_evals,elapsed_seconds,payload_path
stage3_dynamic_oracle,capacity_reserve_high,depot_capacity_reserve,high,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,719.9638882862805,nan,589.3236072187751,nan,130.64028106750538,nan,22.16783435573584,nan,nan,0,0,False,6000,42.5512245000009,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_capacity_reserve_high.json
stage3_dynamic_oracle,commit_threshold_conservative,customer_commit_threshold,conservative,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,719.9638882862805,nan,589.3236072187751,nan,130.64028106750538,nan,22.16783435573584,nan,nan,0,0,False,6000,47.999801100000695,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_commit_threshold_conservative.json
stage3_dynamic_oracle,commit_threshold_normal,customer_commit_threshold,normal,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,719.9638882862805,nan,589.3236072187751,nan,130.64028106750538,nan,22.16783435573584,nan,nan,0,0,False,6000,64.44671480000034,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_commit_threshold_normal.json
stage3_dynamic_oracle,commit_threshold_aggressive,customer_commit_threshold,aggressive,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,719.9638882862805,nan,589.3236072187751,nan,130.64028106750538,nan,22.16783435573584,nan,nan,0,0,False,6000,39.25024500000109,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_commit_threshold_aggressive.json
stage3_dynamic_oracle,future_cluster_reserve_low,future_cluster_reserve,low,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,OK,HEALTHY,True,0,719.9638882862805,765.3868331535856,589.3236072187751,589.3236072187751,130.64028106750538,176.06322593481048,22.16783435573584,29.875474828798154,-7.7076404730623125,3,2,True,8000,160.44853539999895,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_future_cluster_reserve_low.json
stage3_dynamic_oracle,future_cluster_reserve_medium,future_cluster_reserve,medium,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,OK,HEALTHY,True,0,719.9638882862805,744.4731925903085,589.3236072187751,589.3236072187751,130.64028106750538,155.14958537153336,22.16783435573584,26.326721595922265,-4.158887240186424,3,2,True,8000,156.63568130000021,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_future_cluster_reserve_medium.json
stage3_dynamic_oracle,future_cluster_reserve_high,future_cluster_reserve,high,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,OK,HEALTHY,True,0,719.9638882862805,774.5498993655656,589.3236072187751,571.9522411035177,130.64028106750538,202.59765826204784,22.16783435573584,35.42212858037909,-13.254294224643246,3,2,True,8000,85.80871149999984,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_future_cluster_reserve_high.json
stage3_dynamic_oracle,ev_charging_slack_reserve_low,ev_charging_slack_reserve,low,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,719.9638882862805,nan,589.3236072187751,nan,130.64028106750538,nan,22.16783435573584,nan,nan,0,0,False,6000,39.74511509999866,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_ev_charging_slack_reserve_low.json
stage3_dynamic_oracle,ev_charging_slack_reserve_medium,ev_charging_slack_reserve,medium,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,719.9638882862805,nan,589.3236072187751,nan,130.64028106750538,nan,22.16783435573584,nan,nan,0,0,False,6000,49.90091980000034,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_ev_charging_slack_reserve_medium.json
stage3_dynamic_oracle,ev_charging_slack_reserve_high,ev_charging_slack_reserve,high,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,719.9638882862805,nan,589.3236072187751,nan,130.64028106750538,nan,22.16783435573584,nan,nan,0,0,False,6000,68.11148719999983,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_ev_charging_slack_reserve_high.json
stage3_dynamic_oracle,stage_budget_event_density,stage_budget_allocation,event_density,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,OK,HEALTHY,True,0,719.9638882862805,728.1508795472133,589.3236072187751,589.3236072187751,130.64028106750538,138.8272723284382,22.16783435573584,23.55705263252779,-1.3892182767919472,3,3,True,6300,148.98509829999966,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_stage_budget_event_density.json
stage3_dynamic_oracle,capacity_reserve_low,depot_capacity_reserve,low,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,OK,HEALTHY,True,0,936.5365446028095,925.8389971053135,650.221519138286,641.1377549817577,286.3150254645235,284.70124212355586,44.03345891165921,44.40562732601147,-0.37216841435225945,4,2,True,10000,152.58493320000161,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_capacity_reserve_low.json
stage3_dynamic_oracle,capacity_reserve_medium,depot_capacity_reserve,medium,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,936.5365446028095,nan,650.221519138286,nan,286.3150254645235,nan,44.03345891165921,nan,nan,0,0,False,8000,59.85680599999978,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_capacity_reserve_medium.json
stage3_dynamic_oracle,capacity_reserve_high,depot_capacity_reserve,high,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,936.5365446028095,nan,650.221519138286,nan,286.3150254645235,nan,44.03345891165921,nan,nan,0,0,False,8000,57.24418219999643,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_capacity_reserve_high.json
stage3_dynamic_oracle,commit_threshold_conservative,customer_commit_threshold,conservative,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,OK,HEALTHY,True,0,936.5365446028095,917.9891716860598,650.221519138286,650.221519138286,286.3150254645235,267.76765254777376,44.03345891165921,41.18098904241682,2.852469869242391,4,1,True,10000,213.25910799999838,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_commit_threshold_conservative.json
stage3_dynamic_oracle,commit_threshold_normal,customer_commit_threshold,normal,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,OK,HEALTHY,True,0,936.5365446028095,975.3250212297079,650.221519138286,641.1377549817577,286.3150254645235,334.1872662479502,44.03345891165921,52.12409714624572,-8.090638234586507,4,1,True,10000,147.91667099999904,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_commit_threshold_normal.json
stage3_dynamic_oracle,commit_threshold_aggressive,customer_commit_threshold,aggressive,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,OK,HEALTHY,True,0,936.5365446028095,941.1771832358119,650.221519138286,641.1377549817577,286.3150254645235,300.0394282540542,44.03345891165921,46.797965947675515,-2.7645070360163047,4,1,True,10000,134.38189670000065,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_commit_threshold_aggressive.json
stage3_dynamic_oracle,future_cluster_reserve_low,future_cluster_reserve,low,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,OK,HEALTHY,True,0,936.5365446028095,985.5085507662516,650.221519138286,641.1377549817577,286.3150254645235,344.3707957844939,44.03345891165921,53.71244995457993,-9.678991042920721,4,3,True,10000,122.43618929999866,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_future_cluster_reserve_low.json
stage3_dynamic_oracle,future_cluster_reserve_medium,future_cluster_reserve,medium,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,OK,HEALTHY,True,0,936.5365446028095,885.3419248350122,650.221519138286,641.1377549817577,286.3150254645235,244.20416985325448,44.03345891165921,38.08918878286974,5.944270128789469,4,3,True,10000,146.51212640000085,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_future_cluster_reserve_medium.json
stage3_dynamic_oracle,future_cluster_reserve_high,future_cluster_reserve,high,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,OK,HEALTHY,True,0,936.5365446028095,1006.5971185002576,650.221519138286,641.1410167643118,286.3150254645235,365.4561017359458,44.03345891165921,57.0008924994874,-12.96743358782819,4,3,True,10000,133.42444070000056,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_future_cluster_reserve_high.json
stage3_dynamic_oracle,ev_charging_slack_reserve_low,ev_charging_slack_reserve,low,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,936.5365446028095,nan,650.221519138286,nan,286.3150254645235,nan,44.03345891165921,nan,nan,0,0,False,8000,49.34516810000059,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_ev_charging_slack_reserve_low.json
stage3_dynamic_oracle,ev_charging_slack_reserve_medium,ev_charging_slack_reserve,medium,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,936.5365446028095,nan,650.221519138286,nan,286.3150254645235,nan,44.03345891165921,nan,nan,0,0,False,8000,72.62001210000017,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_ev_charging_slack_reserve_medium.json
stage3_dynamic_oracle,ev_charging_slack_reserve_high,ev_charging_slack_reserve,high,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,936.5365446028095,nan,650.221519138286,nan,286.3150254645235,nan,44.03345891165921,nan,nan,0,0,False,8000,98.6317397999992,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_ev_charging_slack_reserve_high.json
stage3_dynamic_oracle,stage_budget_event_density,stage_budget_allocation,event_density,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,OK,HEALTHY,True,0,936.5365446028095,1025.0856265913465,650.221519138286,650.221519138286,286.3150254645235,374.86410745306046,44.03345891165921,57.65175350545976,-13.618294593800549,4,4,True,11300,129.39089330000206,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_stage_budget_event_density.json
stage3_dynamic_oracle,capacity_reserve_low,depot_capacity_reserve,low,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,904,25,OK,HEALTHY,True,0,1036.5338472285594,1080.0677571179003,675.1320820301661,677.4129511302037,361.40176519839326,402.6548059876966,53.53052755419867,59.44008087177881,-5.909553317580141,5,3,True,12000,119.20542370000112,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed904_capacity_reserve_low.json
stage3_dynamic_oracle,capacity_reserve_medium,depot_capacity_reserve,medium,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,904,25,OK,HEALTHY,True,0,1036.5338472285594,1154.2346632079928,675.1320820301661,677.4129511302037,361.40176519839326,476.821712077789,53.53052755419867,70.38863241133109,-16.858104857132417,5,3,True,12000,134.36771009999939,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed904_capacity_reserve_medium.json
stage3_dynamic_oracle,capacity_reserve_high,depot_capacity_reserve,high,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,904,25,HALT_E7_FINAL_CHUNK_CHECK,HALT_E7_FINAL_CHUNK_CHECK,True,,1036.5338472285594,nan,675.1320820301661,nan,361.40176519839326,nan,53.53052755419867,nan,nan,0,0,False,10000,47.475727000000916,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed904_capacity_reserve_high.json
stage3_dynamic_oracle,commit_threshold_conservative,customer_commit_threshold,conservative,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,904,25,OK,HEALTHY,True,0,1036.5338472285594,1144.7233903624701,675.1320820301661,675.1320820301661,361.40176519839326,469.59130833230404,53.53052755419867,69.55547230405826,-16.024944749859586,5,2,True,12000,97.27719969999816,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed904_commit_threshold_conservative.json
stage3_dynamic_oracle,commit_threshold_normal,customer_commit_threshold,normal,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,904,25,OK,HEALTHY,True,0,1036.5338472285594,1230.1084404229932,675.1320820301661,677.4129511302037,361.40176519839326,552.6954892927895,53.53052755419867,81.58915302263794,-28.058625468439274,5,2,True,12000,176.66381850000107,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed904_commit_threshold_normal.json
stage3_dynamic_oracle,commit_threshold_aggressive,customer_commit_threshold,aggressive,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,904,25,OK,HEALTHY,True,0,1036.5338472285594,1142.0208349113873,675.1320820301661,675.4289510958981,361.40176519839326,466.59188381548915,53.53052755419867,69.08082383179365,-15.550296277594981,5,2,True,12000,101.00859000000128,solver\reports\dr_alns_ppo_v3\final_track24_breakthrough_audit\stage3_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed904_commit_threshold_aggressive.json
