record_type,instance_id,seed,mapping_sha256,business_scenario,coalition,coalition_member_count,theta,contractor,status,search_evaluations,used_cv,used_ev,cost_cny,revenue_cny,profit_cny,distance_km,emissions_kg,cross_contractor_customers,standalone_profit_cny,natural_profit_cny,difference_from_standalone_cny,shapley_profit_cny,settlement_cny,individually_rational,feasible,profit_by_contractor,solution_sha256,status_reason
COALITION,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_guangzhou+D_shenzhen,2,,,PASS,14,13,6,5394.096694467196,47190.0,41795.903305532804,1579.2883924269952,382.93266745930555,65,,,,,,,True,,1bd66304d1a4d1905c55fc0e959d47a8d19650cd5b43ac4aec66914f08256a1b,
COALITION,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou,3,,,PASS,14,13,5,10533.009216811653,36151.5,25618.490783188347,4691.808957293663,1418.7590292234852,0,,,,,,,True,,4116c6792a57f26caf950424d5352970bc7b3602d84274a771a0a8494a14d651,
COALITION,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_shenzhen,3,,,PASS,14,10,5,4757.27164643138,37291.5,32534.228353568622,1656.593170840235,401.9883696636085,62,,,,,,,True,,9347e3730a0ab84baed8da4994f9c584121ec91b276731393ce4481b9dc400e5,
COALITION,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_guangzhou+D_shenzhen,3,,,PASS,14,17,6,6400.175453561254,54585.0,48184.824546438744,1757.985293586408,447.5147553549916,93,,,,,,,True,,c4ef087851cef2a111731faf46e9a856034dbff989e7a97713bc278b1b28756a,
COALITION,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_foshan+D_guangzhou+D_shenzhen,3,,,PASS,14,15,7,6194.857605649925,52921.5,46726.64239435008,1779.846621495811,440.63751958319006,88,,,,,,,True,,e11d89bdcb2816f512b20982ef6a7046bac470641090b0eb7c25bbb9c8bca060,
NATURAL_OPERATION,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,,D_dongguan,PASS,,,,,,,,,,5631.557661029385,4872.94171126938,-758.6159497600047,,,,True,,,
METHOD_A_SHAPLEY,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,,D_dongguan,PASS,,,,,,,,,,5631.557661029385,4872.94171126938,,3712.455163282919,-1160.4865479864611,False,True,,,
NATURAL_OPERATION,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,,D_foshan,PASS,,,,,,,,,,4546.532044453011,3745.802305663414,-800.7297387895969,,,,True,,,
METHOD_A_SHAPLEY,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,,D_foshan,PASS,,,,,,,,,,4546.532044453011,3745.802305663414,,2379.8226744256235,-1365.9796312377903,False,True,,,
NATURAL_OPERATION,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,,D_guangzhou,PASS,,,,,,,,,,19088.30233449034,16999.74676625555,-2088.5555682347913,,,,True,,,
METHOD_A_SHAPLEY,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,,D_guangzhou,PASS,,,,,,,,,,19088.30233449034,16999.74676625555,,17629.729277955725,629.9825117001747,False,True,,,
NATURAL_OPERATION,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,,D_shenzhen,PASS,,,,,,,,,,20123.033790569487,18799.11995592747,-1323.9138346420186,,,,True,,,
METHOD_A_SHAPLEY,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,,D_shenzhen,PASS,,,,,,,,,,20123.033790569487,18799.11995592747,,20695.60362345155,1896.4836675240804,True,True,,,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.0,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.05,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.1,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.15,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.2,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.25,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.3,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.35,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.4,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.45,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.5,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.55,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.6,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.65,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.7,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.75,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.8,,PASS_FEASIBLE,,,,15898.889260884183,,,,,,,,,,,,True,"{""D_dongguan"": 4872.94171126938, ""D_foshan"": 3745.802305663414, ""D_guangzhou"": 16999.74676625555, ""D_shenzhen"": 18799.11995592747}",03d2400e657660f1ecae9991c4395bf9346c3a6315e53b739c895c1166cdf1ca,
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.85,,INFEASIBLE,,,,,,,,,,,,,,,,False,{},,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None)
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.9,,INFEASIBLE,,,,,,,,,,,,,,,,False,{},,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None)
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,0.95,,INFEASIBLE,,,,,,,,,,,,,,,,False,{},,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None)
METHOD_B_PROFIT_FLOOR,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,DIRECT_SERVICE_RIGHT,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,1.0,,INFEASIBLE,,,,,,,,,,,,,,,,False,{},,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None)
