instance,algorithm,independent_runs,best_cost,avg_cost,std_cost,worst_cost,feasible_rate,avg_runtime_seconds
L-main-threeshift-25c-01,GWO,10,1308.015560306776,1376.6227706846234,46.34713582123011,1454.8658917723237,1.0,99.898619375001
L-main-threeshift-25c-01,IWD,10,1721.8611502260765,1794.640173009365,30.174513493806565,1811.8374767193643,1.0,21.39482311660104
L-main-threeshift-50c-01,staged_hybrid_carbon_aware,10,2410.9039238631376,2549.214198451413,82.01316684935635,2672.4572409716147,1.0,37.71219820819679
L-main-threeshift-50c-01,GA,10,2870.581473058693,2988.3104017707537,113.38935370747355,3156.0924178217506,1.0,27.80324519970018
L-main-threeshift-50c-01,PSO,10,3037.991009616468,3119.7303613992203,47.53684071415525,3199.355863591204,1.0,45.25069328739919
L-main-threeshift-50c-01,VNS,10,2723.1027389704586,2959.173514997107,130.70754251666642,3200.0507598649456,1.0,67.28944764169937
L-main-threeshift-50c-01,ACO,10,3055.881048908372,3223.8850280364236,99.84075572320592,3372.627948881878,1.0,24.868131979003373
L-main-threeshift-50c-01,GA-VNS,10,2783.3274148890473,2844.5872629515934,64.33875426171741,2955.61223910728,1.0,52.8997344997988
L-main-threeshift-50c-01,LNS,10,2407.0927556585466,2548.3312503187453,78.02931061731029,2668.7208731319074,1.0,186.4421009210033
L-main-threeshift-50c-01,GWO,10,3015.530203892829,3126.9940540483826,106.34536773564572,3345.9671564860764,1.0,214.64448862499702
L-main-threeshift-50c-01,IWD,10,4168.855236581392,4168.855236581392,0.0,4168.855236581392,1.0,63.062748229202406
L-main-threeshift-75c-01,staged_hybrid_carbon_aware,10,3579.7899089177035,3781.5782003262766,117.50231354904163,3942.420892450074,1.0,60.21196430419368
L-main-threeshift-75c-01,GA,10,4448.3937280074,4602.315263827226,71.85365223325591,4690.619718102473,1.0,56.469050379193504
L-main-threeshift-75c-01,PSO,10,4533.896802937514,4671.741000402047,86.22112946926093,4759.958607449407,1.0,84.18031181260157
L-main-threeshift-75c-01,VNS,10,4104.601606518284,4665.41331625323,423.38289237286796,5166.402974237859,1.0,100.46777053740225
L-main-threeshift-75c-01,ACO,10,4678.760984270803,4775.093918242682,61.87390051489519,4877.151543610594,1.0,50.10959660850058
L-main-threeshift-75c-01,GA-VNS,10,3997.966253255201,4132.766759368755,104.17942340285596,4351.37478706267,1.0,85.86311260439979
L-main-threeshift-75c-01,LNS,10,3741.9119272160915,4080.149084705936,392.16894634805124,5084.4707606715665,1.0,245.31987371269787
L-main-threeshift-75c-01,GWO,10,4630.510562496574,4705.453643142552,68.98238314488502,4824.564423709905,1.0,423.6889635751053
L-main-threeshift-75c-01,IWD,10,5835.323487473721,5835.323487473721,0.0,5835.323487473721,1.0,168.30437481679547
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,10,4755.8218423428325,5363.03939336126,416.49037637031506,6119.932991014481,1.0,101.17024211659881
L-main-threeshift-100c-01,GA,10,6664.026857096115,6664.026857096115,3.8347663699440446e-13,6664.026857096116,1.0,96.99963099180313
L-main-threeshift-100c-01,PSO,10,6567.481385325375,6623.12325487906,39.49172122255196,6664.026857096116,1.0,169.32257805850386
L-main-threeshift-100c-01,VNS,10,6056.319865987234,6451.988081068783,182.8730835318718,6645.001317333058,1.0,170.09669594180014
L-main-threeshift-100c-01,ACO,10,6341.046303157771,6618.183000267384,144.86877127436085,6792.066094426135,1.0,143.58181120429944
L-main-threeshift-100c-01,GA-VNS,10,6406.165387524075,6502.09600834874,76.17418586585279,6617.260521647127,1.0,166.6230955416977
L-main-threeshift-100c-01,LNS,10,5211.541747536296,5543.650460810479,351.9690776176161,6417.775846342507,1.0,378.590983408202
L-main-threeshift-100c-01,GWO,10,6511.305624096506,6795.975877272678,218.32659282460935,7132.8776897560465,1.0,696.2096654790948
L-main-threeshift-100c-01,IWD,10,7395.190039679996,7395.190039679996,0.0,7395.190039679996,1.0,306.61685014140096
L-main-threeshift-150c-01,staged_hybrid_carbon_aware,10,7648.198471662183,8966.828639346106,569.6658422711394,9881.675142146696,1.0,153.00661760019867
L-main-threeshift-150c-01,GA,10,8803.927068512987,9059.847542557454,190.20564395386106,9371.678388026323,1.0,260.24983675409896
L-main-threeshift-150c-01,PSO,10,9178.77882758056,9490.768553967744,173.15592422387223,9720.175674024213,1.0,316.1469406332981
L-main-threeshift-150c-01,VNS,10,8210.068707876353,9409.807032784,953.6171732603636,10237.820953604385,1.0,324.06012413319985
L-main-threeshift-150c-01,ACO,10,9587.611617013827,9727.950431236965,118.77062998811056,9980.688237754344,1.0,292.1478212666989
L-main-threeshift-150c-01,GA-VNS,10,7956.308402771622,8177.073139301782,113.02457912522715,8352.225124737852,1.0,359.84104724990175
L-main-threeshift-150c-01,LNS,10,8617.315246461361,9021.301002923483,386.1300691963732,9641.886088905105,1.0,600.0916129791992
L-main-threeshift-150c-01,GWO,10,9340.935148001685,9471.367469089417,105.10048151680897,9664.549057312308,1.0,1329.4462612376024
L-main-threeshift-150c-01,IWD,10,11391.560952023648,11391.560952023648,0.0,11391.560952023648,1.0,586.8416095875989
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,10,9291.552003776213,10652.954972186915,1067.3769824475394,12320.086031410297,1.0,434.3801094668059
L-main-threeshift-200c-01,GA,10,11133.910149959083,11582.1977824062,284.44311221266986,11900.956292359837,1.0,646.8129738958057
L-main-threeshift-200c-01,PSO,10,11910.493422196943,12168.489531757896,191.40881840065848,12504.792913240011,1.0,790.1535957537038
L-main-threeshift-200c-01,VNS,10,10307.980832138219,11678.809820429062,918.2995449876494,12491.267388701732,1.0,804.2148326791023
L-main-threeshift-200c-01,ACO,10,12064.82164349176,12325.200868443786,134.10974622660686,12554.732525010877,1.0,798.4628253207978
L-main-threeshift-200c-01,GA-VNS,10,10312.447755192457,10502.369507512452,134.3940438131678,10777.821536307558,1.0,992.3899495624995
L-main-threeshift-200c-01,LNS,10,10671.814190676736,11778.241551416982,584.1094181422742,12549.370852342081,1.0,1252.1373587332012
L-main-threeshift-200c-01,GWO,10,11635.28599646256,11966.234860893932,243.47251661866872,12377.585631750462,1.0,3083.0865308998996
L-main-threeshift-200c-01,IWD,10,13894.903728480227,13894.903728480227,0.0,13894.903728480227,1.0,1296.1970634833997
