all_depots_have_positive_cv_cap,alternate_direct_cv_feasible_customer_count,alternate_direct_cv_feasible_customer_pct,alternate_direct_cv_feasible_demand_kg,alternate_direct_cv_feasible_demand_pct,alternate_minus_owner_roundtrip_km_max,alternate_minus_owner_roundtrip_km_median,alternate_minus_owner_roundtrip_km_min,customer_count,customer_demand_kg,depot_count,dynamic_added_demand_pct_of_instance_max,dynamic_added_demand_pct_of_instance_min,dynamic_addition_min_due_minus_appearance_second_max,dynamic_addition_min_due_minus_appearance_second_min,dynamic_cancelled_demand_pct_of_instance_max,dynamic_cancelled_demand_pct_of_instance_min,dynamic_reduced_demand_pct_of_instance_max,dynamic_reduced_demand_pct_of_instance_min,dynamic_stream_seed_count,dynamic_stream_unique_hash_count,failure_reason,home_customer_count_max,home_customer_count_min,home_customer_count_range,home_demand_kg_max,home_demand_kg_min,home_demand_kg_range,home_workload_by_depot_json,instance_id,owner_direct_cv_feasible_customer_count,region,status
True,150,100.0,38196.0,100.0,599.22438262134,206.37269915147047,159.433495627209,150,38196.0,3,22.54686354592104,18.54644465389046,13724.541959999995,7516.486680000002,9.092575138757985,6.728453241177086,0.7697141061891296,0.473506296775262,10,10,,98,16,82,24515.0,4166.0,20349.0,"{""D_beijing"": {""customer_count"": 98, ""demand_kg"": 24515.0, ""num_cv"": 11, ""num_ev"": 4}, ""D_shijiazhuang"": {""customer_count"": 16, ""demand_kg"": 4166.0, ""num_cv"": 2, ""num_ev"": 1}, ""D_tianjin"": {""customer_count"": 36, ""demand_kg"": 9515.0, ""num_cv"": 4, ""num_ev"": 1}}",cn-jjj-150c-01-V2-LOCATIONS,150,jjj,OPPORTUNITY_SCOUT_PASS
True,150,100.0,39727.0,100.0,599.2017749836781,205.05867745116404,160.615814755818,150,39727.0,3,22.2040425906814,17.652981599416016,12954.775139999998,7634.335080000004,9.444458428776398,6.466634782389811,0.8539678655662102,0.5404911778703605,10,10,,98,16,82,26532.0,3543.0,22989.0,"{""D_beijing"": {""customer_count"": 98, ""demand_kg"": 26532.0, ""num_cv"": 12, ""num_ev"": 4}, ""D_shijiazhuang"": {""customer_count"": 16, ""demand_kg"": 3543.0, ""num_cv"": 1, ""num_ev"": 1}, ""D_tianjin"": {""customer_count"": 36, ""demand_kg"": 9652.0, ""num_cv"": 4, ""num_ev"": 1}}",cn-jjj-150c-02-V2-LOCATIONS,150,jjj,OPPORTUNITY_SCOUT_PASS
True,150,100.0,39998.0,100.0,598.867801452895,204.3043701404435,157.595604250084,150,39998.0,3,22.22361118055903,18.74593729686484,12475.46688,8154.448080000002,8.682934146707336,6.247812390619531,0.8766717405637721,0.480663568062124,10,10,,98,16,82,26042.0,4444.0,21598.0,"{""D_beijing"": {""customer_count"": 98, ""demand_kg"": 26042.0, ""num_cv"": 12, ""num_ev"": 4}, ""D_shijiazhuang"": {""customer_count"": 16, ""demand_kg"": 4444.0, ""num_cv"": 2, ""num_ev"": 1}, ""D_tianjin"": {""customer_count"": 36, ""demand_kg"": 9512.0, ""num_cv"": 4, ""num_ev"": 1}}",cn-jjj-150c-03-V2-LOCATIONS,150,jjj,OPPORTUNITY_SCOUT_PASS
True,50,100.0,13264.0,100.0,253.09511916136802,199.12990413621847,160.80191226955301,50,13264.0,2,21.999396863691196,16.231905910735826,14494.855320000002,9487.473059999997,9.944209891435465,6.280156815440289,0.9376665638062107,0.5117892108732852,10,10,,37,13,24,9931.0,3333.0,6598.0,"{""D_beijing"": {""customer_count"": 37, ""demand_kg"": 9931.0, ""num_cv"": 5, ""num_ev"": 1}, ""D_tianjin"": {""customer_count"": 13, ""demand_kg"": 3333.0, ""num_cv"": 2, ""num_ev"": 1}}",cn-jjj-50c-01-V2-LOCATIONS,50,jjj,OPPORTUNITY_SCOUT_PASS
True,50,100.0,13543.0,100.0,252.84173101979798,204.4547828267,167.85174170201802,50,13543.0,2,22.048290629845678,15.890127741268552,14970.7869,7838.027519999996,9.237244332865687,5.131802407147604,0.9183496494370212,0.5012458165120915,10,10,,37,13,24,9932.0,3611.0,6321.0,"{""D_beijing"": {""customer_count"": 37, ""demand_kg"": 9932.0, ""num_cv"": 4, ""num_ev"": 2}, ""D_tianjin"": {""customer_count"": 13, ""demand_kg"": 3611.0, ""num_cv"": 2, ""num_ev"": 0}}",cn-jjj-50c-02-V2-LOCATIONS,50,jjj,OPPORTUNITY_SCOUT_PASS
True,50,100.0,14725.0,100.0,253.516438435389,205.14969506918646,160.80200572113802,50,14725.0,2,23.592529711375214,17.92869269949066,15418.848660000003,9823.905120000003,9.908319185059423,6.601018675721562,0.8446322106842498,0.30733999289296005,10,10,,37,13,24,11114.0,3611.0,7503.0,"{""D_beijing"": {""customer_count"": 37, ""demand_kg"": 11114.0, ""num_cv"": 5, ""num_ev"": 2}, ""D_tianjin"": {""customer_count"": 13, ""demand_kg"": 3611.0, ""num_cv"": 2, ""num_ev"": 1}}",cn-jjj-50c-03-V2-LOCATIONS,50,jjj,OPPORTUNITY_SCOUT_PASS
True,100,100.0,24443.0,100.0,167.74582444274603,162.684894098455,139.37236443026998,100,24443.0,2,21.589002986540113,17.61649552018983,12667.043700000002,8500.912620000003,9.945587693818272,6.251278484637728,0.8325016245674559,0.5088249929356291,10,10,,54,46,8,13609.0,10834.0,2775.0,"{""D_guangzhou"": {""customer_count"": 46, ""demand_kg"": 10834.0, ""num_cv"": 5, ""num_ev"": 1}, ""D_shenzhen"": {""customer_count"": 54, ""demand_kg"": 13609.0, ""num_cv"": 5, ""num_ev"": 2}}",cn-prd-100c-01-V2-LOCATIONS,100,prd,OPPORTUNITY_SCOUT_PASS
True,100,100.0,27991.0,100.0,169.14501957184,163.60558458986048,149.86247155417198,100,27991.0,2,23.08241934907649,17.86645707548855,14735.072159999996,8712.21456,9.67811082133543,6.448501303990568,0.9700792530489447,0.5251688042585116,10,10,,54,46,8,15699.0,12292.0,3407.0,"{""D_guangzhou"": {""customer_count"": 46, ""demand_kg"": 12292.0, ""num_cv"": 5, ""num_ev"": 2}, ""D_shenzhen"": {""customer_count"": 54, ""demand_kg"": 15699.0, ""num_cv"": 8, ""num_ev"": 2}}",cn-prd-100c-02-V2-LOCATIONS,100,prd,OPPORTUNITY_SCOUT_PASS
True,100,100.0,26320.0,100.0,167.849206430302,163.24158246693798,136.224315203241,100,26320.0,2,23.225683890577507,18.206686930091184,11680.271100000005,8231.36262,10.288753799392097,6.067629179331307,0.7731321128154378,0.3865660564077189,10,10,,54,46,8,15002.0,11318.0,3684.0,"{""D_guangzhou"": {""customer_count"": 46, ""demand_kg"": 11318.0, ""num_cv"": 5, ""num_ev"": 2}, ""D_shenzhen"": {""customer_count"": 54, ""demand_kg"": 15002.0, ""num_cv"": 7, ""num_ev"": 2}}",cn-prd-100c-03-V2-LOCATIONS,100,prd,OPPORTUNITY_SCOUT_PASS
True,150,100.0,40211.0,100.0,118.547783777347,24.989837132464995,-15.549739865822012,150,40211.0,4,21.076322399343464,19.52202133744498,14911.03602,7634.335080000004,9.673969809256175,6.391285966526572,0.843689075013027,0.5343903930024931,10,10,,59,20,39,15903.0,5139.0,10764.0,"{""D_dongguan"": {""customer_count"": 20, ""demand_kg"": 5695.0, ""num_cv"": 3, ""num_ev"": 1}, ""D_foshan"": {""customer_count"": 21, ""demand_kg"": 5139.0, ""num_cv"": 3, ""num_ev"": 1}, ""D_guangzhou"": {""customer_count"": 50, ""demand_kg"": 13474.0, ""num_cv"": 6, ""num_ev"": 2}, ""D_shenzhen"": {""customer_count"": 59, ""demand_kg"": 15903.0, ""num_cv"": 6, ""num_ev"": 2}}",cn-prd-150c-01-V2-LOCATIONS,150,prd,OPPORTUNITY_SCOUT_PASS
True,150,100.0,40487.0,100.0,117.24103659809202,26.595142855562,-6.585290356272004,150,40487.0,4,20.93017511793909,18.181144564922075,13012.028039999997,9792.079619999997,9.435127324820312,7.031886778472102,0.7543047122217236,0.5026017538790803,10,10,,59,20,39,15347.0,5417.0,9930.0,"{""D_dongguan"": {""customer_count"": 20, ""demand_kg"": 5417.0, ""num_cv"": 2, ""num_ev"": 1}, ""D_foshan"": {""customer_count"": 21, ""demand_kg"": 5625.0, ""num_cv"": 3, ""num_ev"": 1}, ""D_guangzhou"": {""customer_count"": 50, ""demand_kg"": 14098.0, ""num_cv"": 6, ""num_ev"": 2}, ""D_shenzhen"": {""customer_count"": 59, ""demand_kg"": 15347.0, ""num_cv"": 6, ""num_ev"": 2}}",cn-prd-150c-02-V2-LOCATIONS,150,prd,OPPORTUNITY_SCOUT_PASS
True,150,100.0,38126.0,100.0,118.52548233898,24.989837132465002,-5.609774712000004,150,38126.0,4,21.856475895714212,16.75497036143314,15754.970580000001,7694.73732,8.744688663903897,6.373603315322876,0.8309046259099264,0.4743756625826971,10,10,,59,20,39,15346.0,5209.0,10137.0,"{""D_dongguan"": {""customer_count"": 20, ""demand_kg"": 5209.0, ""num_cv"": 3, ""num_ev"": 1}, ""D_foshan"": {""customer_count"": 21, ""demand_kg"": 5557.0, ""num_cv"": 3, ""num_ev"": 1}, ""D_guangzhou"": {""customer_count"": 50, ""demand_kg"": 12014.0, ""num_cv"": 5, ""num_ev"": 2}, ""D_shenzhen"": {""customer_count"": 59, ""demand_kg"": 15346.0, ""num_cv"": 6, ""num_ev"": 2}}",cn-prd-150c-03-V2-LOCATIONS,150,prd,OPPORTUNITY_SCOUT_PASS
True,50,100.0,12223.0,100.0,166.311809019586,163.605584589861,142.21847827297302,50,12223.0,2,21.598625542010964,18.178843164525894,19167.63888,10111.475760000001,10.226621942240039,5.67782050233167,0.925628199981354,0.37025127999254165,10,10,,27,23,4,6876.0,5347.0,1529.0,"{""D_guangzhou"": {""customer_count"": 23, ""demand_kg"": 5347.0, ""num_cv"": 3, ""num_ev"": 1}, ""D_shenzhen"": {""customer_count"": 27, ""demand_kg"": 6876.0, ""num_cv"": 3, ""num_ev"": 1}}",cn-prd-50c-01-V2-LOCATIONS,50,prd,OPPORTUNITY_SCOUT_PASS
True,50,100.0,12847.0,100.0,167.849206430302,163.605584589861,144.552773968241,50,12847.0,2,23.78765470537869,16.750992449599128,16093.021800000002,9843.166859999998,10.274772320386083,5.946913676344672,0.8806689101247054,0.5271341965638526,10,10,,27,23,4,7221.0,5626.0,1595.0,"{""D_guangzhou"": {""customer_count"": 23, ""demand_kg"": 5626.0, ""num_cv"": 2, ""num_ev"": 1}, ""D_shenzhen"": {""customer_count"": 27, ""demand_kg"": 7221.0, ""num_cv"": 3, ""num_ev"": 1}}",cn-prd-50c-02-V2-LOCATIONS,50,prd,OPPORTUNITY_SCOUT_PASS
True,50,100.0,13613.0,100.0,168.70680626729302,163.605584589861,144.552773968241,50,13613.0,2,23.99177257033718,17.343715566003084,15715.960440000003,10341.85482,11.738779108205392,6.119150811724087,0.9973366771502612,0.4986683385751308,10,10,,27,23,4,7362.0,6251.0,1111.0,"{""D_guangzhou"": {""customer_count"": 23, ""demand_kg"": 6251.0, ""num_cv"": 3, ""num_ev"": 1}, ""D_shenzhen"": {""customer_count"": 27, ""demand_kg"": 7362.0, ""num_cv"": 3, ""num_ev"": 1}}",cn-prd-50c-03-V2-LOCATIONS,50,prd,OPPORTUNITY_SCOUT_PASS
