algorithm,candidate,closure_accepted_flips,closure_attempts,instance,joint_cost,joint_ev_routes,joint_routes,repack_cost,repack_ev_routes,repack_feasible,repack_routes,run_id,scale,seed
ALNS_T3,trial1:two_opt_order,14,240,L-main-threeshift-50c-01,2849.7479314361317,14,16,3318.768784775139,0,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial1:double_bridge_order,13,224,L-main-threeshift-50c-01,2602.7735774081902,13,16,2946.3512742227126,0,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial1:depot_group_shuffle_order,14,255,L-main-threeshift-50c-01,2767.535227980681,14,17,3140.0175864871326,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial2:current_order,14,255,L-main-threeshift-50c-01,2626.217613878981,14,17,2949.4347354169854,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial2:two_opt_order,15,288,L-main-threeshift-50c-01,2990.733108150086,15,18,3417.739350403631,0,True,18,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial2:double_bridge_order,13,224,L-main-threeshift-50c-01,2602.7735774081902,13,16,2946.3512742227126,0,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial2:depot_group_shuffle_order,14,255,L-main-threeshift-50c-01,2767.535227980681,14,17,3140.0175864871326,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial3:current_order,14,255,L-main-threeshift-50c-01,2626.217613878981,14,17,2949.4347354169854,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial3:two_opt_order,12,208,L-main-threeshift-50c-01,3195.5016132111623,12,16,3694.032270201798,0,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial3:double_bridge_order,13,224,L-main-threeshift-50c-01,2602.7735774081902,13,16,2946.3512742227126,0,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial3:depot_group_shuffle_order,16,306,L-main-threeshift-50c-01,2840.648849283455,16,18,3251.140817700883,0,True,18,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial4:current_order,14,255,L-main-threeshift-50c-01,2626.217613878981,14,17,2949.4347354169854,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial4:two_opt_order,14,255,L-main-threeshift-50c-01,2708.889059334046,14,17,3062.9160616451477,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial4:double_bridge_order,13,224,L-main-threeshift-50c-01,2602.7735774081902,13,16,2946.3512742227126,0,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
ALNS_T3,trial4:depot_group_shuffle_order,14,255,L-main-threeshift-50c-01,2767.535227980681,14,17,3140.0175864871326,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1
LNS,trial1:current_order,12,221,L-main-threeshift-50c-01,2911.8119678059875,13,17,3278.461102029615,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial1:two_opt_order,9,160,L-main-threeshift-50c-01,3314.4669791409497,10,16,3605.326603201434,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial1:double_bridge_order,11,204,L-main-threeshift-50c-01,3148.537838746309,12,17,3512.072518557138,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial1:depot_group_shuffle_order,12,221,L-main-threeshift-50c-01,3075.9616715064603,13,17,3472.6789527663195,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial2:current_order,12,221,L-main-threeshift-50c-01,2911.8119678059875,13,17,3278.461102029615,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial2:two_opt_order,12,221,L-main-threeshift-50c-01,3061.7312262955593,13,17,3479.279083380505,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial2:double_bridge_order,11,204,L-main-threeshift-50c-01,3148.537838746309,12,17,3512.072518557138,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial2:depot_group_shuffle_order,12,221,L-main-threeshift-50c-01,3075.9616715064603,13,17,3472.6789527663195,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial3:current_order,12,221,L-main-threeshift-50c-01,2911.8119678059875,13,17,3278.461102029615,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial3:two_opt_order,10,198,L-main-threeshift-50c-01,3680.034044532723,11,18,4029.0893873585155,1,True,18,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial3:double_bridge_order,11,204,L-main-threeshift-50c-01,3148.537838746309,12,17,3512.072518557138,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial3:depot_group_shuffle_order,10,187,L-main-threeshift-50c-01,3114.399082701965,11,17,3431.3463973531516,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial4:current_order,12,221,L-main-threeshift-50c-01,2911.8119678059875,13,17,3278.461102029615,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial4:two_opt_order,12,221,L-main-threeshift-50c-01,2940.3458535170525,13,17,3318.286442375448,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial4:double_bridge_order,11,204,L-main-threeshift-50c-01,3148.537838746309,12,17,3512.072518557138,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
LNS,trial4:depot_group_shuffle_order,12,221,L-main-threeshift-50c-01,3075.9616715064603,13,17,3472.6789527663195,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1
SA,trial1:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial1:two_opt_order,6,105,L-main-threeshift-50c-01,4381.666140054316,6,15,4617.8089151785525,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial1:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial1:depot_group_shuffle_order,8,135,L-main-threeshift-50c-01,3614.5566726071356,8,15,3975.5331396697884,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial2:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial2:two_opt_order,7,120,L-main-threeshift-50c-01,3885.7583787994204,7,15,4203.448303079698,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial2:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial2:depot_group_shuffle_order,8,135,L-main-threeshift-50c-01,3614.5566726071356,8,15,3975.5331396697884,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial3:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial3:two_opt_order,4,75,L-main-threeshift-50c-01,4563.409968021129,4,15,4762.290350548056,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial3:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial3:depot_group_shuffle_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial4:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial4:two_opt_order,7,120,L-main-threeshift-50c-01,3802.6518789319452,7,15,4102.915670002077,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial4:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
SA,trial4:depot_group_shuffle_order,8,135,L-main-threeshift-50c-01,3614.5566726071356,8,15,3975.5331396697884,0,True,15,medium__L-main-threeshift-50c-01__SA__seed1,medium,1
ALNS_T3,trial1:current_order,26,810,L-main-threeshift-100c-01,4865.907262150923,27,30,5622.685033410348,1,True,30,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial1:two_opt_order,21,660,L-main-threeshift-100c-01,6032.048558451086,22,30,6737.967293009517,1,True,30,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial1:double_bridge_order,27,868,L-main-threeshift-100c-01,5013.125407094448,28,31,5794.199880821823,1,True,31,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial1:depot_group_shuffle_order,26,837,L-main-threeshift-100c-01,5121.965275450012,27,31,5889.0467910524585,1,True,31,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial2:current_order,26,810,L-main-threeshift-100c-01,4865.907262150923,27,30,5622.685033410348,1,True,30,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial2:two_opt_order,26,810,L-main-threeshift-100c-01,5066.275797283541,27,30,5888.466900457441,1,True,30,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial2:double_bridge_order,27,868,L-main-threeshift-100c-01,5013.125407094448,28,31,5794.199880821823,1,True,31,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial2:depot_group_shuffle_order,26,837,L-main-threeshift-100c-01,5121.965275450012,27,31,5889.0467910524585,1,True,31,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial3:current_order,26,810,L-main-threeshift-100c-01,4865.907262150923,27,30,5622.685033410348,1,True,30,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial3:two_opt_order,25,780,L-main-threeshift-100c-01,5362.702914793811,26,30,6262.754672798696,1,True,30,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial3:double_bridge_order,27,868,L-main-threeshift-100c-01,5013.125407094448,28,31,5794.199880821823,1,True,31,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial3:depot_group_shuffle_order,26,837,L-main-threeshift-100c-01,5121.965275450012,27,31,5889.0467910524585,1,True,31,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial4:current_order,26,810,L-main-threeshift-100c-01,4865.907262150923,27,30,5622.685033410348,1,True,30,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial4:two_opt_order,25,780,L-main-threeshift-100c-01,4950.538598487374,26,30,5679.694624762716,1,True,30,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial4:double_bridge_order,27,868,L-main-threeshift-100c-01,5013.125407094448,28,31,5794.199880821823,1,True,31,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
ALNS_T3,trial4:depot_group_shuffle_order,26,837,L-main-threeshift-100c-01,5056.550147878394,27,31,5799.031425186591,1,True,31,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1
LNS,trial1:current_order,20,630,L-main-threeshift-100c-01,6597.522150402213,21,30,7388.600233259135,1,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial1:two_opt_order,18,570,L-main-threeshift-100c-01,7445.03875487692,19,30,8279.347081011174,1,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial1:double_bridge_order,23,744,L-main-threeshift-100c-01,6606.30578864689,24,31,7582.39185197774,1,True,31,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial1:depot_group_shuffle_order,23,720,L-main-threeshift-100c-01,6545.862162258397,23,30,7483.998907864771,0,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial2:current_order,20,630,L-main-threeshift-100c-01,6597.522150402213,21,30,7388.600233259135,1,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial2:two_opt_order,20,630,L-main-threeshift-100c-01,6643.614969169371,21,30,7445.471982469656,1,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial2:double_bridge_order,23,744,L-main-threeshift-100c-01,6606.30578864689,24,31,7582.39185197774,1,True,31,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial2:depot_group_shuffle_order,23,720,L-main-threeshift-100c-01,6545.862162258397,23,30,7483.998907864771,0,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial3:current_order,20,630,L-main-threeshift-100c-01,6597.522150402213,21,30,7388.600233259135,1,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial3:two_opt_order,21,660,L-main-threeshift-100c-01,6542.063617691118,22,30,7354.651159443395,1,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial3:double_bridge_order,23,744,L-main-threeshift-100c-01,6606.30578864689,24,31,7582.39185197774,1,True,31,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial3:depot_group_shuffle_order,23,720,L-main-threeshift-100c-01,6545.862162258397,23,30,7483.998907864771,0,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial4:current_order,20,630,L-main-threeshift-100c-01,6597.522150402213,21,30,7388.600233259135,1,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial4:two_opt_order,20,630,L-main-threeshift-100c-01,6597.6542914019965,21,30,7389.188785317737,1,True,30,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial4:double_bridge_order,23,744,L-main-threeshift-100c-01,6606.30578864689,24,31,7582.39185197774,1,True,31,large__L-main-threeshift-100c-01__LNS__seed1,large,1
LNS,trial4:depot_group_shuffle_order,22,713,L-main-threeshift-100c-01,6547.704213433584,23,31,7422.536258437844,1,True,31,large__L-main-threeshift-100c-01__LNS__seed1,large,1
SA,trial1:current_order,16,476,L-main-threeshift-100c-01,6688.882261839152,17,28,7456.170827580133,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial1:two_opt_order,14,435,L-main-threeshift-100c-01,7823.51844312088,15,29,8507.79896626956,1,True,29,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial1:double_bridge_order,15,464,L-main-threeshift-100c-01,7012.073613415079,16,29,7691.77884982889,1,True,29,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial1:depot_group_shuffle_order,15,448,L-main-threeshift-100c-01,6736.432646915704,16,28,7478.626557418021,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial2:current_order,16,476,L-main-threeshift-100c-01,6688.882261839152,17,28,7456.170827580133,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial2:two_opt_order,16,476,L-main-threeshift-100c-01,6762.612899554574,17,28,7557.7964362837765,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial2:double_bridge_order,15,464,L-main-threeshift-100c-01,7012.073613415079,16,29,7691.77884982889,1,True,29,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial2:depot_group_shuffle_order,15,448,L-main-threeshift-100c-01,6736.432646915704,16,28,7478.626557418021,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial3:current_order,16,476,L-main-threeshift-100c-01,6688.882261839152,17,28,7456.170827580133,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial3:two_opt_order,13,392,L-main-threeshift-100c-01,7267.795523228734,14,28,7904.587223158512,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial3:double_bridge_order,15,464,L-main-threeshift-100c-01,7012.073613415079,16,29,7691.77884982889,1,True,29,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial3:depot_group_shuffle_order,15,448,L-main-threeshift-100c-01,6736.432646915704,16,28,7478.626557418021,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial4:current_order,16,476,L-main-threeshift-100c-01,6688.882261839152,17,28,7456.170827580133,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial4:two_opt_order,13,392,L-main-threeshift-100c-01,7011.378424638158,14,28,7600.646832540108,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial4:double_bridge_order,15,464,L-main-threeshift-100c-01,7012.073613415079,16,29,7691.77884982889,1,True,29,large__L-main-threeshift-100c-01__SA__seed1,large,1
SA,trial4:depot_group_shuffle_order,16,476,L-main-threeshift-100c-01,6688.882261839152,17,28,7456.170827580133,1,True,28,large__L-main-threeshift-100c-01__SA__seed1,large,1
