scale,bundle_id,seed,best_obj,actual_evals,feasible,violation_count,elapsed_seconds,wall_clock_capped,harvested_solution_count,worker_python_executable,worker_numpy_version
75,e2-threeshift-75c-03,3,2478.309599401725,20,1,0,3.620858100010082,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
75,e2-threeshift-75c-03,4,2478.309599401725,20,1,0,3.5632136000785977,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
75,e2-threeshift-75c-03,5,2478.309599401725,20,1,0,3.4438844000687823,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
75,e2-threeshift-75c-03,6,2478.309599401725,20,1,0,3.6778154000639915,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
75,e2-threeshift-75c-03,7,2478.309599401725,20,1,0,3.456673300010152,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
75,e2-threeshift-75c-03,8,2478.309599401725,20,1,0,3.8451694000978023,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
75,e2-threeshift-75c-03,9,2478.309599401725,20,1,0,3.969200100051239,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
75,e2-threeshift-75c-03,10,2478.309599401725,20,1,0,3.8614829999860376,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
75,e2-threeshift-75c-03,11,2478.309599401725,20,1,0,3.8718305999645963,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
75,e2-threeshift-75c-03,12,2478.309599401725,20,1,0,3.731010499992408,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,1,3335.9368875298255,20,1,0,9.218324299901724,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,2,3335.9368875298255,20,1,0,9.250871800002642,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,3,3335.9368875298255,20,1,0,8.576232599909417,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,4,3335.9368875298255,20,1,0,8.694890100043267,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,5,3335.9368875298255,20,1,0,8.19947939994745,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,6,3335.9368875298255,20,1,0,9.321253000060096,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,7,3335.9368875298255,20,1,0,9.383528999984264,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,8,3335.9368875298255,20,1,0,8.780629699933343,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,9,3335.9368875298255,20,1,0,8.695000999956392,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,10,3335.9368875298255,20,1,0,8.797545699984767,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,11,3335.9368875298255,20,1,0,9.948746899957769,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
100,e2-threeshift-100c-03,12,3335.9368875298255,20,1,0,8.845296799903736,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,1,5017.380490168896,20,1,0,23.34637649997603,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,2,5017.380490168896,20,1,0,18.885755999945104,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,3,5017.380490168896,20,1,0,23.58001479995437,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,4,5017.380490168896,20,1,0,20.255020799930207,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,5,5017.380490168896,20,1,0,22.349768899963237,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,6,5017.380490168896,20,1,0,21.689107700018212,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,7,5017.380490168896,20,1,0,18.885448800050654,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,8,5017.380490168896,20,1,0,20.425128299975768,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,9,5017.380490168896,20,1,0,20.4518927000463,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,10,5017.380490168896,20,1,0,22.47504139994271,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,11,5017.380490168896,20,1,0,21.059120399993844,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
150,e2-threeshift-150c-03,12,5017.380490168896,20,1,0,20.491793500026688,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,1,6568.75535772939,20,1,0,66.39583439996932,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,2,6568.75535772939,20,1,0,67.44675580004696,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,3,6568.75535772939,20,1,0,67.09342900000047,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,4,6568.75535772939,20,1,0,62.8367102999473,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,5,6568.75535772939,20,1,0,62.46792429999914,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,6,6568.75535772939,20,1,0,58.498030100017786,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,7,6568.75535772939,20,1,0,68.3264667999465,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,8,6568.75535772939,20,1,0,67.54089649999514,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,9,6568.75535772939,20,1,0,69.6956314999843,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,10,6568.75535772939,20,1,0,62.30158239998855,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,11,6568.75535772939,20,1,0,69.02161030005664,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
200,e2-threeshift-200c-03,12,6568.75535772939,20,1,0,66.33642720000353,0,6,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5
