task_id,instance_id,region,arm,charge_timing_policy,seed,view,improvement_sequence,iteration,global_iteration,elapsed_seconds,global_elapsed_seconds,objective_before,objective_after,improvement_absolute,improvement_relative,timer_reset,timer_reset_threshold_relative,objective_type
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,cv_only,21,3609,3609,56.44373279199863,56.44373308399736,2181883,2181583,300,0.0001374959152255185,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,cv_only,22,3940,3940,61.08732458399754,61.08732487599627,2181583,2177231,4352,0.001994881698289728,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,cv_only,23,6479,6479,99.37233191699852,99.37233220899725,2177231,2173887,3344,0.001535895823640211,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,1,4,11904,0.04483554200123763,210.28512337600114,9223372036854775807,2048184,9223372036852727623,0.999999999999778,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,2,10,11910,0.10401141699912841,210.34429925099903,2048184,1796479,251705,0.12289179097190486,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,3,17,11917,0.18001120899862144,210.42029904299852,1796479,1720939,75540,0.04204891902438047,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,4,75,11975,0.6844162089983001,210.9247040429982,1720939,1713173,7766,0.004512652685539697,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,5,308,12208,5.231838249997963,215.47212608399786,1713173,1692541,20632,0.012043150341500828,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,6,463,12363,7.4295376669979305,217.66982550099783,1692541,1674343,18198,0.010751881342903953,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,7,466,12366,7.453194708999945,217.69348254299985,1674343,1670914,3429,0.0020479674714201333,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,8,578,12478,9.316500334000011,219.5567881679999,1670914,1670828,86,5.146883681625745e-05,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,9,599,12499,9.462406999999075,219.70269483399898,1670828,1663805,7023,0.0042033051876075814,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,10,621,12521,10.566363666999678,220.80665150099958,1663805,1661595,2210,0.0013282806578895964,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,11,949,12849,16.03584837499875,226.27613620899865,1661595,1656253,5342,0.0032149831938589127,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,12,1050,12950,17.772751166998205,228.0130390009981,1656253,1639524,16729,0.010100510006623384,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,13,3118,15018,60.710314500000095,270.950602334,1639524,1634090,5434,0.003314376611748288,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,14,8419,20319,166.9209275840003,377.1612154180002,1634090,1632114,1976,0.0012092357214106935,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,15,9296,21196,181.54850020899903,391.78878804299893,1632114,1631509,605,0.00037068489088384757,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,naive_ev,16,9764,21664,189.9797521670007,400.2200400010006,1631509,1628374,3135,0.0019215339909249658,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,1,1,22101,0.012088666000636294,463.4461427080023,9223372036854775807,2157719,9223372036852618088,0.9999999999997661,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,2,8,22108,0.07343762500022422,463.5074916670019,2157719,2119783,37936,0.017581529383575895,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,3,19,22119,0.18675337499735178,463.620807416999,2119783,2004124,115659,0.05456171693045939,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,4,27,22127,0.2535139159990649,463.6875679580007,2004124,1878180,125944,0.06284241893216189,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,5,33,22133,0.30559804099902976,463.7396520830007,1878180,1816590,61590,0.03279238411653835,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,6,35,22135,0.3249457079982676,463.75899974999993,1816590,1742483,74107,0.04079456564221976,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,7,36,22136,0.3366125409993401,463.770666583001,1742483,1712795,29688,0.01703775589202305,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,8,59,22159,0.5448715829988942,463.97892562500056,1712795,1675964,36831,0.021503449040895146,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,9,72,22172,0.6937007499982428,464.1277547919999,1675964,1659419,16545,0.009871930423326515,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,10,97,22197,0.9134802909975406,464.3475343329992,1659419,1625725,33694,0.020304697005397672,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,11,112,22212,2.067985082998348,465.502039125,1625725,1616636,9089,0.005590736440664934,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,12,643,22743,11.447977790998266,474.8820318329999,1616636,1614022,2614,0.0016169378883063349,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,13,1226,23326,22.257679791000555,485.6917338330022,1614022,1602172,11850,0.00734190735937924,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,14,1962,24062,34.899928874998295,498.33398291699996,1602172,1586658,15514,0.009683105184711754,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,15,2859,24959,51.133754582999245,514.5678086250009,1586658,1586240,418,0.0002634468171464802,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,16,3425,25525,61.96121312499963,525.3952671670013,1586240,1583715,2525,0.0015918146056082309,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,17,3773,25873,67.71334195799864,531.1473960000003,1583715,1582123,1592,0.0010052313705433112,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,18,6025,28125,130.3866347080002,593.8206887500019,1582123,1568577,13546,0.008561913327851249,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,19,6273,28373,134.3056883749996,597.7397424170013,1568577,1553051,15526,0.009898143349035464,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,1,7,7,0.06168079100098112,0.06168108299971209,9223372036854775807,2517582,9223372036852258225,0.999999999999727,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,2,9,9,0.07940504100042745,0.07940533299915842,2517582,2276078,241504,0.09592696484166156,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,3,40,40,0.30629708299966296,0.30629737499839393,2276078,2260817,15261,0.0067049547511113415,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,4,55,55,0.41098649999912595,0.4109867919978569,2260817,2216086,44731,0.01978532539343078,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,5,75,75,0.5521502909978153,0.5521505829965463,2216086,2209590,6496,0.0029312941826264865,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,6,108,108,1.6519877079990692,1.6519879999978002,2209590,2204982,4608,0.0020854547676265735,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,7,230,230,3.4027037499981816,3.4027040419969126,2204982,2199359,5623,0.0025501341961068165,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,8,419,419,6.573136208000506,6.5731364999992365,2199359,2194857,4502,0.0020469600460861553,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,9,875,875,13.380312249999406,13.380312541998137,2194857,2193520,1337,0.0006091513023399702,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,10,1066,1066,16.49931216600089,16.499312457999622,2193520,2191834,1686,0.0007686275940041577,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,11,1266,1266,19.586949874999846,19.586950166998577,2191834,2190383,1451,0.0006620026881597785,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,12,1949,1949,30.34892270799901,30.34892299999774,2190383,2189815,568,0.0002593153800043189,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,13,2009,2009,31.644691875000717,31.644692166999448,2189815,2187406,2409,0.0011000929302246993,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,14,2173,2173,33.78312179099885,33.78312208299758,2187406,2183859,3547,0.001621555394837538,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,15,2413,2413,38.02218208299746,38.02218237499619,2183859,2182518,1341,0.0006140506323897285,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,16,2501,2501,39.44103650000034,39.44103679199907,2182518,2182235,283,0.0001296667427256041,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,17,3082,3082,47.77477737499794,47.77477766699667,2182235,2178521,3714,0.0017019248614379295,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,cv_only,18,5447,5447,83.49933783300003,83.49933812499876,2178521,2178301,220,0.00010098594413365766,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,1,2,11802,0.016441166000731755,208.6052763330008,9223372036854775807,1853248,9223372036852922559,0.999999999999799,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,2,13,11813,0.11647358299887856,208.70530874999895,1853248,1801463,51785,0.027942833339088993,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,3,73,11873,0.6803393330010294,209.2691745000011,1801463,1747956,53507,0.029701970009930818,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,4,77,11877,0.7244604999978037,209.31329566699787,1747956,1725466,22490,0.012866456592728878,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,5,251,12051,4.068312040999444,212.65714720799951,1725466,1718587,6879,0.003986749086913333,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,6,430,12230,7.35776316600095,215.94659833300102,1718587,1707261,11326,0.006590297727144451,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,7,489,12289,7.801107082999806,216.38994224999988,1707261,1703081,4180,0.0024483661256246114,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,8,519,12319,8.948201250001148,217.53703641700122,1703081,1666796,36285,0.02130550455321855,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,9,630,12430,10.881849749999674,219.47068491699974,1666796,1646762,20034,0.012019467289338347,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,10,1231,13031,21.455371666001156,230.04420683300123,1646762,1626087,20675,0.012554941151180317,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,11,7309,19109,153.61024508300034,362.1990802500004,1626087,1620026,6061,0.00372735284151463,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,12,8019,19819,166.3096899580014,374.89852512500147,1620026,1609311,10715,0.00661409137878034,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,1,8,21815,0.09066087500104913,479.3672051249996,9223372036854775807,1987250,9223372036852788557,0.9999999999997845,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,2,13,21820,0.1461347090007621,479.4226789589993,1987250,1688791,298459,0.15018694175367972,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,3,110,21917,2.078845708998415,481.35538995899697,1688791,1662723,26068,0.015435894672579378,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,4,151,21958,2.464842334000423,481.741386583999,1662723,1631353,31370,0.018866642248889322,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,5,218,22025,3.967894499997783,483.24443874999633,1631353,1615231,16122,0.009882594386377442,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,6,387,22194,6.494044709001173,485.7705889589997,1615231,1607856,7375,0.004565910386811546,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,7,463,22270,8.223969999999099,487.50051424999765,1607856,1588575,19281,0.011991745529450398,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,8,1185,22992,21.27332220899916,500.5498664589977,1588575,1587580,995,0.00062634751270793,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,9,1542,23349,28.07837695899798,507.35492120899653,1587580,1583920,3660,0.0023053956336058657,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,10,3720,25527,68.59491116699792,547.8714554169965,1583920,1568283,15637,0.00987234203747664,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,11,5294,27101,97.53591787500045,576.812462124999,1568283,1553907,14376,0.009166712895567955,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,1,2,2,0.01539904099990963,0.015399333002278581,9223372036854775807,2569362,9223372036852206445,0.9999999999997214,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,2,25,25,0.20563262499854318,0.20563291700091213,2569362,2281586,287776,0.11200290188770598,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,3,33,33,0.2656222909972712,0.26562258299964014,2281586,2215635,65951,0.028905769933721542,True,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,4,182,182,2.167222957999911,2.16722325000228,2215635,2214312,1323,0.0005971200129985309,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,5,198,198,2.282095832997584,2.2820961249999527,2214312,2213422,890,0.0004019307125644444,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,6,201,201,3.2056789159978507,3.2056792080002197,2213422,2209283,4139,0.0018699552096256384,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,7,301,301,4.917401124999742,4.917401417002111,2209283,2202963,6320,0.002860656602164594,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,8,382,382,5.4912828329979675,5.491283125000336,2202963,2202008,955,0.00043350705390875834,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,9,457,457,6.92560599999706,6.925606291999429,2202008,2197702,4306,0.0019554879001347863,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,10,609,609,9.700823999999557,9.700824292001926,2197702,2196082,1620,0.000737133605921094,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,11,697,697,10.265828583000257,10.265828875002626,2196082,2194833,1249,0.0005687401472258322,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,12,735,735,11.383043874997384,11.383044166999753,2194833,2191586,3247,0.0014793836250867377,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,13,901,901,14.539908165999805,14.539908458002174,2191586,2189784,1802,0.0008222355864656919,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,14,1009,1009,16.10004612499688,16.10004641699925,2189784,2188760,1024,0.0004676260306952649,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,15,1103,1103,17.545466583000234,17.545466875002603,2188760,2188476,284,0.00012975383322063634,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,16,1163,1163,17.891850582996994,17.891850874999363,2188476,2186358,2118,0.0009677967681619538,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,17,1358,1358,21.012098249997507,21.012098541999876,2186358,2184418,1940,0.0008873203747968082,False,0.01,PyVRP integer proxy objective
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,cv_only,18,1553,1553,24.20098845800021,24.20098875000258,2184418,2181040,3378,0.0015464073268028373,False,0.01,PyVRP integer proxy objective
