task_id,instance_id,region,arm,charge_timing_policy,seed,view,improvement_sequence,iteration,global_iteration,elapsed_seconds,global_elapsed_seconds,objective_before,objective_after,improvement_absolute,improvement_relative,timer_reset,timer_reset_threshold_relative,objective_type
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,14,2312,2312,25.7227111659995,25.722711581998738,2385298,2376120,9178,0.0038477372638555016,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,15,2343,2343,25.942052250000415,25.942052665999654,2376120,2375815,305,0.00012836052051243204,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,16,4718,4718,49.616472124998836,49.616472540998075,2375815,2374691,1124,0.0004731008096169104,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,17,7105,7105,72.55045274999793,72.55045316599717,2374691,2371688,3003,0.001264585581871494,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,18,7142,7142,72.77864837499874,72.77864879099798,2371688,2367492,4196,0.0017692040437022071,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,19,13346,13346,129.74859537500015,129.7485957909994,2367492,2367146,346,0.00014614621717834737,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,20,13834,13834,134.10655091599983,134.10655133199907,2367146,2366679,467,0.0001972839867080442,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,21,21682,21682,205.07448316599766,205.0744835819969,2366679,2365563,1116,0.0004715468384178843,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,22,23799,23799,223.7867278329977,223.78672824899695,2365563,2365367,196,8.285554009764272e-05,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,23,23892,23892,224.6146287909978,224.61462920699705,2365367,2364828,539,0.00022787161569430876,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,24,30291,30291,282.8245302079995,282.8245306239987,2364828,2363844,984,0.0004160979149434969,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,25,84186,84186,790.169491875,790.1694922909992,2363844,2363335,509,0.00021532723817646173,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,cv_only,26,88190,88190,825.6161962499973,825.6161966659965,2363335,2362796,539,0.00022806754014983064,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,1,2,151102,0.043856042000697926,1432.9562282080005,9223372036854775807,3914429,9223372036850861378,0.9999999999995756,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,2,7,151107,0.11264145799941616,1433.0250136239993,3914429,2161803,1752626,0.4477347781758208,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,3,18,151118,0.27362512499894365,1433.1859972909988,2161803,2051808,109995,0.05088113949328408,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,4,28,151128,0.39216537500033155,1433.3045375410002,2051808,2046800,5008,0.0024407741854988382,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,5,41,151141,0.5408104579983046,1433.4531826239981,2046800,1997882,48918,0.023899745944889583,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,6,90,151190,1.066104916997574,1433.9784770829974,1997882,1989942,7940,0.003974208686999533,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,7,107,151207,1.497426916997938,1434.4097990829978,1989942,1968099,21843,0.010976701833520775,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,8,285,151385,3.682721541998035,1436.5950937079979,1968099,1944647,23452,0.011916067230357822,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,9,287,151387,3.7029237919996376,1436.6152959579995,1944647,1925663,18984,0.009762183059444722,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,10,420,151520,5.629258791999746,1438.5416309579996,1925663,1909963,15700,0.008153036123143042,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,11,487,151587,6.346122332997766,1439.2584944989976,1909963,1876849,33114,0.017337508632366178,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,12,537,151637,7.081438166998851,1439.9938103329987,1876849,1836622,40227,0.021433263943982706,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,13,1952,153052,24.837438708000263,1457.749810874,1836622,1833360,3262,0.0017760867505670736,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,14,3322,154422,42.24030741699971,1475.1526795829996,1833360,1829568,3792,0.002068333551511978,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,15,3377,154477,42.865011375000904,1475.7773835410007,1829568,1828716,852,0.0004656837023822017,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,16,6183,157283,83.20585420799762,1516.1182263739975,1828716,1823083,5633,0.0030803033385172983,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,17,7765,158865,103.70703670799776,1536.6194088739976,1823083,1816854,6229,0.0034167396657201017,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,18,12696,163796,167.88593483300065,1600.7983069990005,1816854,1810492,6362,0.003501657260297195,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,19,18435,169535,243.03830070799813,1675.950672873998,1810492,1801847,8645,0.004774945153030226,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,20,44564,195664,595.3166694169995,2028.2290415829993,1801847,1801336,511,0.00028359788594703103,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,21,80889,231989,1060.8180541670008,2493.7304263330007,1801336,1800427,909,0.0005046254557728264,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,naive_ev,22,88939,240039,1168.8745531669992,2601.786925332999,1800427,1786523,13904,0.007722612469153151,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,1,2,286846,0.055826916999649256,3208.686338749998,9223372036854775807,2395215,9223372036852380592,0.9999999999997403,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,2,4,286848,0.09186679200138315,3208.7223786249997,2395215,2141155,254060,0.10606981001705483,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,3,8,286852,0.14658329200028675,3208.7770951249986,2141155,2077365,63790,0.029792331708820705,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,4,60,286904,0.8927278340015619,3209.523239667,2077365,1905904,171461,0.08253773410065154,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,5,112,286956,1.8031521250013611,3210.4336639579997,1905904,1874075,31829,0.016700211553152728,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,6,196,287040,2.7513460000009218,3211.3818578329992,1874075,1860363,13712,0.007316676226938623,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,7,199,287043,2.7882361670017417,3211.418748,1860363,1829135,31228,0.016785971340001923,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,8,233,287077,3.5399202090011386,3212.1704320419994,1829135,1817157,11978,0.0065484504970928885,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,9,364,287208,5.210574084001564,3213.841085917,1817157,1799906,17251,0.009493400955448539,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,10,372,287216,5.288649417001579,3213.91916125,1799906,1791487,8419,0.004677466489916696,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,11,485,287329,6.685465334001492,3215.315977167,1791487,1789536,1951,0.001089039440420165,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,12,487,287331,6.702987791999476,3215.333499624998,1789536,1781055,8481,0.004739217316667561,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,13,627,287471,8.509112167001149,3217.1396239999995,1781055,1745636,35419,0.019886527928671488,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,14,776,287620,10.413468709000881,3219.043980541999,1745636,1744329,1307,0.0007487242472084673,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,15,1227,288071,16.58035566699982,3225.210867499998,1744329,1720941,23388,0.013408021078592399,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,16,1661,288505,22.14721387499958,3230.777725707998,1720941,1707784,13157,0.0076452359494021006,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,17,3048,289892,40.24357299999974,3248.874084832998,1707784,1707311,473,0.0002769671105947825,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,18,7622,294466,98.55752037500133,3307.1880322079996,1707311,1704458,2853,0.0016710488013021647,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,19,14365,301209,181.62064487500174,3390.251156708,1704458,1702960,1498,0.0008788717586470303,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,20,14792,301636,187.14586691700242,3395.7763787500007,1702960,1698247,4713,0.00276753417578804,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,21,21182,308026,270.12842804200045,3478.7589398749988,1698247,1694279,3968,0.0023365270187434453,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,22,31887,318731,408.2899895840019,3616.920501417,1694279,1694227,52,3.0691521290177116e-05,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,23,46969,333813,605.0748539170017,3813.70536575,1694227,1684665,9562,0.005643871807024679,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,24,47878,334722,616.5811231250009,3825.211634957999,1684665,1682502,2163,0.0012839347882219907,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,mechanism_ev,25,62720,349564,812.3119481670001,4020.9424599999984,1682502,1674555,7947,0.0047233227657381685,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,1,5,5,0.05830766699727974,0.05830824999793549,9223372036854775807,2555683,9223372036852220124,0.9999999999997229,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,2,48,48,0.5062708330005989,0.5062714160012547,2555683,2451104,104579,0.04092017671988271,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,3,127,127,1.5739889169999515,1.5739895000006072,2451104,2433638,17466,0.007125768633236288,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,4,233,233,3.1182832079975924,3.118283790998248,2433638,2418154,15484,0.00636249105249014,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,5,260,260,3.3714267920004204,3.371427375001076,2418154,2407257,10897,0.004506330035225217,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,6,346,346,4.441166374999739,4.4411669580003945,2407257,2407145,112,4.6525983723383086e-05,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,7,665,665,8.40480799999932,8.404808582999976,2407145,2399991,7154,0.0029719854848793904,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,8,777,777,9.710573124997609,9.710573707998265,2399991,2399910,81,3.375012656297461e-05,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,9,1017,1017,12.463410500000464,12.46341108300112,2399910,2396645,3265,0.0013604676842048243,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,10,1025,1025,12.54443558300045,12.544436166001105,2396645,2392835,3810,0.0015897222992975596,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,11,1339,1339,15.734114291997685,15.73411487499834,2392835,2392710,125,5.223928937849873e-05,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,12,1390,1390,16.15292587499789,16.152926457998547,2392710,2386908,5802,0.0024248655290444727,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,13,2598,2598,27.98480245799874,27.984803040999395,2386908,2386606,302,0.0001265235191301885,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,14,2798,2798,29.908395250000467,29.908395833001123,2386606,2384523,2083,0.0008727875485103113,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,15,4488,4488,46.193209291999665,46.19320987500032,2384523,2383377,1146,0.00048059926450698946,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,16,4645,4645,47.76756641699831,47.76756699999896,2383377,2383002,375,0.00015733977461391966,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,17,4678,4678,48.00549662499907,48.005497207999724,2383002,2382639,363,0.0001523288692162239,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,18,4967,4967,51.016128374998516,51.01612895799917,2382639,2381761,878,0.00036849896270479916,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,19,5577,5577,56.745399457999156,56.74540004099981,2381761,2374821,6940,0.0029138104117079756,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,20,5738,5738,58.33131154199873,58.331312124999386,2374821,2372381,2440,0.001027445858024668,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,21,9327,9327,91.712045166998,91.71204574999865,2372381,2369227,3154,0.0013294660511949808,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,22,11813,11813,114.7100318749981,114.71003245799875,2369227,2366859,2368,0.0009994821095656939,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,23,13630,13630,131.17720854199797,131.17720912499863,2366859,2366320,539,0.0002277279719662219,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,24,14172,14172,135.9140105000006,135.91401108300124,2366320,2365811,509,0.00021510193042361135,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,25,14215,14215,136.4539131249985,136.45391370799916,2365811,2365517,294,0.0001242702819455992,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,26,18381,18381,172.7381403750005,172.73814095800117,2365517,2364048,1469,0.0006210058942717385,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,27,20138,20138,188.8983344169974,188.89833499999804,2364048,2363596,452,0.00019119747145574033,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,cv_only,28,30455,30455,282.4870599999995,282.48706058300013,2363596,2363170,426,0.0001802338470703115,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,1,3,92403,0.03869320800004061,889.4644425000006,9223372036854775807,2807639,9223372036851968168,0.9999999999996956,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,2,12,92412,0.16548004200012656,889.5912293340007,2807639,2679102,128537,0.0457811705849648,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,3,14,92414,0.19703733300048043,889.622786625001,2679102,2095427,583675,0.2178621791928788,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,4,23,92423,0.3208607920023496,889.7466100840029,2095427,2001260,94167,0.04493928922362841,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,5,48,92448,0.6500937500022701,890.0758430420028,2001260,1973455,27805,0.01389374693942816,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,6,51,92451,0.6964003749999392,890.1221496670005,1973455,1972430,1025,0.0005193936522494813,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,7,58,92458,0.7877259170018078,890.2134752090024,1972430,1961423,11007,0.005580426174819892,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,8,67,92467,0.9136472919999505,890.3393965840005,1961423,1946396,15027,0.0076612744930593755,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,9,115,92515,1.497805499999231,890.9235547919998,1946396,1900224,46172,0.02372179145456526,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,10,148,92548,1.926451208000799,891.3522005000013,1900224,1899924,300,0.00015787612407800342,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,11,165,92565,2.1329824999993434,891.5587317919999,1899924,1869272,30652,0.01613327691002377,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,12,561,92961,7.663080875001469,897.088830167002,1869272,1843995,25277,0.013522376625766608,,,PyVRP integer proxy objective
T26__CY__ASAP__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080202,naive_ev,13,1097,93497,14.590771499999391,904.0165207919999,1843995,1830324,13671,0.007413794505950396,,,PyVRP integer proxy objective
