instance_id,region,customer_count,replicate,route_index,source_vehicle_id,route_energy_kwh,route_soc_pct,route_exceeds_85_pct,selected_as_ev_by_default_completion,just_enough_public_stops,just_enough_action_count,just_enough_route,max_coverage_public_stops,max_coverage_action_count,max_coverage_route,max_coverage_reduces_public_stop
cn-cy-100c-01-V2-LOCATIONS,cy,100,1,11,FLEET-CV-0012,47.2921541190862,61.19585160337241,False,True,0,1,D_chongqing|C044|C085|C093|C055|C075|C081|D_chongqing,0,1,D_chongqing|C044|C085|C093|C055|C075|C081|D_chongqing,False
cn-cy-100c-01-V2-LOCATIONS,cy,100,1,12,FLEET-CV-0013,40.29296664511171,52.13893199419217,False,False,0,1,D_chongqing|C076|C074|C045|C082|C083|C089|D_chongqing,0,1,D_chongqing|C076|C074|C045|C082|C083|C089|D_chongqing,False
cn-cy-100c-01-V2-LOCATIONS,cy,100,1,13,FLEET-CV-0014,35.6560198778719,46.13874207799159,False,False,0,1,D_chongqing|C065|C087|C062|C092|C088|D_chongqing,0,1,D_chongqing|C065|C087|C062|C092|C088|D_chongqing,False
cn-cy-100c-01-V2-LOCATIONS,cy,100,1,14,FLEET-CV-0015,36.85284090414532,47.68742353020875,False,False,0,1,D_chongqing|C053|C077|C069|C054|C079|C098|C056|D_chongqing,0,1,D_chongqing|C053|C077|C069|C054|C079|C098|C056|D_chongqing,False
cn-cy-100c-01-V2-LOCATIONS,cy,100,1,15,FLEET-CV-0016,32.08661514576211,41.51994713478534,False,False,0,1,D_chongqing|C070|C046|C043|C073|C086|D_chongqing,0,1,D_chongqing|C070|C046|C043|C073|C086|D_chongqing,False
cn-cy-100c-01-V2-LOCATIONS,cy,100,1,16,FLEET-CV-0017,37.74006614561763,48.835489318863395,False,False,0,1,D_chongqing|C084|C052|C059|C096|C063|C050|C066|D_chongqing,0,1,D_chongqing|C084|C052|C059|C096|C063|C050|C066|D_chongqing,False
cn-cy-100c-01-V2-LOCATIONS,cy,100,1,17,FLEET-CV-0018,24.596122550413256,31.82728073293641,False,False,0,1,D_chongqing|C057|D_chongqing,0,1,D_chongqing|C057|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,0,FLEET-CV-0001,22.79871255091361,29.501439636275375,False,True,0,1,D_chengdu|C025|C007|C041|C020|C024|C004|D_chengdu,0,1,D_chengdu|C025|C007|C041|C020|C024|C004|D_chengdu,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,1,FLEET-CV-0002,24.22211642951679,31.34331836117597,False,True,0,1,D_chengdu|C042|C015|C034|C002|C001|C005|C006|D_chengdu,0,1,D_chengdu|C042|C015|C034|C002|C001|C005|C006|D_chengdu,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,2,FLEET-CV-0003,18.289712469422447,23.6668122016336,False,False,0,1,D_chengdu|C010|C011|C032|C029|C003|D_chengdu,0,1,D_chengdu|C010|C011|C032|C029|C003|D_chengdu,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,3,FLEET-CV-0004,22.013734939409286,28.485681857413674,False,False,0,1,D_chengdu|C031|C038|C039|C008|C027|C035|D_chengdu,0,1,D_chengdu|C031|C038|C039|C008|C027|C035|D_chengdu,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,4,FLEET-CV-0005,21.728038478591646,28.115991820123767,False,False,0,1,D_chengdu|C022|C019|C028|C012|C040|D_chengdu,0,1,D_chengdu|C022|C019|C028|C012|C040|D_chengdu,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,5,FLEET-CV-0006,21.066281351548287,27.2596808379248,False,False,0,1,D_chengdu|C017|C021|C023|C030|C014|C009|D_chengdu,0,1,D_chengdu|C017|C021|C023|C030|C014|C009|D_chengdu,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,6,FLEET-CV-0007,20.438057873069084,26.446762258112166,False,False,0,1,D_chengdu|C013|C036|C018|C026|C037|D_chengdu,0,1,D_chengdu|C013|C036|C018|C026|C037|D_chengdu,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,7,FLEET-CV-0008,17.777450763413935,23.00394767522507,False,False,0,1,D_chengdu|C033|C016|D_chengdu,0,1,D_chengdu|C033|C016|D_chengdu,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,8,FLEET-CV-0009,53.02228216761063,68.61061357092474,False,False,0,1,D_chongqing|C089|C050|C045|C071|C062|C055|C088|D_chongqing,0,1,D_chongqing|C089|C050|C045|C071|C062|C055|C088|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,9,FLEET-CV-0010,33.05266371181049,42.77000997905084,False,False,0,1,D_chongqing|C056|C090|C086|C100|C044|C096|C075|D_chongqing,0,1,D_chongqing|C056|C090|C086|C100|C044|C096|C075|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,10,FLEET-CV-0011,36.746887112781835,47.55031976291645,False,False,0,1,D_chongqing|C093|C060|C082|C085|C070|C099|D_chongqing,0,1,D_chongqing|C093|C060|C082|C085|C070|C099|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,11,FLEET-CV-0012,40.68816741660534,52.650320156062804,False,True,0,1,D_chongqing|C076|C073|C066|C069|C074|C097|D_chongqing,0,1,D_chongqing|C076|C073|C066|C069|C074|C097|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,12,FLEET-CV-0013,36.89439602521916,47.741195684807394,False,False,0,1,D_chongqing|C079|C061|C052|C092|C068|C065|D_chongqing,0,1,D_chongqing|C079|C061|C052|C092|C068|C065|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,13,FLEET-CV-0014,40.48878436424557,52.39231931191196,False,True,0,1,D_chongqing|C095|C081|C048|C072|C051|C049|D_chongqing,0,1,D_chongqing|C095|C081|C048|C072|C051|C049|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,14,FLEET-CV-0015,36.172346046904536,46.80686600272326,False,False,0,1,D_chongqing|C083|C094|C058|C067|C084|C043|D_chongqing,0,1,D_chongqing|C083|C094|C058|C067|C084|C043|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,15,FLEET-CV-0016,46.689210994402636,60.41564569669078,False,True,0,1,D_chongqing|C047|C059|C064|C053|C077|C080|C054|D_chongqing,0,1,D_chongqing|C047|C059|C064|C053|C077|C080|C054|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,16,FLEET-CV-0017,30.588740309211282,39.58170329866884,False,False,0,1,D_chongqing|C091|C046|C078|C087|C098|C063|D_chongqing,0,1,D_chongqing|C091|C046|C078|C087|C098|C063|D_chongqing,False
cn-cy-100c-02-V2-LOCATIONS,cy,100,2,17,FLEET-CV-0018,21.908104898082996,28.34899702132893,False,False,0,1,D_chongqing|C057|D_chongqing,0,1,D_chongqing|C057|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,0,FLEET-CV-0001,27.186565877892846,35.179303672221586,False,True,0,1,D_chengdu|C029|C018|C016|C013|C025|C026|D_chengdu,0,1,D_chengdu|C029|C018|C016|C013|C025|C026|D_chengdu,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,1,FLEET-CV-0002,19.21693999606052,24.866640781651814,False,False,0,1,D_chengdu|C024|C003|C014|C010|C001|D_chengdu,0,1,D_chengdu|C024|C003|C014|C010|C001|D_chengdu,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,2,FLEET-CV-0003,24.13002354623019,31.224150551540102,False,False,0,1,D_chengdu|C030|C008|C020|C034|C009|C019|D_chengdu,0,1,D_chengdu|C030|C008|C020|C034|C009|C019|D_chengdu,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,3,FLEET-CV-0004,31.526809826522417,40.79556136972362,False,True,0,1,D_chengdu|C021|C028|C022|C011|C037|C015|C002|C041|C004|C012|D_chengdu,0,1,D_chengdu|C021|C028|C022|C011|C037|C015|C002|C041|C004|C012|D_chengdu,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,4,FLEET-CV-0005,21.63110405911891,27.990559082710806,False,False,0,1,D_chengdu|C038|C031|C039|C036|C040|C005|D_chengdu,0,1,D_chengdu|C038|C031|C039|C036|C040|C005|D_chengdu,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,5,FLEET-CV-0006,18.26433534721317,23.633974310576047,False,False,0,1,D_chengdu|C017|C023|C006|C007|D_chengdu,0,1,D_chengdu|C017|C023|C006|C007|D_chengdu,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,6,FLEET-CV-0007,17.832226240188916,23.074826915358326,False,False,0,1,D_chengdu|C033|C032|C042|C035|C027|D_chengdu,0,1,D_chengdu|C033|C032|C042|C035|C027|D_chengdu,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,7,FLEET-CV-0008,48.13972325369344,62.292602553951134,False,True,0,1,D_chongqing|C077|C081|C043|C047|C056|C096|C053|D_chongqing,0,1,D_chongqing|C077|C081|C043|C047|C056|C096|C053|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,8,FLEET-CV-0009,48.18748474543576,62.35440572649554,False,True,0,1,D_chongqing|C076|C092|C094|C073|C072|C086|C049|D_chongqing,0,1,D_chongqing|C076|C092|C094|C073|C072|C086|C049|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,9,FLEET-CV-0010,39.24769467123765,50.78635438824748,False,False,0,1,D_chongqing|C082|C090|C095|C088|C063|C058|D_chongqing,0,1,D_chongqing|C082|C090|C095|C088|C063|C058|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,10,FLEET-CV-0011,45.89584824190804,59.38903758010875,False,True,0,1,D_chongqing|C074|C059|C060|C050|C048|C091|C083|D_chongqing,0,1,D_chongqing|C074|C059|C060|C050|C048|C091|C083|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,11,FLEET-CV-0012,35.94609963108821,46.51410407749509,False,False,0,1,D_chongqing|C097|C098|C044|C087|C052|C064|C075|D_chongqing,0,1,D_chongqing|C097|C098|C044|C087|C052|C064|C075|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,12,FLEET-CV-0013,31.759578477390612,41.09676304010172,False,False,0,1,D_chongqing|C085|C080|C100|C046|C055|C093|D_chongqing,0,1,D_chongqing|C085|C080|C100|C046|C055|C093|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,13,FLEET-CV-0014,37.807679085004835,48.92298018245967,False,False,0,1,D_chongqing|C069|C062|C068|C079|C065|C089|C061|D_chongqing,0,1,D_chongqing|C069|C062|C068|C079|C065|C089|C061|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,14,FLEET-CV-0015,39.0739607364379,50.56154339601177,False,False,0,1,D_chongqing|C099|C066|C070|C045|C078|C054|D_chongqing,0,1,D_chongqing|C099|C066|C070|C045|C078|C054|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,15,FLEET-CV-0016,29.234507501799747,37.829331653467584,False,False,0,1,D_chongqing|C057|C051|C067|D_chongqing,0,1,D_chongqing|C057|C051|C067|D_chongqing,False
cn-cy-100c-03-V2-LOCATIONS,cy,100,3,16,FLEET-CV-0017,32.54473892472812,42.11275740777448,False,False,0,1,D_chongqing|C071|C084|D_chongqing,0,1,D_chongqing|C071|C084|D_chongqing,False
cn-cy-10c-01-V2-LOCATIONS,cy,10,1,0,FLEET-CV-0001,44.23481472646555,57.239667089111734,False,True,0,1,D_chongqing|C008|C005|C002|C009|C001|C006|C010|D_chongqing,0,1,D_chongqing|C008|C005|C002|C009|C001|C006|C010|D_chongqing,False
cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,FLEET-CV-0002,23.0276699559095,29.797709570276268,False,False,0,1,D_chongqing|C004|C007|C003|D_chongqing,0,1,D_chongqing|C004|C007|C003|D_chongqing,False
cn-cy-10c-02-V2-LOCATIONS,cy,10,2,0,FLEET-CV-0001,37.33561083066196,48.312125816073966,False,True,0,1,D_chongqing|C009|C008|C007|C004|C006|D_chongqing,0,1,D_chongqing|C009|C008|C007|C004|C006|D_chongqing,False
cn-cy-10c-02-V2-LOCATIONS,cy,10,2,1,FLEET-CV-0002,31.555197303793754,40.83229464776624,False,False,0,1,D_chongqing|C005|C002|C001|C010|C003|D_chongqing,0,1,D_chongqing|C005|C002|C001|C010|C003|D_chongqing,False
cn-cy-10c-03-V2-LOCATIONS,cy,10,3,0,FLEET-CV-0001,33.103926802194735,42.836344205738534,False,True,0,1,D_chongqing|C007|C006|C009|C002|C003|C001|D_chongqing,0,1,D_chongqing|C007|C006|C009|C002|C003|C001|D_chongqing,False
cn-cy-10c-03-V2-LOCATIONS,cy,10,3,1,FLEET-CV-0002,25.177433459864655,32.57949464268201,False,False,0,1,D_chongqing|C004|C005|C008|C010|D_chongqing,0,1,D_chongqing|C004|C005|C008|C010|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,0,FLEET-CV-0001,22.85938272194779,29.579946586371364,False,True,0,1,D_chengdu|C024|C044|C035|C029|C030|C040|D_chengdu,0,1,D_chengdu|C024|C044|C035|C029|C030|C040|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,1,FLEET-CV-0002,21.672715397232146,28.044403981925655,False,False,0,1,D_chengdu|C057|C021|C015|C027|C054|D_chengdu,0,1,D_chengdu|C057|C021|C015|C027|C054|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,2,FLEET-CV-0003,20.18750313006903,26.122545458163856,False,False,0,1,D_chengdu|C050|C013|C045|C063|C003|C023|C036|D_chengdu,0,1,D_chengdu|C050|C013|C045|C063|C003|C023|C036|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,3,FLEET-CV-0004,30.9131741290745,40.00151931816058,False,True,0,1,D_chengdu|C055|C009|C033|C039|C001|C034|C014|D_chengdu,0,1,D_chengdu|C055|C009|C033|C039|C001|C034|C014|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,4,FLEET-CV-0005,20.948929506610636,27.107828036504444,False,False,0,1,D_chengdu|C016|C060|C006|C019|C059|D_chengdu,0,1,D_chengdu|C016|C060|C006|C019|C059|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,5,FLEET-CV-0006,23.89139522241199,30.915366488628347,False,False,0,1,D_chengdu|C062|C005|C051|C053|C025|C018|C011|D_chengdu,0,1,D_chengdu|C062|C005|C051|C053|C025|C018|C011|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,6,FLEET-CV-0007,20.978978304677113,27.1467110567768,False,False,0,1,D_chengdu|C042|C049|C031|C037|C020|D_chengdu,0,1,D_chengdu|C042|C049|C031|C037|C020|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,7,FLEET-CV-0008,21.74655044628348,28.139946229662883,False,False,0,1,D_chengdu|C047|C008|C041|C012|C004|C052|C032|D_chengdu,0,1,D_chengdu|C047|C008|C041|C012|C004|C052|C032|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,8,FLEET-CV-0009,23.91662651119872,30.94801567184099,False,True,0,1,D_chengdu|C048|C002|C007|C058|C043|C026|C022|D_chengdu,0,1,D_chengdu|C048|C002|C007|C058|C043|C026|C022|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,9,FLEET-CV-0010,20.25444165064794,26.20916362661483,False,False,0,1,D_chengdu|C046|C017|C038|C010|C028|D_chengdu,0,1,D_chengdu|C046|C017|C038|C010|C028|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,10,FLEET-CV-0011,16.829590960619754,21.77742101529471,False,False,0,1,D_chengdu|C056|C061|D_chengdu,0,1,D_chengdu|C056|C061|D_chengdu,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,11,FLEET-CV-0012,38.89193950244423,50.32600867293508,False,False,0,1,D_chongqing|C117|C071|C080|C149|C081|C106|D_chongqing,0,1,D_chongqing|C117|C071|C080|C149|C081|C106|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,12,FLEET-CV-0013,35.37253502057083,45.77191384649434,False,False,0,1,D_chongqing|C136|C133|C104|C107|C125|D_chongqing,0,1,D_chongqing|C136|C133|C104|C107|C125|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,13,FLEET-CV-0014,41.253523245051724,53.38188825705451,False,True,0,1,D_chongqing|C075|C101|C110|C088|C116|C138|C092|C066|D_chongqing,0,1,D_chongqing|C075|C101|C110|C088|C116|C138|C092|C066|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,14,FLEET-CV-0015,40.14646003968133,51.949353053417866,False,True,0,1,D_chongqing|C067|C115|C087|C098|C145|C072|C090|C091|D_chongqing,0,1,D_chongqing|C067|C115|C087|C098|C145|C072|C090|C091|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,15,FLEET-CV-0016,34.0775267745977,44.0961785385581,False,False,0,1,D_chongqing|C120|C069|C130|C128|C068|D_chongqing,0,1,D_chongqing|C120|C069|C130|C128|C068|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,16,FLEET-CV-0017,40.94141351970677,52.97801956483795,False,True,0,1,D_chongqing|C137|C086|C105|C122|C082|C108|C140|D_chongqing,0,1,D_chongqing|C137|C086|C105|C122|C082|C108|C140|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,17,FLEET-CV-0018,35.98005051995382,46.558036387103805,False,False,0,1,D_chongqing|C109|C093|C147|C070|C077|C065|C073|D_chongqing,0,1,D_chongqing|C109|C093|C147|C070|C077|C065|C073|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,18,FLEET-CV-0019,34.58966476670787,44.75888297969445,False,False,0,1,D_chongqing|C114|C099|C089|C064|C079|D_chongqing,0,1,D_chongqing|C114|C099|C089|C064|C079|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,19,FLEET-CV-0020,33.94174700806566,43.9204800829007,False,False,0,1,D_chongqing|C096|C103|C132|C095|C094|D_chongqing,0,1,D_chongqing|C096|C103|C132|C095|C094|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,20,FLEET-CV-0021,41.17568662563825,53.28116799383831,False,False,0,1,D_chongqing|C135|C100|C126|C083|C118|D_chongqing,0,1,D_chongqing|C135|C100|C126|C083|C118|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,21,FLEET-CV-0022,46.18694783546549,59.765719248790745,False,True,0,1,D_chongqing|C150|C111|C078|C076|C085|D_chongqing,0,1,D_chongqing|C150|C111|C078|C076|C085|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,22,FLEET-CV-0023,37.8422214505441,48.96767786043491,False,False,0,1,D_chongqing|C084|C143|C102|C144|C139|C141|D_chongqing,0,1,D_chongqing|C084|C143|C102|C144|C139|C141|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,23,FLEET-CV-0024,37.31015488995895,48.279185934211895,False,False,0,1,D_chongqing|C127|C097|C129|C112|C074|C142|C113|D_chongqing,0,1,D_chongqing|C127|C097|C129|C112|C074|C142|C113|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,24,FLEET-CV-0025,32.18396897230838,41.64592258321477,False,False,0,1,D_chongqing|C134|C121|C124|C119|C148|D_chongqing,0,1,D_chongqing|C134|C121|C124|C119|C148|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,25,FLEET-CV-0026,25.288939442539437,32.72378292254068,False,False,0,1,D_chongqing|C146|C123|D_chongqing,0,1,D_chongqing|C146|C123|D_chongqing,False
cn-cy-150c-01-V2-LOCATIONS,cy,150,1,26,FLEET-CV-0027,29.408813314185792,38.05488265293192,False,False,0,1,D_chongqing|C131|D_chongqing,0,1,D_chongqing|C131|D_chongqing,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,0,FLEET-CV-0001,18.282817825143148,23.657890560485438,False,False,0,1,D_chengdu|C044|C038|C062|C030|C009|D_chengdu,0,1,D_chengdu|C044|C038|C062|C030|C009|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,1,FLEET-CV-0002,25.923971742429234,33.545512089064744,False,False,0,1,D_chengdu|C047|C012|C013|C031|C018|D_chengdu,0,1,D_chengdu|C047|C012|C013|C031|C018|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,2,FLEET-CV-0003,26.298479687604363,34.03012381936382,False,True,0,1,D_chengdu|C017|C021|C004|C023|C032|C033|D_chengdu,0,1,D_chengdu|C017|C021|C004|C023|C032|C033|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,3,FLEET-CV-0004,23.439415654044367,30.330506798711657,False,True,0,1,D_chengdu|C059|C008|C050|C052|C029|C039|C049|C024|D_chengdu,0,1,D_chengdu|C059|C008|C050|C052|C029|C039|C049|C024|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,4,FLEET-CV-0005,22.06372106000219,28.550363690479024,False,False,0,1,D_chengdu|C051|C060|C054|C055|C026|D_chengdu,0,1,D_chengdu|C051|C060|C054|C055|C026|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,5,FLEET-CV-0006,23.009476432031583,29.774167225713747,False,False,0,1,D_chengdu|C011|C040|C020|C037|C025|D_chengdu,0,1,D_chengdu|C011|C040|C020|C037|C025|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,6,FLEET-CV-0007,21.741934302621573,28.133972958878843,False,False,0,1,D_chengdu|C022|C014|C027|C016|C057|C019|D_chengdu,0,1,D_chengdu|C022|C014|C027|C016|C057|C019|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,7,FLEET-CV-0008,20.056955897939783,25.953617880356862,False,False,0,1,D_chengdu|C046|C063|C010|C015|C035|C056|D_chengdu,0,1,D_chengdu|C046|C063|C010|C015|C035|C056|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,8,FLEET-CV-0009,24.915212528149695,32.24018184284381,False,True,0,1,D_chengdu|C034|C041|C036|C053|C003|C028|D_chengdu,0,1,D_chengdu|C034|C041|C036|C053|C003|C028|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,9,FLEET-CV-0010,19.6093695308313,25.374442974678185,False,False,0,1,D_chengdu|C007|C006|C061|C005|C002|C048|D_chengdu,0,1,D_chengdu|C007|C006|C061|C005|C002|C048|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,10,FLEET-CV-0011,19.631840669011062,25.403520534434605,False,False,0,1,D_chengdu|C058|C043|C045|C001|C042|D_chengdu,0,1,D_chengdu|C058|C043|C045|C001|C042|D_chengdu,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,11,FLEET-CV-0012,43.16577328645138,55.85633189240604,False,True,0,1,D_chongqing|C085|C135|C142|C124|C082|C076|C079|C133|D_chongqing,0,1,D_chongqing|C085|C135|C142|C124|C082|C076|C079|C133|D_chongqing,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,12,FLEET-CV-0013,38.25389344288326,49.50037971387585,False,True,0,1,D_chongqing|C093|C120|C118|C141|C104|D_chongqing,0,1,D_chongqing|C093|C120|C118|C141|C104|D_chongqing,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,13,FLEET-CV-0014,45.18490628222827,58.46908162814216,False,True,0,1,D_chongqing|C108|C127|C132|C125|C145|D_chongqing,0,1,D_chongqing|C108|C127|C132|C125|C145|D_chongqing,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,14,FLEET-CV-0015,32.73291108019801,42.35625139777175,False,False,0,1,D_chongqing|C064|C073|C111|C081|C068|C075|D_chongqing,0,1,D_chongqing|C064|C073|C111|C081|C068|C075|D_chongqing,False
cn-cy-150c-02-V2-LOCATIONS,cy,150,2,15,FLEET-CV-0016,36.74384942745753,47.54638901068522,False,False,0,1,D_chongqing|C136|C138|C102|C074|C100|C137|C080|D_chongqing,0,1,D_chongqing|C136|C138|C102|C074|C100|C137|C080|D_chongqing,False
